policy_id,scenario_id,branch_id,from_bus,to_bus,line_loading_pu,P_L,P1,P2,P3,P_flow,P_HF_L,assumption_status,note
constant_total_generation_dispatch,wind_speed_11_28,11,5,8,0.396360769050533,0.001662870565,0.000563870565,0.001099,0,0.000565,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,12,6,7,0.553134796075364,0.001361474263,0.000262474263,0.001099,0,0.000263,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,13,6,11,0.50485597517727,0.001599996502,0.000500996502,0.001099,0,0.000502,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,14,6,31,0.549364223337766,0.001475246377,0.000376246377,0.001099,0,0.000377,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,15,7,8,0.279385003823392,0.001121954023,2.2954023e-05,0.001099,0,2.3e-05,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,16,8,9,0.142912223246303,0.001121954023,2.2954023e-05,0.001099,0,2.3e-05,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,17,9,39,0.154205628700607,0.001782630685,0.000683630685,0.001099,0,0.000685,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,18,10,11,0.443924843777096,0.001321554223,0.000222554223,0.001099,0,0.000223,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,19,10,13,0.65183019619705,0.001782630685,0.000683630685,0.001099,0,0.000685,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,20,10,32,0.766359469007806,0.001650894553,0.000551894553,0.001099,0,0.000553,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,21,12,11,0.0918870927533193,0.001525146427,0.000426146427,0.001099,0,0.000427,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,22,12,13,0.0904668260014303,0.001512172414,0.000413172414,0.001099,0,0.000414,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,23,13,14,0.640234174306559,0.001532132434,0.000433132434,0.001099,0,0.000434,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,24,14,15,0.235476458186183,0.001475246377,0.000376246377,0.001099,0,0.000377,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,25,15,16,0.365709983803174,0.001566064468,0.000467064468,0.001099,0,0.000468,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,26,16,17,0.319416158922088,0.001404388306,0.000305388306,0.001099,0,0.000306,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,27,16,19,0.6968505309746,0.001109978011,1.0978011e-05,0.001099,0,1.1e-05,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,28,16,21,0.515050985004844,0.001571054473,0.000472054473,0.001099,0,0.000473,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,29,16,24,0.0864122871773423,0.0016978006,0.0005988006,0.001099,0,0.0006,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,30,17,18,0.251012016970635,0.00174770065,0.00064870065,0.001099,0,0.00065,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,31,17,27,0.084608735607037,0.001679836582,0.000580836582,0.001099,0,0.000582,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,32,19,20,0.228422407154551,0.001612970515,0.000513970515,0.001099,0,0.000515,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,33,19,33,0.703043722965211,0.001123950025,2.4950025e-05,0.001099,0,2.5e-05,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,34,20,34,0.558041057935061,0.001123950025,2.4950025e-05,0.001099,0,2.5e-05,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,35,21,22,0.636479238354219,0.001611972514,0.000512972514,0.001099,0,0.000514,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,36,22,23,0.153408009228214,0.001679836582,0.000580836582,0.001099,0,0.000582,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,37,22,35,0.710755503670629,0.001599996502,0.000500996502,0.001099,0,0.000502,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,38,23,24,0.552186025634577,0.001475246377,0.000376246377,0.001099,0,0.000377,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,39,23,36,0.589013401684959,0.001543110445,0.000444110445,0.001099,0,0.000445,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,40,25,26,0.142587698253228,0.00158802049,0.00048902049,0.001099,0,0.00049,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,41,25,37,0.566135348667187,0.001555086457,0.000456086457,0.001099,0,0.000457,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,42,26,27,0.420439808623858,0.001700794603,0.000601794603,0.001099,0,0.000603,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,43,26,28,0.226626832047598,0.001575046477,0.000476046477,0.001099,0,0.000477,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,44,26,29,0.311615573206631,0.001123950025,2.4950025e-05,0.001099,0,2.5e-05,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,45,28,29,0.558884913098708,0.001550096452,0.000451096452,0.001099,0,0.000452,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
constant_total_generation_dispatch,wind_speed_11_28,46,29,38,0.666404668426207,0.001512172414,0.000413172414,0.001099,0,0.000414,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
