branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,original_slack_in_main_island,new_slack_bus,pf_converged_before_shedding,pf_converged_after_shedding,corrective_load_shed_mw,load_shed_mw,num_overloaded_lines,max_line_loading_pu,num_voltage_violations,max_voltage_deviation_pu,SLLR,SLFOR,SNVOR,CRI,main_island_load_share,original_slack_island_load_share,main_island_selection_reason
31,17,27,1,1,0,0,0,1,31,1,1,0,0,9,2.0358116300337,0,0,0,9.32230467030334,0,1.86446093406067,1,1,original_slack_island_has_sufficient_load
32,19,20,2,1,680,249.720838085125,0,1,31,1,1,0,680,5,1.94774877858431,0,0,0.10872641396303,4.73874389292156,0,1.01298462696213,0.89127358603697,0.89127358603697,original_slack_island_has_sufficient_load
33,19,33,2,1,0,311.627382683835,0,1,31,1,1,0,0,12,2.10193772029639,2,0.0232536757242756,0,13.2232526435567,0.0465073514485512,2.65395199900104,1,1,original_slack_island_has_sufficient_load
34,20,34,2,1,0,249.720838085125,0,1,31,1,1,0,0,11,2.08619667312567,2,0.0171682288938275,0,11.9481634043823,0.034336457787655,2.396499972434,1,1,original_slack_island_has_sufficient_load
35,21,22,1,1,0,0,0,1,31,1,1,0,0,9,2.02915577087274,1,0.00716170528750981,0,9.26240193785466,0.00716170528750981,1.85391272862843,1,1,original_slack_island_has_sufficient_load
36,22,23,1,1,0,0,0,1,31,1,1,0,0,9,2.02844479759302,1,0.000223371710852738,0,9.25600317833715,0.000223371710852738,1.8512453100096,1,1,original_slack_island_has_sufficient_load
37,22,35,2,1,0,321.284163607227,0,1,31,1,1,0,0,12,2.10431456603098,2,0.025302397459341,0,13.2517747923717,0.0506047949186821,2.66047591745808,1,1,original_slack_island_has_sufficient_load
38,23,24,1,1,0,0,0,1,31,1,1,0,0,9,2.0284731641872,1,0.0024387525433075,0,9.25625847768483,0.0024387525433075,1.85173944604563,1,1,original_slack_island_has_sufficient_load
39,23,36,2,1,0,276.233878073345,0,1,31,1,1,0,0,11,2.09145718462279,2,0.0169997122505018,0,12.0060290308506,0.0339994245010036,2.40800569107033,1,1,original_slack_island_has_sufficient_load
40,25,26,1,1,0,0,0,1,31,1,1,0,0,10,2.5362874404079,3,0.026794401906531,0,15.362874404079,0.0803832057195931,3.08865152195973,1,1,original_slack_island_has_sufficient_load
41,25,37,2,1,0,266.592561902116,0,1,31,1,1,0,0,11,2.09027177365985,3,0.0160281935071197,0,11.9929895102584,0.0480845805213591,2.40821481815594,1,1,original_slack_island_has_sufficient_load
42,26,27,1,1,0,0,0,1,31,1,1,0,0,9,2.12569465885367,3,0.0147822413785361,0,10.131251929683,0.0443467241356084,2.03511973076373,1,1,original_slack_island_has_sufficient_load
43,26,28,1,1,0,0,0,1,31,1,1,0,0,9,2.02393374442632,1,0.0020020348711175,0,9.21540369983684,0.0020020348711175,1.84348114694159,1,1,original_slack_island_has_sufficient_load
44,26,29,1,1,0,0,0,1,31,1,1,0,0,9,2.02313423025054,1,0.00229900583324327,0,9.20820807225487,0.00229900583324327,1.84210141561762,1,1,original_slack_island_has_sufficient_load
45,28,29,1,1,0,0,0,1,31,1,1,0,0,9,2.02505950466221,1,0.0017430608016108,0,9.22553554195992,0.0017430608016108,1.84545572055231,1,1,original_slack_island_has_sufficient_load
46,29,38,2,1,0,409.672818689833,0,1,31,1,1,0,0,14,2.15008314552732,5,0.028085956593092,0,16.1011640373825,0.14042978296546,3.24831876406958,1,1,original_slack_island_has_sufficient_load
