initial_branch,trial_id,stage_id,pf_converged,severity_valid,invalid_reason,replay_source,stage_load_shed_mw,base_load_mw,stage_cumulative_probability,max_P_li_pu_if_available,min_voltage_pu_if_available,max_voltage_pu_if_available
17,5,1,0,0,nonconverged_power_flow,invalid_nonconverged,1876.269,6254.23,0.000685,2187.17802221858,0.651661350357964,9.05295417452836
18,1,2,0,0,nonconverged_power_flow,invalid_nonconverged,2721.939,6254.23,8.78424037529628e-05,19.6892384615314,0.00584405206811731,1.26141192179727
18,2,2,0,0,nonconverged_power_flow,invalid_nonconverged,2721.939,6254.23,8.61850840464613e-05,3.02856500312588,0.982,1.53451710732392
18,3,2,0,0,nonconverged_power_flow,invalid_nonconverged,2721.939,6254.23,8.61850840464613e-05,3.02856500312588,0.982,1.53451710732392
18,4,2,0,0,nonconverged_power_flow,invalid_nonconverged,2721.939,6254.23,8.78424037529628e-05,19.6892384615314,0.00584405206811731,1.26141192179727
19,1,2,0,0,nonconverged_power_flow,invalid_nonconverged,2721.939,6254.23,0.000221271385037583,2.75695855717424,0.103630228540679,1.0636
19,2,2,0,0,nonconverged_power_flow,invalid_nonconverged,2721.939,6254.23,0.000369860948396026,18.3062874387426,0.0432415061166098,1.0636
19,3,2,0,0,nonconverged_power_flow,invalid_nonconverged,2721.939,6254.23,0.000369860948396026,18.3062874387426,0.0432415061166098,1.0636
19,4,2,0,0,nonconverged_power_flow,invalid_nonconverged,2721.939,6254.23,0.000369860948396026,18.3062874387426,0.0432415061166098,1.0636
19,5,2,0,0,nonconverged_power_flow,invalid_nonconverged,2721.939,6254.23,0.000369860948396026,18.3062874387426,0.0432415061166098,1.0636
20,1,2,0,0,nonconverged_power_flow,invalid_nonconverged,2721.939,6254.23,3.61840945884916e-05,2.3996631170824,0.726183180047629,1.06930119527947
20,3,2,0,0,nonconverged_power_flow,invalid_nonconverged,2721.939,6254.23,0.00012676291350034,2.91157492704353,0.530866455756521,1.0636
20,5,2,0,0,nonconverged_power_flow,invalid_nonconverged,2721.939,6254.23,0.00012676291350034,2.91157492704353,0.530866455756521,1.0636
22,3,2,0,0,nonconverged_power_flow,invalid_nonconverged,3263.41,6254.23,9.34226648884174e-06,3.02126385908807,0.696616292995903,1.0636
23,3,2,0,0,nonconverged_power_flow,invalid_nonconverged,3263.41,6254.23,0.000112023875408054,1.7777267977773,0.832690178251339,1.0636
23,5,2,0,0,nonconverged_power_flow,invalid_nonconverged,3374.01,6254.23,6.14272948020197e-06,1.99859497515459,0.668921316493819,1.0636
26,1,2,0,0,nonconverged_power_flow,invalid_nonconverged,4233.309,6254.23,1.1555714798555e-05,1.23778647863036,0.674885890574424,1.0636
35,1,2,0,0,nonconverged_power_flow,invalid_nonconverged,2721.939,6254.23,6.1995670954699e-06,0.842782364278171,0.0210212371337177,1.0636
35,2,2,0,0,nonconverged_power_flow,invalid_nonconverged,2721.939,6254.23,1.57234452183964e-06,162.49896799065,0.0244735982783438,2.87524302793008
