branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,new_slack_bus,main_island_load_mw,main_island_load_share,main_island_generation_mw,main_island_gen_share,original_slack_island_id,original_slack_island_load_mw,original_slack_island_load_share,original_slack_island_generation_mw,main_island_selection_reason
28,16,21,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
29,16,24,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
30,17,18,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
31,17,27,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
32,19,20,2,1,680,249.720838085125,0,31,5574.23,0.89127358603697,6243.16592455758,0.961539320303272,1,5574.23,0.89127358603697,6243.16592455758,original_slack_island_has_sufficient_load
33,19,33,2,1,0,311.627382683835,0,31,6254.23,1,6181.25937995887,0.952004802474485,1,6254.23,1,6181.25937995887,original_slack_island_has_sufficient_load
34,20,34,2,1,0,249.720838085125,0,31,6254.23,1,6243.16592455758,0.961539320303272,1,6254.23,1,6243.16592455758,original_slack_island_has_sufficient_load
35,21,22,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
36,22,23,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
37,22,35,2,1,0,321.284163607227,0,31,6254.23,1,6171.60259903548,0.95051751626784,1,6254.23,1,6171.60259903548,original_slack_island_has_sufficient_load
38,23,24,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
39,23,36,2,1,0,276.233878073345,0,31,6254.23,1,6216.65288456936,0.957455922431502,1,6254.23,1,6216.65288456936,original_slack_island_has_sufficient_load
40,25,26,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
41,25,37,2,1,0,266.592561902116,0,31,6254.23,1,6226.29420074059,0.958940826838999,1,6254.23,1,6226.29420074059,original_slack_island_has_sufficient_load
42,26,27,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
43,26,28,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
44,26,29,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
45,28,29,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
46,29,38,2,1,0,409.672818689833,0,31,6254.23,1,6083.21394395288,0.93690436416558,1,6254.23,1,6083.21394395288,original_slack_island_has_sufficient_load
