initial_branch,trial_id,stage_id,candidate_branch,from_bus,to_bus,loading_pu,outage_probability,prob_model,engineering_probability,paper_formula_probability,paper_formula_status,paper_formula_missing_parameters,paper_formula_used_fallback,random_u,trip_selected
1,1,1,33,19,33,0.703342439809034,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.846418109204633,0
1,1,1,34,20,34,0.626887933877084,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.637035251917216,0
1,1,1,35,21,22,0.647940868524712,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.807883947108997,0
1,1,1,36,22,23,0.144127335056424,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.725160674369531,0
1,1,1,37,22,35,0.700264119215055,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.29893111856515,0
1,1,1,38,23,24,0.570202106468439,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.862056806291439,0
1,1,1,39,23,36,0.628288134439689,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.291938793150478,0
1,1,1,40,25,26,0.335397523006565,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.620604819523615,0
1,1,1,41,25,37,0.618433852927876,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.163290239030076,0
1,1,1,42,26,27,0.437620486435816,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.461904997768522,0
1,1,1,43,26,28,0.13919853258174,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.901782380542035,0
1,1,1,44,26,29,0.224546523838002,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.933878854174965,0
1,1,1,45,28,29,0.469176013124275,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.82062212247485,0
1,1,1,46,29,38,0.575752181726442,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.260715083597364,0
1,1,2,2,1,39,0.107141961901022,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.721014733829682,0
1,1,2,4,2,25,0.847463010389383,0.023807773689497,engineering,0.023807773689497,NaN,not_evaluated,,0,0.841338713849263,0
1,1,2,5,2,30,0.47277547928008,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.0740985352997853,0
1,1,2,6,3,4,0.0748883868105219,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.951382678558877,0
1,1,2,7,3,18,0.717359336369776,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.221142009938414,0
1,1,2,8,4,5,0.257060312757285,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.194800408565788,0
1,1,2,9,4,14,0.694647387457525,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.642268232375736,0
1,1,2,10,5,6,0.585762345590276,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.0204185362881291,0
1,1,2,11,5,8,0.619126205590404,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.586642692229454,0
1,1,2,12,6,7,0.742985120539388,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.921127834242827,0
1,1,2,13,6,11,0.768837696421805,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.974584161697346,0
1,1,2,14,6,31,0.612859540574801,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.136461747994997,0
1,1,2,15,7,8,0.465023436883454,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.741101172925067,0
1,1,2,16,8,9,0.514863713198132,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.901097893347671,0
1,1,2,17,9,39,0.489063219675468,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.121225701973294,0
1,1,2,18,10,11,0.639535063671589,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.690681738196416,0
1,1,2,19,10,13,0.487352076785273,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.00903141365245441,0
1,1,2,20,10,32,0.806009531048383,0.0031017607586673,engineering,0.0031017607586673,NaN,not_evaluated,,0,0.528713344643486,0
1,1,2,21,12,11,0.0891114125885715,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.685408299279165,0
1,1,2,22,12,13,0.0924389523914176,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.0486334876777912,0
1,1,2,23,13,14,0.444691150596043,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.423207908847725,0
1,1,2,24,14,15,0.175275453006936,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.805346317134497,0
1,1,2,25,15,16,0.711979035827805,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.916199353293787,0
1,1,2,26,16,17,0.234611403951002,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.0585596915309827,0
1,1,2,27,16,19,0.839284053880009,0.0197223849130644,engineering,0.0197223849130644,NaN,not_evaluated,,0,0.273140098744731,0
1,1,2,28,16,21,0.510843164519578,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.780449253301181,0
1,1,2,29,16,24,0.144275489419506,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.825599129787258,0
1,1,2,30,17,18,0.866461541104499,0.033297539781697,engineering,0.033297539781697,NaN,not_evaluated,,0,0.696697365737433,0
1,1,2,31,17,27,0.824823842593568,0.0124995093754872,engineering,0.0124995093754872,NaN,not_evaluated,,0,0.5520490162259,0
1,1,2,32,19,20,0.163134038491715,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.26813821672697,0
1,1,2,33,19,33,0.724103877975171,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.642927738447845,0
1,1,2,34,20,34,0.635051555814553,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.765308786649966,0
1,1,2,35,21,22,0.65498241539893,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.262664197308984,0
1,1,2,36,22,23,0.147587079950151,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.399059873741765,0
1,1,2,37,22,35,0.719349513376569,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.340530513132787,0
1,1,2,38,23,24,0.566123685769561,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.8014936705967,0
1,1,2,39,23,36,0.632018302532004,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.363567337010433,0
1,1,2,40,25,26,1.23534810840191,1,engineering,1,NaN,not_evaluated,,0,0.865074693263921,1
1,1,2,41,25,37,0.642322744915327,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.564400757951683,0
1,1,2,42,26,27,1.3001732065106,1,engineering,1,NaN,not_evaluated,,0,0.706729635488238,1
1,1,2,43,26,28,0.180348909011046,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.248839153232659,0
1,1,2,44,26,29,0.246579303648016,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.847767410940122,0
1,1,2,45,28,29,0.469575882637033,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.237067145586319,0
1,1,2,46,29,38,0.58408922645918,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.369269206842675,0
1,1,3,2,1,39,0.107141961901023,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.754014208326896,0
1,1,3,6,3,4,0.69441663914126,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.316408497059037,0
1,1,3,7,3,18,0.164770654811298,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.192539365438709,0
1,1,3,8,4,5,0.977911581715561,0.0889668350669229,engineering,0.0889668350669229,NaN,not_evaluated,,0,0.184450866092193,0
1,1,3,9,4,14,0.582606212436375,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.218854476673358,0
1,1,3,10,5,6,0.920965604496061,0.0605223194457825,engineering,0.0605223194457825,NaN,not_evaluated,,0,0.86744013560098,0
1,1,3,11,5,8,0.570302806332103,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.458199652065828,0
1,1,3,12,6,7,0.786202443601648,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.600332850745045,0
1,1,3,13,6,11,0.510192053538052,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.212295103568016,0
1,1,3,14,6,31,1.13463463350224,0.705855850760075,engineering,0.705855850760075,NaN,not_evaluated,,0,0.554921050936025,1
1,1,3,15,7,8,0.512112901491094,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.978392407045527,0
1,1,3,16,8,9,0.547452894280255,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.565127019455672,0
1,1,3,17,9,39,0.511332670265808,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.071710820438904,0
1,1,3,18,10,11,0.471953778283994,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.706930805343207,0
1,1,3,19,10,13,0.942459665730525,0.0712586030323973,engineering,0.0712586030323973,NaN,not_evaluated,,0,0.31451731692725,0
1,1,3,20,10,32,0.921100991823972,0.060589945416074,engineering,0.060589945416074,NaN,not_evaluated,,0,0.863428460709262,0
1,1,3,21,12,11,0.0979106811669329,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.0948200737226772,0
1,1,3,22,12,13,0.107242971602088,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.752187556827635,0
1,1,3,23,13,14,0.949514385474445,0.0747824355444854,engineering,0.0747824355444854,NaN,not_evaluated,,0,0.818354813260669,0
1,1,3,24,14,15,0.510873951274729,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.37127108948605,0
1,1,3,25,15,16,0.342890746464764,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.522510752359951,0
1,1,3,26,16,17,0.755816201141639,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.682714698051752,0
1,1,3,27,16,19,0.889520934689689,0.0448157068774995,engineering,0.0448157068774995,NaN,not_evaluated,,0,0.251737680786146,0
1,1,3,28,16,21,0.506435647756874,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.442351671862379,0
1,1,3,29,16,24,0.185198996468113,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.49455624394491,0
1,1,3,30,17,18,0.282749768306054,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.551148255861535,0
1,1,3,31,17,27,0.484943438855389,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.8671177379847,0
1,1,3,32,19,20,0.168763233389519,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.163433930399617,0
1,1,3,33,19,33,0.745972058132586,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.849849228915092,0
1,1,3,34,20,34,0.643197876970467,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.470235446168902,0
1,1,3,35,21,22,0.664898639361785,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.939833708821593,0
1,1,3,36,22,23,0.150640196588223,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.456574261369656,0
1,1,3,37,22,35,0.740382382446059,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.950256639944263,0
1,1,3,38,23,24,0.566642398767763,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.796377318880206,0
1,1,3,39,23,36,0.636920653170979,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.0781645729378129,0
1,1,4,2,1,39,0.096427765710919,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.215623773156922,0
1,1,4,6,3,4,0.466013926121097,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.532402565111192,0
1,1,4,7,3,18,0.220923410641955,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.283795904897113,0
1,1,4,8,4,5,0.695491696726478,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.25216201257059,0
1,1,4,9,4,14,0.591477963477143,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.226258493232184,0
1,1,4,10,5,6,0.218658269707279,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.801307235202764,0
1,1,4,11,5,8,0.271031208091373,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.334280725670974,0
1,1,4,12,6,7,0.206519188291252,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.0651760910517032,0
1,1,4,13,6,11,0.745455794286788,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.856395004824485,0
1,1,4,15,7,8,0.293435161127594,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.0456751783955942,0
1,1,4,16,8,9,1.04205484827803,0.28924681725115,engineering,0.28924681725115,NaN,not_evaluated,,0,0.361187148522848,0
1,1,4,17,9,39,1.08150560389198,0.466775217513904,engineering,0.466775217513904,NaN,not_evaluated,,0,0.890654623827998,0
1,1,4,18,10,11,0.65223345528496,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.425814306776971,0
1,1,4,19,10,13,0.675516603890489,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.274641998090405,0
1,1,4,20,10,32,0.943462333762818,0.0717594357145277,engineering,0.0717594357145277,NaN,not_evaluated,,0,0.416646963612238,0
1,1,4,21,12,11,0.0667741220388428,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.367773124162222,0
1,1,4,22,12,13,0.100063258531062,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.129309949557035,0
1,1,4,23,13,14,0.65955285867182,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.890459699149508,0
1,1,4,24,14,15,0.251071024475633,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.781066131586434,0
1,1,4,25,15,16,0.405207468809299,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.138573490458062,0
1,1,4,26,16,17,0.825938286070722,0.0130561738923257,engineering,0.0130561738923257,NaN,not_evaluated,,0,0.814911287350604,0
1,1,4,27,16,19,0.984423171379079,0.0922193741038498,engineering,0.0922193741038498,NaN,not_evaluated,,0,0.0139308013021382,1
1,1,4,28,16,21,0.569873672804272,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.371502072289462,0
1,1,4,29,16,24,0.201218271359297,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.213683378323293,0
1,1,4,30,17,18,0.391649962252056,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.338548177451184,0
1,1,4,31,17,27,0.436449094968642,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.904593426541404,0
1,1,4,32,19,20,0.100539501417712,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.290639121879774,0
1,1,4,33,19,33,0.742314448571911,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.878289140442609,0
1,1,4,34,20,34,0.639205505926749,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.331894394612475,0
1,1,4,35,21,22,0.674622344650292,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.416215169506328,0
1,1,4,36,22,23,0.144335367397905,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.60296858238178,0
1,1,4,37,22,35,0.736087782341318,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.841667741761537,0
1,1,4,38,23,24,0.590151799145392,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.333161171590336,0
1,1,4,39,23,36,0.635746504869478,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.639331958170653,0
1,1,5,2,1,39,0.0846540025771354,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.583732865737462,0
1,1,5,6,3,4,0.58616774786451,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.87434772872168,0
1,1,5,7,3,18,0.146138385197053,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.850153379703439,0
1,1,5,8,4,5,0.811534703814749,0.00586158455546711,engineering,0.00586158455546711,NaN,not_evaluated,,0,0.288845560147053,0
1,1,5,9,4,14,0.46991261864995,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.42946454693906,0
1,1,5,10,5,6,0.227573773416034,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.815238630424321,0
1,1,5,11,5,8,0.333155133635147,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.823268842606058,0
1,1,5,12,6,7,0.23153882363416,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.0815359940709081,0
1,1,5,13,6,11,0.719236406781921,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.130107194366244,0
1,1,5,15,7,8,0.337684322919765,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.443088551446085,0
1,1,5,16,8,9,1.10341283896538,0.565357775344209,engineering,0.565357775344209,NaN,not_evaluated,,0,0.922423753829099,0
1,1,5,17,9,39,1.16533887689793,0.844024946040673,engineering,0.844024946040673,NaN,not_evaluated,,0,0.272873052514082,0
1,1,5,18,10,11,0.629787373572558,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.613581294471816,0
1,1,5,19,10,13,0.805881251631192,0.00303768518978053,engineering,0.00303768518978053,NaN,not_evaluated,,0,0.0896647894312289,0
1,1,5,20,10,32,1.01708933989314,0.176902029519135,engineering,0.176902029519135,NaN,not_evaluated,,0,0.34356607571754,0
1,1,5,21,12,11,0.0639991840262766,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.0135272914816942,0
1,1,5,22,12,13,0.0874716811157909,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.00611653542112445,0
1,1,5,23,13,14,0.797256625941286,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.38089324173664,0
1,1,5,24,14,15,0.45481299335647,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.479802105958452,0
1,1,5,25,15,16,0.227015244039306,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.642173247221507,0
1,1,5,26,16,17,0.522109680477803,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.245194865715626,0
1,1,5,28,16,21,0.679020766359976,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.976859708541152,0
1,1,5,29,16,24,0.323181864382419,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.194529045233652,0
1,1,5,30,17,18,0.174904253902646,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.203908185682039,0
1,1,5,31,17,27,0.370981730724371,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.880351487720883,0
1,1,5,35,21,22,0.722676717033564,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.619753258137357,0
1,1,5,36,22,23,0.147184609235865,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.855998056156526,0
1,1,5,37,22,35,0.795376777921917,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.170489981285963,0
1,1,5,38,23,24,0.639298004522784,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.676935109635379,0
1,1,5,39,23,36,0.651453244203202,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.936017471074627,0
1,2,1,2,1,39,0.107141961901022,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.492381079229322,0
1,2,1,3,2,3,1.11378700057911,0.612041502606017,engineering,0.612041502606017,NaN,not_evaluated,,0,0.230907086463152,1
1,2,1,4,2,25,0.267838831496499,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.901087896662658,0
1,2,1,5,2,30,0.482914678460808,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.936751082930815,0
1,2,1,6,3,4,0.39674700688889,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.868755212083348,0
1,2,1,7,3,18,0.104218014580565,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.837066708648664,0
1,2,1,8,4,5,0.137527894345013,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.443447361418861,0
1,2,1,9,4,14,0.50463775915523,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.45792763859962,0
1,2,1,10,5,6,0.537152108248599,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.405935009770215,0
1,2,1,11,5,8,0.627234853611359,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.354409622777031,0
1,2,1,12,6,7,0.737152881895511,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.532376542727097,0
1,2,1,13,6,11,0.734174240617,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.583848207614297,0
1,2,1,14,6,31,0.575823630467119,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.143214943580778,0
1,2,1,15,7,8,0.458968339840337,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.988680570957047,0
1,2,1,16,8,9,0.507278949136806,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.971151419769862,0
1,2,1,17,9,39,0.484962406130411,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.248891973039755,0
1,2,1,18,10,11,0.611890035610778,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.724817252860233,0
1,2,1,19,10,13,0.47774524987524,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.288661656919094,0
1,2,1,20,10,32,0.771087909656627,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.162901266077897,0
1,2,1,21,12,11,0.0860202090901181,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.631149493266145,0
1,2,1,22,12,13,0.094856682643936,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.626469089955735,0
1,2,1,23,13,14,0.444670939232582,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.962433656223496,0
1,2,1,24,14,15,0.062387825189925,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.259105287786841,0
1,2,1,25,15,16,0.543255785126875,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.69675976586361,0
1,2,1,26,16,17,0.245031769577868,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.190207142722324,0
1,2,1,27,16,19,0.794636237069276,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.0135914527842329,0
1,2,1,28,16,21,0.52656528710417,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.71861071438071,0
1,2,1,29,16,24,0.0986688794782505,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.934345248100976,0
1,2,1,30,17,18,0.201516671852419,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.395174504409164,0
1,2,1,31,17,27,0.0778465694844079,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.473952180254896,0
1,2,1,32,19,20,0.160159718595333,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.401487556422289,0
1,2,1,33,19,33,0.703342439809034,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.243632086305701,0
1,2,1,34,20,34,0.626887933877084,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.219846561754181,0
1,2,1,35,21,22,0.647940868524712,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.0788522047602753,0
1,2,1,36,22,23,0.144127335056424,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.953594836676931,0
1,2,1,37,22,35,0.700264119215055,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.0939592681432899,0
1,2,1,38,23,24,0.570202106468439,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.188924865241417,0
1,2,1,39,23,36,0.628288134439689,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.863442836831594,0
1,2,1,40,25,26,0.335397523006565,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.376592114973514,0
1,2,1,41,25,37,0.618433852927876,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.683761443720752,0
1,2,1,42,26,27,0.437620486435816,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.396945643848482,0
1,2,1,43,26,28,0.13919853258174,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.85963467471611,0
1,2,1,44,26,29,0.224546523838002,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.878581698603214,0
1,2,1,45,28,29,0.469176013124275,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.282577930027136,0
1,2,1,46,29,38,0.575752181726442,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.28731537477851,0
1,2,2,2,1,39,0.107141961901022,0.0001,engineering,0.0001,NaN,not_evaluated,,0,0.536268256379787,0
