parameter_set_id,line_loading_pu,P_flow,P_hidden_distance,P_hidden_loading,P3,P_line,status,calibration_status
strict_missing,0.37,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.38,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.39,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.4,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.41,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.42,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.43,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.44,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.45,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.46,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.47,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.48,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.49,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.5,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.51,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.52,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.53,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.54,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.55,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.56,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.57,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.58,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.59,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.6,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.61,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.62,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.63,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.64,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.65,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.66,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.67,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.68,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.69,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.7,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.71,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.72,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.73,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.74,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.75,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.76,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.77,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.78,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.79,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.8,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.81,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.82,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.83,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.84,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.85,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.86,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.87,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.88,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.89,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.9,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.91,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.92,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.93,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.94,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.95,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.96,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.97,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.98,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,0.99,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.01,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.02,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.03,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.04,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.05,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.06,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.07,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.08,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.09,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.1,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.11,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.12,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.13,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.14,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.15,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.16,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.17,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.18,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.19,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.2,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.21,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.22,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.23,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.24,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.25,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.26,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.27,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.28,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.29,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.3,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.31,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.32,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.33,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.34,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.35,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.36,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.37,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.38,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.39,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.4,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.41,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.42,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.43,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.44,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.45,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.46,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.47,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.48,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.49,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.5,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.51,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.52,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.53,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.54,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.55,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.56,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.57,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.58,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.59,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
strict_missing,1.6,NaN,NaN,NaN,0,NaN,missing_parameter,missing_original_parameters
table41_P_L0_only,0,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.01,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.02,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.03,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.04,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.05,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.06,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.07,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.08,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.09,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.1,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.11,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.12,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.13,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.14,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.15,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.16,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.17,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.18,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.19,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.2,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.21,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.22,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.23,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.24,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.25,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.26,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.27,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.28,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.29,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.3,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.31,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.32,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.33,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.34,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.35,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.36,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.37,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.38,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.39,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.4,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.41,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.42,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.43,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.44,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.45,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.46,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.47,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.48,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.49,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.5,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.51,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.52,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.53,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.54,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.55,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.56,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.57,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.58,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.59,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.6,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.61,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.62,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.63,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.64,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.65,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.66,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.67,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.68,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.69,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.7,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.71,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.72,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.73,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.74,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.75,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.76,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.77,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.78,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.79,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.8,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.81,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.82,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.83,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.84,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.85,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.86,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.87,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.88,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.89,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.9,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.91,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.92,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.93,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.94,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.95,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.96,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.97,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.98,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,0.99,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,1,0.000438,NaN,NaN,0,0.000438,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,1.01,0.0504161000000012,NaN,NaN,0,0.0504161000000012,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,1.02,0.1003942,NaN,NaN,0,0.1003942,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,1.03,0.1503723,NaN,NaN,0,0.1503723,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,1.04,0.2003504,NaN,NaN,0,0.2003504,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,1.05,0.2503285,NaN,NaN,0,0.2503285,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,1.06,0.3003066,NaN,NaN,0,0.3003066,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,1.07,0.3502847,NaN,NaN,0,0.3502847,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,1.08,0.4002628,NaN,NaN,0,0.4002628,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,1.09,0.4502409,NaN,NaN,0,0.4502409,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,1.1,0.500219000000001,NaN,NaN,0,0.500219000000001,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,1.11,0.550197100000001,NaN,NaN,0,0.550197100000001,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,1.12,0.600175200000001,NaN,NaN,0,0.600175200000001,ok_uncalibrated,diagnostic_assumption_not_paper
table41_P_L0_only,1.13,0.650153300000001,NaN,NaN,0,0.650153300000001,ok_uncalibrated,diagnostic_assumption_not_paper
