initial_branch,trial_id,stage_id,candidate_branch,candidate_probability,random_u,selected,expected_selected_by_rule,terminal_stage_flag,should_multiply_candidate_complements,stage_probability_status,selection_consistency_raw,selection_consistency_terminal_aware,issue_type_raw,issue_type_terminal_aware,excluded_from_sampling_consistency_check,exclusion_reason,note
1,1,2,9,0.00072586680616,0.642268232375736,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,10,0.00069187360582,0.0204185362881291,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,11,0.00067487700565,0.586642692229454,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,12,0.00037293740263,0.921127834242827,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,13,0.00061188960502,0.974584161697346,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,14,0.00048691460377,0.136461747994997,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,15,0.00013298540023,0.741101172925067,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,16,0.00013298540023,0.901097893347671,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,17,0.00079485300685,0.121225701973294,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,18,0.00033294540223,0.690681738196416,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,19,0.00079485300685,0.00903141365245441,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,20,0.00066287940553,0.528713344643486,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,21,0.00053690460427,0.685408299279165,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,22,0.00052390720414,0.0486334876777912,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,23,0.00054390320434,0.423207908847725,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,24,0.00048691460377,0.805346317134497,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,25,0.00057789640468,0.916199353293787,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,26,0.00041592880306,0.0585596915309827,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,27,0.00012098780011,0.273140098744731,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,28,0.00058289540473,0.780449253301181,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,29,0.000709870006,0.825599129787258,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,30,0.0007598600065,0.696697365737433,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,31,0.00069187360582,0.5520490162259,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,32,0.00062488700515,0.26813821672697,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,33,0.00013498500025,0.642927738447845,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,34,0.00013498500025,0.765308786649966,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,35,0.00062388720514,0.262664197308984,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,36,0.00069187360582,0.399059873741765,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,37,0.00061188960502,0.340530513132787,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,38,0.00048691460377,0.8014936705967,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,39,0.00055490100445,0.363567337010433,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,40,1,0.865074693263921,1,1,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,41,0.00056689860457,0.564400757951683,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,42,1,0.706729635488238,1,1,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,43,0.00058689460477,0.248839153232659,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,44,0.00013498500025,0.847767410940122,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,45,0.00056189960452,0.237067145586319,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,2,46,0.00052390720414,0.369269206842675,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,2,0.00069187360582,0.754014208326896,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,6,0.00065788040548,0.316408497059037,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,7,0.00054390320434,0.192539365438709,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,8,0.779077500343619,0.184450866092193,1,1,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,9,0.00072586680616,0.218854476673358,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,10,0.210183994038575,0.86744013560098,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,11,0.00067487700565,0.458199652065828,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,12,0.00037293740263,0.600332850745045,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,13,0.00061188960502,0.212295103568016,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,14,1,0.554921050936025,1,1,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,15,0.00013298540023,0.978392407045527,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,16,0.00013298540023,0.565127019455672,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,17,0.00079485300685,0.071710820438904,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,18,0.00033294540223,0.706930805343207,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,19,0.425015804683187,0.31451731692725,1,1,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,20,0.211513932623444,0.863428460709262,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,21,0.00053690460427,0.0948200737226772,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,22,0.00052390720414,0.752187556827635,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,23,0.49537388467266,0.818354813260669,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,24,0.00048691460377,0.37127108948605,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,25,0.00057789640468,0.522510752359951,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,26,0.00041592880306,0.682714698051752,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,27,0.00012098780011,0.251737680786146,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,28,0.00058289540473,0.442351671862379,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,29,0.000709870006,0.49455624394491,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,30,0.0007598600065,0.551148255861535,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,31,0.00069187360582,0.8671177379847,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,32,0.00062488700515,0.163433930399617,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,33,0.00013498500025,0.849849228915092,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,34,0.00013498500025,0.470235446168902,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,35,0.00062388720514,0.939833708821593,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,36,0.00069187360582,0.456574261369656,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,37,0.00061188960502,0.950256639944263,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,38,0.00048691460377,0.796377318880206,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,3,39,0.00055490100445,0.0781645729378129,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,1,4,2,0.00069187360582,0.215623773156922,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,6,0.00065788040548,0.532402565111192,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,7,0.00054390320434,0.283795904897113,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,9,0.304967489589405,0.25216201257059,0,1,1,0,terminal_stage_probability_one,false,true,random_rule_violation_not_selected,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,10,0.00069187360582,0.226258493232184,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,11,0.00067487700565,0.801307235202764,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,12,0.00037293740263,0.334280725670974,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,13,0.00061188960502,0.0651760910517032,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,15,0.00013298540023,0.856395004824485,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,16,0.00013298540023,0.0456751783955942,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,17,0.00079485300685,0.361187148522848,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,18,1,0.890654623827998,0,1,1,0,terminal_stage_probability_one,false,true,probability_one_not_selected,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,20,0.00066287940553,0.425814306776971,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,21,1,0.274641998090405,0,1,1,0,terminal_stage_probability_one,false,true,probability_one_not_selected,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,22,0.516450436229895,0.416646963612238,0,1,1,0,terminal_stage_probability_one,false,true,random_rule_violation_not_selected,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,23,0.00054390320434,0.367773124162222,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,24,0.00048691460377,0.129309949557035,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,25,0.00057789640468,0.890459699149508,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,26,0.781066026000181,0.781066131586434,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,27,1,0.138573490458062,0,1,1,0,terminal_stage_probability_one,false,true,probability_one_not_selected,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,28,0.00058289540473,0.814911287350604,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,29,0.000709870006,0.0139308013021382,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,30,0.0007598600065,0.371502072289462,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,31,0.00069187360582,0.213683378323293,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,32,0.00062488700515,0.338548177451184,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,33,0.00013498500025,0.904593426541404,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,34,0.00013498500025,0.290639121879774,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,35,0.00062388720514,0.878289140442609,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,36,0.00069187360582,0.331894394612475,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,37,0.00061188960502,0.416215169506328,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,38,0.00048691460377,0.60296858238178,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,1,4,39,0.00055490100445,0.841667741761537,0,0,1,0,terminal_stage_probability_one,true,true,none,terminal_recording_candidate_excluded,1,terminal_recording_stage_not_real_sampling_check,Terminal recording candidate residual excluded from sampling consistency check.
1,2,1,2,0.00069187360582,0.333161171590336,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,2,1,3,1,0.639331958170653,1,1,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,2,1,4,0.00055490100445,0.583732865737462,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
1,2,1,5,0.00058689460477,0.87434772872168,0,0,0,1,full_event_available,true,true,none,none,0,,Nonterminal or real no-new-outage sampling stage checked by random_u < probability.
