branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,new_slack_bus,main_island_load_mw,main_island_load_share,main_island_generation_mw,main_island_gen_share,original_slack_island_id,original_slack_island_load_mw,original_slack_island_load_share,original_slack_island_generation_mw,main_island_selection_reason
25,15,16,1,1,0,0,0,31,6254.23,1,6329.54364809355,1,1,6254.23,1,6329.54364809355,original_slack_island_has_sufficient_load
26,16,17,1,1,0,0,0,31,6254.23,1,6329.54364809355,1,1,6254.23,1,6329.54364809355,original_slack_island_has_sufficient_load
27,16,19,2,1,680,1136.75187323285,564.155123809524,31,5574.23,0.89127358603697,5192.7917748607,0.820405397855936,1,5574.23,0.89127358603697,5192.7917748607,original_slack_island_has_sufficient_load
28,16,21,1,1,0,0,0,31,6254.23,1,6329.54364809355,1,1,6254.23,1,6329.54364809355,original_slack_island_has_sufficient_load
29,16,24,1,1,0,0,0,31,6254.23,1,6329.54364809355,1,1,6254.23,1,6329.54364809355,original_slack_island_has_sufficient_load
30,17,18,1,1,0,0,0,31,6254.23,1,6329.54364809355,1,1,6254.23,1,6329.54364809355,original_slack_island_has_sufficient_load
31,17,27,1,1,0,0,0,31,6254.23,1,6329.54364809355,1,1,6254.23,1,6329.54364809355,original_slack_island_has_sufficient_load
32,19,20,2,1,680,537.162733432277,282.077561904762,31,5574.23,0.89127358603697,5792.38091466127,0.91513405021007,1,5574.23,0.89127358603697,5792.38091466127,original_slack_island_has_sufficient_load
33,19,33,2,1,0,599.589139800568,282.077561904762,31,6254.23,1,5729.95450829298,0.905271347645866,1,6254.23,1,5729.95450829298,original_slack_island_has_sufficient_load
34,20,34,2,1,0,537.162733432277,282.077561904762,31,6254.23,1,5792.38091466127,0.91513405021007,1,6254.23,1,5792.38091466127,original_slack_island_has_sufficient_load
35,21,22,1,1,0,0,0,31,6254.23,1,6329.54364809355,1,1,6254.23,1,6329.54364809355,original_slack_island_has_sufficient_load
36,22,23,1,1,0,0,0,31,6254.23,1,6329.54364809355,1,1,6254.23,1,6329.54364809355,original_slack_island_has_sufficient_load
37,22,35,2,1,0,608.764884442938,282.077561904762,31,6254.23,1,5720.77876365061,0.903821678419692,1,6254.23,1,5720.77876365061,original_slack_island_has_sufficient_load
38,23,24,1,1,0,0,0,31,6254.23,1,6329.54364809355,1,1,6254.23,1,6329.54364809355,original_slack_island_has_sufficient_load
39,23,36,2,1,0,563.435335962023,282.077561904762,31,6254.23,1,5766.10831213152,0.910983260834021,1,6254.23,1,5766.10831213152,original_slack_island_has_sufficient_load
40,25,26,1,1,0,0,0,31,6254.23,1,6329.54364809355,1,1,6254.23,1,6329.54364809355,original_slack_island_has_sufficient_load
41,25,37,2,1,0,553.424917069475,282.077561904762,31,6254.23,1,5776.11873102407,0.912564799638254,1,6254.23,1,5776.11873102407,original_slack_island_has_sufficient_load
42,26,27,1,1,0,0,0,31,6254.23,1,6329.54364809355,1,1,6254.23,1,6329.54364809355,original_slack_island_has_sufficient_load
43,26,28,1,1,0,0,0,31,6254.23,1,6329.54364809355,1,1,6254.23,1,6329.54364809355,original_slack_island_has_sufficient_load
44,26,29,1,1,0,0,0,31,6254.23,1,6329.54364809355,1,1,6254.23,1,6329.54364809355,original_slack_island_has_sufficient_load
45,28,29,1,1,0,0,0,31,6254.23,1,6329.54364809355,1,1,6254.23,1,6329.54364809355,original_slack_island_has_sufficient_load
46,29,38,2,1,0,699.133241841332,282.077561904762,31,6254.23,1,5630.41040625221,0.889544447323321,1,6254.23,1,5630.41040625221,original_slack_island_has_sufficient_load
