branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,original_slack_in_main_island,new_slack_bus,pf_converged_before_shedding,pf_converged_after_shedding,corrective_load_shed_mw,load_shed_mw,num_overloaded_lines,max_line_loading_pu,num_voltage_violations,max_voltage_deviation_pu,SLLR,SLFOR,SNVOR,CRI,main_island_load_share,original_slack_island_load_share,main_island_selection_reason
27,16,19,2,1,680,1136.31447395132,600,1,31,1,1,0,680,0,0.883069510404634,0,0,0.10872641396303,0,0,0.0652358483778179,0.89127358603697,0.89127358603697,original_slack_island_has_sufficient_load
28,16,21,1,1,0,0,0,1,31,1,1,0,0,1,1.08350524956208,0,0,0,0.0835052495620823,0,0.0167010499124165,1,1,original_slack_island_has_sufficient_load
29,16,24,1,1,0,0,0,1,31,1,1,0,0,0,0.79686015995082,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
30,17,18,1,1,0,0,0,1,31,1,1,0,0,0,0.809209568230122,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
31,17,27,1,1,0,0,0,1,31,1,1,0,0,0,0.793548131083996,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
32,19,20,2,1,680,538.920410571228,300,1,31,1,1,0,680,1,1.02210314365898,0,0,0.10872641396303,0.0221031436589809,0,0.0696564771096141,0.89127358603697,0.89127358603697,original_slack_island_has_sufficient_load
33,19,33,2,1,0,597.394063380088,300,1,31,1,1,0,0,0,0.97540066796036,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
34,20,34,2,1,0,538.920410571228,300,1,31,1,1,0,0,0,0.938490148082563,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
35,21,22,1,1,0,0,0,1,31,1,1,0,0,2,1.53709971715235,0,0,0,1.0741994343047,0,0.214839886860941,1,1,original_slack_island_has_sufficient_load
36,22,23,1,1,0,0,0,1,31,1,1,0,0,0,0.791040874203984,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
37,22,35,2,1,0,605.991070070916,300,1,31,1,1,0,0,0,0.980754404207019,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
38,23,24,1,1,0,0,0,1,31,1,1,0,0,2,1.09455210060593,0,0,0,0.189104201211854,0,0.0378208402423708,1,1,original_slack_island_has_sufficient_load
39,23,36,2,1,0,563.531328023536,300,1,31,1,1,0,0,0,0.950179820394921,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
40,25,26,1,1,0,0,0,1,31,1,1,0,0,0,0.902026592491471,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
41,25,37,2,1,0,554.155912141232,300,1,31,1,1,0,0,0,0.916674770921461,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
42,26,27,1,1,0,0,0,1,31,1,1,0,0,1,1.00341215571984,0,0,0,0.00341215571984299,0,0.000682431143968598,1,1,original_slack_island_has_sufficient_load
43,26,28,1,1,0,0,0,1,31,1,1,0,0,0,0.792942453774412,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
44,26,29,1,1,0,0,0,1,31,1,1,0,0,0,0.794182844027415,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
45,28,29,1,1,0,0,0,1,31,1,1,0,0,0,0.794952840739759,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
46,29,38,2,1,0,690.632458715039,300,1,31,1,1,0,0,2,1.03319188465846,0,0,0,0.0663837693169183,0,0.0132767538633837,1,1,original_slack_island_has_sufficient_load
