parameter_set_id,candidate_branch,delta_line_loading,delta_recorded_P_flow,delta_recomputed_P_flow_paper,delta_recorded_P_L,delta_recomputed_P_L_paper,recorded_probability_driver,paper_recomputed_probability_driver,below_Lrated_issue_confirmed,effect_on_wind_speed_trend,recommended_fix,note
high_hidden_failure,14,0.0173413187860292,0.033139659290788,0.0789924101416328,0.032852696188772,0.0782577577351824,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,15,-0.00264022322461982,-0.00676882263962994,-0.0863805395598264,-0.0067202120822451,-0.0856565945545972,no_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,16,0.0287809214749415,0.0047587969741334,-0.00677743387961005,0.004726312941195,-0.00683610587035566,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,17,0.0281104574316248,0.00156121607981771,0.0278999718838813,0.0015536428493206,0.027571288609455,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,18,-0.00813245410316654,0.00471515518590099,-0.0140966213010232,0.00466555264922702,-0.014112028285159,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,19,-0.00662907993762352,0.007024403531459,-0.0215263031993417,0.00687697473274901,-0.0215933704289157,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,20,-0.00338543288556858,-0.00261986539652369,0.0206268870801718,-0.0025970148304756,0.0205088820571412,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,21,0.00191866625667703,0.0015191706217964,0.0653992871933276,0.0015111719168067,0.0650756508944833,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,22,0.00227455624452257,0.00122108822774426,0.115909111286226,0.0012147029818505,0.115253405706024,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,23,-0.00801343602357907,0.011509218533327,0.0168714959600564,0.011364525304799,0.016478272537253,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,24,0.00959834390767556,-0.0054991266611071,-0.0827190677725752,-0.0054451266347,-0.0817925509811915,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,25,0.00860313658428757,0.0044990587923612,-0.0129791670117969,0.00447514227883089,-0.0128063691128087,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,26,0.0053372565731265,-0.0040747226823637,0.119198891580551,-0.0040454430441314,0.118614477320403,line_loading_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,27,0.00205080725237095,0.018709682328152,0.0249820091153787,0.018576254436135,0.0246840552977494,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,28,-0.00608097186506096,-0.0051693756706288,-0.0856737428571428,-0.0051367257835763,-0.0851611472721427,no_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,29,0.00197674581973611,0.0010528163190207,0.0159261547276225,0.001009360508762,0.0142510164984676,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,30,0.000194568037061804,0.0066127017307723,0.0618051952993429,0.0065617894199217,0.0613792409562895,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,31,0.0182584751899466,0.0125796039348792,0.060018733790283,0.0124997966140928,0.0596555019829283,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,32,0.000440582921625077,0,0,0,0,line_loading_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,33,-0.00298494872935129,0.00055863134878378,0.0480704070372103,0.0005487916091222,0.0475519257620132,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,34,0.00548024585846985,-0.000181186729613797,-3.3881317890172e-21,-0.00017937939198589,8.67361737988404e-19,line_loading_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,35,-0.00490806780339748,-0.0048646890613944,-0.0329078982988842,-0.0048352428887166,-0.032711012051765,no_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,36,-0.00163448528518909,0.000346038333981502,0.0240951477552822,0.000344212117301998,0.0239704508303362,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,37,-0.00870613928874919,-0.0018400723930128,-0.0719100213064612,-0.0018358915059349,-0.0712259688439293,no_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,38,0.000613206077341166,0.0021139042717905,0.0317673509712509,0.0021070877074698,0.0315772711791124,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,39,0.000511996235141643,-1.02999206386123e-18,-1.0842021724855e-19,0,8.67361737988404e-19,line_loading_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,40,0.0320386596401895,0.0104289833506558,-0.0205786273344548,0.0103622899450574,-0.0205043683478676,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,41,0.00446807127884374,-1.40657230868301e-05,-0.00872163612717848,-1.39254174990298e-05,-0.00863463780680989,line_loading_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,42,0.00138968744468448,0.003962210599188,-0.00443116822591638,0.00393632888628501,-0.00444185941114139,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,43,-0.0138373945680387,0,-5.42101086242752e-20,0,0,no_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,44,-0.0155584846929203,0.00140605403174502,-1.01643953670516e-20,0.00139615907756098,8.67361737988404e-19,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,45,-0.0185193425407285,-0.00087543036519187,5.42101086242752e-20,-0.00086760643388809,0,no_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
high_hidden_failure,46,-0.0189779001217911,0.00101018818219688,0,0.00100157524412332,0,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,1,0.0314767846371051,0.00510896248851921,0.00140667907593184,0.0051037821524544,0.00140973080638362,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,2,0.0261332274906225,0.0101614256983236,0.0646263175053418,0.0101502471696181,0.0645671578553867,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,3,0.028262189929947,0.03181153401133,0.00452035515150095,0.031766815344786,0.00447864012161858,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,4,0.0123534590587259,0.0086571167546249,0.0722058277353578,0.0086485087297426,0.0721348410867376,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,5,0.0313826781295306,0.00020711323354222,0,0.00020669921418836,0,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,6,0.0075856626591505,0.0083960468609634,0.0199122031360892,0.00838736497741871,0.019924174373349,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,7,0.0222517729397873,0.0004259285768764,0.0129101006362581,0.0004245741434988,0.0128685470356273,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,8,-0.00463914800224885,0.016103720746565,0.0579432225826556,0.016061667099716,0.0577287504189895,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,9,-0.00841256840395743,-0.0069337852398218,-0.0159100007957097,-0.0069239044783108,-0.015881869133226,no_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,10,-0.0184209219894435,0.000205041362424101,0.0253416895893961,0.000199837957231198,0.0252000765119106,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,11,-0.00416893355818992,0.0057672864039784,0.194969177059655,0.0057682779495672,0.195136959195253,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,12,-0.0236160861128124,-0.0045906344752539,-0.0130898664272474,-0.0045729164918689,-0.0128504280159856,no_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,13,-0.00659808082288538,0.00791965480703799,0.00907409411188909,0.00791401786219401,0.00907184575946962,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,14,0.0249420803438292,0.050442328533131,0.110310817569126,0.050349724975503,0.110060728733777,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,15,-0.00371345779272564,-0.00490211825182881,-0.134328248125387,-0.00489594904179343,-0.134144507763281,no_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,16,0.0412120196165897,0.000880895655282404,-0.0243532440399794,0.000874871548243096,-0.0244313543112599,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,17,0.0414297748647148,-0.0017129666207214,-0.00712480051998288,-0.0017126565694893,-0.00720326102835567,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,18,-0.00385844164166804,0.005195651492307,-0.0213368948357892,0.00517834234457401,-0.0213564447353755,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,19,-0.00726496392550458,0.00996714342640401,-0.00459795359765747,0.00992229297153499,-0.00463794019382435,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,20,-0.00273591155907571,0.0011825130145067,-0.0138003249470641,0.0011799124513596,-0.0138156113751516,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,21,-0.00147504339995248,2.55792147308004e-05,0.0475987142857143,2.558719223026e-05,0.0475464215987143,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,22,0.000435305547417483,0.00091103247347179,0.091275226943655,0.000909419318925579,0.0911479061049156,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,23,-0.0107737887786939,0.013094503359114,0.00664323586761328,0.013086231745261,0.00668820413119808,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,24,0.0135190590082575,0.0009202585063212,0.0042913287081261,0.000918419491057899,0.00421425145719545,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,25,0.021697645893791,0.0149888149296417,0.0565742276948277,0.0149693813634741,0.0565111738075865,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,26,0.00397187360046164,-0.0015195075144962,-0.10792640359276,-0.0015165590336454,-0.107786547213721,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,27,0.00573047759919665,0.025545904294114,0.0221309828361685,0.025514684564447,0.0221177568070594,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,28,-0.000727067078413302,0.0024502395251565,-0.0434576956521739,0.0024468421578466,-0.0434099541533478,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,29,0.00572330296814696,-0.001327314080531,0.0715017327341948,-0.001335502236455,0.0707742302508406,line_loading_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,30,0.0113357999296428,0.0069954253223155,0.0214190275516237,0.0069815471211036,0.0213671377448165,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,31,0.0297878931659536,0.015460464817545,0.0262776808981416,0.0154428258423781,0.0262411615803326,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,32,-0.00232403208055432,0,0,0,0,no_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,33,-0.00250377218228215,0.00314624535741405,-0.0442323731939161,0.00313958343718035,-0.0441470817555098,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,34,0.00684815304809827,0.000336734387591899,0,0.0003360612555511,0,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,35,-0.000481601179910141,0.0016466956981995,-0.0134297860465117,0.0016448940361936,-0.0134150329274604,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,36,0.00203995415444183,-0.0006449904093489,-0.0236806005802708,-0.000644265412302201,-0.023654588011355,line_loading_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,37,-0.000249915917252874,0.007293301443527,0,0.0072817512020537,0,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,38,-0.00319982530310425,0.0015305176783224,0.0295795068222916,0.0015295701102323,0.0295470089844058,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,39,0.00192738246529101,-2.00577401909818e-18,0,0,-2.16840434497101e-19,line_loading_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,40,0.0512763527093402,0.0239574857444155,0.00305718377519626,0.02392956721531,0.00305665937071731,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,41,0.00531343099009773,-9.75781955236954e-19,5.42101086242752e-20,0,0,line_loading_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,42,0.0194037146427438,0.021170003221757,0.0195620753507709,0.021146030220643,0.0195405872527042,mixed_probability_increase,mixed_probability_increase,0,paper_formula_still_increases_12mps_risk,inspect_hidden_failure_or_loading_response,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,43,-0.0101155199043509,0,0,0,-2.16840434497101e-19,no_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,44,-0.0141624758351739,0.000587036473384102,0,0.00058586298747381,0,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,45,-0.018155891087555,0.00049079130043729,0,0.00048972190625384,0,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
benchmark_calibrated_seed,46,-0.0179791382484658,0.00100039807508054,1.0842021724855e-19,0.00099899047397391,0,mixed_probability_increase,no_probability_increase,0,no_clear_effect,no_Pflow_fix_required,Paper recompute uses current explicit paper_piecewise_constant_below_rated mode.
