initial_branch,trial_id,stage_id,LLR_paper,LFOR_paper,NVOR_paper,branch_loading_pu_vector,bus_voltage_pu_vector,total_load_shed_mw,base_load_mw,overloaded_branch_count,voltage_violation_bus_count,severity_formula_mode,normalization_status
1,3,3,0.136307746916887,0,0,0;0.097696;0;0;0;0.68021;0.032498;0.9771;0.5158;0.91603;0.56679;0.77561;0.071521;0.97968;0.51191;0.49478;0.48077;0.10385;0.90663;0.67365;0.055254;0.038108;0.93597;0.5007;0.036469;0.70978;0.74995;0.50643;0.047086;0.23674;0.47042;0.1603;0.66377;0.5988;0.64536;0.041951;0.67332;0.56586;0.62615;0;0;0;0;0;0;0,0.99699;1.0485;0.92522;0.91318;0.91876;0.92389;0.90995;0.90871;0.97242;0.95784;0.94515;0.93172;0.94878;0.93427;0.94157;0.96144;0.94411;0.93532;1.0228;0.97048;0.96491;0.98838;0.9806;0.96793;1.0577;1.0526;0.92726;1.0504;1.0501;1.0499;1;1;1;1;1;1;1.0275;1.0265;1,852.5,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,3,4,0.224000876206983,0.0246929903005729,0.0139958683431313,0;0.087917;0;0;0;0.43379;0.14774;0.68942;0.51151;0.1974;0.19725;0.032555;0.43518;0;0.26675;1.0122;1.0297;0.3694;0.64108;0.67365;0.024133;0.0087388;0.64707;0.21815;0.26351;0.78712;0.86358;0.56982;0.12158;0.36084;0.42317;0.084576;0.66377;0.5988;0.65726;0.0241;0.67332;0.58928;0.62615;0;0;0;0;0;0;0,0.99828;1.0485;0.92567;0.90952;0.9049;0.90865;0.89033;0.88577;0.92973;0.95167;0.93605;0.92692;0.94428;0.93245;0.9441;0.96338;0.94646;0.93709;1.0239;0.9723;0.96736;0.98976;0.98219;0.96932;1.0577;1.0526;0.93178;1.0504;1.0501;1.0499;0.982;1;1;1;1;1;1.0275;1.0265;1,1400.953,6254.23,2,2,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,3,5,0.571347879754982,1.79800241371551,0.71248640530876,0;0;0;0;0;0.50801;0.012535;0.41391;0.78183;0.40541;0.26379;0.38112;1.7443;0;0.18103;0;0;1.3989;1.1987;1.7318;0.0047802;0.017917;1.1788;0.51653;0.10406;0.55345;0;0.65343;0.22004;0.19159;0.35977;0;0;0;0.67333;8.6696e-05;0.67332;0.62047;0.62615;0;0;0;0;0;0;0,1.0394;1.0485;0.82563;0.80646;0.80225;0.80532;0.79;0.78673;1.0383;0.85381;0.83425;0.8256;0.84292;0.82786;0.8458;0.86839;0.85041;0.83964;1.0501;0.99101;0.90163;0.95453;0.94593;0.88202;1.0577;1.0526;0.83632;1.0504;1.0501;1.0499;0.982;1;0.9972;1.0123;1;1;1.0275;1.0265;1.03,3573.34105,6254.23,5,17,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,4,1,0,0.0668508626384154,0,0;0.097696;1.1087;0.26376;0.47076;0.37027;0.086528;0.12568;0.4811;0.5276;0.61873;0.72103;0.70599;0.52447;0.45824;0.49323;0.48054;0.567;0.44348;0.67365;0.0015736;0.015618;0.42992;0.027936;0.50702;0.24255;0.75082;0.50693;0.047244;0.19143;0.050864;0.16011;0.66377;0.5988;0.64541;0.041863;0.67332;0.56586;0.62615;0.32736;0.61573;0.41905;0.12186;0.20524;0.46695;0.57553,0.99699;1.0101;0.99645;0.97976;0.98397;0.98835;0.97288;0.9701;0.99871;1.0061;0.99884;0.98598;1.0006;0.99157;0.98783;1.0016;1.0019;0.99845;1.0376;0.97853;0.99322;1.0036;0.99632;1.0045;1.0178;1.0187;1.0048;1.0213;1.0222;1;1;1;1;1;1;1;1;1;1,0,6254.23,1,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,4,2,0,0.353079005290423,0,0;0.097696;0;0.84736;0.47076;0.070208;0.71727;0.21983;0.6685;0.57036;0.61277;0.72748;0.73767;0.54781;0.46455;0.49351;0.48057;0.59013;0.42034;0.67365;0.0012771;0.018407;0.40442;0.15407;0.69028;0.057794;0.7504;0.5067;0.047197;0.86442;0.81258;0.1602;0.66377;0.5988;0.64539;0.041905;0.67332;0.56586;0.62615;1.2329;0.61573;1.2959;0.12259;0.20423;0.46777;0.57553,0.99699;1.0207;0.95852;0.95736;0.96852;0.97409;0.95866;0.95604;0.9927;0.99328;0.9854;0.97154;0.98587;0.97251;0.96658;0.98043;0.96821;0.96191;1.0298;0.97429;0.97832;0.99557;0.98804;0.98525;0.99111;0.97336;0.95806;0.99796;1.0062;1;1;1;1;1;1;1;1;1;1,0,6254.23,2,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,4,3,0.136307746916887,0,0,0;0.097696;0;0;0;0.68021;0.032498;0.9771;0.5158;0.91603;0.56679;0.77561;0.071521;0.97968;0.51191;0.49478;0.48077;0.10385;0.90663;0.67365;0.055254;0.038108;0.93597;0.5007;0.036469;0.70978;0.74995;0.50643;0.047086;0.23674;0.47042;0.1603;0.66377;0.5988;0.64536;0.041951;0.67332;0.56586;0.62615;0;0;0;0;0;0;0,0.99699;1.0485;0.92522;0.91318;0.91876;0.92389;0.90995;0.90871;0.97242;0.95784;0.94515;0.93172;0.94878;0.93427;0.94157;0.96144;0.94411;0.93532;1.0228;0.97048;0.96491;0.98838;0.9806;0.96793;1.0577;1.0526;0.92726;1.0504;1.0501;1.0499;1;1;1;1;1;1;1.0275;1.0265;1,852.5,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,4,4,0.507838694771379,1.40857784279901,0.803183653313327,0;0;0;0;0;0.19939;0.78543;0;0.70558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59556;1.0879;1.335;0.8578;1.4737;0.62451;0.89772;0.42404;0.085805;0.66377;0.5988;1.2734;0.54763;1.6385;1.1103;0.62615;0;0;0;0;0;0;0,1.0394;1.0485;0.73356;0.70732;1.006;1.0082;0.9984;0.99787;1.0383;1.0178;1.0134;1.0008;1.0149;0.72813;0.77269;0.81699;0.77788;0.75648;0.97001;0.9429;0.8376;0.90746;0.90103;0.82716;1.0577;1.0526;0.75807;1.0504;1.0501;1.0499;0.982;0.9841;1;1;1;1;1.0275;1.0265;1.03,3176.14,6254.23,6,10,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,5,1,0,0.0668508626384154,0,0;0.097696;1.1087;0.26376;0.47076;0.37027;0.086528;0.12568;0.4811;0.5276;0.61873;0.72103;0.70599;0.52447;0.45824;0.49323;0.48054;0.567;0.44348;0.67365;0.0015736;0.015618;0.42992;0.027936;0.50702;0.24255;0.75082;0.50693;0.047244;0.19143;0.050864;0.16011;0.66377;0.5988;0.64541;0.041863;0.67332;0.56586;0.62615;0.32736;0.61573;0.41905;0.12186;0.20524;0.46695;0.57553,0.99699;1.0101;0.99645;0.97976;0.98397;0.98835;0.97288;0.9701;0.99871;1.0061;0.99884;0.98598;1.0006;0.99157;0.98783;1.0016;1.0019;0.99845;1.0376;0.97853;0.99322;1.0036;0.99632;1.0045;1.0178;1.0187;1.0048;1.0213;1.0222;1;1;1;1;1;1;1;1;1;1,0,6254.23,1,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,5,2,0,0.353079005290423,0,0;0.097696;0;0.84736;0.47076;0.070208;0.71727;0.21983;0.6685;0.57036;0.61277;0.72748;0.73767;0.54781;0.46455;0.49351;0.48057;0.59013;0.42034;0.67365;0.0012771;0.018407;0.40442;0.15407;0.69028;0.057794;0.7504;0.5067;0.047197;0.86442;0.81258;0.1602;0.66377;0.5988;0.64539;0.041905;0.67332;0.56586;0.62615;1.2329;0.61573;1.2959;0.12259;0.20423;0.46777;0.57553,0.99699;1.0207;0.95852;0.95736;0.96852;0.97409;0.95866;0.95604;0.9927;0.99328;0.9854;0.97154;0.98587;0.97251;0.96658;0.98043;0.96821;0.96191;1.0298;0.97429;0.97832;0.99557;0.98804;0.98525;0.99111;0.97336;0.95806;0.99796;1.0062;1;1;1;1;1;1;1;1;1;1,0,6254.23,2,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,5,3,0.136307746916887,0,0,0;0.097696;0;0;0;0.68021;0.032498;0.9771;0.5158;0.91603;0.56679;0.77561;0.071521;0.97968;0.51191;0.49478;0.48077;0.10385;0.90663;0.67365;0.055254;0.038108;0.93597;0.5007;0.036469;0.70978;0.74995;0.50643;0.047086;0.23674;0.47042;0.1603;0.66377;0.5988;0.64536;0.041951;0.67332;0.56586;0.62615;0;0;0;0;0;0;0,0.99699;1.0485;0.92522;0.91318;0.91876;0.92389;0.90995;0.90871;0.97242;0.95784;0.94515;0.93172;0.94878;0.93427;0.94157;0.96144;0.94411;0.93532;1.0228;0.97048;0.96491;0.98838;0.9806;0.96793;1.0577;1.0526;0.92726;1.0504;1.0501;1.0499;1;1;1;1;1;1;1.0275;1.0265;1,852.5,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,5,4,0.396445125938765,0.0547044329182005,0.247491379886106,0;0.068367;0;0;0;0.036942;0.48963;0.22225;0.3983;0.023606;0.11687;0.02778;0.006985;0;0.20984;0.74822;0.75946;6.4593e-08;0;0;0.0067102;0.018776;0.015692;0.34982;0.72738;0.9277;1.0898;0.69637;0.27006;0.59432;0.32888;0.066568;0.66377;0.5988;0.68114;0.011788;0.67332;0.63591;0.62615;0;0;0;0;0;0;0,1.0008;1.0485;0.89243;0.86594;0.85492;0.85375;0.84831;0.84927;0.93367;0.85398;0.85385;0.85411;0.87587;0.8814;0.91592;0.94352;0.92353;0.91016;1.017;0.97079;0.95543;0.98347;0.97602;0.95037;1.0577;1.0526;0.91252;1.0504;1.0501;1.0499;0.982;0.9841;1;1;1;1;1.0275;1.0265;1,2479.459,6254.23,1,11,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,6,1,0,0.0668508626384154,0,0;0.097696;1.1087;0.26376;0.47076;0.37027;0.086528;0.12568;0.4811;0.5276;0.61873;0.72103;0.70599;0.52447;0.45824;0.49323;0.48054;0.567;0.44348;0.67365;0.0015736;0.015618;0.42992;0.027936;0.50702;0.24255;0.75082;0.50693;0.047244;0.19143;0.050864;0.16011;0.66377;0.5988;0.64541;0.041863;0.67332;0.56586;0.62615;0.32736;0.61573;0.41905;0.12186;0.20524;0.46695;0.57553,0.99699;1.0101;0.99645;0.97976;0.98397;0.98835;0.97288;0.9701;0.99871;1.0061;0.99884;0.98598;1.0006;0.99157;0.98783;1.0016;1.0019;0.99845;1.0376;0.97853;0.99322;1.0036;0.99632;1.0045;1.0178;1.0187;1.0048;1.0213;1.0222;1;1;1;1;1;1;1;1;1;1,0,6254.23,1,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,6,2,0,0.353079005290423,0,0;0.097696;0;0.84736;0.47076;0.070208;0.71727;0.21983;0.6685;0.57036;0.61277;0.72748;0.73767;0.54781;0.46455;0.49351;0.48057;0.59013;0.42034;0.67365;0.0012771;0.018407;0.40442;0.15407;0.69028;0.057794;0.7504;0.5067;0.047197;0.86442;0.81258;0.1602;0.66377;0.5988;0.64539;0.041905;0.67332;0.56586;0.62615;1.2329;0.61573;1.2959;0.12259;0.20423;0.46777;0.57553,0.99699;1.0207;0.95852;0.95736;0.96852;0.97409;0.95866;0.95604;0.9927;0.99328;0.9854;0.97154;0.98587;0.97251;0.96658;0.98043;0.96821;0.96191;1.0298;0.97429;0.97832;0.99557;0.98804;0.98525;0.99111;0.97336;0.95806;0.99796;1.0062;1;1;1;1;1;1;1;1;1;1,0,6254.23,2,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,6,3,0.136307746916887,0,0,0;0.097696;0;0;0;0.68021;0.032498;0.9771;0.5158;0.91603;0.56679;0.77561;0.071521;0.97968;0.51191;0.49478;0.48077;0.10385;0.90663;0.67365;0.055254;0.038108;0.93597;0.5007;0.036469;0.70978;0.74995;0.50643;0.047086;0.23674;0.47042;0.1603;0.66377;0.5988;0.64536;0.041951;0.67332;0.56586;0.62615;0;0;0;0;0;0;0,0.99699;1.0485;0.92522;0.91318;0.91876;0.92389;0.90995;0.90871;0.97242;0.95784;0.94515;0.93172;0.94878;0.93427;0.94157;0.96144;0.94411;0.93532;1.0228;0.97048;0.96491;0.98838;0.9806;0.96793;1.0577;1.0526;0.92726;1.0504;1.0501;1.0499;1;1;1;1;1;1;1.0275;1.0265;1,852.5,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,6,4,0.224000876206983,0.115750362842729,0.0739668046002949,0;0.087917;0;0;0;0.50438;0.077975;1.1187;0.071503;0.38989;0.2274;0.010206;0.96215;0;0.24436;1.0216;1.0397;1.0105;0;0.67365;0.28368;0.26736;0.22219;0.16226;0.32015;0.72877;0.8632;0.56959;0.12142;0.30262;0.42324;0.084658;0.66377;0.5988;0.65724;0.024121;0.67332;0.58926;0.62615;0;0;0;0;0;0;0,0.99828;1.0485;0.90222;0.88061;0.88274;0.88855;0.86948;0.86463;0.91839;0.94773;0.9243;0.89394;0.89675;0.89775;0.9232;0.94891;0.92924;0.91749;1.0186;0.9694;0.95714;0.98427;0.97651;0.95611;1.0577;1.0526;0.91413;1.0504;1.0501;1.0499;0.982;1;1;1;1;1;1.0275;1.0265;1,1400.953,6254.23,4,8,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,6,5,0.723125484671974,0,0,,,4522.5931,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,7,1,0,0.0668508626384154,0,0;0.097696;1.1087;0.26376;0.47076;0.37027;0.086528;0.12568;0.4811;0.5276;0.61873;0.72103;0.70599;0.52447;0.45824;0.49323;0.48054;0.567;0.44348;0.67365;0.0015736;0.015618;0.42992;0.027936;0.50702;0.24255;0.75082;0.50693;0.047244;0.19143;0.050864;0.16011;0.66377;0.5988;0.64541;0.041863;0.67332;0.56586;0.62615;0.32736;0.61573;0.41905;0.12186;0.20524;0.46695;0.57553,0.99699;1.0101;0.99645;0.97976;0.98397;0.98835;0.97288;0.9701;0.99871;1.0061;0.99884;0.98598;1.0006;0.99157;0.98783;1.0016;1.0019;0.99845;1.0376;0.97853;0.99322;1.0036;0.99632;1.0045;1.0178;1.0187;1.0048;1.0213;1.0222;1;1;1;1;1;1;1;1;1;1,0,6254.23,1,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,7,2,0,0.353079005290423,0,0;0.097696;0;0.84736;0.47076;0.070208;0.71727;0.21983;0.6685;0.57036;0.61277;0.72748;0.73767;0.54781;0.46455;0.49351;0.48057;0.59013;0.42034;0.67365;0.0012771;0.018407;0.40442;0.15407;0.69028;0.057794;0.7504;0.5067;0.047197;0.86442;0.81258;0.1602;0.66377;0.5988;0.64539;0.041905;0.67332;0.56586;0.62615;1.2329;0.61573;1.2959;0.12259;0.20423;0.46777;0.57553,0.99699;1.0207;0.95852;0.95736;0.96852;0.97409;0.95866;0.95604;0.9927;0.99328;0.9854;0.97154;0.98587;0.97251;0.96658;0.98043;0.96821;0.96191;1.0298;0.97429;0.97832;0.99557;0.98804;0.98525;0.99111;0.97336;0.95806;0.99796;1.0062;1;1;1;1;1;1;1;1;1;1,0,6254.23,2,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,7,3,0.222676972225198,0.00855359978970684,0.26903273501046,0;0.087917;0;0;0;0.46462;0.11784;0.88405;0.31055;0.79355;0.46597;0.65448;0.59369;1.0146;0.41753;0.35848;0.34649;0.42568;0.42507;0;0.05759;0.042138;0.45949;0.19902;0.28446;0.76271;0.86283;0.56936;0.12125;0.33604;0.4233;0.084738;0.66377;0.5988;0.65723;0.024145;0.67332;0.58924;0.62615;0;0;0;0;0;0;0,0.99828;1.0485;0.88127;0.85477;0.85687;0.85952;0.85228;0.85408;0.95374;0.8596;0.85836;0.84389;0.86076;0.86839;0.90499;0.93594;0.91356;0.8997;1.0138;0.9668;0.94798;0.97936;0.97142;0.94428;1.0577;1.0526;0.89805;1.0504;1.0501;1.0499;1;0.9841;1;1;1;1;1.0275;1.0265;1,1392.673,6254.23,1,13,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,7,4,0.525298254141597,0,0,,,3285.3361,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,8,1,0,0.0668508626384154,0,0;0.097696;1.1087;0.26376;0.47076;0.37027;0.086528;0.12568;0.4811;0.5276;0.61873;0.72103;0.70599;0.52447;0.45824;0.49323;0.48054;0.567;0.44348;0.67365;0.0015736;0.015618;0.42992;0.027936;0.50702;0.24255;0.75082;0.50693;0.047244;0.19143;0.050864;0.16011;0.66377;0.5988;0.64541;0.041863;0.67332;0.56586;0.62615;0.32736;0.61573;0.41905;0.12186;0.20524;0.46695;0.57553,0.99699;1.0101;0.99645;0.97976;0.98397;0.98835;0.97288;0.9701;0.99871;1.0061;0.99884;0.98598;1.0006;0.99157;0.98783;1.0016;1.0019;0.99845;1.0376;0.97853;0.99322;1.0036;0.99632;1.0045;1.0178;1.0187;1.0048;1.0213;1.0222;1;1;1;1;1;1;1;1;1;1,0,6254.23,1,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
1,8,2,0,0.353079005290423,0,0;0.097696;0;0.84736;0.47076;0.070208;0.71727;0.21983;0.6685;0.57036;0.61277;0.72748;0.73767;0.54781;0.46455;0.49351;0.48057;0.59013;0.42034;0.67365;0.0012771;0.018407;0.40442;0.15407;0.69028;0.057794;0.7504;0.5067;0.047197;0.86442;0.81258;0.1602;0.66377;0.5988;0.64539;0.041905;0.67332;0.56586;0.62615;1.2329;0.61573;1.2959;0.12259;0.20423;0.46777;0.57553,0.99699;1.0207;0.95852;0.95736;0.96852;0.97409;0.95866;0.95604;0.9927;0.99328;0.9854;0.97154;0.98587;0.97251;0.96658;0.98043;0.96821;0.96191;1.0298;0.97429;0.97832;0.99557;0.98804;0.98525;0.99111;0.97336;0.95806;0.99796;1.0062;1;1;1;1;1;1;1;1;1;1,0,6254.23,2,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
