parameter_set_id,initial_branch,trial_id,stage_id,selected_probability_product_11_28,selected_probability_product_12_00,delta_selected_probability_product,unselected_probability_product_11_28,unselected_probability_product_12_00,delta_unselected_probability_product,stage_probability_11_28,stage_probability_12_00,delta_stage_probability,chain_probability_11_28,chain_probability_12_00,delta_chain_probability,tail_chain_flag,stage_probability_driver,note
benchmark_calibrated_seed,10,14,1,1,0.286126653437203,-0.713873346562797,0.447260572208638,0.938674761956556,0.491414189747918,0.447260572208638,0.268579868304593,-0.178680703904045,0.0501092510155483,0.236357002905871,0.186247751890323,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,14,2,1,0.976955582196483,-0.023044417803517,0.454595480056348,0.950212436073427,0.495616956017079,0.454595480056348,0.928315343694453,0.473719863638105,0.0501092510155483,0.236357002905871,0.186247751890323,0,no_clear_stage_driver,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,14,3,0.446628265494639,1,0.553371734505361,0.551805440973913,0.947980685649387,0.396175244675474,0.246451906992684,0.947980685649387,0.701528778656703,0.0501092510155483,0.236357002905871,0.186247751890323,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,14,4,1,1,0,0,1,1,1,1,0,0.0501092510155483,0.236357002905871,0.186247751890323,0,no_clear_stage_driver,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,15,1,0.366759215432474,1,0.633240784567526,0.706304115446538,0.193374850661199,-0.512929264785339,0.2590435432379,0.193374850661199,-0.065668692576701,0.20303877655792,0.00571755476684064,-0.197321221791079,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,15,2,0.9362701275508,1,0.0637298724492,0.950212436073427,0.196696696257437,-0.75351573981599,0.889655518722824,0.196696696257437,-0.692958822465387,0.20303877655792,0.00571755476684064,-0.197321221791079,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,15,3,1,1,0,0.881017102130333,0.385506666776557,-0.495510435353776,0.881017102130333,0.385506666776558,-0.495510435353775,0.20303877655792,0.00571755476684064,-0.197321221791079,0,complement_product_decrease,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,15,4,1,0.413097319538666,-0.586902680461334,1,0.943906564677342,-0.056093435322658,1,0.38992527176316,-0.61007472823684,0.20303877655792,0.00571755476684064,-0.197321221791079,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,16,1,1,0.286126653437203,-0.713873346562797,0.447260572208638,0.938674761956556,0.491414189747918,0.447260572208638,0.268579868304593,-0.178680703904045,0.0436993485756639,0.236357002905871,0.192657654330207,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,16,2,1,0.976955582196483,-0.023044417803517,0.454595480056348,0.950212436073427,0.495616956017079,0.454595480056348,0.928315343694453,0.473719863638105,0.0436993485756639,0.236357002905871,0.192657654330207,0,no_clear_stage_driver,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,16,3,0.413097319538666,1,0.586902680461334,0.520279671820901,0.947980685649387,0.427701013828486,0.214926137839671,0.947980685649387,0.733054547809716,0.0436993485756639,0.236357002905871,0.192657654330207,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,16,4,1,1,0,0,1,1,1,1,0,0.0436993485756639,0.236357002905871,0.192657654330207,0,no_clear_stage_driver,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,17,1,0.366759215432474,0.614471692442473,0.247712477009999,0.706304115446538,0.501584051989086,-0.204720063457452,0.2590435432379,0.308209201327887,0.049165658089987,0.20303877655792,0.000136879304378835,-0.202901897253541,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,17,2,0.9362701275508,0.00153875044792405,-0.934731377102876,0.950212436073427,0.951711425801756,0.00149898972832907,0.889655518722824,0.00146444638274689,-0.888191072340077,0.20303877655792,0.000136879304378835,-0.202901897253541,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,17,3,1,0.921622060832501,-0.078377939167499,0.881017102130333,0.329052997875332,-0.551964104255001,0.881017102130333,0.303262502024976,-0.577754600105357,0.20303877655792,0.000136879304378835,-0.202901897253541,0,complement_product_decrease,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,17,4,1,1,0,1,0,-1,1,1,0,0.20303877655792,0.000136879304378835,-0.202901897253541,0,complement_product_decrease,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,18,1,1,0.614471692442473,-0.385528307557527,0.447260572208638,0.501584051989086,0.0543234797804479,0.447260572208638,0.308209201327887,-0.139051370880751,0.0371540532886811,0.271231807334333,0.234077754045652,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,18,2,0.519287481458254,0.976955582196483,0.457668100738229,0.945670151123534,0.950212436073427,0.00454228494989295,0.491074671067186,0.928315343694453,0.437240672627267,0.0371540532886811,0.271231807334333,0.234077754045652,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,18,3,1,1,0,0.30535353398123,0.947980685649387,0.642627151668157,0.30535353398123,0.947980685649387,0.642627151668157,0.0371540532886811,0.271231807334333,0.234077754045652,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,18,4,1,1,0,0.553981292914182,1,0.446018707085818,0.553981292914182,1,0.446018707085818,0.0371540532886811,0.271231807334333,0.234077754045652,0,terminal_reason_change,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,19,1,0.000586813461768223,0.614471692442473,0.613884878980705,0.707436010588869,0.501584051989086,-0.205851958599783,0.000415132974353156,0.308209201327887,0.307794068353534,0.000325381942232418,0.271231807334333,0.270906425392101,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,19,2,0.9362701275508,0.976955582196483,0.0406854546456831,0.950212436073427,0.950212436073427,0,0.889655518722824,0.928315343694453,0.038659824971629,0.000325381942232418,0.271231807334333,0.270906425392101,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,19,3,1,1,0,0.881017102130333,0.947980685649387,0.066963583519054,0.881017102130333,0.947980685649387,0.066963583519054,0.000325381942232418,0.271231807334333,0.270906425392101,0,no_clear_stage_driver,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,19,4,1,1,0,1,1,0,1,1,0,0.000325381942232418,0.271231807334333,0.270906425392101,0,no_clear_stage_driver,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,1,1,1,0.614471692442473,-0.385528307557527,0.447260572208638,0.501584051989086,0.0543234797804479,0.447260572208638,0.308209201327887,-0.139051370880751,0.0541302873421296,0.271231807334333,0.217101519992203,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,1,2,0.519287481458254,0.976955582196483,0.457668100738229,0.945670151123534,0.950212436073427,0.00454228494989295,0.491074671067186,0.928315343694453,0.437240672627267,0.0541302873421296,0.271231807334333,0.217101519992203,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,1,3,0.446628265494639,1,0.553371734505361,0.551805440973913,0.947980685649387,0.396175244675474,0.246451906992684,0.947980685649387,0.701528778656703,0.0541302873421296,0.271231807334333,0.217101519992203,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,1,4,1,1,0,0,1,1,1,1,0,0.0541302873421296,0.271231807334333,0.217101519992203,0,no_clear_stage_driver,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,20,1,0.366759215432474,1,0.633240784567526,0.706304115446538,0.193374850661199,-0.512929264785339,0.2590435432379,0.193374850661199,-0.065668692576701,0.20303877655792,0.0392992800158137,-0.163739496542106,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,20,2,0.9362701275508,0.792002850017265,-0.144267277533535,0.950212436073427,0.945670151123534,-0.00454228494989295,0.889655518722824,0.748973454866097,-0.140682063856727,0.20303877655792,0.0392992800158137,-0.163739496542106,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,20,3,1,0.413097319538666,-0.586902680461334,0.881017102130333,0.656849388511108,-0.224167713619225,0.881017102130333,0.27134272173455,-0.609674380395783,0.20303877655792,0.0392992800158137,-0.163739496542106,0,complement_product_decrease,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,20,4,1,1,0,1,0,-1,1,1,0,0.20303877655792,0.0392992800158137,-0.163739496542106,0,complement_product_decrease,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,21,1,1,0.614471692442473,-0.385528307557527,0.447260572208638,0.501584051989086,0.0543234797804479,0.447260572208638,0.308209201327887,-0.139051370880751,0.0352698973232529,0.271231807334333,0.23596191001108,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,21,2,1,0.976955582196483,-0.023044417803517,0.454595480056348,0.950212436073427,0.495616956017079,0.454595480056348,0.928315343694453,0.473719863638105,0.0352698973232529,0.271231807334333,0.23596191001108,0,no_clear_stage_driver,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,21,3,0.184500939306039,1,0.815499060693961,0.940199217594589,0.947980685649387,0.00778146805479796,0.173467638781005,0.947980685649387,0.774513046868382,0.0352698973232529,0.271231807334333,0.23596191001108,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,21,4,1,1,0,0,1,1,1,1,0,0.0352698973232529,0.271231807334333,0.23596191001108,0,no_clear_stage_driver,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,22,1,0.366759215432474,0.286126653437203,-0.080632561995271,0.706304115446538,0.938674761956556,0.232370646510018,0.2590435432379,0.268579868304593,0.009536325066693,0.20303877655792,0.236357002905871,0.033318226347951,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,22,2,0.9362701275508,0.976955582196483,0.0406854546456831,0.950212436073427,0.950212436073427,0,0.889655518722824,0.928315343694453,0.038659824971629,0.20303877655792,0.236357002905871,0.033318226347951,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,22,3,1,1,0,0.881017102130333,0.947980685649387,0.066963583519054,0.881017102130333,0.947980685649387,0.066963583519054,0.20303877655792,0.236357002905871,0.033318226347951,0,no_clear_stage_driver,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,22,4,1,1,0,1,1,0,1,1,0,0.20303877655792,0.236357002905871,0.033318226347951,0,no_clear_stage_driver,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,23,1,1,1,0,0.447260572208638,0.193374850661199,-0.253885721547439,0.447260572208638,0.193374850661199,-0.253885721547439,0.000384077564473196,5.20463887639966e-05,-0.000332031175709199,0,complement_product_decrease,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,23,2,1,0.792002850017265,-0.207997149982735,0.454595480056348,0.945670151123534,0.491074671067186,0.454595480056348,0.748973454866097,0.294377974809749,0.000384077564473196,5.20463887639966e-05,-0.000332031175709199,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,23,3,1,1,0,0.30535353398123,0.385506666776557,0.080153132795327,0.30535353398123,0.385506666776558,0.080153132795328,0.000384077564473196,5.20463887639966e-05,-0.000332031175709199,0,no_clear_stage_driver,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,23,4,0.00645156561166358,0.001679836582,-0.00477172902966358,0.95888194576638,0.554913456838823,-0.403968488927557,0.00618628978695143,0.000932163924641935,-0.0052541258623095,0.000384077564473196,5.20463887639966e-05,-0.000332031175709199,0,complement_product_decrease,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,23,5,1,1,0,0,0,0,1,1,0,0.000384077564473196,5.20463887639966e-05,-0.000332031175709199,0,no_clear_stage_driver,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,24,1,1,1,0,0.447260572208638,0.193374850661199,-0.253885721547439,0.447260572208638,0.193374850661199,-0.253885721547439,0.03439408645146,0.0240854888301074,-0.0103085976213526,0,complement_product_decrease,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,24,2,1,0.792002850017265,-0.207997149982735,0.454595480056348,0.945670151123534,0.491074671067186,0.454595480056348,0.748973454866097,0.294377974809749,0.03439408645146,0.0240854888301074,-0.0103085976213526,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,24,3,1,0.301372117505484,-0.698627882494516,0.30535353398123,0.551805440973913,0.246451906992683,0.30535353398123,0.166298774197356,-0.139054759783874,0.03439408645146,0.0240854888301074,-0.0103085976213526,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,24,4,1,1,0,0.553981292914182,0,-0.553981292914182,0.553981292914182,1,0.446018707085818,0.03439408645146,0.0240854888301074,-0.0103085976213526,0,complement_product_decrease,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,25,1,0.366759215432474,1,0.633240784567526,0.706304115446538,0.193374850661199,-0.512929264785339,0.2590435432379,0.193374850661199,-0.065668692576701,0.20303877655792,0.0169528121215513,-0.186085964436369,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,25,2,0.9362701275508,0.792002850017265,-0.144267277533535,0.950212436073427,0.945670151123534,-0.00454228494989295,0.889655518722824,0.748973454866097,-0.140682063856727,0.20303877655792,0.0169528121215513,-0.186085964436369,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,25,3,1,0.124496013925207,-0.875503986074793,0.881017102130333,0.940199217594589,0.059182115464256,0.881017102130333,0.117051054886125,-0.763966047244208,0.20303877655792,0.0169528121215513,-0.186085964436369,0,no_clear_stage_driver,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,25,4,1,1,0,1,0,-1,1,1,0,0.20303877655792,0.0169528121215513,-0.186085964436369,0,complement_product_decrease,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,26,1,1,0.614471692442473,-0.385528307557527,0.447260572208638,0.501584051989086,0.0543234797804479,0.447260572208638,0.308209201327887,-0.139051370880751,0.0501092510155483,0.271231807334333,0.221122556318785,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,26,2,1,0.976955582196483,-0.023044417803517,0.454595480056348,0.950212436073427,0.495616956017079,0.454595480056348,0.928315343694453,0.473719863638105,0.0501092510155483,0.271231807334333,0.221122556318785,0,no_clear_stage_driver,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,26,3,0.446628265494639,1,0.553371734505361,0.551805440973913,0.947980685649387,0.396175244675474,0.246451906992684,0.947980685649387,0.701528778656703,0.0501092510155483,0.271231807334333,0.221122556318785,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,26,4,1,1,0,0,1,1,1,1,0,0.0501092510155483,0.271231807334333,0.221122556318785,0,no_clear_stage_driver,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,27,1,0.366759215432474,0.000713432256285848,-0.366045783176188,0.706304115446538,0.362440999935488,-0.34386311551105,0.2590435432379,0.000258577100354474,-0.258784966137546,0.20303877655792,0.000185031176143512,-0.202853745381776,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,27,2,0.9362701275508,0.824406132263131,-0.111863995287669,0.950212436073427,0.867987827598707,-0.08222460847472,0.889655518722824,0.715574487802127,-0.174081030920697,0.20303877655792,0.000185031176143512,-0.202853745381776,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,27,3,1,1,0,0.881017102130333,1,0.118982897869667,0.881017102130333,1,0.118982897869667,0.20303877655792,0.000185031176143512,-0.202853745381776,0,terminal_reason_change,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,28,1,0.000142639038822765,1,0.999857360961177,0.940151791634101,0.193374850661199,-0.746776940972902,0.000134102347906188,0.193374850661199,0.193240748313293,0.000106492667337103,0.0392992800158137,0.0391927873484766,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,28,2,0.999363163375736,0.792002850017265,-0.207360313358471,0.794620904469217,0.945670151123534,0.151049246654317,0.794114860774845,0.748973454866097,-0.045141405908748,0.000106492667337103,0.0392992800158137,0.0391927873484766,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,28,3,1,0.413097319538666,-0.586902680461334,0,0.656849388511108,0.656849388511108,1,0.27134272173455,-0.72865727826545,0.000106492667337103,0.0392992800158137,0.0391927873484766,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,29,1,1,0.614471692442473,-0.385528307557527,0.447260572208638,0.501584051989086,0.0543234797804479,0.447260572208638,0.308209201327887,-0.139051370880751,0.0381001439443326,0.271231807334333,0.23313166339,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,29,2,0.519287481458254,0.976955582196483,0.457668100738229,0.945670151123534,0.950212436073427,0.00454228494989295,0.491074671067186,0.928315343694453,0.437240672627267,0.0381001439443326,0.271231807334333,0.23313166339,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,29,3,0.184500939306039,1,0.815499060693961,0.940199217594589,0.947980685649387,0.00778146805479796,0.173467638781005,0.947980685649387,0.774513046868382,0.0381001439443326,0.271231807334333,0.23313166339,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,29,4,1,1,0,0,1,1,1,1,0,0.0381001439443326,0.271231807334333,0.23313166339,0,no_clear_stage_driver,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,2,1,0.000411646636206686,0.465646598462289,0.465234951826082,0.595397211212113,0.361885692324075,-0.233511518888038,0.000245093259202308,0.168510841662876,0.168265748403674,0.000225712151819267,0.14104509124354,0.140819379091721,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,2,2,1,1,0,0.920923539692116,0.874992448922472,-0.0459310907696441,0.920923539692116,0.874992448922472,-0.0459310907696441,0.000225712151819267,0.14104509124354,0.140819379091721,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,2,3,1,1,0,0,0.956589970649623,0.956589970649623,1,0.956589970649623,-0.043410029350377,0.000225712151819267,0.14104509124354,0.140819379091721,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,30,1,1,0.465646598462289,-0.534353401537711,0.447260572208638,0.361885692324075,-0.085374879884563,0.447260572208638,0.168510841662876,-0.278749730545762,0.047206019789252,0.14104509124354,0.093839071454288,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,30,2,0.519287481458254,1,0.480712518541746,0.945670151123534,0.874992448922472,-0.0706777022010621,0.491074671067186,0.874992448922472,0.383917777855286,0.047206019789252,0.14104509124354,0.093839071454288,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,30,3,0.413097319538666,1,0.586902680461334,0.520279671820901,0.956589970649623,0.436310298828722,0.214926137839671,0.956589970649623,0.741663832809952,0.047206019789252,0.14104509124354,0.093839071454288,0,selected_probability_increase,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
benchmark_calibrated_seed,10,30,4,1,1,0,0,1,1,1,1,0,0.047206019789252,0.14104509124354,0.093839071454288,0,no_clear_stage_driver,Paired stage comparison between wind_speed_12_00 and wind_speed_11_28 using existing traces.
