initial_branch,trial_id,stage_id,branch_index,from_bus,to_bus,PF,PT,active_flow_mw,active_limit_mw,P_li_pu,P_li_max_pu,line_overlimit_component,line_severity_component,pf_converged
43,19,1,8,4,5,-260.223252994162,260.790323850621,260.790323850621,600,0.434650539751035,1,0,0,1
43,19,1,9,4,14,-245.241578625002,245.765517850564,245.765517850564,500,0.491531035701128,1,0,0,1
43,19,1,10,5,6,-658.310662725995,659.208867770162,659.208867770162,1200,0.549340723141802,1,0,0,1
43,19,1,11,5,8,397.520338875377,-396.198384364139,397.520338875377,900,0.441689265417085,1,0,0,1
43,19,1,12,6,7,524.371878758748,-522.634359740751,524.371878758748,900,0.582635420843054,1,0,0,1
43,19,1,13,6,11,-246.372262494243,246.840834648846,246.840834648846,480,0.514251738851762,1,0,0,1
43,19,1,14,6,31,-937.208484034672,937.208484034672,937.208484034672,1800,0.520671380019262,1,0,0,1
43,19,1,15,7,8,288.834359740749,-288.489580544689,288.834359740749,900,0.32092706637861,1,0,0,1
43,19,1,16,8,9,162.687964908826,-161.882572789701,162.687964908826,900,0.180764405454251,1,0,0,1
43,19,1,17,9,39,155.382572789702,-155.123787335347,155.382572789702,900,0.172647303099669,1,0,0,1
43,19,1,18,10,11,256.02833204202,-255.716454329158,256.02833204202,600,0.4267138867367,1,0,0,1
43,19,1,19,10,13,350.256283226789,-349.732050999614,350.256283226789,600,0.583760472044648,1,0,0,1
43,19,1,20,10,32,-606.284615268811,606.284615268811,606.284615268811,900,0.673649572520901,1,0,0,1
43,19,1,21,12,11,-8.84306763106933,8.87561968031104,8.87561968031104,500,0.0177512393606221,1,0,0,1
43,19,1,22,12,13,0.313067631069396,-0.280630503419765,0.313067631069396,500,0.000626135262138791,1,0,0,1
43,19,1,23,13,14,350.012681503034,-348.881085209157,350.012681503034,600,0.583354469171724,1,0,0,1
43,19,1,24,14,15,103.115567358593,-102.914508011569,103.115567358593,600,0.171859278930988,1,0,0,1
43,19,1,25,15,16,-217.085491988432,217.624686047619,217.624686047619,600,0.362707810079365,1,0,0,1
43,19,1,26,16,17,232.145682095166,-231.769213203104,232.145682095166,600,0.386909470158611,1,0,0,1
43,19,1,27,16,19,-447.062651652022,450.502937730744,450.502937730744,600,0.750838229551239,1,0,0,1
43,19,1,28,16,21,-303.370301238667,304.165127631987,304.165127631987,600,0.506941879386645,1,0,0,1
43,19,1,29,16,24,-28.3374152520995,28.346457268852,28.346457268852,600,0.0472440954480867,1,0,0,1
43,19,1,30,17,18,146.800516704583,-146.648878348078,146.800516704583,600,0.244667527840971,1,0,0,1
43,19,1,31,17,27,84.9686964985187,-84.875184153417,84.9686964985187,600,0.141614494164198,1,0,0,1
43,19,1,32,19,20,144.092959093007,-143.941314208114,144.092959093007,900,0.160103287881119,1,0,0,1
43,19,1,33,19,33,-594.595896823753,597.394063380089,597.394063380089,900,0.663771181533432,1,0,0,1
43,19,1,34,20,34,-536.058685791885,538.920410571228,538.920410571228,900,0.598800456190254,1,0,0,1
43,19,1,35,21,22,-578.165127631985,580.874037536905,580.874037536905,900,0.645415597263228,1,0,0,1
43,19,1,36,22,23,25.11703253401,-25.0806117159646,25.11703253401,600,0.0418617208900166,1,0,0,1
43,19,1,37,22,35,-605.991070070916,605.991070070916,605.991070070916,900,0.673323411189907,1,0,0,1
43,19,1,38,23,24,339.51385583934,-336.946457268852,339.51385583934,600,0.5658564263989,1,0,0,1
43,19,1,39,23,36,-561.933244123374,563.531328023536,563.531328023536,900,0.626145920026151,1,0,0,1
43,19,1,40,25,26,141.750793886157,-141.128001606442,141.750793886157,600,0.236251323143595,1,0,0,1
43,19,1,41,25,37,-552.301008735625,554.155912141231,554.155912141231,900,0.615728791268035,1,0,0,1
43,19,1,42,26,27,196.697817666693,-196.124815846583,196.697817666693,600,0.327829696111156,1,0,0,1
43,19,1,43,26,28,0,0,0,600,0,1,0,0,1
43,19,1,44,26,29,-194.569816060251,196.705758477224,196.705758477224,600,0.327842930795373,1,0,0,1
43,19,1,45,28,29,-206,206.584723274837,206.584723274837,600,0.344307872124728,1,0,0,1
43,19,1,46,29,38,-686.790481752061,690.632458715039,690.632458715039,1200,0.575527048929199,1,0,0,1
43,20,1,1,1,2,-275.704049924852,278.362430816155,278.362430816155,600,0.463937384693591,1,0,0,1
43,20,1,2,1,39,178.104049924853,-177.787956460772,178.104049924853,1000,0.178104049924853,1,0,0,1
43,20,1,3,2,3,329.358613075884,-327.94571929713,329.358613075884,500,0.658717226151768,1,0,0,1
43,20,1,4,2,25,-184.039451515031,186.550214849468,186.550214849468,500,0.373100429698935,1,0,0,1
43,20,1,5,2,30,-423.681592377008,423.681592377008,423.681592377008,900,0.470757324863342,1,0,0,1
43,20,1,6,3,4,-5.40681943217284,5.46483161916392,5.46483161916392,500,0.0109296632383278,1,0,0,1
43,20,1,7,3,18,11.3525387293017,-11.3511216519194,11.3525387293017,500,0.0227050774586035,1,0,0,1
43,20,1,8,4,5,-260.223252994162,260.790323850621,260.790323850621,600,0.434650539751035,1,0,0,1
43,20,1,9,4,14,-245.241578625002,245.765517850564,245.765517850564,500,0.491531035701128,1,0,0,1
43,20,1,10,5,6,-658.310662725995,659.208867770162,659.208867770162,1200,0.549340723141802,1,0,0,1
43,20,1,11,5,8,397.520338875377,-396.198384364139,397.520338875377,900,0.441689265417085,1,0,0,1
43,20,1,12,6,7,524.371878758748,-522.634359740751,524.371878758748,900,0.582635420843054,1,0,0,1
43,20,1,13,6,11,-246.372262494243,246.840834648846,246.840834648846,480,0.514251738851762,1,0,0,1
43,20,1,14,6,31,-937.208484034672,937.208484034672,937.208484034672,1800,0.520671380019262,1,0,0,1
43,20,1,15,7,8,288.834359740749,-288.489580544689,288.834359740749,900,0.32092706637861,1,0,0,1
43,20,1,16,8,9,162.687964908826,-161.882572789701,162.687964908826,900,0.180764405454251,1,0,0,1
43,20,1,17,9,39,155.382572789702,-155.123787335347,155.382572789702,900,0.172647303099669,1,0,0,1
43,20,1,18,10,11,256.02833204202,-255.716454329158,256.02833204202,600,0.4267138867367,1,0,0,1
43,20,1,19,10,13,350.256283226789,-349.732050999614,350.256283226789,600,0.583760472044648,1,0,0,1
43,20,1,20,10,32,-606.284615268811,606.284615268811,606.284615268811,900,0.673649572520901,1,0,0,1
43,20,1,21,12,11,-8.84306763106933,8.87561968031104,8.87561968031104,500,0.0177512393606221,1,0,0,1
43,20,1,22,12,13,0.313067631069396,-0.280630503419765,0.313067631069396,500,0.000626135262138791,1,0,0,1
43,20,1,23,13,14,350.012681503034,-348.881085209157,350.012681503034,600,0.583354469171724,1,0,0,1
43,20,1,24,14,15,103.115567358593,-102.914508011569,103.115567358593,600,0.171859278930988,1,0,0,1
43,20,1,25,15,16,-217.085491988432,217.624686047619,217.624686047619,600,0.362707810079365,1,0,0,1
43,20,1,26,16,17,232.145682095166,-231.769213203104,232.145682095166,600,0.386909470158611,1,0,0,1
43,20,1,27,16,19,-447.062651652022,450.502937730744,450.502937730744,600,0.750838229551239,1,0,0,1
43,20,1,28,16,21,-303.370301238667,304.165127631987,304.165127631987,600,0.506941879386645,1,0,0,1
43,20,1,29,16,24,-28.3374152520995,28.346457268852,28.346457268852,600,0.0472440954480867,1,0,0,1
43,20,1,30,17,18,146.800516704583,-146.648878348078,146.800516704583,600,0.244667527840971,1,0,0,1
43,20,1,31,17,27,84.9686964985187,-84.875184153417,84.9686964985187,600,0.141614494164198,1,0,0,1
43,20,1,32,19,20,144.092959093007,-143.941314208114,144.092959093007,900,0.160103287881119,1,0,0,1
43,20,1,33,19,33,-594.595896823753,597.394063380089,597.394063380089,900,0.663771181533432,1,0,0,1
43,20,1,34,20,34,-536.058685791885,538.920410571228,538.920410571228,900,0.598800456190254,1,0,0,1
43,20,1,35,21,22,-578.165127631985,580.874037536905,580.874037536905,900,0.645415597263228,1,0,0,1
43,20,1,36,22,23,25.11703253401,-25.0806117159646,25.11703253401,600,0.0418617208900166,1,0,0,1
43,20,1,37,22,35,-605.991070070916,605.991070070916,605.991070070916,900,0.673323411189907,1,0,0,1
43,20,1,38,23,24,339.51385583934,-336.946457268852,339.51385583934,600,0.5658564263989,1,0,0,1
43,20,1,39,23,36,-561.933244123374,563.531328023536,563.531328023536,900,0.626145920026151,1,0,0,1
43,20,1,40,25,26,141.750793886157,-141.128001606442,141.750793886157,600,0.236251323143595,1,0,0,1
43,20,1,41,25,37,-552.301008735625,554.155912141231,554.155912141231,900,0.615728791268035,1,0,0,1
43,20,1,42,26,27,196.697817666693,-196.124815846583,196.697817666693,600,0.327829696111156,1,0,0,1
43,20,1,43,26,28,0,0,0,600,0,1,0,0,1
43,20,1,44,26,29,-194.569816060251,196.705758477224,196.705758477224,600,0.327842930795373,1,0,0,1
43,20,1,45,28,29,-206,206.584723274837,206.584723274837,600,0.344307872124728,1,0,0,1
43,20,1,46,29,38,-686.790481752061,690.632458715039,690.632458715039,1200,0.575527048929199,1,0,0,1
44,1,1,1,1,2,-275.489169724288,278.146151618425,278.146151618425,600,0.463576919364042,1,0,0,1
44,1,1,2,1,39,177.889169724289,-177.573844907533,177.889169724289,1000,0.177889169724289,1,0,0,1
44,1,1,3,2,3,329.015790569447,-327.603017106503,329.015790569447,500,0.658031581138895,1,0,0,1
44,1,1,4,2,25,-183.480349810869,186.007694444682,186.007694444682,500,0.372015388889365,1,0,0,1
44,1,1,5,2,30,-423.681592377008,423.681592377009,423.681592377009,900,0.470757324863343,1,0,0,1
44,1,1,6,3,4,-5.99190024941021,6.04786675009175,6.04786675009175,500,0.0120957335001835,1,0,0,1
44,1,1,7,3,18,11.5949173559146,-11.5933931698728,11.5949173559146,500,0.0231898347118293,1,0,0,1
44,1,1,8,4,5,-260.832141813615,261.403018720744,261.403018720744,600,0.435671697867906,1,0,0,1
44,1,1,9,4,14,-245.215724936475,245.740293770955,245.740293770955,500,0.49148058754191,1,0,0,1
44,1,1,10,5,6,-658.971943439381,659.872872726404,659.872872726404,1200,0.549894060605337,1,0,0,1
44,1,1,11,5,8,397.568924718637,-396.24609683,397.568924718637,900,0.441743249687375,1,0,0,1
44,1,1,12,6,7,524.545282838014,-522.805653254243,524.545282838014,900,0.582828092042238,1,0,0,1
44,1,1,13,6,11,-246.009084099654,246.476839345067,246.476839345067,480,0.513493415302224,1,0,0,1
44,1,1,14,6,31,-938.409071464769,938.409071464769,938.409071464769,1800,0.521338373035983,1,0,0,1
44,1,1,15,7,8,289.005653254243,-288.660256224524,289.005653254243,900,0.321117392504714,1,0,0,1
44,1,1,16,8,9,162.906353054523,-162.096886229289,162.906353054523,900,0.18100705894947,1,0,0,1
44,1,1,17,9,39,155.596886229289,-155.337898888586,155.596886229289,900,0.172885429143654,1,0,0,1
44,1,1,18,10,11,255.694359096878,-255.382803531615,255.694359096878,600,0.426157265161463,1,0,0,1
44,1,1,19,10,13,350.590256171937,-350.063905504874,350.590256171937,600,0.584317093619896,1,0,0,1
44,1,1,20,10,32,-606.284615268811,606.284615268811,606.284615268811,900,0.673649572520901,1,0,0,1
44,1,1,21,12,11,-8.87331763543176,8.90596418654396,8.90596418654396,500,0.0178119283730879,1,0,0,1
44,1,1,22,12,13,0.343317635432022,-0.310922837797105,0.343317635432022,500,0.000686635270864044,1,0,0,1
44,1,1,23,13,14,350.374828342672,-349.238870159753,350.374828342672,600,0.583958047237787,1,0,0,1
44,1,1,24,14,15,103.498576388798,-103.295285029981,103.498576388798,600,0.172497627314663,1,0,0,1
44,1,1,25,15,16,-216.704714970019,217.241681227274,217.241681227274,600,0.362069468712123,1,0,0,1
44,1,1,26,16,17,232.504939613747,-232.127531056877,232.504939613747,600,0.387508232689578,1,0,0,1
44,1,1,27,16,19,-447.041960034824,450.495573987551,450.495573987551,600,0.750825956645918,1,0,0,1
44,1,1,28,16,21,-303.367624504419,304.161350305944,304.161350305944,600,0.506935583843239,1,0,0,1
44,1,1,29,16,24,-28.3370363017787,28.3463810919348,28.3463810919348,600,0.047243968486558,1,0,0,1
44,1,1,30,17,18,146.55774621051,-146.406606830128,146.55774621051,600,0.24426291035085,1,0,0,1
44,1,1,31,17,27,85.569784846367,-85.474489363758,85.569784846367,600,0.142616308077278,1,0,0,1
44,1,1,32,19,20,144.095390664996,-143.943632756821,144.095390664996,900,0.160105989627774,1,0,0,1
44,1,1,33,19,33,-594.590964652547,597.394063380088,597.394063380088,900,0.663771181533432,1,0,0,1
44,1,1,34,20,34,-536.056367243178,538.920410571228,538.920410571228,900,0.598800456190254,1,0,0,1
44,1,1,35,21,22,-578.161350305942,580.873318084361,580.873318084361,900,0.645414797871512,1,0,0,1
44,1,1,36,22,23,25.117751986556,-25.0812420158311,25.117751986556,600,0.0418629199775933,1,0,0,1
44,1,1,37,22,35,-605.991070070917,605.991070070917,605.991070070917,900,0.673323411189907,1,0,0,1
44,1,1,38,23,24,339.514020197321,-336.946381091934,339.514020197321,600,0.565856700328868,1,0,0,1
44,1,1,39,23,36,-561.93277818149,563.531328023537,563.531328023537,900,0.626145920026152,1,0,0,1
44,1,1,40,25,26,142.290906044538,-141.654950424874,142.290906044538,600,0.23715151007423,1,0,0,1
44,1,1,41,25,37,-552.298600489219,554.155912141232,554.155912141232,900,0.615728791268035,1,0,0,1
44,1,1,42,26,27,196.088607958402,-195.525510636243,196.088607958402,600,0.326814346597336,1,0,0,1
44,1,1,43,26,28,-193.433657533528,195.0404033878,195.0404033878,600,0.325067338979667,1,0,0,1
44,1,1,44,26,29,0,0,0,600,0,1,0,0,1
44,1,1,45,28,29,-401.040403387801,403.263233371503,403.263233371503,600,0.672105388952504,1,0,0,1
44,1,1,46,29,38,-686.763233371502,690.632458715038,690.632458715038,1200,0.575527048929199,1,0,0,1
44,2,1,1,1,2,-275.489169724288,278.146151618425,278.146151618425,600,0.463576919364042,1,0,0,1
44,2,1,2,1,39,177.889169724289,-177.573844907533,177.889169724289,1000,0.177889169724289,1,0,0,1
44,2,1,3,2,3,329.015790569447,-327.603017106503,329.015790569447,500,0.658031581138895,1,0,0,1
44,2,1,4,2,25,-183.480349810869,186.007694444682,186.007694444682,500,0.372015388889365,1,0,0,1
44,2,1,5,2,30,-423.681592377008,423.681592377009,423.681592377009,900,0.470757324863343,1,0,0,1
44,2,1,6,3,4,-5.99190024941021,6.04786675009175,6.04786675009175,500,0.0120957335001835,1,0,0,1
44,2,1,7,3,18,11.5949173559146,-11.5933931698728,11.5949173559146,500,0.0231898347118293,1,0,0,1
44,2,1,8,4,5,-260.832141813615,261.403018720744,261.403018720744,600,0.435671697867906,1,0,0,1
44,2,1,9,4,14,-245.215724936475,245.740293770955,245.740293770955,500,0.49148058754191,1,0,0,1
44,2,1,10,5,6,-658.971943439381,659.872872726404,659.872872726404,1200,0.549894060605337,1,0,0,1
44,2,1,11,5,8,397.568924718637,-396.24609683,397.568924718637,900,0.441743249687375,1,0,0,1
44,2,1,12,6,7,524.545282838014,-522.805653254243,524.545282838014,900,0.582828092042238,1,0,0,1
44,2,1,13,6,11,-246.009084099654,246.476839345067,246.476839345067,480,0.513493415302224,1,0,0,1
44,2,1,14,6,31,-938.409071464769,938.409071464769,938.409071464769,1800,0.521338373035983,1,0,0,1
44,2,1,15,7,8,289.005653254243,-288.660256224524,289.005653254243,900,0.321117392504714,1,0,0,1
44,2,1,16,8,9,162.906353054523,-162.096886229289,162.906353054523,900,0.18100705894947,1,0,0,1
44,2,1,17,9,39,155.596886229289,-155.337898888586,155.596886229289,900,0.172885429143654,1,0,0,1
44,2,1,18,10,11,255.694359096878,-255.382803531615,255.694359096878,600,0.426157265161463,1,0,0,1
44,2,1,19,10,13,350.590256171937,-350.063905504874,350.590256171937,600,0.584317093619896,1,0,0,1
44,2,1,20,10,32,-606.284615268811,606.284615268811,606.284615268811,900,0.673649572520901,1,0,0,1
44,2,1,21,12,11,-8.87331763543176,8.90596418654396,8.90596418654396,500,0.0178119283730879,1,0,0,1
44,2,1,22,12,13,0.343317635432022,-0.310922837797105,0.343317635432022,500,0.000686635270864044,1,0,0,1
44,2,1,23,13,14,350.374828342672,-349.238870159753,350.374828342672,600,0.583958047237787,1,0,0,1
44,2,1,24,14,15,103.498576388798,-103.295285029981,103.498576388798,600,0.172497627314663,1,0,0,1
44,2,1,25,15,16,-216.704714970019,217.241681227274,217.241681227274,600,0.362069468712123,1,0,0,1
44,2,1,26,16,17,232.504939613747,-232.127531056877,232.504939613747,600,0.387508232689578,1,0,0,1
44,2,1,27,16,19,-447.041960034824,450.495573987551,450.495573987551,600,0.750825956645918,1,0,0,1
44,2,1,28,16,21,-303.367624504419,304.161350305944,304.161350305944,600,0.506935583843239,1,0,0,1
44,2,1,29,16,24,-28.3370363017787,28.3463810919348,28.3463810919348,600,0.047243968486558,1,0,0,1
44,2,1,30,17,18,146.55774621051,-146.406606830128,146.55774621051,600,0.24426291035085,1,0,0,1
44,2,1,31,17,27,85.569784846367,-85.474489363758,85.569784846367,600,0.142616308077278,1,0,0,1
44,2,1,32,19,20,144.095390664996,-143.943632756821,144.095390664996,900,0.160105989627774,1,0,0,1
44,2,1,33,19,33,-594.590964652547,597.394063380088,597.394063380088,900,0.663771181533432,1,0,0,1
44,2,1,34,20,34,-536.056367243178,538.920410571228,538.920410571228,900,0.598800456190254,1,0,0,1
44,2,1,35,21,22,-578.161350305942,580.873318084361,580.873318084361,900,0.645414797871512,1,0,0,1
44,2,1,36,22,23,25.117751986556,-25.0812420158311,25.117751986556,600,0.0418629199775933,1,0,0,1
44,2,1,37,22,35,-605.991070070917,605.991070070917,605.991070070917,900,0.673323411189907,1,0,0,1
44,2,1,38,23,24,339.514020197321,-336.946381091934,339.514020197321,600,0.565856700328868,1,0,0,1
44,2,1,39,23,36,-561.93277818149,563.531328023537,563.531328023537,900,0.626145920026152,1,0,0,1
44,2,1,40,25,26,142.290906044538,-141.654950424874,142.290906044538,600,0.23715151007423,1,0,0,1
44,2,1,41,25,37,-552.298600489219,554.155912141232,554.155912141232,900,0.615728791268035,1,0,0,1
44,2,1,42,26,27,196.088607958402,-195.525510636243,196.088607958402,600,0.326814346597336,1,0,0,1
44,2,1,43,26,28,-193.433657533528,195.0404033878,195.0404033878,600,0.325067338979667,1,0,0,1
44,2,1,44,26,29,0,0,0,600,0,1,0,0,1
44,2,1,45,28,29,-401.040403387801,403.263233371503,403.263233371503,600,0.672105388952504,1,0,0,1
44,2,1,46,29,38,-686.763233371502,690.632458715038,690.632458715038,1200,0.575527048929199,1,0,0,1
44,3,1,1,1,2,-275.489169724288,278.146151618425,278.146151618425,600,0.463576919364042,1,0,0,1
44,3,1,2,1,39,177.889169724289,-177.573844907533,177.889169724289,1000,0.177889169724289,1,0,0,1
44,3,1,3,2,3,329.015790569447,-327.603017106503,329.015790569447,500,0.658031581138895,1,0,0,1
44,3,1,4,2,25,-183.480349810869,186.007694444682,186.007694444682,500,0.372015388889365,1,0,0,1
44,3,1,5,2,30,-423.681592377008,423.681592377009,423.681592377009,900,0.470757324863343,1,0,0,1
44,3,1,6,3,4,-5.99190024941021,6.04786675009175,6.04786675009175,500,0.0120957335001835,1,0,0,1
44,3,1,7,3,18,11.5949173559146,-11.5933931698728,11.5949173559146,500,0.0231898347118293,1,0,0,1
44,3,1,8,4,5,-260.832141813615,261.403018720744,261.403018720744,600,0.435671697867906,1,0,0,1
44,3,1,9,4,14,-245.215724936475,245.740293770955,245.740293770955,500,0.49148058754191,1,0,0,1
44,3,1,10,5,6,-658.971943439381,659.872872726404,659.872872726404,1200,0.549894060605337,1,0,0,1
44,3,1,11,5,8,397.568924718637,-396.24609683,397.568924718637,900,0.441743249687375,1,0,0,1
44,3,1,12,6,7,524.545282838014,-522.805653254243,524.545282838014,900,0.582828092042238,1,0,0,1
44,3,1,13,6,11,-246.009084099654,246.476839345067,246.476839345067,480,0.513493415302224,1,0,0,1
44,3,1,14,6,31,-938.409071464769,938.409071464769,938.409071464769,1800,0.521338373035983,1,0,0,1
44,3,1,15,7,8,289.005653254243,-288.660256224524,289.005653254243,900,0.321117392504714,1,0,0,1
44,3,1,16,8,9,162.906353054523,-162.096886229289,162.906353054523,900,0.18100705894947,1,0,0,1
44,3,1,17,9,39,155.596886229289,-155.337898888586,155.596886229289,900,0.172885429143654,1,0,0,1
44,3,1,18,10,11,255.694359096878,-255.382803531615,255.694359096878,600,0.426157265161463,1,0,0,1
44,3,1,19,10,13,350.590256171937,-350.063905504874,350.590256171937,600,0.584317093619896,1,0,0,1
44,3,1,20,10,32,-606.284615268811,606.284615268811,606.284615268811,900,0.673649572520901,1,0,0,1
44,3,1,21,12,11,-8.87331763543176,8.90596418654396,8.90596418654396,500,0.0178119283730879,1,0,0,1
44,3,1,22,12,13,0.343317635432022,-0.310922837797105,0.343317635432022,500,0.000686635270864044,1,0,0,1
44,3,1,23,13,14,350.374828342672,-349.238870159753,350.374828342672,600,0.583958047237787,1,0,0,1
44,3,1,24,14,15,103.498576388798,-103.295285029981,103.498576388798,600,0.172497627314663,1,0,0,1
44,3,1,25,15,16,-216.704714970019,217.241681227274,217.241681227274,600,0.362069468712123,1,0,0,1
44,3,1,26,16,17,232.504939613747,-232.127531056877,232.504939613747,600,0.387508232689578,1,0,0,1
44,3,1,27,16,19,-447.041960034824,450.495573987551,450.495573987551,600,0.750825956645918,1,0,0,1
44,3,1,28,16,21,-303.367624504419,304.161350305944,304.161350305944,600,0.506935583843239,1,0,0,1
44,3,1,29,16,24,-28.3370363017787,28.3463810919348,28.3463810919348,600,0.047243968486558,1,0,0,1
44,3,1,30,17,18,146.55774621051,-146.406606830128,146.55774621051,600,0.24426291035085,1,0,0,1
44,3,1,31,17,27,85.569784846367,-85.474489363758,85.569784846367,600,0.142616308077278,1,0,0,1
44,3,1,32,19,20,144.095390664996,-143.943632756821,144.095390664996,900,0.160105989627774,1,0,0,1
44,3,1,33,19,33,-594.590964652547,597.394063380088,597.394063380088,900,0.663771181533432,1,0,0,1
44,3,1,34,20,34,-536.056367243178,538.920410571228,538.920410571228,900,0.598800456190254,1,0,0,1
44,3,1,35,21,22,-578.161350305942,580.873318084361,580.873318084361,900,0.645414797871512,1,0,0,1
44,3,1,36,22,23,25.117751986556,-25.0812420158311,25.117751986556,600,0.0418629199775933,1,0,0,1
44,3,1,37,22,35,-605.991070070917,605.991070070917,605.991070070917,900,0.673323411189907,1,0,0,1
44,3,1,38,23,24,339.514020197321,-336.946381091934,339.514020197321,600,0.565856700328868,1,0,0,1
44,3,1,39,23,36,-561.93277818149,563.531328023537,563.531328023537,900,0.626145920026152,1,0,0,1
44,3,1,40,25,26,142.290906044538,-141.654950424874,142.290906044538,600,0.23715151007423,1,0,0,1
44,3,1,41,25,37,-552.298600489219,554.155912141232,554.155912141232,900,0.615728791268035,1,0,0,1
44,3,1,42,26,27,196.088607958402,-195.525510636243,196.088607958402,600,0.326814346597336,1,0,0,1
44,3,1,43,26,28,-193.433657533528,195.0404033878,195.0404033878,600,0.325067338979667,1,0,0,1
44,3,1,44,26,29,0,0,0,600,0,1,0,0,1
44,3,1,45,28,29,-401.040403387801,403.263233371503,403.263233371503,600,0.672105388952504,1,0,0,1
44,3,1,46,29,38,-686.763233371502,690.632458715038,690.632458715038,1200,0.575527048929199,1,0,0,1
44,4,1,1,1,2,-275.489169724288,278.146151618425,278.146151618425,600,0.463576919364042,1,0,0,1
44,4,1,2,1,39,177.889169724289,-177.573844907533,177.889169724289,1000,0.177889169724289,1,0,0,1
44,4,1,3,2,3,329.015790569447,-327.603017106503,329.015790569447,500,0.658031581138895,1,0,0,1
44,4,1,4,2,25,-183.480349810869,186.007694444682,186.007694444682,500,0.372015388889365,1,0,0,1
44,4,1,5,2,30,-423.681592377008,423.681592377009,423.681592377009,900,0.470757324863343,1,0,0,1
