initial_branch,trial_id,stage_id,wind_index,wind_bus,wind_gen_row,voltage_pu,wind_output_mw,wind_capacity_mw,trip_probability,p_wt_h,trip_region,record_only,wind_trip_probability_model,wind_trip_calibration_status,threshold_hit,voltage_region,frequency_region,probability_status
1,1,3,10,39,20,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,4,1,30,11,1.0499,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,4,2,31,12,0.982,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,4,3,32,13,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,4,4,33,14,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,4,5,34,15,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,4,6,35,16,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,4,7,36,17,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,4,8,37,18,1.0275,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,4,9,38,19,1.0265,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,4,10,39,20,0.999999999999999,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,5,1,30,11,1.0499,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,5,2,31,12,0.982,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,5,3,32,13,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,5,4,33,14,0.9972,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,5,5,34,15,1.0123,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,5,6,35,16,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,5,7,36,17,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,5,8,37,18,1.0275,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,5,9,38,19,1.0265,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,1,5,10,39,20,0.999999999999999,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,1,1,30,11,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,1,2,31,12,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,1,3,32,13,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,1,4,33,14,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,1,5,34,15,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,1,6,35,16,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,1,7,36,17,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,1,8,37,18,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,1,9,38,19,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,1,10,39,20,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,2,1,30,11,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,2,2,31,12,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,2,3,32,13,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,2,4,33,14,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,2,5,34,15,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,2,6,35,16,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,2,7,36,17,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,2,8,37,18,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,2,9,38,19,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,2,10,39,20,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,3,1,30,11,1.0499,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,3,2,31,12,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,3,3,32,13,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,3,4,33,14,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,3,5,34,15,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,3,6,35,16,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,3,7,36,17,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,3,8,37,18,1.0275,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,3,9,38,19,1.0265,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,3,10,39,20,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,4,1,30,11,1.0499,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,4,2,31,12,0.982,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,4,3,32,13,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,4,4,33,14,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,4,5,34,15,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,4,6,35,16,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,4,7,36,17,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,4,8,37,18,1.0275,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,4,9,38,19,1.0265,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,4,10,39,20,0.999999999999999,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,5,1,30,11,1.0499,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,5,2,31,12,0.982,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,5,3,32,13,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,5,4,33,14,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,5,5,34,15,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,5,6,35,16,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,5,7,36,17,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,5,8,37,18,1.0275,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,5,9,38,19,1.0265,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,2,5,10,39,20,1.03,0,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,3,1,1,30,11,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,3,1,2,31,12,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,3,1,3,32,13,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,3,1,4,33,14,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,3,1,5,34,15,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,3,1,6,35,16,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,3,1,7,36,17,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,3,1,8,37,18,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,3,1,9,38,19,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
1,3,1,10,39,20,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,1,1,1,30,11,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,1,1,2,31,12,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,1,1,3,32,13,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,1,1,4,33,14,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,1,1,5,34,15,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,1,1,6,35,16,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,1,1,7,36,17,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,1,1,8,37,18,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,1,1,9,38,19,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,1,1,10,39,20,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,2,1,1,30,11,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,2,1,2,31,12,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,2,1,3,32,13,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,2,1,4,33,14,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,2,1,5,34,15,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,2,1,6,35,16,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,2,1,7,36,17,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,2,1,8,37,18,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,2,1,9,38,19,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,2,1,10,39,20,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,3,1,1,30,11,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,3,1,2,31,12,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,3,1,3,32,13,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,3,1,4,33,14,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,3,1,5,34,15,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,3,1,6,35,16,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,3,1,7,36,17,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,3,1,8,37,18,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,3,1,9,38,19,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
2,3,1,10,39,20,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
3,1,1,1,30,11,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
3,1,1,2,31,12,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
3,1,1,3,32,13,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
3,1,1,4,33,14,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
3,1,1,5,34,15,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
3,1,1,6,35,16,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
3,1,1,7,36,17,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
3,1,1,8,37,18,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
3,1,1,9,38,19,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
3,1,1,10,39,20,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
3,2,1,1,30,11,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
3,2,1,2,31,12,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
3,2,1,3,32,13,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
3,2,1,4,33,14,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
3,2,1,5,34,15,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
3,2,1,6,35,16,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
3,2,1,7,36,17,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
3,2,1,8,37,18,1,300,300,NaN,NaN,missing_voltage_threshold,1,paper_formula,missing_original_probability_function,1,missing_voltage_threshold,continuous_operation,missing_paper_probability_function
