parameter_set_id,scenario_id,initial_branch,trial_id,stage_id,basic_LLR,basic_LFOR,basic_NVOR,basic_CRI,total_load_shed_mw,total_load_shed_frac,max_line_loading_pu,max_voltage_deviation_pu,overloaded_branch_count,voltage_violation_bus_count,severity_formula_status,normalization_status,note
high_hidden_failure,wind_speed_12_00,1,1,1,0.310223001072874,0.557430888658312,0.199974798660686,0.337614938107524,1940.206,0.310223001072874,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,5,2,1,1,1,1,4527.967,0.723984727136674,1.3001732065106,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,5,3,1,1,1,1,4527.967,0.723984727136674,1.13463463350224,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,5,4,1,1,1,1,4527.967,0.723984727136674,1.35676122303537,0.038463878438842,7,5,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,5,5,1,1,1,1,4527.967,0.723984727136674,NaN,NaN,NaN,NaN,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,6,1,0.396445125938765,0.239555952333494,0.500086152432448,0.385795496516447,2479.459,0.396445125938765,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,6,2,0.396445125938765,0.239555952333494,0.500086152432448,0.385795496516447,2479.459,0.396445125938765,1.3001732065106,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,6,3,0.396445125938765,0.239555952333494,0.500086152432448,0.385795496516447,2479.459,0.396445125938765,1.13463463350224,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,6,4,0.396445125938765,0.239555952333494,0.500086152432448,0.385795496516447,2479.459,0.396445125938765,1.23955595233349,0.045462377493859,1,11,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,7,1,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,7,2,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.3001732065106,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,7,3,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.13463463350224,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,7,4,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.96737921779696,0.192682338253775,7,10,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,8,1,0.397399839788431,0.222542846071459,0.243217075644991,0.331591888216349,2485.43,0.397399839788431,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,8,2,0.397399839788431,0.222542846071459,0.243217075644991,0.331591888216349,2485.43,0.397399839788431,1.3001732065106,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,8,3,0.397399839788431,0.222542846071459,0.243217075644991,0.331591888216349,2485.43,0.397399839788431,1.18958712200094,0.0281243416963575,3,5,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,8,4,0.397399839788431,0.222542846071459,0.243217075644991,0.331591888216349,2485.43,0.397399839788431,1.22254284607146,0.0405361792741652,1,6,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,9,1,1,1,1,1,3053.63155,0.488250599993924,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,9,2,1,1,1,1,3053.63155,0.488250599993924,1.07819498967805,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,9,3,1,1,1,1,3053.63155,0.488250599993924,1.30123032378136,0.0510373016692557,3,6,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,9,4,1,1,1,1,3053.63155,0.488250599993924,NaN,NaN,NaN,NaN,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,10,1,0.310223001072874,0.557430888658312,0.199974798660686,0.337614938107524,1940.206,0.310223001072874,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,10,2,0.310223001072874,0.557430888658312,0.199974798660686,0.337614938107524,1940.206,0.310223001072874,1.3001732065106,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,10,3,0.310223001072874,0.557430888658312,0.199974798660686,0.337614938107524,1940.206,0.310223001072874,1.13463463350224,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,10,4,0.310223001072874,0.557430888658312,0.199974798660686,0.337614938107524,1940.206,0.310223001072874,1.18581029621944,0.0399949597321373,3,5,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,11,1,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,11,2,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.3001732065106,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,11,3,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.13463463350224,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,11,4,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.96737921779696,0.192682338253775,7,10,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,12,1,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,12,2,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.3001732065106,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,12,3,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.13463463350224,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,12,4,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.96737921779696,0.192682338253775,7,10,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,13,1,0.787153654406697,0,0,0.472292192644018,4923.04,0.787153654406697,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,13,2,0.787153654406697,0,0,0.472292192644018,4923.04,0.787153654406697,1.3001732065106,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,13,3,0.787153654406697,0,0,0.472292192644018,4923.04,0.787153654406697,1.13463463350224,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,13,4,0.787153654406697,0,0,0.472292192644018,4923.04,0.787153654406697,1.35676122303537,0.038463878438842,7,5,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,13,5,0.787153654406697,0,0,0.472292192644018,4923.04,0.787153654406697,0.955425995157428,0,0,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,14,1,0.396445125938765,0.491964257075626,0.687535600827606,0.473767047143905,2479.459,0.396445125938765,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,14,2,0.396445125938765,0.491964257075626,0.687535600827606,0.473767047143905,2479.459,0.396445125938765,1.3001732065106,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,14,3,0.396445125938765,0.491964257075626,0.687535600827606,0.473767047143905,2479.459,0.396445125938765,1.13463463350224,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,14,4,0.396445125938765,0.491964257075626,0.687535600827606,0.473767047143905,2479.459,0.396445125938765,1.24598212853781,0.0625032364388732,2,11,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,15,1,1,1,1,1,4527.967,0.723984727136674,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,15,2,1,1,1,1,4527.967,0.723984727136674,1.3001732065106,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,15,3,1,1,1,1,4527.967,0.723984727136674,1.13463463350224,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,15,4,1,1,1,1,4527.967,0.723984727136674,1.35676122303537,0.038463878438842,7,5,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,15,5,1,1,1,1,4527.967,0.723984727136674,NaN,NaN,NaN,NaN,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,16,1,1,1,1,1,4527.967,0.723984727136674,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,16,2,1,1,1,1,4527.967,0.723984727136674,1.3001732065106,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,16,3,1,1,1,1,4527.967,0.723984727136674,1.13463463350224,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,16,4,1,1,1,1,4527.967,0.723984727136674,1.35657941493078,0.0647687960795914,7,5,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,16,5,1,1,1,1,4527.967,0.723984727136674,NaN,NaN,NaN,NaN,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,17,1,1,1,1,1,4523.529,0.72327512739378,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,17,2,1,1,1,1,4523.529,0.72327512739378,1.30029189628021,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,17,3,1,1,1,1,4523.529,0.72327512739378,1.61246851387399,0.0785824270821038,9,16,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,17,4,1,1,1,1,4523.529,0.72327512739378,NaN,NaN,NaN,NaN,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,18,1,0.310223001072874,0.557430888658312,0.199974798660686,0.337614938107524,1940.206,0.310223001072874,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,18,2,0.310223001072874,0.557430888658312,0.199974798660686,0.337614938107524,1940.206,0.310223001072874,1.3001732065106,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,18,3,0.310223001072874,0.557430888658312,0.199974798660686,0.337614938107524,1940.206,0.310223001072874,1.13463463350224,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,18,4,0.310223001072874,0.557430888658312,0.199974798660686,0.337614938107524,1940.206,0.310223001072874,1.18581029621944,0.0399949597321373,3,5,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,19,1,0.310223001072874,0.552011383004055,0.198523868792184,0.336240851002972,1940.206,0.310223001072874,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,19,2,0.310223001072874,0.552011383004055,0.198523868792184,0.336240851002972,1940.206,0.310223001072874,1.3001732065106,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,19,3,0.310223001072874,0.552011383004055,0.198523868792184,0.336240851002972,1940.206,0.310223001072874,1.13463463350224,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,19,4,0.310223001072874,0.552011383004055,0.198523868792184,0.336240851002972,1940.206,0.310223001072874,1.18400379433469,0.0397047737584367,3,5,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,20,1,0.310223001072874,0.557430888658312,0.199974798660686,0.337614938107524,1940.206,0.310223001072874,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,20,2,0.310223001072874,0.557430888658312,0.199974798660686,0.337614938107524,1940.206,0.310223001072874,1.3001732065106,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,20,3,0.310223001072874,0.557430888658312,0.199974798660686,0.337614938107524,1940.206,0.310223001072874,1.13463463350224,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,20,4,0.310223001072874,0.557430888658312,0.199974798660686,0.337614938107524,1940.206,0.310223001072874,1.18581029621944,0.0399949597321373,3,5,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,21,1,0.450319223949231,0.0640296104506703,0,0.282997456459673,2816.4,0.450319223949231,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,21,2,0.450319223949231,0.0640296104506703,0,0.282997456459673,2816.4,0.450319223949231,1.39306164464499,0,4,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,21,3,0.450319223949231,0.0640296104506703,0,0.282997456459673,2816.4,0.450319223949231,1.06402961045067,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,22,1,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,22,2,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.3001732065106,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,22,3,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.13463463350224,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,22,4,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.96737921779696,0.192682338253775,7,10,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,23,1,1,1,1,1,4046.4391,0.646992371562926,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,23,2,1,1,1,1,4046.4391,0.646992371562926,1.3001732065106,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,23,3,1,1,1,1,4046.4391,0.646992371562926,1.13463463350224,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,23,4,1,1,1,1,4046.4391,0.646992371562926,1.08150560389198,0.0142331145136021,2,2,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,23,5,1,1,1,1,4046.4391,0.646992371562926,NaN,NaN,NaN,NaN,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,24,1,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,24,2,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.3001732065106,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,24,3,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.13463463350224,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,24,4,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,3176.14,0.507838694771379,1.96737921779696,0.192682338253775,7,10,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,25,1,0.397849615380311,6.65553843728112,1.0459329429048,1.77900404526537,2488.243,0.397849615380311,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,25,2,0.397849615380311,6.65553843728112,1.0459329429048,1.77900404526537,2488.243,0.397849615380311,1.3001732065106,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,25,3,0.397849615380311,6.65553843728112,1.0459329429048,1.77900404526537,2488.243,0.397849615380311,1.13463463350224,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,25,4,0.397849615380311,6.65553843728112,1.0459329429048,1.77900404526537,2488.243,0.397849615380311,1.08150560389198,0.0142331145136021,2,2,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,25,5,0.397849615380311,6.65553843728112,1.0459329429048,1.77900404526537,2488.243,0.397849615380311,2.10925640621352,0.0804563802234464,6,13,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,26,1,0.584397120029164,6.27744952978874,3.06641461167926,2.2194111003111,3654.954,0.584397120029164,1.11378700057911,0,1,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,26,2,0.584397120029164,6.27744952978874,3.06641461167926,2.2194111003111,3654.954,0.584397120029164,1.30316388478764,0,2,0,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
high_hidden_failure,wind_speed_12_00,1,26,3,0.584397120029164,6.27744952978874,3.06641461167926,2.2194111003111,3654.954,0.584397120029164,1.39359174027168,0.0360922794486749,7,10,chain_basic_and_stage_operating_state,counts_from_markov_chain_stages,Diagnostic severity component trace; not formal VaR.
