branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,original_slack_in_main_island,new_slack_bus,pf_converged_before_shedding,pf_converged_after_shedding,corrective_load_shed_mw,load_shed_mw,num_overloaded_lines,max_line_loading_pu,num_voltage_violations,max_voltage_deviation_pu,SLLR,SLFOR,SNVOR,CRI,main_island_load_share,original_slack_island_load_share,main_island_selection_reason
34,20,34,2,1,0,517.527204432338,85.5379188712522,1,31,1,1,0,0,0,0.873097512436037,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
35,21,22,1,1,0,0,0,1,31,1,1,0,0,3,1.59037508622291,0,0,0,1.77112525866872,0,0.354225051733744,1,1,original_slack_island_has_sufficient_load
36,22,23,1,1,0,0,0,1,31,1,1,0,0,0,0.797378093791822,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
37,22,35,2,1,0,638.906165236906,85.5379188712522,1,31,1,1,0,0,0,0.949891048854734,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
38,23,24,1,1,0,0,0,1,31,1,1,0,0,2,1.14848584263778,0,0,0,0.296971685275558,0,0.0593943370551116,1,1,original_slack_island_has_sufficient_load
39,23,36,2,1,0,562.084985673051,85.5379188712522,1,31,1,1,0,0,0,0.897064263724694,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
40,25,26,1,1,0,0,0,1,31,1,1,0,0,0,0.817594077823951,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
41,25,37,2,1,0,545.145214596279,85.5379188712522,1,31,1,1,0,0,0,0.814969122278872,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
42,26,27,1,1,0,0,0,1,31,1,1,0,0,1,1.08012714524411,0,0,0,0.0801271452441141,0,0.0160254290488228,1,1,original_slack_island_has_sufficient_load
43,26,28,1,1,0,0,0,1,31,1,1,0,0,0,0.799666640394479,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
44,26,29,1,1,0,0,0,1,31,1,1,0,0,0,0.839055385391645,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
45,28,29,1,1,0,0,0,1,31,1,1,0,0,0,0.838974912349953,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
46,29,38,2,1,0,791.939394368569,85.5379188712522,1,31,1,1,0,0,1,1.02406210197543,0,0,0,0.0240621019754308,0,0.00481242039508616,1,1,original_slack_island_has_sufficient_load
