parameter_set_id,scenario_id,initial_branch,trial_id,stage_id,recorded_basic_LLR,recomputed_LLR,diff_LLR,recorded_basic_LFOR,recomputed_LFOR,diff_LFOR,recorded_basic_NVOR,recomputed_NVOR,diff_NVOR,recorded_basic_CRI,recomputed_CRI,diff_CRI,total_load_shed_frac,max_line_loading_pu,max_voltage_deviation_pu,overloaded_branch_count,voltage_violation_bus_count,severity_formula_status,normalization_status,issue_type,note
high_hidden_failure,wind_speed_11_28,1,1,1,0.310223001072874,0.310223001072874,0,0.565309906592115,0.08619497297673,0.479114933615385,0.184105952310243,0,0.184105952310243,0.336016972424196,0.20337279523907,0.132644177185126,0.310223001072874,1.08619497297673,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,5,4,1,0.723984727136674,0.276015272863326,1,2.3954287373415,-1.3954287373415,1,0.159762022613492,0.840237977386508,1,0.945428988273003,0.0545710117269973,0.723984727136674,1.3422041053345,0.0319524045226984,7,5,code_implementation_recompute,normalization_from_trace_fields,LLR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,5,5,1,0.723984727136674,0.276015272863326,1,0,1,1,NaN,NaN,1,NaN,NaN,0.723984727136674,NaN,NaN,NaN,NaN,code_implementation_recompute,normalization_from_trace_fields,missing_required_field,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,6,1,0.353334063505819,0.353334063505819,0,1.39446252437238,0.08619497297673,1.30826755139565,3.34042222193308,0,3.34042222193308,1.15897738736458,0.229239432698837,0.929737954665742,0.353334063505819,1.08619497297673,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,6,2,0.353334063505819,0.353334063505819,0,1.39446252437238,0.5905292196127,0.80393330475968,3.34042222193308,0,3.34042222193308,1.15897738736458,0.330106282026031,0.828871105338548,0.353334063505819,1.29526460980635,0,2,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,6,3,0.353334063505819,0.353334063505819,0,1.39446252437238,0.08710828267092,1.30735424170146,3.34042222193308,0,3.34042222193308,1.15897738736458,0.229422094637675,0.929555292726905,0.353334063505819,1.08710828267092,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,6,4,0.353334063505819,0.353334063505819,0,1.39446252437238,1.3944625243724,-1.95399252334028e-14,3.34042222193308,3.34042222193308,-8.88178419700125e-16,1.15897738736458,1.15897738736459,-7.7715611723761e-15,0.353334063505819,1.3486156310931,0.196495424819593,4,17,code_implementation_recompute,normalization_from_trace_fields,no_issue,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,7,1,1,0.723984727136674,0.276015272863326,1,0.08619497297673,0.91380502702327,1,0,1,1,0.45162983087735,0.54837016912265,0.723984727136674,1.08619497297673,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LLR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,7,2,1,0.723984727136674,0.276015272863326,1,0.5905292196127,0.4094707803873,1,0,1,1,0.552496680204544,0.447503319795456,0.723984727136674,1.29526460980635,0,2,0,code_implementation_recompute,normalization_from_trace_fields,LLR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,7,3,1,0.723984727136674,0.276015272863326,1,0.08710828267092,0.91289171732908,1,0,1,1,0.451812492816188,0.548187507183812,0.723984727136674,1.08710828267092,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LLR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,7,4,1,0.723984727136674,0.276015272863326,1,2.3954287373415,-1.3954287373415,1,0.159762022613492,0.840237977386508,1,0.945428988273003,0.0545710117269973,0.723984727136674,1.3422041053345,0.0319524045226984,7,5,code_implementation_recompute,normalization_from_trace_fields,LLR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,7,5,1,0.723984727136674,0.276015272863326,1,0,1,1,NaN,NaN,1,NaN,NaN,0.723984727136674,NaN,NaN,NaN,NaN,code_implementation_recompute,normalization_from_trace_fields,missing_required_field,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,8,1,0.507838694771379,0.507838694771379,0,6.75859305126834,0.08619497297673,6.67239807829161,1.92360456873104,0,1.92360456873104,2.0411427408627,0.321942211458173,1.71920052940453,0.507838694771379,1.08619497297673,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,8,2,0.507838694771379,0.507838694771379,0,6.75859305126834,0.08710828267092,6.67148476859742,1.92360456873104,0,1.92360456873104,2.0411427408627,0.322124873397011,1.71901786746569,0.507838694771379,1.08710828267092,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,8,3,0.507838694771379,0.507838694771379,0,6.75859305126834,6.75859305126831,3.10862446895044e-14,1.92360456873104,1.92360456873104,0,2.0411427408627,2.0411427408627,2.66453525910038e-15,0.507838694771379,1.96551329303833,0.192360456873104,7,10,code_implementation_recompute,normalization_from_trace_fields,no_issue,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,9,1,0.397204132243298,0.397204132243298,0,2.10405042674458,0.08619497297673,2.01785545376785,2.61605096791188,0,2.61605096791188,1.18234275827727,0.255561473941325,0.926781284335945,0.397204132243298,1.08619497297673,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,9,2,0.397204132243298,0.397204132243298,0,2.10405042674458,0.5905292196127,1.51352120713188,2.61605096791188,0,2.61605096791188,1.18234275827727,0.356428323268519,0.825914435008751,0.397204132243298,1.29526460980635,0,2,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,9,3,0.397204132243298,0.397204132243298,0,2.10405042674458,0.08791779045741,2.01613263628717,2.61605096791188,0,2.61605096791188,1.18234275827727,0.255906037437461,0.926436720839809,0.397204132243298,1.08791779045741,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,9,4,0.397204132243298,0.397204132243298,0,2.10405042674458,2.1040504267446,-1.95399252334028e-14,2.61605096791188,2.61605096791187,5.77315972805081e-15,1.18234275827727,1.18234275827727,-3.5527136788005e-15,0.397204132243298,1.52601260668615,0.145336164883993,4,18,code_implementation_recompute,normalization_from_trace_fields,no_issue,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,10,1,1,0.723984727136674,0.276015272863326,1,0.08619497297673,0.91380502702327,1,0,1,1,0.45162983087735,0.54837016912265,0.723984727136674,1.08619497297673,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LLR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,10,2,1,0.723984727136674,0.276015272863326,1,0.5905292196127,0.4094707803873,1,0,1,1,0.552496680204544,0.447503319795456,0.723984727136674,1.29526460980635,0,2,0,code_implementation_recompute,normalization_from_trace_fields,LLR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,10,3,1,0.723984727136674,0.276015272863326,1,0.08710828267092,0.91289171732908,1,0,1,1,0.451812492816188,0.548187507183812,0.723984727136674,1.08710828267092,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LLR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,10,4,1,0.723984727136674,0.276015272863326,1,2.3954287373415,-1.3954287373415,1,0.159762022613492,0.840237977386508,1,0.945428988273003,0.0545710117269973,0.723984727136674,1.3422041053345,0.0319524045226984,7,5,code_implementation_recompute,normalization_from_trace_fields,LLR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,10,5,1,0.723984727136674,0.276015272863326,1,0,1,1,NaN,NaN,1,NaN,NaN,0.723984727136674,NaN,NaN,NaN,NaN,code_implementation_recompute,normalization_from_trace_fields,missing_required_field,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,11,1,0.787153654406697,0.787153654406697,0,0,0.08619497297673,-0.08619497297673,0,0,0,0.472292192644018,0.489531187239364,-0.0172389945953462,0.787153654406697,1.08619497297673,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,11,2,0.787153654406697,0.787153654406697,0,0,0.5905292196127,-0.5905292196127,0,0,0,0.472292192644018,0.590398036566558,-0.11810584392254,0.787153654406697,1.29526460980635,0,2,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,11,3,0.787153654406697,0.787153654406697,0,0,0.08710828267092,-0.08710828267092,0,0,0,0.472292192644018,0.489713849178202,-0.0174216565341842,0.787153654406697,1.08710828267092,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,11,4,0.787153654406697,0.787153654406697,0,0,2.3954287373415,-2.3954287373415,0,0.159762022613492,-0.159762022613492,0.472292192644018,0.983330344635017,-0.511038151990999,0.787153654406697,1.3422041053345,0.0319524045226984,7,5,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,11,5,0.787153654406697,0.787153654406697,0,0,0,0,0,0,0,0.472292192644018,0.472292192644018,-2.22044604925031e-16,0.787153654406697,0.95571727064045,0,0,0,code_implementation_recompute,normalization_from_trace_fields,no_issue,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,12,1,0.787153654406697,0.787153654406697,0,0,0.08619497297673,-0.08619497297673,0,0,0,0.472292192644018,0.489531187239364,-0.0172389945953462,0.787153654406697,1.08619497297673,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,12,2,0.787153654406697,0.787153654406697,0,0,0.5905292196127,-0.5905292196127,0,0,0,0.472292192644018,0.590398036566558,-0.11810584392254,0.787153654406697,1.29526460980635,0,2,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,12,3,0.787153654406697,0.787153654406697,0,0,0.08710828267092,-0.08710828267092,0,0,0,0.472292192644018,0.489713849178202,-0.0174216565341842,0.787153654406697,1.08710828267092,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,12,4,0.787153654406697,0.787153654406697,0,0,2.3954287373415,-2.3954287373415,0,0.159762022613492,-0.159762022613492,0.472292192644018,0.983330344635017,-0.511038151990999,0.787153654406697,1.3422041053345,0.0319524045226984,7,5,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,12,5,0.787153654406697,0.787153654406697,0,0,0,0,0,0,0,0.472292192644018,0.472292192644018,-2.22044604925031e-16,0.787153654406697,0.95571727064045,0,0,0,code_implementation_recompute,normalization_from_trace_fields,no_issue,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,13,1,0.507838694771379,0.507838694771379,0,6.75859305126834,0.08619497297673,6.67239807829161,1.92360456873104,0,1.92360456873104,2.0411427408627,0.321942211458173,1.71920052940453,0.507838694771379,1.08619497297673,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,13,2,0.507838694771379,0.507838694771379,0,6.75859305126834,0.5905292196127,6.16806383165564,1.92360456873104,0,1.92360456873104,2.0411427408627,0.422809060785367,1.61833368007733,0.507838694771379,1.29526460980635,0,2,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,13,3,0.507838694771379,0.507838694771379,0,6.75859305126834,0.08710828267092,6.67148476859742,1.92360456873104,0,1.92360456873104,2.0411427408627,0.322124873397011,1.71901786746569,0.507838694771379,1.08710828267092,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,13,4,0.507838694771379,0.507838694771379,0,6.75859305126834,6.75859305126831,3.10862446895044e-14,1.92360456873104,1.92360456873104,0,2.0411427408627,2.0411427408627,2.66453525910038e-15,0.507838694771379,1.96551329303833,0.192360456873104,7,10,code_implementation_recompute,normalization_from_trace_fields,no_issue,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,14,1,0.787153654406697,0.787153654406697,0,0,0.08619497297673,-0.08619497297673,0,0,0,0.472292192644018,0.489531187239364,-0.0172389945953462,0.787153654406697,1.08619497297673,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,14,2,0.787153654406697,0.787153654406697,0,0,0.5905292196127,-0.5905292196127,0,0,0,0.472292192644018,0.590398036566558,-0.11810584392254,0.787153654406697,1.29526460980635,0,2,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,14,3,0.787153654406697,0.787153654406697,0,0,0.08710828267092,-0.08710828267092,0,0,0,0.472292192644018,0.489713849178202,-0.0174216565341842,0.787153654406697,1.08710828267092,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,14,4,0.787153654406697,0.787153654406697,0,0,2.3954287373415,-2.3954287373415,0,0.159762022613492,-0.159762022613492,0.472292192644018,0.983330344635017,-0.511038151990999,0.787153654406697,1.3422041053345,0.0319524045226984,7,5,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,14,5,0.787153654406697,0.787153654406697,0,0,0,0,0,0,0,0.472292192644018,0.472292192644018,-2.22044604925031e-16,0.787153654406697,0.95571727064045,0,0,0,code_implementation_recompute,normalization_from_trace_fields,no_issue,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,15,1,0.713461129507549,0.713461129507549,0,4.09761076375245,0.08619497297673,4.01141579077572,1.7350658943624,0,1.7350658943624,1.5946120093275,0.445315672299875,1.14929633702762,0.713461129507549,1.08619497297673,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,15,2,0.713461129507549,0.713461129507549,0,4.09761076375245,0.5905292196127,3.50708154413975,1.7350658943624,0,1.7350658943624,1.5946120093275,0.546182521627069,1.04842948770043,0.713461129507549,1.29526460980635,0,2,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,15,3,0.713461129507549,0.713461129507549,0,4.09761076375245,1.15821488097184,2.93939588278061,1.7350658943624,0.0262523371884855,1.70881355717391,1.5946120093275,0.664970121336595,0.929641887990905,0.713461129507549,1.28955372024296,0.00875077906282851,4,3,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,15,4,0.713461129507549,0.713461129507549,0,4.09761076375245,4.09761076375245,8.88178419700125e-16,1.7350658943624,1.7350658943624,0,1.5946120093275,1.5946120093275,6.66133814775094e-16,0.713461129507549,1.81952215275049,0.17350658943624,5,10,code_implementation_recompute,normalization_from_trace_fields,no_issue,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,16,1,0.507838694771379,0.507838694771379,0,6.75859305126834,0.08619497297673,6.67239807829161,1.92360456873104,0,1.92360456873104,2.0411427408627,0.321942211458173,1.71920052940453,0.507838694771379,1.08619497297673,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,16,2,0.507838694771379,0.507838694771379,0,6.75859305126834,0.5905292196127,6.16806383165564,1.92360456873104,0,1.92360456873104,2.0411427408627,0.422809060785367,1.61833368007733,0.507838694771379,1.29526460980635,0,2,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,16,3,0.507838694771379,0.507838694771379,0,6.75859305126834,0.08710828267092,6.67148476859742,1.92360456873104,0,1.92360456873104,2.0411427408627,0.322124873397011,1.71901786746569,0.507838694771379,1.08710828267092,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,16,4,0.507838694771379,0.507838694771379,0,6.75859305126834,6.75859305126831,3.10862446895044e-14,1.92360456873104,1.92360456873104,0,2.0411427408627,2.0411427408627,2.66453525910038e-15,0.507838694771379,1.96551329303833,0.192360456873104,7,10,code_implementation_recompute,normalization_from_trace_fields,no_issue,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,17,1,0.412936524560178,0.412936524560178,0,0.0417750494106608,0.08619497297673,-0.0444199235660692,0,0,0,0.256116924618239,0.265000909331453,-0.00888398471321378,0.412936524560178,1.08619497297673,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,17,2,0.412936524560178,0.412936524560178,0,0.0417750494106608,0.88724142281061,-0.845466373399949,0,0,0,0.256116924618239,0.425210199298229,-0.16909327467999,0.412936524560178,1.29574714093687,0,3,0,code_implementation_recompute,normalization_from_trace_fields,LFOR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,17,3,0.412936524560178,0.412936524560178,0,0.0417750494106608,0.0417750494106599,8.95117313604032e-16,0,0,0,0.256116924618239,0.256116924618239,2.22044604925031e-16,0.412936524560178,1.04177504941066,0,1,0,code_implementation_recompute,normalization_from_trace_fields,no_issue,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,18,1,1,0.723984727136674,0.276015272863326,1,0.08619497297673,0.91380502702327,1,0,1,1,0.45162983087735,0.54837016912265,0.723984727136674,1.08619497297673,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LLR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,18,2,1,0.723984727136674,0.276015272863326,1,0.5905292196127,0.4094707803873,1,0,1,1,0.552496680204544,0.447503319795456,0.723984727136674,1.29526460980635,0,2,0,code_implementation_recompute,normalization_from_trace_fields,LLR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
high_hidden_failure,wind_speed_11_28,1,18,3,1,0.723984727136674,0.276015272863326,1,0.08710828267092,0.91289171732908,1,0,1,1,0.451812492816188,0.548187507183812,0.723984727136674,1.08710828267092,0,1,0,code_implementation_recompute,normalization_from_trace_fields,LLR_mismatch,Offline recompute of current basic severity formulas; not formal paper confirmation.
