parameter_set_id,scenario_id,sigma,metric_name,var_value,sample_count,valid_sample_count,severity_formula_mode,risk_aggregation_level,proxy_status,note
high_hidden_failure,wind_speed_11_28,0.9,SLLR,12.6641398538936,1380,1380,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
high_hidden_failure,wind_speed_12_00,0.98,SNVOR,63.2180545257179,1380,1068,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
high_hidden_failure,wind_speed_12_00,0.9,CRI,23.9984202115196,1380,1068,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
high_hidden_failure,wind_speed_12_00,0.95,CRI,44.9174363178198,1380,1068,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
high_hidden_failure,wind_speed_12_00,0.98,CRI,76.2529610909414,1380,1068,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_11_28,0.9,SLLR,48.2967109146454,1380,1380,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_11_28,0.95,SLLR,99.2757349860999,1380,1380,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_11_28,0.98,SLLR,102.596441011753,1380,1380,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_11_28,0.9,SLFOR,58.9004204775804,1380,1126,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_11_28,0.95,SLFOR,137.589787670896,1380,1126,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_11_28,0.98,SLFOR,218.288711812118,1380,1126,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_11_28,0.9,SNVOR,2.2210748973834,1380,1126,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_11_28,0.95,SNVOR,20.5469643813115,1380,1126,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_11_28,0.98,SNVOR,79.2913017385908,1380,1126,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_11_28,0.9,CRI,39.3378117737474,1380,1126,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_11_28,0.95,CRI,89.4415531155764,1380,1126,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_11_28,0.98,CRI,100.117327717561,1380,1126,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_12_00,0.9,SLLR,90.6871072858872,1380,1380,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_12_00,0.95,SLLR,129.665528249978,1380,1380,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_12_00,0.98,SLLR,182.411516198956,1380,1380,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_12_00,0.9,SLFOR,110.26926072955,1380,1110,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_12_00,0.95,SLFOR,163.192970147108,1380,1110,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_12_00,0.98,SLFOR,266.973885622421,1380,1110,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_12_00,0.9,SNVOR,21.1807937704525,1380,1110,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_12_00,0.95,SNVOR,95.9535518532869,1380,1110,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_12_00,0.98,SNVOR,189.932980712322,1380,1110,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_12_00,0.9,CRI,49.0101148755482,1380,1110,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_12_00,0.95,CRI,115.738178134377,1380,1110,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
benchmark_calibrated_seed,wind_speed_12_00,0.98,CRI,206.15480011645,1380,1110,paper_confirmed_exponential_sum,stage_probability_weighted_chain_risk,actual_divided_by_1e_minus_4_display,Severity-only diagnostic; not final benchmark.
