parameter_set_id,scenario_id,metric_name,candidate_branch,tail_chain_count,candidate_occurrence_count,selected_count,mean_candidate_probability,p95_candidate_probability,mean_P_L,mean_P1,mean_P2,mean_P3,mean_P_flow,mean_P_HF_L,mean_line_loading_pu,tail_selected_rank,note
benchmark_calibrated_seed,wind_speed_11_28,CRI,11,58,158,0,0.001662870565,0.001662870565,0.001662870565,0.000563870564999999,0.001099,0,0.000565,0.001,0.331595068010623,27,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,12,58,139,33,0.223661893352654,1,0.223661893352655,0.222478720690784,0.00190576250593089,0,0.222924346459357,0.00180757007600689,0.625836437433207,4,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,13,58,105,58,0.553097141291371,1,0.553097141291371,0.551500998434229,0.014495662045846,0,0.552605657142857,0.014410072117964,0.930357832745586,1,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,14,58,172,13,0.0801331471496721,0.595973942516873,0.0801331471496721,0.0789975192426954,0.00170950096493597,0,0.079155751590124,0.00161111207701299,0.59155001450289,11,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,15,58,198,0,0.001121954023,0.001121954023,0.001121954023,2.2954023e-05,0.001099,0,2.3e-05,0.001,0.356850668020278,28,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,16,58,198,1,0.00273257514432801,0.0156175441149521,0.0027325751443285,0.0016335751443285,0.001099,0,0.00163684720188506,0.001,0.488991269578041,22,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,17,58,198,5,0.0474842627798517,0.413097319538666,0.0474842627798519,0.0463852627798519,0.001099,0,0.0464781726469731,0.001,0.477395264302797,21,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,18,58,125,31,0.248993808775696,1,0.248993808775696,0.247671608775696,0.00703192930434355,0,0.248167696,0.00693886817251606,0.644093902144466,5,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,19,58,114,20,0.380029141909934,1,0.380029141909935,0.378645860902272,0.00981328100766228,0,0.379404290078139,0.00972300401167395,0.935699560783203,9,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,20,58,125,12,0.111392649496178,1,0.111392649496178,0.110243249496178,0.00127064938744089,0,0.110464067166444,0.00117182120864954,0.792221464211469,14,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,21,58,164,0,0.001525146427,0.001525146427,0.001525146427,0.000426146427,0.001099,0,0.000427,0.001,0.10340411387882,29,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,22,58,164,0,0.001512172414,0.001512172414,0.001512172414,0.000413172414,0.001099,0,0.000414,0.001,0.128014038469454,30,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,23,58,157,20,0.287377584139311,1,0.287377584139311,0.286049284776254,0.00779033351762931,0,0.28662224263929,0.00769803154917848,0.728973072996767,10,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,24,58,208,0,0.001475246377,0.001475246377,0.001475246377,0.000376246377000001,0.001099,0,0.000377,0.001,0.271406212649601,31,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,25,58,208,12,0.0608802600202077,1,0.0608802600202079,0.0597293369432848,0.00215896900622346,0,0.0598489750443986,0.00206103003625973,0.580997013298672,15,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,26,58,208,8,0.0615995751379685,0.446628265494639,0.0615995751379686,0.0604789405225838,0.00227570673076923,0,0.0606000800826692,0.00217788461538462,0.500122948645246,20,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,27,58,164,53,0.368753992585017,1,0.368753992585017,0.367347675511846,0.00454515042652559,0,0.368083474377126,0.00444960002655214,0.919135779485496,2,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,28,58,208,0,0.001571054473,0.001571054473,0.001571054473,0.000472054473,0.001099,0,0.000473,0.001,0.602760319306296,32,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,29,58,208,0,0.0016978006,0.0016978006,0.0016978006,0.0005988006,0.001099,0,0.0006,0.001,0.19964246442571,33,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,30,58,214,12,0.115139871505831,1,0.115139871505831,0.113948348141345,0.00376998982468158,0,0.114176587139036,0.00367366348816975,0.457806780877323,16,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,31,58,214,12,0.108975928911972,1,0.108975928911972,0.107780199940009,0.00366096716257588,0,0.10799608411215,0.00356453169427015,0.317463240629438,17,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,32,58,164,0,0.001612970515,0.001612970515,0.001612970515,0.000513970515,0.001099,0,0.000515,0.001,0.13104101569195,34,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,33,58,164,0,0.001123950025,0.001123950025,0.001123950025,2.4950025e-05,0.001099,0,2.5e-05,0.001,0.73058534980341,35,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,34,58,164,0,0.001123950025,0.001123950025,0.001123950025,2.4950025e-05,0.001099,0,2.5e-05,0.001,0.627634489705992,36,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,35,58,208,0,0.001611972514,0.001611972514,0.001611972514,0.000512972513999999,0.001099,0,0.000514,0.001,0.683420981933012,37,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,36,58,208,0,0.001679836582,0.001679836582,0.001679836582,0.000580836582000001,0.001099,0,0.000581999999999999,0.001,0.143908236163789,38,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,37,58,208,0,0.0338985323375362,0.438045399284164,0.0338985323375361,0.0327995323375361,0.001099,0,0.0328652299321705,0.001,0.742485581287316,39,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,38,58,208,0,0.001475246377,0.001475246377,0.001475246377,0.000376246377000001,0.001099,0,0.000377,0.001,0.605279289754814,40,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,39,58,208,0,0.001543110445,0.001543110445,0.001543110445,0.000444110445,0.001099,0,0.000445,0.001,0.635968109851757,41,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,40,58,202,12,0.115268592414406,1,0.115268592414406,0.114067117166881,0.00550196111896878,0,0.114295594059406,0.00540736848745624,0.332557528837631,18,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,41,58,202,0,0.001555086457,0.001555086457,0.001555086457,0.000456086457,0.001099,0,0.000457,0.001,0.62424183155178,42,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,42,58,188,12,0.123833144199441,1,0.123833144199441,0.122624037816463,0.00708768617021277,0,0.122869654255319,0.00699468085106383,0.577939640472762,19,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,43,58,202,0,0.001575046477,0.001575046477,0.001575046477,0.000476046477,0.001099,0,0.000476999999999999,0.001,0.215819961211497,43,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,44,58,202,0,0.001123950025,0.001123950025,0.001123950025,2.4950025e-05,0.001099,0,2.5e-05,0.001,0.288307313575239,44,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,45,58,202,0,0.001550096452,0.001550096452,0.001550096452,0.000451096452,0.001099,0,0.000452,0.001,0.504183197579957,45,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,CRI,46,58,202,0,0.001512172414,0.001512172414,0.001512172414,0.000413172414,0.001099,0,0.000414,0.001,0.60178832400285,46,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,1,57,166,10,0.0676993933005422,1,0.0676993933005422,0.0665407547463253,0.00348372537151405,0,0.0666740361445783,0.00338711248399805,0.494158251119174,20,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,2,57,224,0,0.001679836582,0.001679836582,0.001679836582,0.000580836582000001,0.001099,0,0.000581999999999999,0.001,0.219530977003781,29,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,3,57,133,47,0.421907299376737,1,0.421907299376737,0.420429352008316,0.0143763494098885,0,0.421271473684211,0.0142906400499385,0.958835248942068,2,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,4,57,180,13,0.07365388580175,1,0.07365388580175,0.07248988580175,0.00347068627342852,0,0.0726350833333333,0.00337406033376228,0.559015679414607,14,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,5,57,193,0,0.001575046477,0.001575046477,0.001575046477,0.000476046477,0.001099,0,0.000476999999999999,0.001,0.465008805180822,30,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,6,57,222,0,0.00614299506805405,0.001645904548,0.00614299506805405,0.005039941014,0.00112627882823047,0,0.00505003603603604,0.00102730613436484,0.499557754676881,31,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,7,57,222,12,0.100479398589189,1,0.100479398589189,0.0992912094,0.00284254633283811,0,0.0994900900900901,0.00274529162446257,0.399774592189699,16,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,8,57,127,53,0.343685704698527,1,0.343685704698527,0.342388279501677,0.00671560916716205,0,0.343074084596786,0.00662223139856061,0.693804041169888,1,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,9,57,186,24,0.134666972919766,1,0.134666972919766,0.133451843887508,0.00716223682540174,0,0.13371914846529,0.00706930613153327,0.696116059059456,11,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,10,57,157,6,0.039832199515172,0.001679836582,0.039832199515172,0.0386988046107134,0.00200737866949655,0,0.0387763184713376,0.00190928795745401,0.563579982604376,22,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,11,57,220,0,0.001662870565,0.001662870565,0.001662870565,0.000563870564999999,0.001099,0,0.000565,0.001,0.379193064432982,32,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,12,57,176,18,0.103494959849739,1,0.103494959849739,0.102303914395193,0.00276332156261961,0,0.102508829545455,0.00266598755016977,0.647255482116419,12,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,13,57,139,41,0.31045755154095,1,0.31045755154095,0.309080134274763,0.0120753352198878,0,0.309699223021583,0.0119873225424302,0.808491963449763,3,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,14,57,171,26,0.162827851934651,1,0.162827851934651,0.161613062460967,0.00269893653735497,0,0.161936774072338,0.0026015380754304,0.703216606136863,8,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,15,57,215,5,0.0243516760224651,0.001121954023,0.0243516760224651,0.023231745789907,0.00120621829076194,0,0.0232782790697675,0.00110732561637832,0.375504949215506,23,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,16,57,218,5,0.0231996610973809,0.0156175441149521,0.0231996610973813,0.0220841473359134,0.00124150952427466,0,0.0221283819714744,0.00114265217645111,0.467956500860263,24,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,17,57,218,9,0.0659728012601644,0.413097319538666,0.0659728012601645,0.0648572874986966,0.00136581307125345,0,0.0649871969053101,0.00126708015140486,0.453934246590084,21,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,18,57,138,33,0.276319966828261,1,0.276319966828261,0.274973140741305,0.00796664142512664,0,0.275523913043478,0.0078745159410677,0.685855989253674,6,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,19,57,127,32,0.301736862020855,1,0.301736862020855,0.300453610052351,0.0106207061012119,0,0.301055419836605,0.0105312373385505,0.959939238924147,7,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,20,57,137,17,0.161133237476002,1,0.161133237476002,0.159948836016148,0.00233170856633211,0,0.160269214175284,0.00223394250884095,0.863652258758257,13,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,21,57,154,0,0.0209759552628376,0.001525146427,0.0209759552628376,0.0198594227953052,0.00125670469437852,0,0.0198992012987013,0.00115786255693545,0.138796203976419,33,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,22,57,154,0,0.00763679001672124,0.001512172414,0.00763679001672132,0.00653779001672131,0.001099,0,0.0065508852363087,0.001,0.14607586841559,34,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,23,57,140,37,0.303992929181594,1,0.303992929181593,0.302726786324451,0.00971093498283455,0,0.303333149289881,0.00962055553837292,0.914980618027178,4,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,24,57,219,0,0.001475246377,0.001475246377,0.001475246377,0.000376246377000001,0.001099,0,0.000377,0.001,0.316274297852852,35,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,25,57,219,12,0.0836291276624109,1,0.0836291276624109,0.0824561550596713,0.00287911979749093,0,0.0826213150684931,0.00278190169919013,0.546344190601847,17,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,26,57,216,11,0.111296628349677,1,0.111296628349677,0.110144075156318,0.00363821796339333,0,0.110364694179984,0.00354175972311645,0.549984120954715,19,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,27,57,198,37,0.281439650585724,1,0.281439650585723,0.280140650585723,0.0057307120676419,0,0.280701773430812,0.00563634841605795,0.925773796155862,5,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,28,57,219,0,0.0289252721586713,0.001571054473,0.0289252721586713,0.0278016146244247,0.00244012328767123,0,0.027857301369863,0.00234246575342466,0.549641771753114,36,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,29,57,206,5,0.025928436507767,0.0016978006,0.025928436507767,0.0248075918475728,0.00113461873308518,0,0.024857281553398,0.00103565438747265,0.236782837496939,25,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,30,57,222,12,0.112338661644529,1,0.112338661644529,0.11115047245534,0.00367373793910747,0,0.111373107296826,0.00357731525436184,0.466098054187667,18,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,31,57,222,13,0.114103278408351,1,0.114103278408351,0.112902927057,0.00424041917442804,0,0.113129072072072,0.00414456373816621,0.40165965188727,15,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,32,57,198,0,0.001612970515,0.001612970515,0.001612970515,0.000513970515,0.001099,0,0.000515,0.001,0.15434156713101,37,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,33,57,198,1,0.0329648925618994,0.001123950025,0.0329648925618994,0.0318658925618994,0.001099,0,0.0319297200723241,0.001,0.748758102585668,28,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,34,57,198,0,0.001123950025,0.001123950025,0.001123950025,2.4950025e-05,0.001099,0,2.5e-05,0.001,0.634815959693047,38,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,35,57,201,0,0.0314146002001493,0.001611972514,0.0314146002001493,0.0302887345285075,0.00250580913315495,0,0.0303494029850746,0.00240821735050546,0.669387507578822,39,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,36,57,206,5,0.0259109085096214,0.001679836582,0.0259109085096214,0.0247900638494272,0.00127869413727071,0,0.024839718446602,0.00117987401128199,0.219047036199994,26,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,37,57,206,0,0.0458220223286855,0.438045399284164,0.0458220223286855,0.0446968087364525,0.00252475728155339,0,0.0447863366233626,0.00242718446601942,0.782453177816339,40,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,38,57,206,5,0.0547945293374514,1,0.0547945293374514,0.0536474710850242,0.00291642784199611,0,0.053754927184466,0.00281924708908519,0.592524083234325,27,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,39,57,186,0,0.001543110445,0.001543110445,0.001543110445,0.000444110445,0.001099,0,0.000445,0.001,0.640856904464127,41,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,40,57,180,26,0.212363882831,1,0.212363882831,0.211074882831,0.00794210631336917,0,0.211497666666666,0.0078499562696388,0.473703571084231,9,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,41,57,180,0,0.001555086457,0.001555086457,0.001555086457,0.000456086457,0.001099,0,0.000457,0.001,0.628761853923933,42,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,42,57,162,26,0.242032084791167,1,0.242032084791167,0.2407164181245,0.0116090207076107,0,0.241198574074074,0.0115205412488596,0.712737772657439,10,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,43,57,180,0,0.001575046477,0.001575046477,0.001575046477,0.000476046477,0.001099,0,0.000477,0.001,0.201553843559774,43,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,44,57,180,0,0.001123950025,0.001123950025,0.001123950025,2.4950025e-05,0.001099,0,2.5e-05,0.001,0.275224468463789,44,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,45,57,180,0,0.001550096452,0.001550096452,0.001550096452,0.000451096452,0.001099,0,0.000452,0.001,0.499551480105609,45,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,46,57,180,0,0.001512172414,0.001512172414,0.001512172414,0.000413172414,0.001099,0,0.000414,0.001,0.603462789239306,46,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,1,70,147,36,0.246057889881755,1,0.246057889881755,0.24473848171849,0.00848780629627012,0,0.245228693877551,0.0083962024987689,0.647480766962783,2,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,2,70,163,0,0.001679836582,0.001679836582,0.001679836582,0.000580836582,0.001099,0,0.000582,0.001,0.283424057956896,15,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,3,70,144,23,0.299646532515125,1,0.299646532515125,0.298278782515125,0.00932332218637546,0,0.298876236111111,0.00923255474111658,0.794698789024201,5,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,4,70,167,0,0.0109898493197227,0.0804233800489344,0.0109898493197229,0.00989084931972294,0.001099,0,0.00991066073052325,0.001,0.539902051647635,16,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,5,70,167,0,0.001575046477,0.001575046477,0.001575046477,0.000476046477,0.001099,0,0.000477,0.001,0.459396286315529,17,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,6,70,176,7,0.0448492363850228,0.0547167466628203,0.0448492363850232,0.0437502363850233,0.001099,0,0.0438378682837225,0.001,0.414510246576786,12,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,7,70,183,0,0.001532132434,0.001532132434,0.001532132434,0.000433132434,0.001099,0,0.000434,0.001,0.225667282188504,18,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,8,70,167,16,0.216457569439844,1,0.216457569439844,0.215164557463797,0.00439778195846533,0,0.215595532934132,0.00430208404250785,0.568828678168871,8,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,9,70,183,23,0.236283757411147,1,0.236283757411147,0.234973282001311,0.00923528781999316,0,0.23544393442623,0.0091444322522454,0.707821689700772,6,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,10,70,162,0,0.001679836582,0.001679836582,0.001679836582,0.000580836582,0.001099,0,0.000582,0.001,0.477645180926816,19,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,11,70,123,0,0.001662870565,0.001662870565,0.001662870565,0.000563870565,0.001099,0,0.000565,0.001,0.36222606180306,20,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,12,70,129,27,0.194446180457108,1,0.194446180457109,0.193298343247806,0.00156708581888536,0,0.193685520603493,0.00146855437325862,0.662311024691661,4,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,13,70,149,36,0.24282415842098,1,0.24282415842098,0.24150770875655,0.00571836544261287,0,0.241991449664429,0.00562398943204492,0.632411776841244,3,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,14,70,169,16,0.0960101342939704,1,0.0960101342939704,0.0948259271933787,0.00251920173753491,0,0.0950158639053254,0.00242162336089581,0.594567557170456,9,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,15,70,163,0,0.001121954023,0.001121954023,0.001121954023,2.2954023e-05,0.001099,0,2.3e-05,0.001,0.353029730605255,21,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,16,70,163,0,0.001121954023,0.001121954023,0.001121954023,2.2954023e-05,0.001099,0,2.3e-05,0.001,0.38132902034651,22,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,17,70,163,0,0.001782630685,0.001782630685,0.001782630685,0.000683630685,0.001099,0,0.000685000000000001,0.001,0.366003395995201,23,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,18,70,169,0,0.001321554223,0.001321554223,0.001321554223,0.000222554223,0.001099,0,0.000223,0.001,0.476175567781839,24,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,19,70,169,16,0.224579184894357,1,0.224579184894358,0.223309723149544,0.00581866884540532,0,0.223757013419369,0.00572439323864397,0.801486807991167,10,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,20,70,169,16,0.096169153056858,1,0.096169153056858,0.0949849459562663,0.00138919338536076,0,0.095175201183432,0.00129048386922999,0.794241030536605,11,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,21,70,169,0,0.001525146427,0.001525146427,0.001525146427,0.000426146427,0.001099,0,0.000427,0.001,0.104296569943744,25,Tail candidate composition from existing candidate and line probability traces.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,22,70,169,0,0.001512172414,0.001512172414,0.001512172414,0.000413172414,0.001099,0,0.000414,0.001,0.0945817561051843,26,Tail candidate composition from existing candidate and line probability traces.
