parameter_set_id,scenario_id,metric_name,sigma,var_value,initial_branch,trial_id,chain_depth,terminated_reason,tail_rank,tail_flag,R_metric_display,R_LLR_display,R_LFOR_display,R_NVOR_display,R_CRI_display,initial_line_probability,chain_transition_probability,total_chain_probability_display,max_line_loading_pu,max_voltage_deviation_pu,total_load_shed_frac,paper_severity_formula_mode,note
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,11,5,max_depth_reached,132,0,13.7233776861347,13.7233776861347,103.603352381011,0.704422020359079,29.0955814919549,NaN,0.0300442326531866,NaN,1.3422041053345,0.0319524045226984,0.787153654406697,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,12,5,max_depth_reached,133,0,13.7233776861347,13.7233776861347,103.603352381011,0.704422020359079,29.0955814919549,NaN,0.0300442326531866,NaN,1.3422041053345,0.0319524045226984,0.787153654406697,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,13,4,load_loss_threshold,332,0,0.325119756573999,0.325119756573999,96.0196480729762,0,19.3990014685396,NaN,0.00544563728801348,NaN,1.96551329303833,0.192360456873104,0.507838694771379,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,14,5,max_depth_reached,134,0,13.7233776861347,13.7233776861347,103.603352381011,0.704422020359079,29.0955814919549,NaN,0.0300442326531866,NaN,1.3422041053345,0.0319524045226984,0.787153654406697,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,15,4,load_loss_threshold,595,0,0.000895402574275646,0.000895402574275646,16.9025714813129,4.96400019831879e-05,3.38106146580755,NaN,1.49976663911192e-05,NaN,1.81952215275049,0.17350658943624,0.713461129507549,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,16,4,load_loss_threshold,187,0,4.84018971976032,4.84018971976032,96.0196480729762,0,22.1080434464514,NaN,0.0810714116445492,NaN,1.96551329303833,0.192360456873104,0.507838694771379,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,17,3,load_loss_threshold,705,0,0,0,0.102221353768771,0,0.0204442707537543,NaN,2.13175013297102e-05,NaN,1.29574714093687,0,0.412936524560178,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,18,5,max_depth_reached,78,0,31.9682221856603,31.9682221856603,NaN,NaN,NaN,NaN,0.0615133668145107,NaN,1.3422041053345,0.0319524045226984,0.723984727136674,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,19,4,load_loss_threshold,188,0,4.84018971976032,4.84018971976032,96.0196480729762,0,22.1080434464514,NaN,0.0810714116445492,NaN,1.96551329303833,0.192360456873104,0.507838694771379,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,20,5,max_depth_reached,79,0,31.9682221856603,31.9682221856603,NaN,NaN,NaN,NaN,0.0615133668145107,NaN,1.3422041053345,0.0319524045226984,0.723984727136674,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,21,4,load_loss_threshold,434,0,0.0680091445961661,0.0680091445961661,0.539980400606936,0.0870321381388069,0.166207994506848,NaN,0.000865062000393918,NaN,2.11997667108212,0.113017263729557,0.57862274812407,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,22,5,max_depth_reached,135,0,13.7233776861347,13.7233776861347,103.603352381011,0.704422020359079,29.0955814919549,NaN,0.0300442326531866,NaN,1.3422041053345,0.0319524045226984,0.787153654406697,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,23,4,load_loss_threshold,214,0,2.80275604891364,2.80275604891364,96.0196480729762,0,20.8855832439434,NaN,0.0469451411073986,NaN,1.96551329303833,0.192360456873104,0.507838694771379,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,24,5,max_depth_reached,168,0,6.86888987901856,6.86888987901856,NaN,NaN,NaN,NaN,0.0127092160153399,NaN,1.29526460980635,0.0305601318108294,0.723125484671974,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,25,4,load_loss_threshold,204,0,3.72148786616515,3.72148786616515,96.0196480729762,0,21.4368223342943,NaN,0.0623335638056375,NaN,1.29526460980635,0.0368211904620486,0.310223001072874,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,26,5,max_depth_reached,330,0,0.33801081674302,0.33801081674302,NaN,NaN,NaN,NaN,0.000629390641438053,NaN,1.3422041053345,0.0319524045226984,0.723984727136674,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,27,3,load_loss_threshold,526,0,0.0096203207590198,0.0096203207590198,16.9255851616393,0,3.39088922478327,NaN,0.00386409019924198,NaN,1.29526460980635,0,0.32843371606097,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,28,3,load_loss_threshold,706,0,0,0,0.113936473275652,0,0.0227872946551304,NaN,2.51322824759459e-05,NaN,1.34234532999133,0,0.450319223949231,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,29,3,load_loss_threshold,557,0,0.00355565986553719,0.00355565986553719,NaN,NaN,NaN,NaN,2.48213106568937e-05,NaN,1.19643599888269,0.00169332184039916,0.327055448872203,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,1,30,3,load_loss_threshold,707,0,0,0,0.0014994896085281,0,0.00029989792170562,NaN,5.77734526844161e-06,NaN,1.30062428458436,0.0070436356740301,0.353334063505819,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,1,1,no_new_outage,708,0,0,0,0,0,0,NaN,0.544380486543536,NaN,0.927462420748831,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,2,1,no_new_outage,709,0,0,0,0,0,0,NaN,0.544380486543536,NaN,0.927462420748831,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,3,1,no_new_outage,710,0,0,0,0,0,0,NaN,0.544380486543536,NaN,0.927462420748831,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,4,4,load_loss_threshold,650,0,6.721175445065e-05,6.721175445065e-05,0.00662752759267683,0.000279857463126996,0.00142180406383116,NaN,2.30968228352749e-06,NaN,2.35330533019449,0.10508885250948,0.515417565391743,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,5,3,no_new_outage,400,0,0.0981676035346754,0.0981676035346754,0.0662994106464593,0,0.0721604442500971,NaN,0.000856891276589557,NaN,1.14757068694307,0,0.196842776808656,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,6,4,load_loss_threshold,222,0,2.31172006404781,2.31172006404781,10.0384780260262,0,3.39472764363392,NaN,0.0261466942278273,NaN,1.96551329303833,0.192360456873104,0.507838694771379,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,7,1,no_new_outage,711,0,0,0,0,0,0,NaN,0.544380486543536,NaN,0.927462420748831,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,8,1,no_new_outage,712,0,0,0,0,0,0,NaN,0.544380486543536,NaN,0.927462420748831,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,9,3,load_loss_threshold,713,0,0,0,0,0,0,NaN,4.8694064119557e-06,NaN,2.16927946559438,0.0234275830678803,0.301240920145246,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,10,2,no_new_outage,714,0,0,0,0,0,0,NaN,0.00271195809402421,NaN,0.927462420748831,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,11,1,no_new_outage,715,0,0,0,0,0,0,NaN,0.544380486543536,NaN,0.927462420748831,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,12,5,max_depth_reached,212,0,3.18343680344536,3.18343680344536,NaN,NaN,NaN,NaN,0.00394376928824069,NaN,1.14757068694307,0.0102873200887794,0.646992371562926,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,13,1,no_new_outage,716,0,0,0,0,0,0,NaN,0.544380486543536,NaN,0.927462420748831,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,14,1,no_new_outage,717,0,0,0,0,0,0,NaN,0.544380486543536,NaN,0.927462420748831,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,15,1,no_new_outage,718,0,0,0,0,0,0,NaN,0.544380486543536,NaN,0.927462420748831,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,16,4,load_loss_threshold,242,0,0.9796644864932,0.9796644864932,10.0384780260262,0,2.59549429710115,NaN,0.0110804885818863,NaN,1.96551329303833,0.192360456873104,0.507838694771379,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,17,4,load_loss_threshold,243,0,0.9796644864932,0.9796644864932,10.0384780260262,0,2.59549429710115,NaN,0.0110804885818863,NaN,1.96551329303833,0.192360456873104,0.507838694771379,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,18,1,no_new_outage,719,0,0,0,0,0,0,NaN,0.544380486543536,NaN,0.927462420748831,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,19,1,no_new_outage,720,0,0,0,0,0,0,NaN,0.544380486543536,NaN,0.927462420748831,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,20,4,load_loss_threshold,244,0,0.9796644864932,0.9796644864932,10.0384780260262,0,2.59549429710115,NaN,0.0110804885818863,NaN,1.96551329303833,0.192360456873104,0.507838694771379,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,21,4,load_loss_threshold,510,0,0.0148782948617494,0.0148782948617494,10.0384780260262,0,2.01662258212228,NaN,0.000168280853911199,NaN,1.96551329303833,0.192360456873104,0.507838694771379,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,22,1,no_new_outage,721,0,0,0,0,0,0,NaN,0.544380486543536,NaN,0.927462420748831,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,23,1,no_new_outage,722,0,0,0,0,0,0,NaN,0.544380486543536,NaN,0.927462420748831,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,24,4,load_loss_threshold,507,0,0.0183193796189383,0.0183193796189383,0.0935938887596303,0,0.0297104055232891,NaN,0.000207201219900804,NaN,1.54156747141581,0.0109543736313361,0.533099997921407,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,25,4,load_loss_threshold,508,0,0.018165717440542,0.018165717440542,0.071911246238456,0,0.0252816797120164,NaN,0.000205463224866113,NaN,1.54542952338976,0.00425562063779594,0.465737428908115,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,26,5,max_depth_reached,298,0,0.495728957071518,0.495728957071518,NaN,NaN,NaN,NaN,1.34410744057764e-05,NaN,1.27356112717322,0.0305601318108294,0.723125484671974,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,27,1,no_new_outage,723,0,0,0,0,0,0,NaN,0.544380486543536,NaN,0.927462420748831,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,28,1,no_new_outage,724,0,0,0,0,0,0,NaN,0.544380486543536,NaN,0.927462420748831,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,29,1,no_new_outage,725,0,0,0,0,0,0,NaN,0.544380486543536,NaN,0.927462420748831,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,2,30,1,no_new_outage,726,0,0,0,0,0,0,NaN,0.544380486543536,NaN,0.927462420748831,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,1,1,no_new_outage,727,0,0,0,0,0,0,NaN,0.749189129775249,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,2,1,no_new_outage,728,0,0,0,0,0,0,NaN,0.749189129775249,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,3,1,no_new_outage,729,0,0,0,0,0,0,NaN,0.749189129775249,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,4,1,no_new_outage,730,0,0,0,0,0,0,NaN,0.749189129775249,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,5,1,no_new_outage,731,0,0,0,0,0,0,NaN,0.749189129775249,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,6,1,no_new_outage,732,0,0,0,0,0,0,NaN,0.749189129775249,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,7,1,no_new_outage,733,0,0,0,0,0,0,NaN,0.749189129775249,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,8,1,no_new_outage,734,0,0,0,0,0,0,NaN,0.749189129775249,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,9,1,no_new_outage,735,0,0,0,0,0,0,NaN,0.749189129775249,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,10,3,load_loss_threshold,627,0,0.000249862011833833,0.000249862011833833,0.000378729583846111,5.04233523023577e-05,0.000235747794329993,NaN,1.43166393891775e-06,NaN,1.61372385824594,0.0517167212249391,0.52470567919632,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,11,1,no_new_outage,736,0,0,0,0,0,0,NaN,0.749189129775249,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,12,4,load_loss_threshold,404,0,0.0935142543935989,0.0935142543935989,0.104723557976349,0,0.0770532642314291,NaN,0.000459447396081966,NaN,1.61372385824594,0,0.52470567919632,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,13,1,no_new_outage,737,0,0,0,0,0,0,NaN,0.749189129775249,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,14,1,no_new_outage,738,0,0,0,0,0,0,NaN,0.749189129775249,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,15,2,no_new_outage,739,0,0,0,0,0,0,NaN,0.00363569153431857,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,16,4,load_loss_threshold,371,0,0.15341901518308,0.15341901518308,NaN,NaN,NaN,NaN,0.000413735326435759,NaN,1.8861096848616,0.085669048156637,0.779813662113482,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,17,1,no_new_outage,740,0,0,0,0,0,0,NaN,0.749189129775249,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,18,4,load_loss_threshold,686,0,1.11948770736825e-06,1.11948770736825e-06,8.92592805140803e-06,2.22358023190696e-06,2.90159428108395e-06,NaN,2.92291115429465e-08,NaN,1.71503288867483,0.170966759940436,0.677164575015629,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,19,1,no_new_outage,741,0,0,0,0,0,0,NaN,0.749189129775249,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,20,2,no_new_outage,742,0,0,0,0,0,0,NaN,0.00363569153431857,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,21,1,no_new_outage,743,0,0,0,0,0,0,NaN,0.749189129775249,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,22,1,no_new_outage,744,0,0,0,0,0,0,NaN,0.749189129775249,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,23,1,no_new_outage,745,0,0,0,0,0,0,NaN,0.749189129775249,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
high_hidden_failure,wind_speed_11_28,SLLR,0.95,35.195607478403,3,24,1,no_new_outage,746,0,0,0,0,0,0,NaN,0.749189129775249,NaN,0.804487606937684,0,0,paper_confirmed_exponential_sum,Tail flag uses sigma=0.95 quantile over chain-level paper-confirmed risk display.
