parameter_set_id,metric_name,initial_branch,tail_count_11_28,tail_count_12_00,tail_risk_mean_11_28,tail_risk_mean_12_00,delta_tail_risk_mean,chain_probability_mean_11_28,chain_probability_mean_12_00,delta_chain_probability,severity_mean_11_28,severity_mean_12_00,delta_severity,dominant_change,note
benchmark_calibrated_seed,SNVOR,23,10,NaN,26.5432128697366,NaN,NaN,0.222489297176838,NaN,NaN,82.3207550888091,NaN,NaN,no_clear_change,11.28 vs 12.00 tail initial-branch delta.
benchmark_calibrated_seed,SNVOR,37,4,NaN,27.4537437121676,NaN,NaN,0.0974052620425636,NaN,NaN,24.7435852351557,NaN,NaN,no_clear_change,11.28 vs 12.00 tail initial-branch delta.
benchmark_calibrated_seed,SNVOR,42,2,NaN,42.9727288776883,NaN,NaN,0.127881521140158,NaN,NaN,105.894910933057,NaN,NaN,no_clear_change,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,CRI,10,8,2,132.476357180232,102.593451809099,-29.882905371133,0.0240326246698186,0.0191800028034437,-0.0048526218663749,132.476357180232,102.593451809099,-29.882905371133,no_clear_change,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,CRI,11,15,17,61.8715491209263,76.2529610909414,14.3814119700151,0.477745589907567,0.579107804878025,0.101362214970458,61.8715491209263,76.2529610909414,14.3814119700151,both_probability_and_severity,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,CRI,13,NaN,4,NaN,51.7611102474733,NaN,NaN,0.16903537843508,NaN,NaN,51.7611102474733,NaN,initial_branch_enters_tail_only_at_12mps,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,CRI,19,2,8,48.0897583403824,94.8218302111849,46.7320718708025,0.0698726273575429,0.172555792002612,0.102683164645069,48.0897583403824,94.8218302111849,46.7320718708025,both_probability_and_severity,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,CRI,23,2,9,62.231876489819,121.82509296748,59.593216477661,0.165762958627667,0.309594291449644,0.143831332821977,62.231876489819,121.82509296748,59.593216477661,both_probability_and_severity,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,CRI,32,21,19,44.9773383383796,44.9174363178198,-0.0599020205597895,0.57860045936786,0.57860045936786,1.11022302462516e-16,44.9773383383796,44.9174363178198,-0.0599020205597895,chain_probability_increase,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,CRI,42,9,3,49.4531701056492,57.7284131204061,8.27524301475687,0.0941999424403214,0.0663219732777049,-0.0278779691626165,49.4531701056492,57.7284131204061,8.27524301475687,severity_increase,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLFOR,1,11,14,98.7773587304434,111.5010527638,12.7236940333564,0.0422486166292809,0.0327659721999916,-0.00948264442928926,23.922952089153,23.836350349886,-0.0866017392669249,severity_increase,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLFOR,10,8,2,627.985640786046,478.776315131922,-149.209325654124,0.0240326246698186,0.0191800028034437,-0.0048526218663749,132.476357180232,102.593451809099,-29.882905371133,no_clear_change,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLFOR,11,NaN,17,NaN,72.6498186119259,NaN,NaN,0.579107804878025,NaN,NaN,76.2529610909414,NaN,initial_branch_enters_tail_only_at_12mps,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLFOR,14,11,13,73.1351089108208,90.5835830548487,17.4484741440279,0.148075447755634,0.156491407191755,0.00841595943612014,21.5988646542775,25.5126206979686,3.91375604369105,both_probability_and_severity,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLFOR,19,2,NaN,98.9124704274743,NaN,NaN,0.0698726273575429,NaN,NaN,48.0897583403824,NaN,NaN,no_clear_change,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLFOR,23,3,9,113.521748839405,271.551537525886,158.029788686481,0.128453830435993,0.309594291449644,0.181140461013651,50.35202885303,121.82509296748,71.47306411445,both_probability_and_severity,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLFOR,35,7,5,175.274587755496,170.657331477773,-4.61725627772265,0.0164010311632876,0.0266413606310821,0.0102403294677945,36.1478269615203,36.3277434238291,0.179916462308874,chain_probability_increase,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLFOR,39,4,NaN,87.6773186808081,NaN,NaN,0.0807856036442679,NaN,NaN,20.7959328809852,NaN,NaN,no_clear_change,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLFOR,42,11,9,178.021631776413,164.094440925999,-13.9271908504146,0.0771583632675498,0.0666007717259889,-0.0105575915415609,43.3722035867999,44.2921065846982,0.919902997898291,no_clear_change,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLLR,10,6,5,49.909756902482,78.3225727747393,28.4128158722573,0.0993933382874809,0.160136984871902,0.0607436465844211,NaN,NaN,NaN,both_probability_and_severity,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLLR,11,15,17,67.481564574444,81.798977439021,14.317412864577,0.477745589907567,0.579107804878025,0.101362214970458,61.8715491209263,76.2529610909414,14.3814119700151,both_probability_and_severity,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLLR,14,6,NaN,54.4503331035464,NaN,NaN,0.169863087775566,NaN,NaN,NaN,NaN,NaN,no_clear_change,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLLR,19,2,5,36.7699759310941,101.790765707447,65.0207897763529,0.0698726273575429,0.275033480920914,0.205160853563371,48.0897583403824,118.251853343835,70.1620950034526,both_probability_and_severity,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLLR,20,4,NaN,35.195607478403,NaN,NaN,0.0759796569278096,NaN,NaN,NaN,NaN,NaN,no_clear_change,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLLR,23,2,9,55.3966637602885,103.603729284813,48.2070655245245,0.165762958627667,0.309594291449644,0.143831332821977,62.231876489819,121.82509296748,59.593216477661,both_probability_and_severity,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLLR,28,1,7,41.9485355997643,95.7485033370596,53.7999677372953,0.104965928246183,0.239440738104274,0.134474809858091,NaN,NaN,NaN,both_probability_and_severity,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLLR,32,22,19,73.4065800573867,74.862393863033,1.45581380564629,0.552301096356491,0.57860045936786,0.0262993630113688,44.1039015821354,44.9174363178198,0.813534735684364,both_probability_and_severity,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLLR,38,NaN,9,NaN,76.814225104923,NaN,NaN,0.241005799119871,NaN,NaN,NaN,NaN,initial_branch_enters_tail_only_at_12mps,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLLR,42,6,7,110.441951950001,93.0777354702938,-17.3642164797072,0.22076763063461,0.186057478718907,-0.034710151915703,NaN,NaN,NaN,no_clear_change,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SLLR,46,7,NaN,41.9396190537041,NaN,NaN,0.162230069675457,NaN,NaN,NaN,NaN,NaN,no_clear_change,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SNVOR,10,8,1,22.1357768260702,24.1876685565866,2.05189173051636,0.0240326246698186,0.0155240542680939,-0.00850857040172471,132.476357180232,104.694530248648,-27.781826931584,severity_increase,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SNVOR,11,17,17,46.5848566866967,63.2180545257179,16.6331978390212,0.426739707489974,0.579107804878025,0.152368097388051,55.2659141844178,76.2529610909414,20.9870469065237,both_probability_and_severity,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SNVOR,12,15,11,11.9154738530019,19.0102619022056,7.09478804920373,0.234488910476291,0.374109805141655,0.139620894665364,15.0377159407991,24.5307197924007,9.49300385160155,both_probability_and_severity,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SNVOR,13,5,4,7.10620322450547,99.2303504099033,92.1241471853978,0.0175119014476532,0.16903537843508,0.151523476987427,7.58074227543532,51.7611102474733,44.180367972038,both_probability_and_severity,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SNVOR,19,4,9,39.4410653519741,173.127692901635,133.686627549661,0.0352543844044656,0.154254042430635,0.118999658026169,35.7217347496743,85.3307946106731,49.6090598609988,both_probability_and_severity,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SNVOR,23,5,9,14.2414376110528,26.762739457077,12.5213018460242,0.0940144863222564,0.309594291449644,0.215579805127388,37.6927685945284,121.82509296748,84.1323243729516,both_probability_and_severity,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SNVOR,37,2,NaN,14.7074025973271,NaN,NaN,0.0521815319243037,NaN,NaN,14.2443761727772,NaN,NaN,no_clear_change,11.28 vs 12.00 tail initial-branch delta.
high_hidden_failure,SNVOR,42,5,3,3.07129858753494,22.6591534415721,19.5878548540372,0.133437202119197,0.0663219732777049,-0.0671152288414921,57.3097410116367,57.7284131204061,0.4186721087694,severity_increase,11.28 vs 12.00 tail initial-branch delta.
