parameter_set_id,metric_name,sigma,variant,wind_speed_11_28_var,wind_speed_12_00_var,direction,paper_expected_direction,direction_match,proxy_status,note
benchmark_calibrated_seed,LLR,0.9,recorded_severity,0.132227283592588,0.25616014563584,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,LLR,0.95,recomputed_severity,0.082953246841326,0.118505018197897,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,LLR,0.98,recomputed_severity,0.13896759070205,0.212552981688996,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,LFOR,0.9,recomputed_severity,0.134890623331491,0.247375295937689,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,LFOR,0.95,recomputed_severity,0.334862173255163,0.60342919497563,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,LFOR,0.98,recomputed_severity,0.78431636829251,1.40808910160317,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,NVOR,0.9,recomputed_severity,0.0233904234906171,0.0535501472840744,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,NVOR,0.95,recomputed_severity,0.0804204243906972,0.161340489083931,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,NVOR,0.98,recomputed_severity,0.149793247488062,0.268926394409892,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,CRI,0.9,recomputed_severity,0.0570639821668538,0.0970374891459859,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,CRI,0.95,recomputed_severity,0.131317709759068,0.265364091209085,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,CRI,0.98,recomputed_severity,0.318797571996831,0.442449436269711,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
