parameter_set_id,initial_branch,trial_id,metric_name,R_11_28,R_12_00,delta_12_minus_11,basic_metric_11_28,basic_metric_12_00,delta_basic_metric,chain_prob_11_28,chain_prob_12_00,delta_chain_prob,terminated_reason_11_28,terminated_reason_12_00,pair_status,likely_driver,note
low_hidden_failure,1,3,SNVOR,0.355467436809351,0.148849807267381,-0.20661762954197,1.87984699410406,1.92552049121421,0.04567349711015,0.0431721035263885,0.0176492405129011,-0.0255228630134874,max_depth_reached,max_depth_reached,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,3,CRI,0.373555523059689,0.154800273765769,-0.21875524929392,1.97550367329808,2.00249570122808,0.0269920279300002,0.0431721035263885,0.0176492405129011,-0.0255228630134874,max_depth_reached,max_depth_reached,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,4,SLLR,0.0221949286433775,0.0569537005371538,0.0347587718937763,1,0.507838694771379,-0.492161305228621,0.00506733530670719,0.0256048389191236,0.0205375036124164,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,chain_probability_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,4,SLFOR,0.0221949286433775,0.759435600131935,0.737240671488558,1,6.77165452457875,5.77165452457875,0.00506733530670719,0.0256048389191236,0.0205375036124164,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,both_probability_and_severity,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,4,SNVOR,0.0221949286433775,0.216091690229402,0.193896761586025,1,1.92682338253775,0.92682338253775,0.00506733530670719,0.0256048389191236,0.0205375036124164,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,both_probability_and_severity,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,4,CRI,0.0221949286433775,0.22927767839456,0.207082749751182,1,2.04439879828613,1.04439879828613,0.00506733530670719,0.0256048389191236,0.0205375036124164,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,both_probability_and_severity,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,5,SLLR,0.629925008781147,0.0129463215332806,-0.616978687247866,1,0.396445125938765,-0.603554874061235,0.143818495155513,0.00745571323391277,-0.1363627819216,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,5,SLFOR,0.629925008781147,0.00779545987382448,-0.622129548907322,1,0.238714299153191,-0.761285700846809,0.143818495155513,0.00745571323391277,-0.1363627819216,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,5,SNVOR,0.629925008781147,0.0185674591015359,-0.611357549679611,1,0.568576845781924,-0.431423154218076,0.143818495155513,0.00745571323391277,-0.1363627819216,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,5,CRI,0.629925008781147,0.0130403767150404,-0.616884632066106,1,0.399325304550282,-0.600674695449718,0.143818495155513,0.00745571323391277,-0.1363627819216,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,6,SLLR,0.206110932397239,0.0696680281648543,-0.136442904232384,0.507838694771379,1,0.492161305228621,0.0926618845435501,0.0159059425033914,-0.0767559420401587,load_loss_threshold,max_depth_reached,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,6,SLFOR,2.74303618419138,0.0696680281648543,-2.67336815602653,6.75859305126834,1,-5.75859305126834,0.0926618845435501,0.0159059425033914,-0.0767559420401587,load_loss_threshold,max_depth_reached,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,6,SNVOR,0.780712331113781,0.0696680281648543,-0.711044302948927,1.92360456873104,1,-0.92360456873104,0.0926618845435501,0.0159059425033914,-0.0767559420401587,load_loss_threshold,max_depth_reached,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,6,CRI,0.828416262499376,0.0696680281648543,-0.758748234334522,2.0411427408627,1,-1.0411427408627,0.0926618845435501,0.0159059425033914,-0.0767559420401587,load_loss_threshold,max_depth_reached,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,7,SLLR,0.359509261756201,0.289533663005607,-0.0699755987505949,0.507838694771379,0.507838694771379,0,0.161625612565694,0.130166481422681,-0.031459131143013,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,7,SLFOR,4.78454442993148,3.86071789978984,-0.923826530141635,6.75859305126834,6.77165452457875,0.01306147331041,0.161625612565694,0.130166481422681,-0.031459131143013,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,7,SNVOR,1.36175849838831,1.09853825172215,-0.263220246666163,1.92360456873104,1.92682338253775,0.00321881380671019,0.161625612565694,0.130166481422681,-0.031459131143013,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,7,CRI,1.44496614271768,1.16557142810576,-0.279394714611916,2.0411427408627,2.04439879828613,0.00325605742342994,0.161625612565694,0.130166481422681,-0.031459131143013,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,8,SLLR,0.00145893593516758,0.00086421855295803,-0.000594717382209551,1,1,0,0.000333090396156982,0.000197310171908226,-0.000135780224248756,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,8,SLFOR,0.00145893593516758,0.00086421855295803,-0.000594717382209551,1,1,0,0.000333090396156982,0.000197310171908226,-0.000135780224248756,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,8,SNVOR,0.00145893593516758,0.00086421855295803,-0.000594717382209551,1,1,0,0.000333090396156982,0.000197310171908226,-0.000135780224248756,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,8,CRI,0.00145893593516758,0.00086421855295803,-0.000594717382209551,1,1,0,0.000333090396156982,0.000197310171908226,-0.000135780224248756,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,9,SLLR,0.239233255638857,0.135291098702786,-0.103942156936071,0.787153654406697,0.787153654406697,0,0.0693885678507055,0.0392405961991599,-0.0301479716515456,max_depth_reached,max_depth_reached,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,9,SLFOR,0,0,0,0,0,0,0.0693885678507055,0.0392405961991599,-0.0301479716515456,max_depth_reached,max_depth_reached,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,9,SNVOR,0,0,0,0,0,0,0.0693885678507055,0.0392405961991599,-0.0301479716515456,max_depth_reached,max_depth_reached,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,9,CRI,0.143539953383314,0.0811746592216717,-0.0623652941616424,0.472292192644018,0.472292192644018,0,0.0693885678507055,0.0392405961991599,-0.0301479716515456,max_depth_reached,max_depth_reached,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,10,SLLR,0.168337834796347,0.133178174704997,-0.0351596600913501,0.310223001072874,0.310223001072874,0,0.123889252191768,0.0980132867482073,-0.0258759654435607,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,10,SLFOR,0.306756898539214,0.239304074871803,-0.0674528236674104,0.565309906592115,0.557430888658312,-0.00787901793380297,0.123889252191768,0.0980132867482073,-0.0258759654435607,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,10,SNVOR,0.0999023195502696,0.0858488203019264,-0.0140534992483432,0.184105952310243,0.199974798660686,0.015868846350443,0.123889252191768,0.0980132867482073,-0.0258759654435607,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,1,10,CRI,0.182334544495705,0.144937483857744,-0.0373970606379607,0.336016972424196,0.337614938107524,0.00159796568332804,0.123889252191768,0.0980132867482073,-0.0258759654435607,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,1,SLLR,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,1,SLFOR,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,1,SNVOR,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,1,CRI,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,2,SLLR,0.15164085175455,0.361446602870632,0.209805751116082,0.507838694771379,0.507838694771379,0,0.0513059155115741,0.122291247076629,0.0709853315650549,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,chain_probability_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,2,SLFOR,2.01811877966112,4.81962392571209,2.80150514605096,6.75859305126834,6.77165452457875,0.01306147331041,0.0513059155115741,0.122291247076629,0.0709853315650549,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,both_probability_and_severity,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,2,SNVOR,0.574389148059377,1.37138775189925,0.796998603839872,1.92360456873104,1.92682338253775,0.00321881380671019,0.0513059155115741,0.122291247076629,0.0709853315650549,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,both_probability_and_severity,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,2,CRI,0.60948609659683,1.45507029724465,0.845584200647816,2.0411427408627,2.04439879828613,0.00325605742342994,0.0513059155115741,0.122291247076629,0.0709853315650549,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,both_probability_and_severity,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,3,SLLR,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,3,SLFOR,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,3,SNVOR,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,3,CRI,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,4,SLLR,0.15164085175455,0.194532342240826,0.0428914904862761,0.507838694771379,0.507838694771379,0,0.0513059155115741,0.0658177516137367,0.0145118361021626,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,chain_probability_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,4,SLFOR,2.01811877966112,2.59394533948427,0.575826559823142,6.75859305126834,6.77165452457875,0.01306147331041,0.0513059155115741,0.0658177516137367,0.0145118361021626,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,both_probability_and_severity,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,4,SNVOR,0.574389148059377,0.738087643869284,0.163698495809907,1.92360456873104,1.92682338253775,0.00321881380671019,0.0513059155115741,0.0658177516137367,0.0145118361021626,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,both_probability_and_severity,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,4,CRI,0.60948609659683,0.783126002015206,0.173639905418375,2.0411427408627,2.04439879828613,0.00325605742342994,0.0513059155115741,0.0658177516137367,0.0145118361021626,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,both_probability_and_severity,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,5,SLLR,0,0.361446602870632,0.361446602870632,0,0.507838694771379,0.507838694771379,0.708588635025546,0.122291247076629,-0.586297387948917,no_new_outage,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,5,SLFOR,0,4.81962392571209,4.81962392571209,0,6.77165452457875,6.77165452457875,0.708588635025546,0.122291247076629,-0.586297387948917,no_new_outage,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,5,SNVOR,0,1.37138775189925,1.37138775189925,0,1.92682338253775,1.92682338253775,0.708588635025546,0.122291247076629,-0.586297387948917,no_new_outage,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,5,CRI,0,1.45507029724465,1.45507029724465,0,2.04439879828613,2.04439879828613,0.708588635025546,0.122291247076629,-0.586297387948917,no_new_outage,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,6,SLLR,0,0.194532342240826,0.194532342240826,0,0.507838694771379,0.507838694771379,0.708588635025546,0.0658177516137367,-0.642770883411809,no_new_outage,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,6,SLFOR,0,2.59394533948427,2.59394533948427,0,6.77165452457875,6.77165452457875,0.708588635025546,0.0658177516137367,-0.642770883411809,no_new_outage,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,6,SNVOR,0,0.738087643869284,0.738087643869284,0,1.92682338253775,1.92682338253775,0.708588635025546,0.0658177516137367,-0.642770883411809,no_new_outage,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,6,CRI,0,0.783126002015206,0.783126002015206,0,2.04439879828613,2.04439879828613,0.708588635025546,0.0658177516137367,-0.642770883411809,no_new_outage,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,7,SLLR,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,7,SLFOR,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,7,SNVOR,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,7,CRI,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,8,SLLR,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,8,SLFOR,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,8,SNVOR,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,8,CRI,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,9,SLLR,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,9,SLFOR,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,9,SNVOR,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,9,CRI,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,10,SLLR,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,10,SLFOR,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,10,SNVOR,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,2,10,CRI,0,0,0,0,0,0,0.708588635025546,0.43928893684019,-0.269299698185356,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,1,SLLR,0,0.000924358881803868,0.000924358881803868,0,0.720831341348176,0.720831341348176,0.976624666006087,0.000339246329471796,-0.976285419676615,no_new_outage,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,1,SLFOR,0,0.00141953739970613,0.00141953739970613,0,1.10698027364353,1.10698027364353,0.976624666006087,0.000339246329471796,-0.976285419676615,no_new_outage,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,1,SNVOR,0,0,0,0,0,0,0.976624666006087,0.000339246329471796,-0.976285419676615,no_new_outage,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,1,CRI,0,0.000838522809023547,0.000838522809023547,0,0.653894859537612,0.653894859537612,0.976624666006087,0.000339246329471796,-0.976285419676615,no_new_outage,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,2,SLLR,0,0,0,0,0,0,0.976624666006087,0.976624666006087,0,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,2,SLFOR,0,0,0,0,0,0,0.976624666006087,0.976624666006087,0,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,2,SNVOR,0,0,0,0,0,0,0.976624666006087,0.976624666006087,0,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,2,CRI,0,0,0,0,0,0,0.976624666006087,0.976624666006087,0,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,3,SLLR,0,0,0,0,0,0,0.976624666006087,0.976624666006087,0,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,3,SLFOR,0,0,0,0,0,0,0.976624666006087,0.976624666006087,0,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,3,SNVOR,0,0,0,0,0,0,0.976624666006087,0.976624666006087,0,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,3,CRI,0,0,0,0,0,0,0.976624666006087,0.976624666006087,0,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,4,SLLR,0,0,0,0,0,0,0.976624666006087,0.976624666006087,0,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,4,SLFOR,0,0,0,0,0,0,0.976624666006087,0.976624666006087,0,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,4,SNVOR,0,0,0,0,0,0,0.976624666006087,0.976624666006087,0,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,4,CRI,0,0,0,0,0,0,0.976624666006087,0.976624666006087,0,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,5,SLLR,0,0,0,0,0,0,0.00046486966741406,0.976624666006087,0.976159796338673,no_new_outage,no_new_outage,paired_by_initial_branch_trial,chain_probability_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,5,SLFOR,0,0,0,0,0,0,0.00046486966741406,0.976624666006087,0.976159796338673,no_new_outage,no_new_outage,paired_by_initial_branch_trial,chain_probability_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,5,SNVOR,0,0,0,0,0,0,0.00046486966741406,0.976624666006087,0.976159796338673,no_new_outage,no_new_outage,paired_by_initial_branch_trial,chain_probability_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,5,CRI,0,0,0,0,0,0,0.00046486966741406,0.976624666006087,0.976159796338673,no_new_outage,no_new_outage,paired_by_initial_branch_trial,chain_probability_increase,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,6,SLLR,0,0,0,0,0,0,0.976624666006087,0.976624666006087,0,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,6,SLFOR,0,0,0,0,0,0,0.976624666006087,0.976624666006087,0,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
low_hidden_failure,3,6,SNVOR,0,0,0,0,0,0,0.976624666006087,0.976624666006087,0,no_new_outage,no_new_outage,paired_by_initial_branch_trial,no_clear_driver,Paired chain delta from existing after-curve-fix pilot.
