parameter_set_id,initial_branch,trial_id,delta_basic_LLR,delta_basic_LFOR,delta_basic_NVOR,delta_basic_CRI,delta_total_load_shed_frac,delta_max_line_loading_pu,delta_max_voltage_deviation_pu,terminated_reason_11_28,terminated_reason_12_00,severity_driver,note
low_hidden_failure,1,1,0,-0.00787901793380297,0.015868846350443,0.00159796568332804,0,0.00490859670424992,0.0031737692700887,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,7,5,0,0,0,0,0,-0.00165390339866089,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,7,6,0,0,0,0,0,-0.00165390339866089,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,7,7,0,0,0,0,0,-0.00165390339866089,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,7,8,0,0,0,0,0,-0.00165390339866089,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,7,9,0,0,0,0,0,-0.00165390339866089,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,7,10,0,0,0,0,0,-0.00165390339866089,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,8,1,0.700291642616277,0,0,0.420174985569766,0.700291642616277,0.79159150525317,0.0787015826609874,no_new_outage,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,8,2,0.816492997539265,0,0,0.489895798523559,0.816492997539265,0.79159150525318,0.0787015826609857,no_new_outage,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,8,3,0,0,0,0,0,0.028496016778488,0,no_new_outage,no_new_outage,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,8,4,0,0,0,0,0,0.028496016778488,0,no_new_outage,no_new_outage,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,8,5,0.816492997539265,0,0,0.489895798523559,0.816492997539265,0.79159150525318,0.0787015826609857,no_new_outage,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,8,6,0.117188686696844,0,0,0.070313212018106,0.117188686696844,0.01647946980495,0.00377384989684021,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,8,7,-0.533099997921407,-2.12924408304675,-0.00387697475972004,-0.746484210314137,-0.533099997921407,-0.768120062989222,-0.00387697475972004,max_depth_reached,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,8,8,0.299708357383723,1,1,0.579825014430234,-0.292988577330862,-0.61157348453844,-0.0278149445111192,load_loss_threshold,load_loss_threshold,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,8,9,0.700291642616277,0,0,0.420174985569766,0.700291642616277,0.79159150525317,0.0787015826609874,no_new_outage,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,8,10,0,0,0,0,0,0.01647946980494,0.0037738498968419,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,9,1,0,0,0,0,0,-0.0316065042193521,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,9,2,0,0,0,0,0,-0.0316065042193521,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,9,3,0,0,0,0,0,-0.0316065042193521,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,9,4,0,0,0,0,0,-0.0316065042193521,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,9,5,0,0,0,0,0,-0.0316065042193521,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,9,6,0,0,0,0,0,-0.0316065042193521,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,9,7,0,0,0,0,0,-0.0316065042193521,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,9,8,0,0,0,0,0,-0.0316065042193521,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,9,9,0,0,0,0,0,-0.0316065042193521,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,9,10,0,0,0,0,0,-0.0316065042193521,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,10,1,-0.097508406310609,0.017008097859331,0.977824238010806,0.140461423387662,-0.097508406310609,0.0849065705530601,0,load_loss_threshold,load_loss_threshold,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,10,2,0.521554212109244,0.616956504868551,0.022175761989194,0.440758980637096,0.206046467750626,-0.84697070030255,-0.080065007927831,load_loss_threshold,load_loss_threshold,load_shed_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,10,3,0,0,0,0,0,0.0273866563729799,0.001681309818621,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,10,4,-0.207234143931387,-1,-1,-0.524340486358832,0.321386885355991,0.0599337729980098,0.0664539014140939,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,10,5,0,0,0,0,0,0.0273866563729799,0.001681309818621,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,10,6,-0.521554212109244,-0.599948407015043,-0.022175761989194,-0.437357361066394,-0.206046467750626,0.95926392722859,0.081746317746452,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,10,7,0.521554212109244,0.616956504868551,0.022175761989194,0.440758980637096,-0.00706681717813396,-0.88207305482163,-0.169369412509332,load_loss_threshold,load_loss_threshold,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,10,8,-0.045660297110915,1.71764806229418,0.47462507187008,0.4110584485663,-0.045660297110915,-0.8263513203773,0.013064890478649,max_depth_reached,load_loss_threshold,voltage_violation_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,10,9,0,0,0,0,0,0.0273866563729799,0.001681309818621,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,10,10,0.097508406310609,0.01700809784758,-0.977824238010806,-0.133658184246279,0.097508406310609,0.0849065705530601,0,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,11,1,-0.062537674501897,1.05997521323262,0,0.174472437945385,-0.062537674501897,0.0385388929589701,-2.02615701994091e-15,load_loss_threshold,load_loss_threshold,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,11,2,0,0.44314262911607,0,0.088628525823214,0,0.20949704435343,9.99200722162641e-16,load_loss_threshold,load_loss_threshold,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,11,3,0,-0.21982676695573,0,-0.0439653533911459,0,0.02680921746678,-1.02695629777827e-15,load_loss_threshold,load_loss_threshold,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,11,4,0,-0.21982676695573,0,-0.0439653533911459,0,0.02680921746678,-1.02695629777827e-15,load_loss_threshold,load_loss_threshold,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,11,5,0,-0.21982676695573,0,-0.0439653533911459,0,0.02680921746678,-1.02695629777827e-15,load_loss_threshold,load_loss_threshold,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,11,6,0,-0.5587363243296,0,-0.111747264865919,0,-0.04097269400799,-1.02695629777827e-15,load_loss_threshold,load_loss_threshold,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,11,7,0,-0.21982676695573,0,-0.0439653533911459,0,0.02680921746678,-1.02695629777827e-15,load_loss_threshold,load_loss_threshold,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,11,8,0,0.51231767734115,0,0.102463535468229,0,0.03087567341971,-1.02695629777827e-15,load_loss_threshold,load_loss_threshold,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,11,9,0,-0.21982676695573,0,-0.0439653533911459,0,0.02680921746678,-1.02695629777827e-15,load_loss_threshold,load_loss_threshold,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,11,10,0,-0.21982676695573,0,-0.0439653533911459,0,0.02680921746678,-1.02695629777827e-15,load_loss_threshold,load_loss_threshold,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,12,1,0.114692376199788,-10.3543954019039,-1.71992037915516,-2.34604773049193,0.114692376199788,-1.47519796689345,-0.089662546593913,load_loss_threshold,load_loss_threshold,load_shed_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,12,2,0.568156671564685,0.0130861055305289,0,0.343511224044917,0.568156671564685,0.26814848892376,0.154793512908788,no_new_outage,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,12,3,0.00110325331815397,-1.6222320785838,0,-0.323784463725868,0.00110325331815397,-0.0743480191439201,2.99760216648792e-15,load_loss_threshold,load_loss_threshold,load_shed_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,12,4,0,-0.11963218033555,0,-0.02392643606711,0,-0.0538838659838299,2.99760216648792e-15,load_loss_threshold,load_loss_threshold,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,12,5,0.00110325331815397,-1.6222320785838,0,-0.323784463725868,0.00110325331815397,-0.0743480191439201,2.99760216648792e-15,load_loss_threshold,load_loss_threshold,load_shed_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,12,6,0,-0.027329664148762,0,-0.005465932829753,0,-0.0538838659838299,2.99760216648792e-15,load_loss_threshold,load_loss_threshold,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,12,7,0.00110325331815397,-1.6222320785838,0,-0.323784463725868,0.00110325331815397,-0.0743480191439201,2.99760216648792e-15,load_loss_threshold,load_loss_threshold,load_shed_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,12,8,0,-0.027329664148762,0,-0.005465932829753,0,-0.0538838659838299,2.99760216648792e-15,load_loss_threshold,load_loss_threshold,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,12,9,0.00110325331815397,-1.6222320785838,0,-0.323784463725868,0.00110325331815397,-0.0743480191439201,2.99760216648792e-15,load_loss_threshold,load_loss_threshold,load_shed_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,12,10,0,-0.11963218033555,0,-0.02392643606711,0,-0.0538838659838299,2.99760216648792e-15,load_loss_threshold,load_loss_threshold,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,13,1,0.567815702332661,0.157597831685099,0,0.372208987736616,0.567815702332661,0.27336090213681,0.154793512908789,no_new_outage,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,13,2,0.573047361545706,0,0,0.343828416927423,0.573047361545706,0.27403267181845,0.0787015826609874,no_new_outage,max_depth_reached,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,13,3,0.233079851556467,2.6858159773141,3.18777188052441,1.31456548250159,0.233079851556467,0.0966900610247801,0.22769799146603,no_new_outage,max_depth_reached,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,13,4,-0.388466685747086,2.6858159773141,2.18780736819459,0.741644657653491,-0.388466685747086,-0.26844345009522,0.027705089000065,load_loss_threshold,max_depth_reached,voltage_violation_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,13,5,0,0.0446913359998802,0,0.00893826719997592,0,0.0148971119999599,0,max_depth_reached,max_depth_reached,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,13,6,0.299708357383723,1,1,0.579825014430234,-0.0157993869748949,0.10520771535818,0.0742261934430615,max_depth_reached,max_depth_reached,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,13,7,0.323422707511556,2.02904282017032,1.85785556689423,0.971433301919843,0.323422707511556,0.65611777706064,0.199992902465965,no_new_outage,max_depth_reached,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,13,8,0.639675867372962,-1.60557551846493,-2.09415860695574,-0.35614130466036,0.324168123014344,0.28211894811674,-0.07185740286106,max_depth_reached,max_depth_reached,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,13,9,0.323422707511556,2.02904282017032,1.85785556689423,0.971433301919843,0.323422707511556,0.65611777706064,0.199992902465965,no_new_outage,max_depth_reached,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,13,10,0.698927765688182,0,0,0.419356659412909,0.698927765688182,0.69427597659369,0.0787015826609874,no_new_outage,max_depth_reached,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,14,1,0,0.0892866425398502,0.04567349711015,0.0269920279300002,0,0.0178573285079699,0.00268667630059599,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,14,2,0.428652120245018,-5.28362773312141,-0.87984699410406,-0.97550367329808,0.075644491807944,-0.97102979029463,-0.0963461204336959,load_loss_threshold,load_loss_threshold,load_shed_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,14,3,0.428652120245018,-5.28362773312141,-0.87984699410406,-0.97550367329808,0.00714685101123502,-0.97102979029463,-0.0963461204336959,load_loss_threshold,load_loss_threshold,load_shed_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,14,4,0.428652120245018,-5.28362773312141,-0.87984699410406,-0.97550367329808,0.075644491807944,-0.97102979029463,-0.0963461204336959,load_loss_threshold,load_loss_threshold,load_shed_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,14,5,0,0.0892866425398502,0.04567349711015,0.0269920279300002,0,0.0178573285079699,0.00268667630059599,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,14,6,0,0.0892866425398502,0.04567349711015,0.0269920279300002,0,0.0178573285079699,0.00268667630059599,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,14,7,0,0,0,0,0.083880845443803,-0.0304892728615,-0.0526916732246719,load_loss_threshold,load_loss_threshold,load_shed_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,14,8,0,0.0892866425398502,0.04567349711015,0.0269920279300002,0,0.0178573285079699,0.00268667630059599,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,14,9,0.428652120245018,-5.28362773312141,-0.87984699410406,-0.97550367329808,0.00714685101123502,-0.97102979029463,-0.0963461204336959,load_loss_threshold,load_loss_threshold,load_shed_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,14,10,-0.602150384619689,5.65553843728112,0.0459329429048001,0.77900404526537,-0.249142756182615,0.85983570230861,0.070169060134667,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,15,1,0,0,0,0,0,-0.00149871167619697,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,15,2,0,0,0,0,0,-0.00149871167619697,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,15,3,0,0,0,0,0,-0.00149871167619697,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,15,4,0,0,0,0,0,-0.00149871167619697,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,15,5,0,0,0,0,0,-0.00149871167619697,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,15,6,0,0,0,0,0,-0.00149871167619697,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,15,7,0,0,0,0,0,-0.00149871167619697,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,15,8,0,0,0,0,0,-0.00149871167619697,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,15,9,0,0,0,0,0,-0.00149871167619697,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
