parameter_set_id,scenario_id,metric_name,initial_branch,tail_sample_count,tail_risk_sum,tail_risk_mean,tail_risk_max,mean_initial_line_probability,mean_chain_transition_probability,mean_basic_LLR,mean_basic_LFOR,mean_basic_NVOR,mean_CRI_display,dominance_rank,note
benchmark_calibrated_seed,wind_speed_11_28,SNVOR,10,2,2.36337135913418,1.18168567956709,1.18168567956709,0.000582,0.20303877655792,1,1,1,1.18168567956709,6,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_11_28,SNVOR,14,7,18.0067412329786,2.57239160471123,2.81007331371965,0.000377,0.383302402162015,0.632583896932842,5.52882377124692,1.75415456637491,2.69495581141463,2,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_11_28,SNVOR,19,4,21.5578829701064,5.3894707425266,5.3894707425266,0.000685,0.218792742955736,0.323750037974299,2.14203279891022,3.5960244356142,2.01108842859681,1,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_11_28,SNVOR,20,3,3.84013028541978,1.28004342847326,1.28004342847326,0.000553,0.231472591043989,1,1,1,1.28004342847326,4,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_11_28,SNVOR,42,4,5.34008449382618,1.33502112345654,2.31418574375825,0.000603,0.26985387535343,0.712905905283304,2.28122914003565,0.79102310510515,1.68621577029165,3,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_11_28,SNVOR,46,3,2.92383793354486,0.974612644514954,0.974612644514954,0.000414,0.235413682249989,1,1,1,0.974612644514954,5,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,CRI,11,10,30.9560868881318,3.09560868881318,3.09560868881318,0.000565,0.878980715254393,0.567053418246531,1.4154914171586,0,3.09560868881318,1,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,CRI,14,4,12.0130262764689,3.00325656911722,3.00325656911722,0.000377,0.397813478010536,0.571347879754982,6.37291437566126,1.92552049121421,3.00325656911722,3,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,CRI,19,5,28.1534181259427,5.63068362518853,5.63068362518853,0.000685,0.596594944862551,0.323750037974299,2.1940208623151,3.7238052436917,5.63068362518852,2,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,CRI,28,5,9.7687207726966,1.95374415453932,1.95374415453932,0.000473,0.413053732460745,1,1,1,1.95374415453932,4,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,CRI,42,3,5.86639097814159,1.95546365938053,1.95546365938053,0.000603,0.324289164076373,1,1,1,1.95546365938053,5,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,SLFOR,11,10,70.2967156934144,7.02967156934144,7.02967156934144,0.000565,0.878980715254393,0.567053418246531,1.4154914171586,0,3.09560868881318,1,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,SLFOR,13,5,17.911753830361,3.58235076607219,3.58235076607219,0.000502,0.351700655776563,0.324786584439651,2.02904282017032,1.85785556689423,1.71654650657552,4,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,SLFOR,14,4,38.2312869913048,9.55782174782621,9.55782174782621,0.000377,0.397813478010536,0.571347879754982,6.37291437566126,1.92552049121421,3.00325656911722,3,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,SLFOR,19,5,44.8312551217706,8.96625102435412,8.96625102435412,0.000685,0.596594944862551,0.323750037974299,2.1940208623151,3.7238052436917,5.63068362518852,2,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,SLLR,11,10,28.1612395824148,2.81612395824148,2.81612395824148,0.000565,0.878980715254393,0.567053418246531,1.4154914171586,0,3.09560868881318,1,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,SLLR,20,2,3.7069028391336,1.8534514195668,1.8534514195668,0.000553,0.335163005346619,1,1,1,1.8534514195668,5,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,SLLR,23,8,12.8439185999682,1.60548982499603,1.60548982499603,0.000434,0.528249244447683,0.700291642616277,0,0,0.963293894997614,2,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,SLLR,28,5,9.7687207726966,1.95374415453932,1.95374415453932,0.000473,0.413053732460745,1,1,1,1.95374415453932,3,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,SLLR,42,3,5.86639097814159,1.95546365938053,1.95546365938053,0.000603,0.324289164076373,1,1,1,1.95546365938053,4,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,SNVOR,13,5,16.4005664324925,3.28011328649849,3.28011328649849,0.000502,0.351700655776563,0.324786584439651,2.02904282017032,1.85785556689423,1.71654650657552,2,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,SNVOR,14,4,11.5512498941444,2.88781247353611,2.88781247353611,0.000377,0.397813478010536,0.571347879754982,6.37291437566126,1.92552049121421,3.00325656911722,3,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,SNVOR,19,5,76.08991590334,15.217983180668,15.217983180668,0.000685,0.596594944862551,0.323750037974299,2.1940208623151,3.7238052436917,5.63068362518852,1,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,SNVOR,20,2,3.7069028391336,1.8534514195668,1.8534514195668,0.000553,0.335163005346619,1,1,1,1.8534514195668,6,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,SNVOR,28,5,9.7687207726966,1.95374415453932,1.95374415453932,0.000473,0.413053732460745,1,1,1,1.95374415453932,4,tail contribution grouped by initial branch
benchmark_calibrated_seed,wind_speed_12_00,SNVOR,42,3,5.86639097814159,1.95546365938053,1.95546365938053,0.000603,0.324289164076373,1,1,1,1.95546365938053,5,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,CRI,10,2,1.40370036623362,0.70185018311681,0.70185018311681,0.000582,0.120592814968524,1,1,1,0.70185018311681,4,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,CRI,11,8,14.4096502542566,1.80120628178208,1.80120628178208,0.000565,0.477745589907567,0.567053418246531,1.63531818411433,0,1.80120628178208,1,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,CRI,14,6,5.84191537288636,0.973652562147726,1.64019000461541,0.000377,0.186651803346889,0.857115959918327,2.7612092443738,1.29328233136802,0.973652562147725,2,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,CRI,19,2,1.38138937757623,0.690694688788116,0.934049534030574,0.000685,0.083461661586313,0.66187501898715,1.57101639945511,2.2980122178071,0.690694688788116,5,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,CRI,28,2,0.992977681208892,0.496488840604446,0.496488840604446,0.000473,0.104965928246183,1,1,1,0.496488840604446,6,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,CRI,42,3,3.9936864381801,1.3312288127267,1.3312288127267,0.000603,0.22076763063461,1,1,1,1.3312288127267,3,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SLFOR,10,2,1.40370036623362,0.70185018311681,0.70185018311681,0.000582,0.120592814968524,1,1,1,0.70185018311681,6,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SLFOR,11,8,35.3132254851435,4.41415318564294,4.41415318564294,0.000565,0.477745589907567,0.567053418246531,1.63531818411433,0,1.80120628178208,1,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SLFOR,14,6,12.9956778457938,2.16594630763231,5.21707124106915,0.000377,0.186651803346889,0.857115959918327,2.7612092443738,1.29328233136802,0.973652562147725,2,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SLFOR,19,1,1.491036729867,1.491036729867,1.491036729867,0.000685,0.101618236523625,0.323750037974299,2.14203279891022,3.5960244356142,0.934049534030574,5,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SLFOR,28,2,0.992977681208892,0.496488840604446,0.496488840604446,0.000473,0.104965928246183,1,1,1,0.496488840604446,7,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SLFOR,39,2,1.77404989189749,0.887024945948747,0.887024945948747,0.000445,0.0807856036442679,0.493621676849109,2.46741299855289,0.572136302488875,0.325014116444666,4,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SLFOR,42,3,3.9936864381801,1.3312288127267,1.3312288127267,0.000603,0.22076763063461,1,1,1,1.3312288127267,3,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SLLR,10,2,1.40370036623362,0.70185018311681,0.70185018311681,0.000582,0.120592814968524,1,1,1,0.70185018311681,4,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SLLR,11,8,12.24500859538,1.5306260744225,1.5306260744225,0.000565,0.477745589907567,0.567053418246531,1.63531818411433,0,1.80120628178208,1,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SLLR,14,6,3.5102747602954,0.585045793382566,0.640383840913884,0.000377,0.186651803346889,0.857115959918327,2.7612092443738,1.29328233136802,0.973652562147725,3,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SLLR,19,1,0.447339843545658,0.447339843545658,0.447339843545658,0.000685,0.0653050866490011,1,1,1,0.447339843545658,7,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SLLR,23,1,0.503797679287194,0.503797679287194,0.503797679287194,0.000434,0.165762958627667,0.700291642616277,0,0,0.302278607572317,6,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SLLR,28,2,0.992977681208892,0.496488840604446,0.496488840604446,0.000473,0.104965928246183,1,1,1,0.496488840604446,5,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SLLR,42,3,3.9936864381801,1.3312288127267,1.3312288127267,0.000603,0.22076763063461,1,1,1,1.3312288127267,2,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SNVOR,10,3,1.71538602674797,0.571795342249322,0.70185018311681,0.000582,0.0866084008369932,0.786774710875679,1.53519183948831,1.62438242596249,0.515340848956558,4,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SNVOR,13,1,0.340731898154296,0.340731898154296,0.340731898154296,0.000502,0.0365339918344049,0.324786584439651,1.98435148417044,1.85785556689423,0.176672285950422,9,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SNVOR,14,6,5.68307473775172,0.94717912295862,1.56076968704809,0.000377,0.186651803346889,0.857115959918327,2.7612092443738,1.29328233136802,0.973652562147725,1,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SNVOR,19,2,2.95047822580007,1.47523911290003,2.50313838225441,0.000685,0.083461661586313,0.66187501898715,1.57101639945511,2.2980122178071,0.690694688788116,3,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SNVOR,28,2,0.992977681208892,0.496488840604446,0.496488840604446,0.000473,0.104965928246183,1,1,1,0.496488840604446,6,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SNVOR,35,1,0.395444283436322,0.395444283436322,0.395444283436322,0.000514,0.03654996879738,0.318813027343094,2.30824634227548,2.10491795273332,0.201754083289829,8,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SNVOR,38,1,0.398308111720748,0.398308111720748,0.398308111720748,0.000377,0.105652019024071,1,1,1,0.398308111720748,7,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SNVOR,42,4,4.44414051068095,1.11103512767024,1.3312288127267,0.000603,0.184251927728599,0.937197704593531,0.75,0.999991128082456,1.07154048974868,2,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_11_28,SNVOR,46,3,1.25275788354816,0.417585961182721,0.417585961182721,0.000414,0.100866174198725,1,1,1,0.417585961182721,5,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,CRI,2,1,0.733411506122216,0.733411506122216,0.733411506122216,0.000582,0.0616395014549284,0.507838694771379,6.77165452457875,1.92682338253775,0.733411506122215,9,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,CRI,10,3,2.79599175586341,0.93199725195447,0.93199725195447,0.000582,0.160136984871902,1,1,1,0.93199725195447,4,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,CRI,11,8,16.3160908668728,2.0395113583591,2.0395113583591,0.000565,0.579107804878025,0.567053418246531,1.4154914171586,0,2.0395113583591,1,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,CRI,13,1,0.82501150786806,0.82501150786806,0.82501150786806,0.000502,0.16903537843508,0.324786584439651,2.02904282017032,1.85785556689423,0.82501150786806,8,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,CRI,14,6,5.917909160843,0.986318193473834,1.66803437473681,0.000377,0.187789386494194,0.857115959918327,2.79097145855375,1.30850683040474,0.986318193473834,2,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,CRI,19,1,2.59577545994256,2.59577545994256,2.59577545994256,0.000685,0.275033480920914,0.323750037974299,2.1940208623151,3.7238052436917,2.59577545994256,5,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,CRI,20,1,1.22031771914961,1.22031771914961,1.22031771914961,0.000553,0.220672281943871,1,1,1,1.22031771914961,7,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,CRI,28,3,3.39766407369966,1.13255469123322,1.13255469123322,0.000473,0.239440738104274,1,1,1,1.13255469123322,3,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,CRI,38,2,1.81718372536383,0.908591862681914,0.908591862681914,0.000377,0.241005799119871,1,1,1,0.908591862681914,6,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SLFOR,1,1,1.93576480712376,1.93576480712376,1.93576480712376,0.000438,0.0652655025167394,0.507838694771379,6.77165452457875,1.92682338253775,0.58441777132666,8,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SLFOR,2,1,2.42927619991466,2.42927619991466,2.42927619991466,0.000582,0.0616395014549284,0.507838694771379,6.77165452457875,1.92682338253775,0.733411506122215,7,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SLFOR,10,3,2.79599175586341,0.93199725195447,0.93199725195447,0.000582,0.160136984871902,1,1,1,0.93199725195447,5,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SLFOR,11,8,37.051440159131,4.63143001989137,4.63143001989137,0.000565,0.579107804878025,0.567053418246531,1.4154914171586,0,2.0395113583591,1,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SLFOR,13,1,1.72175970526173,1.72175970526173,1.72175970526173,0.000502,0.16903537843508,0.324786584439651,2.02904282017032,1.85785556689423,0.82501150786806,9,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SLFOR,14,2,10.6169918260879,5.30849591304395,5.30849591304395,0.000377,0.220949006781072,0.571347879754982,6.37291437566126,1.92552049121421,1.66803437473681,2,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SLFOR,19,1,4.13348998558305,4.13348998558305,4.13348998558305,0.000685,0.275033480920914,0.323750037974299,2.1940208623151,3.7238052436917,2.59577545994256,3,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SLFOR,20,1,1.22031771914961,1.22031771914961,1.22031771914961,0.000553,0.220672281943871,1,1,1,1.22031771914961,10,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SLFOR,28,3,3.39766407369966,1.13255469123322,1.13255469123322,0.000473,0.239440738104274,1,1,1,1.13255469123322,4,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SLFOR,35,1,0.978078227161322,0.978078227161322,0.978078227161322,0.000514,0.0662878332980655,0.318813027343094,2.8706262275508,2.14093849036497,0.406683010161343,11,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SLFOR,42,2,2.50509950159902,1.25254975079951,1.25254975079951,0.000603,0.0766960878042271,0.617207873711072,2.70834796506795,0.721438092492361,0.488506533299291,6,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SLLR,10,3,2.79599175586341,0.93199725195447,0.93199725195447,0.000582,0.160136984871902,1,1,1,0.93199725195447,4,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SLLR,11,8,14.8430047250777,1.85537559063471,1.85537559063471,0.000565,0.579107804878025,0.567053418246531,1.4154914171586,0,2.0395113583591,1,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SLLR,14,4,2.58184041136938,0.645460102842346,0.645460102842346,0.000377,0.171209576350755,1,1,1,0.645460102842346,5,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SLLR,20,1,1.22031771914961,1.22031771914961,1.22031771914961,0.000553,0.220672281943871,1,1,1,1.22031771914961,7,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SLLR,23,4,3.76375727953159,0.940939319882898,0.940939319882898,0.000434,0.309594291449644,0.700291642616277,0,0,0.564563591929737,2,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SLLR,28,3,3.39766407369966,1.13255469123322,1.13255469123322,0.000473,0.239440738104274,1,1,1,1.13255469123322,3,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SLLR,38,2,1.81718372536383,0.908591862681914,0.908591862681914,0.000377,0.241005799119871,1,1,1,0.908591862681914,6,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SNVOR,1,1,0.550807321891805,0.550807321891805,0.550807321891805,0.000438,0.0652655025167394,0.507838694771379,6.77165452457875,1.92682338253775,0.58441777132666,11,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SNVOR,2,1,0.691232278263516,0.691232278263516,0.691232278263516,0.000582,0.0616395014549284,0.507838694771379,6.77165452457875,1.92682338253775,0.733411506122215,10,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SNVOR,10,3,2.79599175586341,0.93199725195447,0.93199725195447,0.000582,0.160136984871902,1,1,1,0.93199725195447,4,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SNVOR,13,1,1.57649746051498,1.57649746051498,1.57649746051498,0.000502,0.16903537843508,0.324786584439651,2.02904282017032,1.85785556689423,0.82501150786806,6,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SNVOR,14,6,5.78967188550006,0.964945314250011,1.60391573706534,0.000377,0.187789386494194,0.857115959918327,2.79097145855375,1.30850683040474,0.986318193473834,2,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SNVOR,19,1,7.01557216134195,7.01557216134195,7.01557216134195,0.000685,0.275033480920914,0.323750037974299,2.1940208623151,3.7238052436917,2.59577545994256,1,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SNVOR,20,1,1.22031771914961,1.22031771914961,1.22031771914961,0.000553,0.220672281943871,1,1,1,1.22031771914961,7,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SNVOR,23,2,1.20983198241874,0.604915991209369,0.604915991209369,0.000434,0.0750228205456192,0.324786584439651,2.02904282017032,1.85785556689423,0.316564197875788,8,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SNVOR,28,3,3.39766407369966,1.13255469123322,1.13255469123322,0.000473,0.239440738104274,1,1,1,1.13255469123322,3,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SNVOR,35,1,0.729459413078727,0.729459413078727,0.729459413078727,0.000514,0.0662878332980655,0.318813027343094,2.8706262275508,2.14093849036497,0.406683010161343,9,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SNVOR,38,2,1.81718372536383,0.908591862681914,0.908591862681914,0.000377,0.241005799119871,1,1,1,0.908591862681914,5,tail contribution grouped by initial branch
high_hidden_failure,wind_speed_12_00,SNVOR,46,1,0.545047356899122,0.545047356899122,0.545047356899122,0.000414,0.131653950941817,1,1,1,0.545047356899122,12,tail contribution grouped by initial branch
low_hidden_failure,wind_speed_11_28,CRI,1,1,1.44496614271768,1.44496614271768,1.44496614271768,0.000438,0.161625612565694,0.507838694771379,6.75859305126834,1.92360456873104,1.44496614271768,5,tail contribution grouped by initial branch
low_hidden_failure,wind_speed_11_28,CRI,10,3,3.93895971401316,1.31298657133772,1.31298657133772,0.000582,0.225599067240158,1,1,1,1.31298657133772,4,tail contribution grouped by initial branch
low_hidden_failure,wind_speed_11_28,CRI,11,7,20.8641342727591,2.98059061039416,2.98059061039416,0.000565,0.790561322064049,0.567053418246531,1.63531818411433,0,2.98059061039417,2,tail contribution grouped by initial branch
low_hidden_failure,wind_speed_11_28,CRI,14,8,26.6023144712316,3.32528930890395,3.32528930890395,0.000377,0.446488465906647,0.571347879754982,6.28362773312141,1.87984699410406,3.32528930890395,1,tail contribution grouped by initial branch
low_hidden_failure,wind_speed_11_28,CRI,42,5,12.0012781692947,2.40025563385893,2.58769235756356,0.000603,0.395136598615649,0.923441574742214,1.34166110400951,0.94427282802804,2.40025563385893,3,tail contribution grouped by initial branch
low_hidden_failure,wind_speed_11_28,SLFOR,1,2,7.52758061412286,3.76379030706143,4.78454442993148,0.000438,0.127143748554622,0.507838694771379,6.75859305126834,1.92360456873104,1.13669120260853,4,tail contribution grouped by initial branch
low_hidden_failure,wind_speed_11_28,SLFOR,2,2,4.03623755932224,2.01811877966112,2.01811877966112,0.000582,0.0513059155115741,0.507838694771379,6.75859305126834,1.92360456873104,0.60948609659683,5,tail contribution grouped by initial branch
low_hidden_failure,wind_speed_11_28,SLFOR,11,7,51.1310035376192,7.30442907680275,7.30442907680275,0.000565,0.790561322064049,0.567053418246531,1.63531818411433,0,2.98059061039417,2,tail contribution grouped by initial branch
low_hidden_failure,wind_speed_11_28,SLFOR,14,8,84.6159099757976,10.5769887469747,10.5769887469747,0.000377,0.446488465906647,0.571347879754982,6.28362773312141,1.87984699410406,3.32528930890395,1,tail contribution grouped by initial branch
low_hidden_failure,wind_speed_11_28,SLFOR,42,5,14.582764976345,2.916552995269,4.23199554609077,0.000603,0.395136598615649,0.923441574742214,1.34166110400951,0.94427282802804,2.40025563385893,3,tail contribution grouped by initial branch
low_hidden_failure,wind_speed_11_28,SLLR,10,3,3.93895971401316,1.31298657133772,1.31298657133772,0.000582,0.225599067240158,1,1,1,1.31298657133772,5,tail contribution grouped by initial branch
low_hidden_failure,wind_speed_11_28,SLLR,11,7,17.7298892753921,2.53284132505602,2.53284132505602,0.000565,0.790561322064049,0.567053418246531,1.63531818411433,0,2.98059061039417,1,tail contribution grouped by initial branch
low_hidden_failure,wind_speed_11_28,SLLR,14,9,8.98351631648888,0.998168479609876,1.28969312843143,0.000377,0.434889043919125,0.61897589311554,5.69655798499681,1.78208621698139,3.09911195551812,3,tail contribution grouped by initial branch
low_hidden_failure,wind_speed_11_28,SLLR,42,5,11.3152178476217,2.26304356952434,2.58769235756356,0.000603,0.395136598615649,0.923441574742214,1.34166110400951,0.94427282802804,2.40025563385893,2,tail contribution grouped by initial branch
low_hidden_failure,wind_speed_11_28,SLLR,46,6,6.30549969115362,1.05091661519227,1.05091661519227,0.000414,0.253844593041611,1,1,1,1.05091661519227,4,tail contribution grouped by initial branch
low_hidden_failure,wind_speed_11_28,SNVOR,1,1,1.36175849838831,1.36175849838831,1.36175849838831,0.000438,0.161625612565694,0.507838694771379,6.75859305126834,1.92360456873104,1.44496614271768,5,tail contribution grouped by initial branch
low_hidden_failure,wind_speed_11_28,SNVOR,10,3,3.93895971401316,1.31298657133772,1.31298657133772,0.000582,0.225599067240158,1,1,1,1.31298657133772,4,tail contribution grouped by initial branch
low_hidden_failure,wind_speed_11_28,SNVOR,14,9,26.6038859446196,2.95598732717995,3.16427410202352,0.000377,0.434889043919125,0.61897589311554,5.69655798499681,1.78208621698139,3.09911195551812,1,tail contribution grouped by initial branch
