parameter_set_id,metric_name,initial_branch,tail_count_11_28,tail_count_12_00,delta_tail_risk_mean,delta_chain_probability,delta_severity,delta_candidate_probability,delta_line_loading,probability_component_driver,severity_component_driver,dominant_tail_driver,recommended_fix,note
benchmark_calibrated_seed,CRI,11,9,10,0.35712218210229,0.152634230215437,-0.0439653533911457,-2.16840434497101e-19,0.00662791770272436,component_fields_missing,line_overload_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
benchmark_calibrated_seed,SNVOR,10,2,NaN,NaN,NaN,NaN,-2.16840434497101e-19,-0.0132574442172593,component_fields_missing,load_shed_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
benchmark_calibrated_seed,SNVOR,13,NaN,5,NaN,NaN,NaN,0.0635036736918795,-0.0351031732982585,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
benchmark_calibrated_seed,SNVOR,14,7,4,0.315420868824883,0.0145110758485208,0.171365924839301,0.0297523523059292,0.0248225046428995,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
benchmark_calibrated_seed,SNVOR,19,4,5,9.8285124381414,0.377802201906815,0.1277808080775,0.115247149503239,-0.0131017183705301,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
benchmark_calibrated_seed,SNVOR,20,3,2,0.57340799109354,0.10369041430263,0,-0.0682953218214999,-0.0047101622607042,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
benchmark_calibrated_seed,SNVOR,28,NaN,5,NaN,NaN,NaN,-0.0118860588753215,-0.0118625807929205,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
benchmark_calibrated_seed,SNVOR,42,4,3,0.620442535923985,0.054435288722943,0.20897689489485,-0.0773093660745152,0.0137774898358838,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
benchmark_calibrated_seed,SNVOR,46,3,NaN,NaN,NaN,NaN,0,-0.0176333259667887,component_fields_missing,line_overload_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,CRI,2,NaN,1,NaN,NaN,NaN,0.0394221748194444,0.0215506679728608,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,CRI,10,2,3,0.23014706883766,0.039544169903378,2.22044604925031e-16,8.67361737988404e-19,-0.0230413040130613,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,CRI,11,8,8,0.23830507657702,0.101362214970458,-0.0439653533911455,0,0.0014743957930432,component_fields_missing,line_overload_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,CRI,13,NaN,1,NaN,NaN,NaN,-0.0421492488009091,-0.00637732517075595,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,CRI,14,6,6,0.012665631326108,0.00113758314730533,0.00950826727545828,0.0440609153227831,0.0134119760067142,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,CRI,19,2,1,1.90508077115444,0.191571819334601,0.169699571322917,0.00207664459753604,-0.0198688460236373,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,CRI,20,NaN,1,NaN,NaN,NaN,-0.0515275884515937,-0.00802025882886559,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,CRI,28,2,3,0.636065850628774,0.134474809858091,2.66453525910038e-15,0.041980847246831,-0.0110927584398659,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,CRI,38,NaN,2,NaN,NaN,NaN,0.0264011095804951,-0.00586829841825154,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,CRI,42,3,NaN,NaN,NaN,NaN,0.00143834654670605,0.0120851158920651,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLFOR,1,NaN,1,NaN,NaN,NaN,-0.0500488878206328,0.0290821782993276,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLFOR,2,NaN,1,NaN,NaN,NaN,0.0166322333944118,0.0215506679728608,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLFOR,10,2,3,0.23014706883766,0.039544169903378,0,-0.0262123547254194,-0.0230413040130613,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLFOR,11,8,8,0.21727683424843,0.101362214970458,-0.21982676695573,0,0.0014743957930432,component_fields_missing,line_overload_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLFOR,13,NaN,1,NaN,NaN,NaN,0.00444101280469339,-0.00637732517075595,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLFOR,14,6,2,3.14254960541164,0.0342972034341833,3.61170513128746,0.0800748378064962,0.0134119760067142,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLFOR,19,1,1,2.64245325571605,0.173415244397289,0.0519880634048797,0.0596682980349869,-0.0198688460236373,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLFOR,20,NaN,1,NaN,NaN,NaN,-0.0315863915161802,-0.00802025882886559,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLFOR,28,2,3,0.636065850628774,0.134474809858091,0,0.0272204580321917,-0.0110927584398659,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLFOR,35,NaN,1,NaN,NaN,NaN,0.0275973924208334,-0.00648535452406018,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLFOR,39,2,NaN,NaN,NaN,NaN,1.73472347597681e-18,0.000989186716624846,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLFOR,42,3,2,-0.07867906192719,-0.144071542830383,1.70834796506795,-0.0286230724618231,0.0120851158920651,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLLR,10,2,3,0.23014706883766,0.039544169903378,0,1.73472347597681e-18,-0.0230413040130613,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLLR,11,8,8,0.32474951621221,0.101362214970458,0,8.67361737988404e-19,0.0014743957930432,component_fields_missing,line_overload_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLLR,14,6,4,0.0604143094597797,-0.0154422269961337,0.142884040081673,-0.0128334093920623,0.0134119760067142,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLLR,19,1,NaN,NaN,NaN,NaN,-0.0153619776301971,-0.0198688460236373,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLLR,20,NaN,1,NaN,NaN,NaN,-0.0900366552357784,-0.00802025882886559,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLLR,23,1,4,0.437141640595704,0.143831332821977,0,0.0362413556727018,-0.00485356658575697,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLLR,28,2,3,0.636065850628774,0.134474809858091,0,0.0325753022352459,-0.0110927584398659,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLLR,38,NaN,2,NaN,NaN,NaN,0.0184184919509569,-0.00586829841825154,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SLLR,42,3,NaN,NaN,NaN,NaN,-0.00946112395166671,0.0120851158920651,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SNVOR,1,NaN,1,NaN,NaN,NaN,-0.0647987849380435,0.0290821782993276,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SNVOR,2,NaN,1,NaN,NaN,NaN,0.00110341222375047,0.0215506679728608,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SNVOR,10,3,3,0.360201909705148,0.0735285840349088,-0.62438242596249,0.0030064336701688,-0.0230413040130613,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SNVOR,13,1,1,1.23576556236068,0.132501386600675,0,-0.0630805084095238,-0.00637732517075595,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SNVOR,14,6,6,0.0177661912913912,0.00113758314730533,0.0152244990367167,0.0575129918340775,0.0134119760067142,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SNVOR,19,2,1,5.54033304844192,0.191571819334601,1.4257930258846,-0.0414484146205969,-0.0198688460236373,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SNVOR,20,NaN,1,NaN,NaN,NaN,-0.0686191265742541,-0.00802025882886559,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SNVOR,23,NaN,2,NaN,NaN,NaN,-0.0248588438131458,-0.00485356658575697,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SNVOR,28,2,3,0.636065850628774,0.134474809858091,0,0.0444871664854477,-0.0110927584398659,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SNVOR,35,1,1,0.334015129642405,0.0297378645006855,0.03602053763165,0.0449277829060839,-0.00648535452406018,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SNVOR,38,1,2,0.510283750961166,0.1353537800958,0,0.0458603889496154,-0.00586829841825154,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SNVOR,42,4,NaN,NaN,NaN,NaN,0.0169996665655615,0.0120851158920651,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
high_hidden_failure,SNVOR,46,3,1,0.127461395716401,0.030787776743092,0,0,-0.0193214386965289,component_fields_missing,line_overload_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,CRI,1,1,NaN,NaN,NaN,NaN,-0.136516639897146,0.0521515633044261,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,CRI,10,3,NaN,NaN,NaN,NaN,1.0842021724855e-19,-0.0340001052528512,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,CRI,11,7,8,0.38657867288231,0.165527500044691,-0.0439653533911464,0,0.00372723543046766,component_fields_missing,line_overload_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,CRI,14,8,3,0.0565294782870698,0.001469629837827,0.0269920279300029,0.0941039046146754,0.0185499483626139,component_fields_missing,load_shed_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,CRI,19,NaN,8,NaN,NaN,NaN,0.0330679206740334,-0.0159124295001836,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,CRI,28,NaN,5,NaN,NaN,NaN,-0.012188013470674,0.00478287903954455,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,CRI,42,5,2,-0.212806016540792,-0.032375468048794,-0.00737908186207781,-0.120502271630449,0.0048263700913912,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SLFOR,1,2,NaN,NaN,NaN,NaN,-0.245240436800483,0.0521515633044261,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SLFOR,2,2,2,2.80150514605097,0.0709853315650549,0.01306147331041,2.16840434497101e-19,0.0367636112682417,component_fields_missing,line_overload_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SLFOR,11,7,8,0.34191662100676,0.165527500044691,-0.21982676695573,0,0.00372723543046766,component_fields_missing,line_overload_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SLFOR,13,NaN,2,NaN,NaN,NaN,0.178299183426632,-0.0244683206622256,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SLFOR,14,8,3,0.185601930025797,0.001469629837827,0.0892866425398502,0.0315104413762138,0.0185499483626139,component_fields_missing,load_shed_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SLFOR,19,NaN,8,NaN,NaN,NaN,0.0274416467803225,-0.0159124295001836,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SLFOR,42,5,NaN,NaN,NaN,NaN,-0.088032437695183,0.0048263700913912,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SLLR,10,3,NaN,NaN,NaN,NaN,0,-0.0340001052528512,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SLLR,11,7,8,0.53032558113492,0.165527500044691,0,0,0.00372723543046766,component_fields_missing,line_overload_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SLLR,14,9,NaN,NaN,NaN,NaN,-0.118651640800816,0.0185499483626139,component_fields_missing,load_shed_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SLLR,20,NaN,3,NaN,NaN,NaN,-0.157202094540441,-0.0121297597057909,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SLLR,23,NaN,6,NaN,NaN,NaN,0.0046675796492317,-0.0230103667761012,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SLLR,28,NaN,5,NaN,NaN,NaN,3.25260651745651e-19,0.00478287903954455,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SLLR,42,5,2,-0.0755939522062001,-0.032375468048794,0.0765584252577856,-0.104687223205083,0.0048263700913912,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SLLR,46,6,NaN,NaN,NaN,NaN,1.0842021724855e-19,-0.0168244209999904,component_fields_missing,line_overload_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SNVOR,1,1,NaN,NaN,NaN,NaN,-0.22565626177241,0.0521515633044261,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
