parameter_set_id,candidate_branch,mean_probability_11_28,mean_probability_12_00,delta_probability,mean_line_loading_11_28,mean_line_loading_12_00,delta_line_loading,mean_P_flow_11_28,mean_P_flow_12_00,delta_P_flow,mean_P_HF_L_11_28,mean_P_HF_L_12_00,delta_P_HF_L,selected_count_11_28,selected_count_12_00,delta_selected_count,probability_driver,note
benchmark_calibrated_seed,1,0.0876280484234534,0.0943815533620034,0.00675350493855004,0.490163194783141,0.528246041023106,0.0380828462399647,NaN,NaN,NaN,NaN,NaN,NaN,71,77,6,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,12,0.0512377581221852,0.0450644124198133,-0.00617334570237189,0.55151037963305,0.539231993199829,-0.0122783864332214,NaN,NaN,NaN,NaN,NaN,NaN,43,40,-3,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,13,0.180419770930944,0.168411921578886,-0.0120078493520589,0.647847020468106,0.612743847169848,-0.0351031732982585,NaN,NaN,NaN,NaN,NaN,NaN,121,118,-3,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,14,0.130932805614141,0.178178511113638,0.0472457054994971,0.668668292356775,0.693490796999674,0.0248225046428995,NaN,NaN,NaN,NaN,NaN,NaN,98,123,25,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,15,0.0122008073236618,0.00826346667803158,-0.00393734064563019,0.331774050445801,0.330204820248253,-0.0015692301975479,NaN,NaN,NaN,NaN,NaN,NaN,10,7,-3,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,16,0.0373940399395421,0.0532503093250092,0.0158562693854671,0.390332127953817,0.427766888884208,0.0374347609303907,NaN,NaN,NaN,NaN,NaN,NaN,32,47,15,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,17,0.0437701557397587,0.0571941193776008,0.0134239636378421,0.375999801691537,0.41517971259444,0.0391799109029033,NaN,NaN,NaN,NaN,NaN,NaN,36,50,14,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,18,0.154237069408787,0.156660361117381,0.00242329170859432,0.564021203245881,0.552162780992612,-0.0118584222532693,NaN,NaN,NaN,NaN,NaN,NaN,101,106,5,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,19,0.185874745892439,0.187769387134512,0.00189464124207278,0.705443721417714,0.692342003047184,-0.0131017183705301,NaN,NaN,NaN,NaN,NaN,NaN,95,104,9,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,20,0.0573729827147644,0.0509908625353142,-0.00638212017945018,0.815449325428338,0.810739163167634,-0.0047101622607042,NaN,NaN,NaN,NaN,NaN,NaN,32,30,-2,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,21,0.00678203374181571,0.0100279736472081,0.00324593990539238,0.11403425289518,0.120968768070265,0.00693451517508516,NaN,NaN,NaN,NaN,NaN,NaN,3,6,3,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,22,0.00488357531824824,0.00995271298288667,0.00506913766463844,0.112992189673733,0.122113471146279,0.00912128147254603,NaN,NaN,NaN,NaN,NaN,NaN,7,10,3,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,23,0.18428077231859,0.190928210691889,0.00664743837329901,0.672512704676344,0.649184880736712,-0.0233278239396318,NaN,NaN,NaN,NaN,NaN,NaN,103,109,6,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,24,0.0161228532540261,0.0105359575262692,-0.00558689572775683,0.318428791566108,0.327555684699155,0.00912689313304788,NaN,NaN,NaN,NaN,NaN,NaN,7,7,0,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,25,0.0570735794064263,0.0579470978753076,0.000873518468881264,0.528245562654903,0.534550363547325,0.00630480089242236,NaN,NaN,NaN,NaN,NaN,NaN,37,49,12,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,26,0.0208199473562145,0.0178662453263299,-0.00295370202988457,0.403173229251463,0.403255230385901,8.20011344384031e-05,NaN,NaN,NaN,NaN,NaN,NaN,8,5,-3,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,27,0.177351347452144,0.207379024192821,0.0300276767406769,0.825129138680299,0.842548881527748,0.0174197428474482,NaN,NaN,NaN,NaN,NaN,NaN,132,156,24,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,28,0.0261771071613797,0.0236114285464437,-0.00256567861493595,0.545925079748142,0.534062498955222,-0.0118625807929205,NaN,NaN,NaN,NaN,NaN,NaN,11,13,2,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,29,0.0148767075227723,0.0144307287968162,-0.000445978725956062,0.210300655524309,0.211475588515537,0.00117493299122856,NaN,NaN,NaN,NaN,NaN,NaN,14,12,-2,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,30,0.0314482633981691,0.0331740840166196,0.00172582061845048,0.33197577626928,0.337768736132462,0.00579295986318223,NaN,NaN,NaN,NaN,NaN,NaN,24,23,-1,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,31,0.0558186740775531,0.0675995435920474,0.0117808695144943,0.281850078835206,0.305011168378921,0.0231610895437151,NaN,NaN,NaN,NaN,NaN,NaN,29,36,7,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,32,0.001612970515,0.001612970515,0,0.175310804002843,0.169023037122187,-0.00628776688065608,NaN,NaN,NaN,NaN,NaN,NaN,1,3,2,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,33,0.00963445492784155,0.00890101826079143,-0.000733436667050124,0.730666863645403,0.726669370531984,-0.00399749311341946,NaN,NaN,NaN,NaN,NaN,NaN,2,4,2,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,34,0.00176644034921875,0.00112395002499999,-0.000642490324218755,0.631323519709346,0.636825512404033,0.00550199269468743,NaN,NaN,NaN,NaN,NaN,NaN,1,1,0,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,35,0.0261048524185393,0.0237751022817915,-0.00232975013674779,0.650392633987052,0.644264845248876,-0.00612778873817665,NaN,NaN,NaN,NaN,NaN,NaN,12,13,1,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,36,0.016527414962422,0.0163886258002176,-0.000138789162204344,0.194341313723757,0.192686548852429,-0.00165476487132782,NaN,NaN,NaN,NaN,NaN,NaN,15,13,-2,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,37,0.0206973284331837,0.0197128447027463,-0.000984483730437399,0.743640296432582,0.733681484427754,-0.00995881200482862,NaN,NaN,NaN,NaN,NaN,NaN,2,0,-2,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,38,0.0390393611707149,0.0339238133430498,-0.00511554782766503,0.585547696896552,0.5773391781737,-0.00820851872285233,NaN,NaN,NaN,NaN,NaN,NaN,24,24,0,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,39,0.001543110445,0.001543110445,2.16840434497101e-19,0.635649334536175,0.635676827103881,2.74925677055116e-05,NaN,NaN,NaN,NaN,NaN,NaN,2,1,-1,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,40,0.10005513001508,0.116252679652999,0.0161975496379186,0.383896728452693,0.432477698231017,0.0485809697783237,NaN,NaN,NaN,NaN,NaN,NaN,61,73,12,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,41,0.001555086457,0.001555086457,-4.33680868994202e-19,0.624870121823763,0.630341735267764,0.00547161344400049,NaN,NaN,NaN,NaN,NaN,NaN,0,3,3,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,42,0.102426928509457,0.128197611725223,0.0257706832157659,0.543645493252913,0.557422983088797,0.0137774898358838,NaN,NaN,NaN,NaN,NaN,NaN,66,86,20,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,43,0.001575046477,0.001575046477,2.16840434497101e-19,0.196420587593439,0.184471851374774,-0.011948736218665,NaN,NaN,NaN,NaN,NaN,NaN,2,3,1,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,44,0.00112395002499999,0.00112395002499999,-2.16840434497101e-19,0.273555393354168,0.261939090554217,-0.0116163027999511,NaN,NaN,NaN,NaN,NaN,NaN,0,1,1,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,45,0.00155009645199999,0.00268084379463646,0.00113074734263647,0.487267474873232,0.466808121571979,-0.0204593533012528,NaN,NaN,NaN,NaN,NaN,NaN,3,2,-1,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
benchmark_calibrated_seed,46,0.001512172414,0.00378663215793164,0.00227445974393164,0.598930565748396,0.581297239781607,-0.0176333259667887,NaN,NaN,NaN,NaN,NaN,NaN,0,2,2,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,1,0.0947743301398577,0.107105251540916,0.0123309214010578,0.505414529712326,0.534496708011653,0.0290821782993276,NaN,NaN,NaN,NaN,NaN,NaN,84,101,17,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,2,0.0294319723378351,0.0354576091518555,0.00602563681402042,0.247155755817819,0.268706423790679,0.0215506679728608,NaN,NaN,NaN,NaN,NaN,NaN,26,32,6,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,3,0.230795068437061,0.26696105893305,0.0361659904959886,0.854921390285899,0.892090264494938,0.0371688742090394,NaN,NaN,NaN,NaN,NaN,NaN,173,199,26,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,4,0.0439531260312253,0.038518450149594,-0.0054346758816313,0.44981709174307,0.446840726318648,-0.00297636542442209,NaN,NaN,NaN,NaN,NaN,NaN,30,31,1,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,5,0.00861665905688297,0.0113739787056767,0.00275731964879371,0.469783084489582,0.50190929964598,0.032126215156398,NaN,NaN,NaN,NaN,NaN,NaN,6,7,1,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,6,0.0773655733150836,0.0893871090067365,0.0120215356916529,0.444339111993568,0.435666125811255,-0.00867298618231355,NaN,NaN,NaN,NaN,NaN,NaN,69,80,11,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,7,0.0352801523473031,0.0332075772289054,-0.00207257511839765,0.305158464115528,0.315130571859494,0.00997210774396556,NaN,NaN,NaN,NaN,NaN,NaN,26,23,-3,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,8,0.168563965907399,0.172671087447602,0.00410712154020262,0.620317036103739,0.601502631651108,-0.0188144044526312,NaN,NaN,NaN,NaN,NaN,NaN,124,129,5,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,9,0.0691077709876639,0.0594084290686186,-0.00969934191904528,0.526867540689661,0.517335622269772,-0.00953191841988965,NaN,NaN,NaN,NaN,NaN,NaN,45,48,3,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,10,0.0617654095337534,0.0510428388848342,-0.0107225706489192,0.56312480546418,0.540083501451119,-0.0230413040130613,NaN,NaN,NaN,NaN,NaN,NaN,54,47,-7,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,11,0.0188533036628972,0.0239447769195416,0.00509147325664448,0.387238568637227,0.38871296443027,0.0014743957930432,NaN,NaN,NaN,NaN,NaN,NaN,13,23,10,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,12,0.0637630597613075,0.051285488691021,-0.0124775710702865,0.561876777460338,0.533872796690993,-0.0280039807693443,NaN,NaN,NaN,NaN,NaN,NaN,54,48,-6,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,13,0.174585875607646,0.177520198724977,0.0029343231173308,0.633519676179411,0.627142351008655,-0.00637732517075595,NaN,NaN,NaN,NaN,NaN,NaN,133,139,6,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,14,0.142347347680784,0.178272730647751,0.0359253829669663,0.679137706616884,0.692549682623598,0.0134119760067142,NaN,NaN,NaN,NaN,NaN,NaN,116,145,29,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,15,0.0264981669471459,0.0139909767213879,-0.0125071902257581,0.339438842604219,0.328657037688967,-0.0107818049152512,NaN,NaN,NaN,NaN,NaN,NaN,26,11,-15,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,16,0.0484312394348752,0.0580426485175211,0.00961140908264592,0.386517284124299,0.424356445187761,0.0378391610634622,NaN,NaN,NaN,NaN,NaN,NaN,41,48,7,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,17,0.054983211036607,0.0644879450702386,0.00950473403363159,0.371962244348279,0.41184329153206,0.0398810471837813,NaN,NaN,NaN,NaN,NaN,NaN,47,60,13,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,18,0.163225670492554,0.16730125700341,0.00407558651085679,0.557547019466646,0.556683347588498,-0.000863671878148176,NaN,NaN,NaN,NaN,NaN,NaN,118,126,8,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,19,0.188816061520588,0.19016874510878,0.00135268358819246,0.707153319057775,0.687284473034138,-0.0198688460236373,NaN,NaN,NaN,NaN,NaN,NaN,128,125,-3,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,20,0.0587017062135617,0.0549210232462063,-0.00378068296735542,0.812119974070274,0.804099715241408,-0.00802025882886559,NaN,NaN,NaN,NaN,NaN,NaN,36,38,2,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,21,0.0112992635539504,0.0111151120259646,-0.000184151527985725,0.118855314639302,0.123106087639948,0.0042507730006469,NaN,NaN,NaN,NaN,NaN,NaN,8,6,-2,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,22,0.0121669760478178,0.00921135363349459,-0.00295562241432324,0.120405886549245,0.120092856253549,-0.000313030295695557,NaN,NaN,NaN,NaN,NaN,NaN,13,8,-5,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,23,0.180043181219184,0.188443889715359,0.00840070849617583,0.658731153548235,0.653877586962478,-0.00485356658575697,NaN,NaN,NaN,NaN,NaN,NaN,123,133,10,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,24,0.0279284928114086,0.0258695382140784,-0.00205895459733021,0.32901798725196,0.329990096846869,0.000972109594908677,NaN,NaN,NaN,NaN,NaN,NaN,28,22,-6,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,25,0.0668136849817572,0.0677732050306245,0.000959520048867291,0.535225086549913,0.536715454926727,0.00149036837681382,NaN,NaN,NaN,NaN,NaN,NaN,50,53,3,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,26,0.0308777735348887,0.027869986956269,-0.00300778657861966,0.406524241240662,0.406165969038521,-0.00035827220214163,NaN,NaN,NaN,NaN,NaN,NaN,19,16,-3,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,27,0.175570299209384,0.191029533923435,0.0154592347140511,0.821060409977048,0.83358822181873,0.0125278118416827,NaN,NaN,NaN,NaN,NaN,NaN,143,152,9,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,28,0.0282932662511079,0.025337477012033,-0.00295578923907489,0.539910173069565,0.528817414629699,-0.0110927584398659,NaN,NaN,NaN,NaN,NaN,NaN,18,14,-4,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,29,0.0207831279669347,0.0220972051262699,0.00131407715933525,0.206573628700385,0.20869130571813,0.00211767701774443,NaN,NaN,NaN,NaN,NaN,NaN,18,25,7,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,30,0.0406650088797723,0.0369137389083078,-0.00375126997146451,0.340690424757844,0.33803388195139,-0.00265654280645405,NaN,NaN,NaN,NaN,NaN,NaN,35,25,-10,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,31,0.0585626311609156,0.0679777496799693,0.00941511851905368,0.281363723172246,0.303772056237917,0.0224083330656703,NaN,NaN,NaN,NaN,NaN,NaN,34,39,5,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,32,0.00649486287499997,0.00649486287499997,-1.73472347597681e-18,0.179346022077897,0.176206554663409,-0.00313946741448776,NaN,NaN,NaN,NaN,NaN,NaN,3,5,2,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,33,0.0120144293595772,0.0123436281128764,0.000329198753299148,0.731662600084939,0.727550492905156,-0.00411210717978328,NaN,NaN,NaN,NaN,NaN,NaN,5,5,0,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,34,0.00600975062500001,0.00600975062500001,1.73472347597681e-18,0.631169896548494,0.636555986249185,0.00538608970069132,NaN,NaN,NaN,NaN,NaN,NaN,3,7,4,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,35,0.027813746823176,0.0249110822101442,-0.00290266461303176,0.647136916754737,0.640651562230677,-0.00648535452406018,NaN,NaN,NaN,NaN,NaN,NaN,22,20,-2,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,36,0.0226016488898815,0.0236258585123487,0.00102420962246718,0.194850962157885,0.195616647419619,0.000765685261733401,NaN,NaN,NaN,NaN,NaN,NaN,20,27,7,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,37,0.0182908088121923,0.017453911177088,-0.000836897635104281,0.73654356534272,0.72878759473534,-0.00775597060737954,NaN,NaN,NaN,NaN,NaN,NaN,4,8,4,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,38,0.0406560383555752,0.0406112620828633,-4.47762727119466e-05,0.581275239755551,0.5754069413373,-0.00586829841825154,NaN,NaN,NaN,NaN,NaN,NaN,28,28,0,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,39,0.00751740116771977,0.00642556112499998,-0.00109184004271978,0.634512287427393,0.635501474144018,0.000989186716624846,NaN,NaN,NaN,NaN,NaN,NaN,8,4,-4,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,40,0.095311556220719,0.1167563319063,0.0214447756855806,0.387773121196581,0.433138149862503,0.0453650286659215,NaN,NaN,NaN,NaN,NaN,NaN,63,88,25,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,41,0.00643744142499998,0.00643744142499998,-2.60208521396521e-18,0.626332015243794,0.629984459383516,0.00365244413972177,NaN,NaN,NaN,NaN,NaN,NaN,6,4,-2,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,42,0.112849292384302,0.13073637828108,0.0178870858967787,0.540950648021866,0.553035763913931,0.0120851158920651,NaN,NaN,NaN,NaN,NaN,NaN,69,89,20,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,43,0.00645724192499998,0.00645724192499998,0,0.198925113351319,0.187403460016044,-0.0115216533352752,NaN,NaN,NaN,NaN,NaN,NaN,7,6,-1,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,44,0.00635485513499977,0.00640982072403244,5.49655890326765e-05,0.276213772848966,0.261128266666371,-0.0150855061825947,NaN,NaN,NaN,NaN,NaN,NaN,4,7,3,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,45,0.00975211624064623,0.00942534231935525,-0.000326773921290982,0.485751520413507,0.472277772001175,-0.0134737484123321,NaN,NaN,NaN,NaN,NaN,NaN,4,4,0,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
high_hidden_failure,46,0.0105653011145331,0.00973910637638277,-0.00082619473815029,0.60153677203896,0.582215333342431,-0.0193214386965289,NaN,NaN,NaN,NaN,NaN,NaN,3,4,1,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
low_hidden_failure,1,0.0805980781356196,0.101655265765798,0.021057187630178,0.488288454814946,0.540440018119372,0.0521515633044261,NaN,NaN,NaN,NaN,NaN,NaN,67,83,16,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
low_hidden_failure,2,0.0189440768276315,0.0337227317082714,0.01477865488064,0.234663592175942,0.271427203444184,0.0367636112682417,NaN,NaN,NaN,NaN,NaN,NaN,15,29,14,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
low_hidden_failure,3,0.228634904277641,0.253336818285653,0.0247019140080116,0.858654246905196,0.883468902208294,0.0248146553030982,NaN,NaN,NaN,NaN,NaN,NaN,149,172,23,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
low_hidden_failure,4,0.0357525461007754,0.0454135425905893,0.0096609964898139,0.449039972473748,0.464898962523099,0.0158589900493509,NaN,NaN,NaN,NaN,NaN,NaN,30,33,3,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
low_hidden_failure,5,0.000611182852850739,0.000638848215090205,2.76653622394667e-05,0.465022645529532,0.497593208652432,0.0325705631228994,NaN,NaN,NaN,NaN,NaN,NaN,0,2,2,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
low_hidden_failure,6,0.0425791557386821,0.0623739694409396,0.0197948137022576,0.415694134787852,0.423946151907544,0.00825201711969176,NaN,NaN,NaN,NaN,NaN,NaN,32,54,22,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
low_hidden_failure,7,0.0190818328623064,0.0272739457499931,0.00819211288768677,0.299520879215148,0.318625704277845,0.0191048250626963,NaN,NaN,NaN,NaN,NaN,NaN,12,22,10,component_fields_missing,Paired candidate-branch delta from existing after-curve-fix trace; diagnostic only.
