parameter_set_id,scenario_id,candidate_branch,candidate_count,selected_count,mean_candidate_probability,p95_candidate_probability,max_candidate_probability,mean_P_flow,mean_P_HF_D,mean_P_HF_L,mean_P_mis_r,mean_P1,mean_P2,mean_P3,mean_P_L,mean_line_loading_pu,component_status,note
low_hidden_failure,wind_speed_11_28,18,706,102,0.161977917821014,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.571478234135263,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,19,663,90,0.180871542271666,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.699734451286315,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,20,703,22,0.0526511755268995,0.43380854485758,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.817443171323783,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,21,766,3,0.00706081514862857,0.00053690460427,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.116577922412458,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,22,764,3,0.00500241272579205,0.00052390720414,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.117617824908362,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,23,705,106,0.181963102748415,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.671346595262549,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,24,910,11,0.0157752671860548,0.00048691460377,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.31640178168663,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,25,912,34,0.0588778981465893,0.55112948670427,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.529191472294794,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,26,911,8,0.0221230499086045,0.00041592880306,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.405083286349698,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,27,851,133,0.180630103829914,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.829895804355129,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,28,853,13,0.0271803238328217,0.00058289540473,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.543730209163391,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,29,886,11,0.0121710674372245,0.000709870006,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.213179973584701,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,30,906,23,0.0326774834122173,0.0007598600065,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.338362896230658,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,31,903,35,0.0635976471126641,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.293251744046525,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,32,841,0,0.000624887005149999,0.00062488700515,0.00062488700515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.176177446291841,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,33,809,0,0.00874666707086151,0.00013498500025,0.991465053094048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.731402601099109,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,34,815,0,0.000492499372788895,0.00013498500025,0.29150919861945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.63213993166038,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,35,829,12,0.0271453280754499,0.00062388720514,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.649055923471506,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,36,827,11,0.0127754059685066,0.00069187360582,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.196076044690445,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,37,807,1,0.0172109799040022,0.00061188960502,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.745063330686837,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,38,828,23,0.039887204620525,0.00048691460377,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.583098719861143,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,39,808,0,0.000554901004450003,0.00055490100445,0.00055490100445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.635993937636033,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,40,849,66,0.107721449892621,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.402506473048671,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,41,859,0,0.000566898604570001,0.00056689860457,0.00056689860457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.625572565658135,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,42,836,73,0.119049488138933,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.561847740357369,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,43,846,1,0.000586894604770002,0.00058689460477,0.00058689460477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.196299316990138,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,44,847,0,0.000134985000249999,0.00013498500025,0.00013498500025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.273088284098163,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,45,849,0,0.000561899604519998,0.00056189960452,0.00056189960452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.486154018543407,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_11_28,46,838,0,0.00052390720414,0.00052390720414,0.00052390720414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.599788002996361,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,1,860,83,0.101655265765798,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.540440018119372,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,2,900,29,0.0337227317082714,0.00069187360582,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.271427203444184,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,3,742,172,0.253336818285653,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.883468902208294,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,4,883,33,0.0454135425905893,0.069882833300378,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.464898962523099,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,5,896,2,0.000638848215090205,0.00058689460477,0.0471373294516731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.497593208652432,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,6,916,54,0.0623739694409396,0.962149045737234,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.423946151907544,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,7,938,22,0.0272739457499931,0.00054390320434,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.318625704277845,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,8,739,110,0.154824634324895,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.572768556671795,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,9,920,26,0.0465400058349001,0.204574185323691,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.516222803105848,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,10,853,29,0.0297731229789903,0.00069187360582,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.517583734998503,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,11,885,13,0.0166025166460946,0.00067487700565,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.386591165160095,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,12,859,36,0.0431345385936457,0.00037293740263,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.523087316855774,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,13,737,122,0.179344927988881,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.628322127403282,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,14,686,122,0.170988213122097,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.685717377183356,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,15,905,2,0.00234263626122399,0.00013298540023,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.322155700810626,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,16,896,38,0.0460900969040336,0.348591859431677,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.434949780971976,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,17,901,43,0.0527027145355312,0.526725234749083,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.421906843719153,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,18,724,104,0.158093644395061,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.556634710415189,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,19,673,94,0.180892251056194,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.683822021786131,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,20,712,25,0.048354150997729,0.434958998073649,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.805313411617992,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,21,795,1,0.00682283602185322,0.00053690460427,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.111429182239595,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,22,795,1,0.0043234701277511,0.00052390720414,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.114294218047021,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,23,726,108,0.183958939818063,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.648336228486448,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,24,936,9,0.0148769726003987,0.00048691460377,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.324503004496589,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,25,937,44,0.069961410622915,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.549402959833707,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,26,940,10,0.0243957964627617,0.00041592880306,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.414660460328171,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,27,866,146,0.203735212742734,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.837203541095559,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,28,891,12,0.024476347628683,0.00058289540473,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.548513088202935,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,29,919,11,0.0123691164958756,0.000709870006,0.988908930657257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.213911786839463,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,30,937,25,0.0437747783645705,0.401717030073141,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.353666912376815,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,31,931,39,0.0708729879854072,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.310429156314957,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,32,856,0,0.000624887005149999,0.00062488700515,0.00062488700515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.173615384172774,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,33,827,0,0.00887725832672469,0.00013498500025,0.886885188795603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.728909847516618,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,34,826,0,0.000134985000249999,0.00013498500025,0.00013498500025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.637925139922163,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,35,869,11,0.023624488190062,0.00062388720514,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.652422026982479,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,36,870,11,0.0144754339698776,0.00069187360582,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.187141180706636,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,37,852,0,0.0234116562880433,0.00061188960502,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.73875756681416,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,38,870,22,0.0372506142965048,0.00048691460377,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.588326987551266,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,39,859,0,0.000554901004450003,0.00055490100445,0.00055490100445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.636573042344275,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,40,877,75,0.117788507367194,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.43604451091425,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,41,876,2,0.000566898604570001,0.00056689860457,0.00056689860457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.630858146102005,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,42,863,83,0.131558113620536,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.56667411044876,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,43,877,0,0.000586894604770001,0.00058689460477,0.00058689460477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.186048100308447,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,44,876,0,0.00103654640911142,0.00013498500025,0.39688281198551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.259979382343746,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,45,876,1,0.00354163726339268,0.00056189960452,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.471280802503513,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
low_hidden_failure,wind_speed_12_00,46,867,0,0.00398230198890076,0.00052390720414,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.582963581996371,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,1,856,71,0.0876280484234534,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.490163194783141,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,2,892,19,0.0218253107316906,0.001679836582,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.236141257868601,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,3,762,146,0.222605054907121,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.845417909437964,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,4,879,25,0.0327374052766314,0.0227197272748931,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.453188961027179,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,5,887,2,0.001575046477,0.001575046477,0.001575046477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.465812939590384,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,6,901,42,0.0512521747835769,0.382092196423018,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.41957760818085,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
