parameter_set_id,scenario_id,sample_variant,sigma,metric_name,var_value,sample_count,valid_sample_count,chain_probability_status_summary,stage_probability_mode,wind_power_curve_profile,quantile_rule,source_file,note
low_hidden_failure,concentrated_bus34,full_event_chain_risk_display,0.9,SLLR,6.03,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,full_event_chain_risk_display,0.98,SLFOR,18.3608542163073,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,full_event_chain_risk_display,0.98,SNVOR,6.85,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,full_event_chain_risk_display,0.98,CRI_recomputed,6.85,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,full_event_chain_risk_display,0.98,CRI_basic_reference,6.85,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,severity_only_reference,0.9,SLLR,1,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,severity_only_reference,0.9,SLFOR,1,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,severity_only_reference,0.9,SNVOR,1,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,severity_only_reference,0.9,CRI_recomputed,1,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,severity_only_reference,0.9,CRI_basic_reference,1,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,severity_only_reference,0.95,SLLR,1,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,severity_only_reference,0.95,SLFOR,1.93621790772862,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,severity_only_reference,0.95,SNVOR,1,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,severity_only_reference,0.95,CRI_recomputed,1,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,severity_only_reference,0.95,CRI_basic_reference,1,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,severity_only_reference,0.98,SLLR,1,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,severity_only_reference,0.98,SLFOR,3.6322505964947,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,severity_only_reference,0.98,SNVOR,1,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,severity_only_reference,0.98,CRI_recomputed,1.11029459614503,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,concentrated_bus34,severity_only_reference,0.98,CRI_basic_reference,1.11029459614503,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,full_event_chain_risk_display,0.9,SLLR,0.939139772753968,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,full_event_chain_risk_display,0.9,SLFOR,1.55470556533758,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,full_event_chain_risk_display,0.9,SNVOR,0.925974720429194,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,full_event_chain_risk_display,0.9,CRI_recomputed,1.07303316819657,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,full_event_chain_risk_display,0.9,CRI_basic_reference,1.07303316819657,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,full_event_chain_risk_display,0.95,SLLR,1.78838861366096,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,full_event_chain_risk_display,0.95,SLFOR,4.0071458201574,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,full_event_chain_risk_display,0.95,SNVOR,1.8859335253288,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,full_event_chain_risk_display,0.95,CRI_recomputed,2.1820718279891,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,full_event_chain_risk_display,0.95,CRI_basic_reference,2.1820718279891,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,full_event_chain_risk_display,0.98,SLLR,2.18744961731814,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,full_event_chain_risk_display,0.98,SLFOR,10.4866787738055,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,full_event_chain_risk_display,0.98,SNVOR,3.80314304835233,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,full_event_chain_risk_display,0.98,CRI_recomputed,3.38181878719102,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,full_event_chain_risk_display,0.98,CRI_basic_reference,3.38181878719102,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,severity_only_reference,0.9,SLLR,1,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,severity_only_reference,0.9,SLFOR,2.0883393408129,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,severity_only_reference,0.9,SNVOR,1,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,severity_only_reference,0.9,CRI_recomputed,1,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,severity_only_reference,0.9,CRI_basic_reference,1,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,severity_only_reference,0.95,SLLR,1,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,severity_only_reference,0.95,SLFOR,2.85476041608016,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,severity_only_reference,0.95,SNVOR,1.92682338253775,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,severity_only_reference,0.95,CRI_recomputed,1.37781524398594,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,severity_only_reference,0.95,CRI_basic_reference,1.37781524398594,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,severity_only_reference,0.98,SLLR,1,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,severity_only_reference,0.98,SLFOR,6.37291437566126,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,severity_only_reference,0.98,SNVOR,3.23577202129435,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,severity_only_reference,0.98,CRI_recomputed,2.00249570122808,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,distributed_30_39,severity_only_reference,0.98,CRI_basic_reference,2.00249570122808,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,wind_speed_11_28,full_event_chain_risk_display,0.9,SLLR,0.795551061567551,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,wind_speed_11_28,full_event_chain_risk_display,0.9,SLFOR,1.05091661519227,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,wind_speed_11_28,full_event_chain_risk_display,0.9,SNVOR,0.745921774125612,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,wind_speed_11_28,full_event_chain_risk_display,0.9,CRI_recomputed,0.679216874155423,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,wind_speed_11_28,full_event_chain_risk_display,0.9,CRI_basic_reference,0.679216874155423,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,wind_speed_11_28,full_event_chain_risk_display,0.95,SLLR,0.961727898507181,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,wind_speed_11_28,full_event_chain_risk_display,0.95,SLFOR,2.01811877966112,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,wind_speed_11_28,full_event_chain_risk_display,0.95,SNVOR,1.05091661519227,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,wind_speed_11_28,full_event_chain_risk_display,0.95,CRI_recomputed,1.31298657133772,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,wind_speed_11_28,full_event_chain_risk_display,0.95,CRI_basic_reference,1.31298657133772,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,wind_speed_11_28,full_event_chain_risk_display,0.98,SLLR,2.53284132505602,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,wind_speed_11_28,full_event_chain_risk_display,0.98,SLFOR,7.30442907680275,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
low_hidden_failure,wind_speed_11_28,full_event_chain_risk_display,0.98,SNVOR,2.58769235756356,460,460,full_event_available,bernoulli_full_event,paper_2_12_20,empirical_quantile,C:\Users\24186\Documents\New project 13\results\calibration\full_event_formal_var_pilot_after_curve_fix\low_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,After-curve-fix full-event metric reconstruction; not final benchmark.
