branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,original_slack_in_main_island,new_slack_bus,pf_converged_before_shedding,pf_converged_after_shedding,corrective_load_shed_mw,load_shed_mw,num_overloaded_lines,max_line_loading_pu,num_voltage_violations,max_voltage_deviation_pu,SLLR,SLFOR,SNVOR,CRI,main_island_load_share,original_slack_island_load_share,main_island_selection_reason
18,10,11,1,1,0,0,0,1,31,1,1,0,0,1,1.06285525685662,0,0,0,0.0628552568566181,0,0.0125710513713236,1,1,original_slack_island_has_sufficient_load
19,10,13,1,1,0,0,0,1,31,1,1,0,0,2,1.07010434644374,0,0,0,0.140208692887476,0,0.0280417385774952,1,1,original_slack_island_has_sufficient_load
20,10,32,2,1,0,611.748044700382,264.871923809524,1,31,1,1,0,0,0,0.960443472761809,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
21,12,11,1,1,0,0,0,1,31,1,1,0,0,0,0.790941550419508,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
22,12,13,1,1,0,0,0,1,31,1,1,0,0,0,0.790080101450641,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
23,13,14,1,1,0,0,0,1,31,1,1,0,0,2,1.27614695992916,0,0,0,0.552293919858319,0,0.110458783971664,1,1,original_slack_island_has_sufficient_load
24,14,15,1,1,0,0,0,1,31,1,1,0,0,0,0.799118514341729,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
25,15,16,1,1,0,0,0,1,31,1,1,0,0,0,0.798084557079636,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
26,16,17,1,1,0,0,0,1,31,1,1,0,0,0,0.834072114596196,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
27,16,19,2,1,680,1137.16861802207,529.743847619048,1,31,1,1,0,680,0,0.875258765053586,0,0,0.10872641396303,0,0,0.0652358483778179,0.89127358603697,0.89127358603697,original_slack_island_has_sufficient_load
28,16,21,1,1,0,0,0,1,31,1,1,0,0,1,1.09242605276761,0,0,0,0.0924260527676062,0,0.0184852105535212,1,1,original_slack_island_has_sufficient_load
29,16,24,1,1,0,0,0,1,31,1,1,0,0,0,0.797893795220829,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
30,17,18,1,1,0,0,0,1,31,1,1,0,0,0,0.815001960481963,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
31,17,27,1,1,0,0,0,1,31,1,1,0,0,0,0.794605315408215,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
32,19,20,2,1,680,535.473611590269,264.871923809524,1,31,1,1,0,680,1,1.02895064623396,0,0,0.10872641396303,0.0289506462339559,0,0.0710259776246091,0.89127358603697,0.89127358603697,original_slack_island_has_sufficient_load
33,19,33,2,1,0,601.695006431801,264.871923809524,1,31,1,1,0,0,0,0.969627745113739,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
34,20,34,2,1,0,535.473611590269,264.871923809524,1,31,1,1,0,0,0,0.927694150556269,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
35,21,22,1,1,0,0,0,1,31,1,1,0,0,3,1.5459448847842,0,0,0,1.63783465435259,0,0.327566930870517,1,1,original_slack_island_has_sufficient_load
36,22,23,1,1,0,0,0,1,31,1,1,0,0,0,0.792132315503438,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
37,22,35,2,1,0,611.426917417108,264.871923809524,1,31,1,1,0,0,0,0.975652728457977,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
38,23,24,1,1,0,0,0,1,31,1,1,0,0,2,1.10362080551327,0,0,0,0.207241611026539,0,0.0414483222053078,1,1,original_slack_island_has_sufficient_load
39,23,36,2,1,0,563.34201131327,264.871923809524,1,31,1,1,0,0,0,0.941413449667891,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
40,25,26,1,1,0,0,0,1,31,1,1,0,0,0,0.887355169382053,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
41,25,37,2,1,0,552.722204430046,264.871923809524,1,31,1,1,0,0,0,0.8914517328114,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
42,26,27,1,1,0,0,0,1,31,1,1,0,0,1,1.0155038572374,0,0,0,0.0155038572373956,0,0.00310077144747911,1,1,original_slack_island_has_sufficient_load
43,26,28,1,1,0,0,0,1,31,1,1,0,0,0,0.794075895687733,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
44,26,29,1,1,0,0,0,1,31,1,1,0,0,0,0.79533425237122,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
45,28,29,1,1,0,0,0,1,31,1,1,0,0,0,0.796263057150112,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
46,29,38,2,1,0,707.292503777474,264.871923809524,1,31,1,1,0,0,2,1.03180868358771,0,0,0,0.0636173671754183,0,0.0127234734350837,1,1,original_slack_island_has_sufficient_load
