branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,original_slack_in_main_island,new_slack_bus,pf_converged_before_shedding,pf_converged_after_shedding,corrective_load_shed_mw,load_shed_mw,num_overloaded_lines,max_line_loading_pu,num_voltage_violations,max_voltage_deviation_pu,SLLR,SLFOR,SNVOR,CRI,main_island_load_share,original_slack_island_load_share,main_island_selection_reason
35,21,22,1,1,0,0,0,1,31,1,1,0,0,2,1.52603499701842,0,0,0,1.05206999403683,0,0.210413998807367,1,1,original_slack_island_has_sufficient_load
36,22,23,1,1,0,0,0,1,31,1,1,0,0,0,0.789730172720607,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
37,22,35,2,1,0,599.182907562498,343.98265,1,31,1,1,0,0,0,0.987188865470413,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
38,23,24,1,1,0,0,0,1,31,1,1,0,0,2,1.08314153848627,0,0,0,0.166283076972532,0,0.0332566153945065,1,1,original_slack_island_has_sufficient_load
39,23,36,2,1,0,563.7643202371,343.98265,1,31,1,1,0,0,0,0.961216202456321,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
40,25,26,1,1,0,0,0,1,31,1,1,0,0,0,0.920601043445863,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
41,25,37,2,1,0,555.947986218069,343.98265,1,31,1,1,0,0,0,0.948723400424977,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
42,26,27,1,1,0,0,0,1,31,1,1,0,0,0,0.988330786003069,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
43,26,28,1,1,0,0,0,1,31,1,1,0,0,0,0.791590801854448,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
44,26,29,1,1,0,0,0,1,31,1,1,0,0,0,0.792809876399453,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
45,28,29,1,1,0,0,0,1,31,1,1,0,0,0,0.793383876158944,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
46,29,38,2,1,0,669.767995566685,343.98265,1,31,1,1,0,0,2,1.04215973063691,0,0,0,0.084319461273819,0,0.0168638922547638,1,1,original_slack_island_has_sufficient_load
