branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,original_slack_in_main_island,new_slack_bus,pf_converged_before_shedding,pf_converged_after_shedding,corrective_load_shed_mw,load_shed_mw,num_overloaded_lines,max_line_loading_pu,num_voltage_violations,max_voltage_deviation_pu,SLLR,SLFOR,SNVOR,CRI,main_island_load_share,original_slack_island_load_share,main_island_selection_reason
24,14,15,1,1,0,0,0,1,31,1,1,0,0,0,0.793215853187127,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
25,15,16,1,1,0,0,0,1,31,1,1,0,0,0,0.783116503474868,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
26,16,17,1,1,0,0,0,1,31,1,1,0,0,0,0.822787518345567,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
27,16,19,2,1,680,1132.92711909847,875.5922,1,31,1,1,0,680,0,0.941572997645909,0,0,0.10872641396303,0,0,0.0652358483778179,0.89127358603697,0.89127358603697,original_slack_island_has_sufficient_load
28,16,21,1,1,0,0,0,1,31,1,1,0,0,1,1.0483156262218,0,0,0,0.0483156262217956,0,0.00966312524435913,1,1,original_slack_island_has_sufficient_load
29,16,24,1,1,0,0,0,1,31,1,1,0,0,0,0.793377735649835,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
30,17,18,1,1,0,0,0,1,31,1,1,0,0,0,0.787245763390779,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
31,17,27,1,1,0,0,0,1,31,1,1,0,0,0,0.789822511907622,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
32,19,20,2,1,680,552.415240089317,437.7961,1,31,1,1,0,680,0,0.99566785394085,0,0,0.10872641396303,0,0,0.0652358483778179,0.89127358603697,0.89127358603697,original_slack_island_has_sufficient_load
33,19,33,2,1,0,580.511879009156,437.7961,1,31,1,1,0,0,1,1.03332874947968,0,0,0,0.0333287494796846,0,0.00666574989593691,1,1,original_slack_island_has_sufficient_load
34,20,34,2,1,0,552.415240089317,437.7961,1,31,1,1,0,0,1,1.01375597389481,0,0,0,0.0137559738948105,0,0.00275119477896211,1,1,original_slack_island_has_sufficient_load
35,21,22,1,1,0,0,0,1,31,1,1,0,0,2,1.5025399664465,0,0,0,1.00507993289301,0,0.201015986578602,1,1,original_slack_island_has_sufficient_load
36,22,23,1,1,0,0,0,1,31,1,1,0,0,0,0.787229725325716,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
37,22,35,2,1,0,584.674114918172,437.7961,1,31,1,1,0,0,2,1.03577382681065,0,0,0,0.0715476536213084,0,0.0143095307242617,1,1,original_slack_island_has_sufficient_load
38,23,24,1,1,0,0,0,1,31,1,1,0,0,2,1.0586627688659,0,0,0,0.117325537731798,0,0.0234651075463596,1,1,original_slack_island_has_sufficient_load
39,23,36,2,1,0,564.266646555552,437.7961,1,31,1,1,0,0,1,1.0159205858836,0,0,0,0.0159205858836027,0,0.00318411717672054,1,1,original_slack_island_has_sufficient_load
40,25,26,1,1,0,0,0,1,31,1,1,0,0,0,0.960747475689777,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
41,25,37,2,1,0,559.777829701722,437.7961,1,31,1,1,0,0,1,1.01905955586612,0,0,0,0.0190595558661195,0,0.0038119111732239,1,1,original_slack_island_has_sufficient_load
42,26,27,1,1,0,0,0,1,31,1,1,0,0,0,0.956210664105589,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
43,26,28,1,1,0,0,0,1,31,1,1,0,0,0,0.789046671476846,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
44,26,29,1,1,0,0,0,1,31,1,1,0,0,0,0.790224018876733,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
45,28,29,1,1,0,0,0,1,31,1,1,0,0,0,0.790385996495773,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
46,29,38,2,1,0,625.275322193875,437.7961,1,31,1,1,0,0,2,1.07935015481094,0,0,0,0.158700309621886,0,0.0317400619243772,1,1,original_slack_island_has_sufficient_load
