parameter_set_id,candidate_branch,delta_line_loading,delta_recorded_P_HF_L,delta_recomputed_P_HF_L_paper,delta_recorded_P_mis_r,delta_recomputed_P_mis_r_paper,delta_recorded_P2,delta_recomputed_P2_paper,delta_recorded_P_L,delta_recomputed_P_L_paper,recorded_hidden_failure_driver,paper_recomputed_hidden_failure_driver,below_Lmax_PHFL_issue_confirmed,effect_on_wind_speed_trend,recommended_fix,note
benchmark_calibrated_seed,21,0.0939135403544948,0.00189479829735087,0.00189479829735087,0.00189479829735087,0.00189479829735087,0.00189290349905352,0.00189290349905352,0.0475464215987143,0.0475464215987143,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,22,0.137773949355841,0.00462250503654851,0.00462250503654851,0.00462250503654851,0.00462250503654851,0.00461788253151197,0.00461788253151197,0.0911479061049156,0.0911479061049156,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,23,-0.0431141415728662,-0.00229159348943357,-0.00229159348943357,-0.00229159348943357,-0.00229159348943357,-0.00228930189594413,-0.00228930189594413,0.00668820413119808,0.00668820413119808,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,24,0.0446403470781942,0.000979951191410792,0.000979951191410792,0.000979951191410792,0.000979951191410792,0.000978971240219381,0.000978971240219381,0.00421425145719545,0.00421425145719545,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,25,0.0449528022173258,0.00106189207564252,0.00106189207564252,0.00106189207564252,0.00106189207564252,0.00106083018356689,0.00106083018356689,0.0565111738075865,0.0565111738075865,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,26,-0.0796070897494922,-0.00548615278466126,-0.00548615278466126,-0.00548615278466126,-0.00548615278466126,-0.0054806666318766,-0.0054806666318766,-0.107786547213721,-0.107786547213721,1,1,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,27,0.00560435303199891,0.000377867312114954,0.000377867312114954,0.000377867312114954,0.000377867312114954,0.000377489444802839,0.000377489444802839,0.0221177568070594,0.0221177568070594,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,28,-0.0255707020679239,-0.00157402745934665,-0.00157402745934665,-0.00157402745934665,-0.00157402745934665,-0.00157245343188728,-0.00157245343188728,-0.0434099541533478,-0.0434099541533478,1,1,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,29,0.0532028878827762,-0.00130862712273449,-0.00130862712273449,-0.00130862712273449,-0.00130862712273449,-0.00130731849561176,-0.00130731849561176,0.0707742302508406,0.0707742302508406,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,30,-0.0153468749640369,-0.00250181567607251,-0.00250181567607251,-0.00250181567607251,-0.00250181567607251,-0.00249931386039641,-0.00249931386039641,0.0213671377448165,0.0213671377448165,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,31,0.0262111702446381,0.000470972213086372,0.000470972213086372,0.000470972213086372,0.000470972213086372,0.000470501240873281,0.000470501240873281,0.0262411615803326,0.0262411615803326,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,32,0.00351277102731384,0,0,0,0,0,0,0,0,0,0,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,33,-0.0146316978234684,-3.13220781623697e-06,-3.13220781623697e-06,-3.13220781623697e-06,-3.13220781623697e-06,-3.12907560842072e-06,-3.12907560842072e-06,-0.0441470817555098,-0.0441470817555098,1,1,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,34,0.00252773758490921,-2.16840434497101e-19,-2.16840434497101e-19,-2.16840434497101e-19,-2.16840434497101e-19,0,0,0,0,0,0,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,35,-0.0223238766651951,-0.000802800540772709,-0.000802800540772709,-0.000802800540772709,-0.000802800540772709,-0.00080199774023193,-0.00080199774023193,-0.0134150329274604,-0.0134150329274604,1,1,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,36,-0.0291175554290819,-0.0010696985739573,-0.0010696985739573,-0.0010696985739573,-0.0010696985739573,-0.00106862887538334,-0.00106862887538334,-0.023654588011355,-0.023654588011355,1,1,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,37,-0.00820689374623107,0,0,0,0,0,0,0,0,0,0,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,38,0.0084918199920383,0.000110996871181088,0.000110996871181088,0.000110996871181088,0.000110996871181088,0.000110885874309963,0.000110885874309963,0.0295470089844058,0.0295470089844058,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,39,0.000764294905838403,2.16840434497101e-19,2.16840434497101e-19,2.16840434497101e-19,2.16840434497101e-19,0,0,-2.16840434497101e-19,-2.16840434497101e-19,0,0,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,40,0.0450362106422371,0.00381830919185632,0.00381830919185632,0.00381830919185632,0.00381830919185632,0.00381449088266445,0.00381449088266445,0.00305665937071731,0.00305665937071731,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,41,-0.00200858894699807,0,0,0,0,0,0,0,0,0,0,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,42,0.0394095159968588,0.00232228552670157,0.00232228552670157,0.00232228552670157,0.00232228552670157,0.00231996324117488,0.00231996324117488,0.0195405872527042,0.0195405872527042,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,43,0.00374522782937067,0,0,0,0,0,0,-2.16840434497101e-19,-2.16840434497101e-19,0,0,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,44,-0.0141488797167262,-2.16840434497101e-19,-2.16840434497101e-19,-2.16840434497101e-19,-2.16840434497101e-19,0,0,0,0,0,0,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,45,-0.0170967894981512,2.16840434497101e-19,2.16840434497101e-19,2.16840434497101e-19,2.16840434497101e-19,0,0,0,0,0,0,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
benchmark_calibrated_seed,46,-0.0214754448239928,2.16840434497101e-19,2.16840434497101e-19,2.16840434497101e-19,2.16840434497101e-19,0,0,0,0,0,0,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,1,0.0612212811598265,0.00934120961814682,0.00934120961814682,0.00934120961814682,0.00934120961814682,0.00929450357005603,0.00929450357005603,0.0129039715328341,0.0129039715328341,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,2,0.108199938011398,0.00427092055916115,0.00427092055916115,0.00427092055916115,0.00427092055916115,0.00424956595636535,0.00424956595636535,0.122864492324249,0.122864492324249,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,3,0.0879496785846645,0.00320198351044927,0.00320198351044927,0.00320198351044927,0.00320198351044927,0.0031859735928971,0.0031859735928971,0.0137282583587397,0.0137282583587397,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,4,0.0760909928448943,0.0133140007673696,0.0133140007673696,0.0133140007673696,0.0133140007673696,0.0132474307635327,0.0132474307635327,0.0618892747608016,0.0618892747608016,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,5,0.074981131876583,0.00506919108660019,0.00506919108660019,0.00506919108660019,0.00506919108660019,0.00504384513116719,0.00504384513116719,0.0291854470016085,0.0291854470016085,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,6,-0.0221809917143261,-0.00300621299004149,-0.00300621299004149,-0.00300621299004149,-0.00300621299004149,-0.00299118192509129,-0.00299118192509129,0.00977255190849979,0.00977255190849979,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,7,0.041458188365242,-0.00072048708361443,-0.00072048708361443,-0.00072048708361443,-0.00072048708361443,-0.000716884648196352,-0.000716884648196352,0.0828830046107092,0.0828830046107092,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,8,-0.0917451276711025,-0.011205280888474,-0.011205280888474,-0.011205280888474,-0.011205280888474,-0.0111492544840316,-0.0111492544840316,0.00565229693487412,0.00565229693487412,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,9,-0.0414852750412844,0.0057164739615143,0.0057164739615143,0.0057164739615143,0.0057164739615143,0.00568789159170672,0.00568789159170672,0.032307804663456,0.032307804663456,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,10,-0.0373950797552345,-0.00946769864227026,-0.00946769864227026,-0.00946769864227026,-0.00946769864227026,-0.00942036014905892,-0.00942036014905892,-0.0205294356669452,-0.0205294356669452,1,1,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,11,-0.0771578272855387,-0.0026338980460302,-0.0026338980460302,-0.0026338980460302,-0.0026338980460302,-0.00262072855580005,-0.00262072855580005,-0.0641676349208833,-0.0641676349208833,1,1,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,12,-0.00800797105302475,-0.00427665866600279,-0.00427665866600279,-0.00427665866600279,-0.00427665866600279,-0.00425527537267279,-0.00425527537267279,0.000441651415076794,0.000441651415076794,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,13,-0.0339330128074988,-0.00257622199377357,-0.00257622199377357,-0.00257622199377357,-0.00257622199377357,-0.0025633408838047,-0.0025633408838047,0.00438855462233556,0.00438855462233556,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,14,-0.00105814878321975,-0.00213341265192609,-0.00213341265192609,-0.00213341265192609,-0.00213341265192609,-0.00212274558866642,-0.00212274558866642,0.0782577577351824,0.0782577577351824,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,15,-0.0225964099737965,0.00213326000660575,0.00213326000660575,0.00213326000660575,0.00213326000660575,0.00212259370657274,0.00212259370657274,-0.0856565945545972,-0.0856565945545972,1,1,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,16,0.0160350548007961,0.00256631951136414,0.00256631951136414,0.00256631951136414,0.00256631951136414,0.00255348791380732,0.00255348791380732,-0.00683610587035566,-0.00683610587035566,1,1,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,17,0.0348660380306061,0.00383527580801107,0.00383527580801107,0.00383527580801107,0.00383527580801107,0.00381609942897101,0.00381609942897101,0.027571288609455,0.027571288609455,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,18,-0.025167628731259,-0.00475412047389964,-0.00475412047389964,-0.00475412047389964,-0.00475412047389964,-0.00473034987153013,-0.00473034987153013,-0.014112028285159,-0.014112028285159,1,1,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,19,-0.0612687542163048,-0.00495677434215342,-0.00495677434215342,-0.00495677434215342,-0.00495677434215342,-0.00493199047044263,-0.00493199047044263,-0.0215933704289157,-0.0215933704289157,1,1,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,20,0.0064010387910105,0.00104115822551031,0.00104115822551031,0.00104115822551031,0.00104115822551031,0.00103595243438274,0.00103595243438274,0.0205088820571412,0.0205088820571412,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,21,0.120622172918502,0.011055731074279,0.011055731074279,0.011055731074279,0.011055731074279,0.0110004524189076,0.0110004524189076,0.0650756508944833,0.0650756508944833,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,22,0.156558947013834,0.0104643338122531,0.0104643338122531,0.0104643338122531,0.0104643338122531,0.0104120121431919,0.0104120121431919,0.115253405706024,0.115253405706024,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,23,-0.0586813619722515,-0.00479868731545226,-0.00479868731545226,-0.00479868731545226,-0.00479868731545226,-0.00477469387887501,-0.00477469387887501,0.016478272537253,0.016478272537253,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,24,-0.0259802017940552,0.00339190141573816,0.00339190141573816,0.00339190141573816,0.00339190141573816,0.00337494190865947,0.00337494190865947,-0.0817925509811915,-0.0817925509811915,1,1,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,25,-0.0432519114790662,-0.00395114445075309,-0.00395114445075309,-0.00395114445075309,-0.00395114445075309,-0.00393138872849933,-0.00393138872849933,-0.0128063691128087,-0.0128063691128087,1,1,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,26,0.115741298936096,0.010023852943368,0.010023852943368,0.010023852943368,0.010023852943368,0.00997373367865114,0.00997373367865114,0.118614477320403,0.118614477320403,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,27,0.00401650349621385,-0.000562671425582865,-0.000562671425582865,-0.000562671425582865,-0.000562671425582865,-0.000559858068454974,-0.000559858068454974,0.0246840552977494,0.0246840552977494,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,28,-0.0560776499548704,-0.00389979123943726,-0.00389979123943726,-0.00389979123943726,-0.00389979123943726,-0.0038802922832401,-0.0038802922832401,-0.0851611472721427,-0.0851611472721427,1,1,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,29,0.0288166091693728,-0.00208709795064559,-0.00208709795064559,-0.00208709795064559,-0.00208709795064559,-0.00207666246089237,-0.00207666246089237,0.0142510164984676,0.0142510164984676,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,30,0.00940336206853354,-0.00301136804809983,-0.00301136804809983,-0.00301136804809983,-0.00301136804809983,-0.00299631120785932,-0.00299631120785932,0.0613792409562895,0.0613792409562895,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,31,0.0613426445936751,0.00352192212233186,0.00352192212233186,0.00352192212233186,0.00352192212233186,0.00350431251172022,0.00350431251172022,0.0596555019829283,0.0596555019829283,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,32,0.0172063562665876,0,0,0,0,0,0,0,0,0,0,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,33,0.0102508222773842,-0.000171209463510151,-0.000171209463510151,-0.000171209463510151,-0.000171209463510151,-0.000170353416192603,-0.000170353416192603,0.0475519257620132,0.0475519257620132,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
