initial_branch,trial_id,total_load_shed_frac,max_line_loading_pu,max_voltage_deviation_pu,chain_LLR,chain_LFOR,chain_NVOR,chain_CRI,initial_branch_weight,num_trials_for_initial_branch,sample_weight,sample_weight_source
2,18,0,0.955033810314675,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
2,19,0,0.955033810314675,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
2,20,0,0.955033810314675,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,1,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,2,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,3,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,4,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,5,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,6,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,7,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,8,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,9,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,10,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,11,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,12,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,13,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,14,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,15,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,16,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,17,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,18,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,19,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
3,20,0,0.80295157398254,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,1,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,2,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,3,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,4,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,5,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,6,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,7,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,8,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,9,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,10,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,11,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,12,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,13,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,14,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,15,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,16,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,17,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,18,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,19,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
4,20,0,0.791869196582766,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,1,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,2,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,3,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,4,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,5,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,6,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,7,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,8,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,9,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,10,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,11,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,12,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,13,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,14,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,15,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,16,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,17,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,18,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,19,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
5,20,0,0.831927425426279,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,1,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,2,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,3,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,4,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,5,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,6,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,7,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,8,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,9,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,10,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,11,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,12,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,13,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,14,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,15,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,16,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,17,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,18,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,19,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
6,20,0,0.789596400817363,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,1,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,2,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,3,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,4,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,5,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,6,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,7,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,8,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,9,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,10,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,11,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,12,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,13,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,14,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,15,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,16,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,17,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,18,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,19,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
7,20,0,0.790734340571356,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,1,0,0.951410317781808,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,2,0.751582032080688,1.61331166484617,0.197317608212235,0.751582032080688,0.61331166484617,0.197317608212235,0.613075073860094,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,3,0.738528723759759,1.71450580625649,0.0787015826609874,0.738528723759759,0.71450580625649,0.0787015826609874,0.601758712039351,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,4,0,0.951410317781808,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,5,0,0.951410317781808,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,6,0,0.951410317781808,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,7,0,0.951410317781808,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,8,0,0.951410317781808,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,9,0,0.951410317781808,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,10,0,0.951410317781808,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,11,0.302149345323085,1.89243350354369,0.233624459131906,0.302149345323085,0.89243350354369,0.233624459131906,0.40650119972897,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,12,0.655487086339965,1.67694487613538,0.028121434311841,0.655487086339965,0.67694487613538,0.028121434311841,0.534305513893423,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,13,0,0.951410317781808,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,14,0,0.951410317781808,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,15,0,0.951410317781808,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,16,0.0799458926198749,1.14808396073125,0,0.0799458926198749,0.14808396073125,0,0.077584327718175,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,17,0,0.951410317781808,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,18,0,0.951410317781808,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,19,0,0.951410317781808,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
8,20,0,0.951410317781808,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,1,0,0.882543862252867,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,2,0,0.882543862252867,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,3,0,0.882543862252867,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,4,0,0.882543862252867,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,5,0,0.882543862252867,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,6,0,0.882543862252867,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,7,0,0.882543862252867,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,8,0,0.882543862252867,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,9,0,0.882543862252867,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,10,0,0.882543862252867,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,11,0,0.882543862252867,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,12,0,0.882543862252867,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,13,0.346586230439239,1.19253872478016,0.0106717846449301,0.346586230439239,0.19253872478016,0.0106717846449301,0.248593840148561,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,14,0,0.882543862252867,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,15,0,0.882543862252867,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,16,0,0.882543862252867,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,17,0.639055487246232,1.35828332281344,0.123392932591139,0.639055487246232,0.35828332281344,0.123392932591139,0.479768543428655,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,18,0,0.882543862252867,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,19,0,0.882543862252867,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
9,20,0,0.882543862252867,0,0,0,0,0,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,1,0.202267905081841,2.73881024562463,0.244456059502701,0.202267905081841,1.73881024562463,0.244456059502701,0.518014004074571,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,2,0.666225658474345,1.77878415824558,0.0787015826609857,0.666225658474345,0.77878415824558,0.0787015826609857,0.57123254326592,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,3,0.362901588205103,2.73881024562463,0.244456059502701,0.362901588205103,1.73881024562463,0.244456059502701,0.614394213948528,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,4,0,1.10158865998546,0,0,0.10158865998546,0,0.020317731997092,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,5,0,1.10158865998546,0,0,0.10158865998546,0,0.020317731997092,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,6,0.18302564824127,1.47905796637971,0,0.18302564824127,0.47905796637971,0,0.205626982220704,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,7,0,1.10158865998546,0,0,0.10158865998546,0,0.020317731997092,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,8,0.202267905081841,2.73881024562463,0.244456059502701,0.202267905081841,1.73881024562463,0.244456059502701,0.518014004074571,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,9,0.202267905081841,2.73881024562463,0.244456059502701,0.202267905081841,1.73881024562463,0.244456059502701,0.518014004074571,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,10,0,1.10158865998546,0,0,0.10158865998546,0,0.020317731997092,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,11,0.360324132627038,2.73881024562463,0.244456059502701,0.360324132627038,1.73881024562463,0.244456059502701,0.612847740601689,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,12,0.202267905081841,2.73881024562463,0.244456059502701,0.202267905081841,1.73881024562463,0.244456059502701,0.518014004074571,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,13,0,1.10158865998546,0,0,0.10158865998546,0,0.020317731997092,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,14,0.202267905081841,2.73881024562463,0.244456059502701,0.202267905081841,1.73881024562463,0.244456059502701,0.518014004074571,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,15,0.30198441694661,1.80693297476902,0.0852074673359514,0.30198441694661,0.80693297476902,0.0852074673359514,0.35961873858896,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,16,0,1.10158865998546,0,0,0.10158865998546,0,0.020317731997092,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,17,0.202267905081841,2.73881024562463,0.244456059502701,0.202267905081841,1.73881024562463,0.244456059502701,0.518014004074571,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,18,0.202267905081841,2.73881024562463,0.244456059502701,0.202267905081841,1.73881024562463,0.244456059502701,0.518014004074571,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,19,0.453477086707716,2.73881024562463,0.244456059502701,0.453477086707716,1.73881024562463,0.244456059502701,0.668739513050096,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
10,20,0.202267905081841,2.73881024562463,0.244456059502701,0.202267905081841,1.73881024562463,0.244456059502701,0.518014004074571,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,1,0,1.01435490422178,0,0,0.0143549042217801,0,0.00287098084435602,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,2,0,1.01435490422178,0,0,0.0143549042217801,0,0.00287098084435602,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,3,0.485508607774258,2.15427112595459,0.154793512908784,0.485508607774258,1.15427112595459,0.154793512908784,0.55311809243723,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,4,0,1.01435490422178,0,0,0.0143549042217801,0,0.00287098084435602,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,5,0,1.01435490422178,0,0,0.0143549042217801,0,0.00287098084435602,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,6,0,1.01435490422178,0,0,0.0143549042217801,0,0.00287098084435602,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,7,0,1.01435490422178,0,0,0.0143549042217801,0,0.00287098084435602,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,8,0,1.01435490422178,0,0,0.0143549042217801,0,0.00287098084435602,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,9,0,1.01435490422178,0,0,0.0143549042217801,0,0.00287098084435602,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,10,0,1.01435490422178,0,0,0.0143549042217801,0,0.00287098084435602,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,11,0,1.01435490422178,0,0,0.0143549042217801,0,0.00287098084435602,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,12,0,1.01435490422178,0,0,0.0143549042217801,0,0.00287098084435602,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,13,0,1.01435490422178,0,0,0.0143549042217801,0,0.00287098084435602,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,14,0,1.01435490422178,0,0,0.0143549042217801,0,0.00287098084435602,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,15,0,1.01435490422178,0,0,0.0143549042217801,0,0.00287098084435602,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,16,0,1.01435490422178,0,0,0.0143549042217801,0,0.00287098084435602,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,17,0,1.01435490422178,0,0,0.0143549042217801,0,0.00287098084435602,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,18,0.485508607774258,1.62709914073473,0.154793512908784,0.485508607774258,0.62709914073473,0.154793512908784,0.447683695393258,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,19,0,1.01435490422178,0,0,0.0143549042217801,0,0.00287098084435602,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
11,20,0,1.01435490422178,0,0,0.0143549042217801,0,0.00287098084435602,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
12,1,0,1.00892421380618,0,0,0.00892421380618003,0,0.00178484276123601,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
12,2,0,1.00892421380618,0,0,0.00892421380618003,0,0.00178484276123601,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
12,3,0,1.00892421380618,0,0,0.00892421380618003,0,0.00178484276123601,0.0217391304347826,20,0.00108695652173913,uniform_chain_weight
