initial_branch,trial_id,initial_branch_weight,num_trials_for_initial_branch,sample_weight,sample_weight_source,paper_LLR,paper_LFOR,paper_NVOR,paper_CRI
3,19,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,20,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,1,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,2,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,3,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,4,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,5,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,6,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,7,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,8,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,9,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,10,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,11,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,12,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,13,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,14,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,15,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,16,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,17,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,18,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,19,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
4,20,0.0233252961526365,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,1,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,2,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,3,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,4,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,5,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,6,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,7,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,8,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,9,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,10,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,11,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,12,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,13,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,14,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,15,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,16,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,17,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,18,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,19,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
5,20,0.0250026208197924,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,1,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,2,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,3,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,4,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,5,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,6,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,7,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,8,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,9,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,10,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,11,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,12,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,13,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,14,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,15,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,16,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,17,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,18,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,19,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
6,20,0.0287241849250446,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,1,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,2,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,3,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,4,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,5,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,6,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,7,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,8,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,9,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,10,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,11,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,12,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,13,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,14,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,15,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,16,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,17,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,18,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,19,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
7,20,0.0227487157983017,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
8,1,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
8,2,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,1.55081324609558e-06,4.4848835693363e-06,2.87999220642561e-06,2.40346310280973e-06
8,3,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,9.75996308251915e-06,4.59110117281316e+93,0.0116394702214165,9.18220234562633e+92
8,4,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
8,5,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
8,6,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
8,7,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
8,8,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
8,9,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
8,10,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
8,11,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,8.18368555336224e-07,4.71643416266283e-06,7.86873305942242e-07,1.59168262692275e-06
8,12,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,4.69061102887843e-07,2.03679103926364e-05,6.91759027966582e-07,4.4933705458533e-06
8,13,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
8,14,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
8,15,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
8,16,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,4.87005760399701e-06,3.29915132933141e-06,0,3.58186482826449e-06
8,17,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
8,18,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
8,19,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
8,20,0.00178215745885313,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
9,1,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
9,2,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
9,3,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
9,4,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
9,5,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
9,6,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
9,7,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
9,8,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
9,9,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
9,10,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
9,11,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
9,12,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
9,13,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,7.83174803397438e-05,0.000229824655021014,3.75766403400683e-06,9.37069520148504e-05
9,14,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
9,15,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
9,16,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
9,17,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,4.04303875261903e-07,1.96853037277706e-06,3.36119642236403e-06,1.30852768418536e-06
9,18,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
9,19,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
9,20,0.0322884998427508,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
10,1,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0.00279037248355811,0.18584003579649,0.0109184134308037,0.0410259133355937
10,2,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,4.52381858090529e-06,0.000163523756730971,6.30645727182666e-06,3.66803339491026e-05
10,3,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,5.82956429528058e-06,0.18584003579649,0.00400706332856546,0.0379729175635884
10,4,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0.000963366369780509,0,0.000192673273956102
10,5,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0.000963366369780509,0,0.000192673273956102
10,6,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,1.43009953538289e-05,0.000402483981718564,0,8.90773935560102e-05
10,7,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0.000963366369780509,0,0.000192673273956102
10,8,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0.00279037248355811,0.18584003579649,0.0109184134308037,0.0410259133355937
10,9,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0.00027472143168787,0.0193892492436227,0.0010749540382672,0.00425767351539069
10,10,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0.000963366369780509,0,0.000192673273956102
10,11,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0.00144695301686175,0.186619662834542,0.00699259747721785,0.039590623872469
10,12,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0.00279037248355811,0.18584003579649,0.0109184134308037,0.0410259133355937
10,13,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0.000963366369780509,0,0.000192673273956102
10,14,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0.00279037248355811,0.18584003579649,0.0109184134308037,0.0410259133355937
10,15,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,2.27949294125233e-05,13554496.8515447,0.00139477388020116,2710899.37060157
10,16,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0.000963366369780509,0,0.000192673273956102
10,17,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0.00279037248355811,0.18584003579649,0.0109184134308037,0.0410259133355937
10,18,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0.00279037248355811,0.18584003579649,0.0109184134308037,0.0410259133355937
10,19,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0.000157697715224133,0.18584003579649,0.0041422985880837,0.0380910855060493
10,20,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0.00279037248355811,0.18584003579649,0.0109184134308037,0.0410259133355937
11,1,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
11,2,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
11,3,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0.000566331996760205,0.000502988156171385,0.00043768770920804,0.000527934371132008
11,4,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
11,5,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
11,6,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
11,7,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
11,8,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
11,9,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
11,10,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
11,11,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
11,12,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
11,13,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
11,14,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
11,15,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
11,16,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
11,17,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
11,18,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0.000835301747045401,0.000741873826654015,0.000645560042966418,0.000778667822151327
11,19,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
11,20,0.0296152636544711,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
12,1,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
12,2,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
12,3,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
12,4,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
12,5,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
12,6,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
12,7,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
12,8,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
12,9,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
12,10,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
12,11,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,4.66394902191115e-05,5.65726246155218e-05,3.60451674095996e-05,4.65072525364912e-05
12,12,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
12,13,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,0.000215447636602507,0.0142553270839304,0.00084302235023339,0.00314893846879426
12,14,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
12,15,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
12,16,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,0.000204364890401035,0.000181506819316282,0.000157942693038506,0.000190508836711579
12,17,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
12,18,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,7.11340817334036e-05,3.26009008628922e-05,2.07716176736177e-05,5.33549527473442e-05
12,19,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
12,20,0.0137855121081874,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
13,1,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,2.27202188711146e-06,6.9398932469066e-06,2.57092497446176e-07,2.80261028113743e-06
13,2,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
13,3,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,6.79476766401534e-05,0.000199394200063124,3.26012200082822e-06,8.12994703968825e-05
13,4,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,9.07483938179792e-07,0.00020562103334052,9.89372781881552e-06,4.36474425947751e-05
13,5,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
13,6,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
13,7,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
13,8,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
13,9,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
13,10,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
13,11,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,4.85515453992944e-05,0.000185638326298469,2.45869789195366e-05,7.11759882831777e-05
13,12,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,9.07483938179792e-07,0.00020562103334052,9.89372781881552e-06,4.36474425947751e-05
13,13,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,6.4278308859623e-06,0,0,3.85669853157738e-06
13,14,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,3.86181544779453e-07,0,0,2.31708926867672e-07
13,15,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
13,16,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,6.79476766401534e-05,0.000199394200063124,3.26012200082822e-06,8.12994703968825e-05
13,17,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
13,18,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
13,19,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
13,20,0.026313030716008,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
