initial_branch,trial_id,stage_id,branch_index,from_bus,to_bus,PF,PT,active_flow_mw,active_limit_mw,P_li_pu,P_li_max_pu,line_overlimit_component,line_severity_component,pf_converged
37,3,4,25,15,16,30620.0251673437,-16163.6226385561,30620.0251673437,600,51.0333752789061,1,50.0333752789061,3.1197830726837e+23,0
1,14,5,10,5,6,-22667.7556105886,55973.4751901073,55973.4751901073,1200,46.6445626584227,1,45.6445626584227,3.87335492400147e+21,0
1,14,5,8,4,5,-24350.0584884992,27656.1774201343,27656.1774201343,600,46.0936290335571,1,45.0936290335571,2.23264596180117e+21,0
14,9,4,25,15,16,3966.17845192005,26271.6395893205,26271.6395893205,600,43.7860659822008,1,42.7860659822008,2.22155955988257e+20,0
14,9,4,6,3,4,-14866.6028186937,21130.6688759475,21130.6688759475,500,42.261337751895,1,41.261337751895,4.83589546436812e+19,0
37,3,4,19,10,13,24555.2959528766,-16880.3314203351,24555.2959528766,600,40.9254932547944,1,39.9254932547944,1.27153116917346e+19,0
8,3,4,38,23,24,-14281.185746359,24020.7881015628,24020.7881015628,600,40.0346468359381,1,39.0346468359381,5.21719809001697e+18,0
23,16,5,38,23,24,-14281.185746359,24020.7881015628,24020.7881015628,600,40.0346468359381,1,39.0346468359381,5.21719809001697e+18,0
8,3,4,6,3,4,18878.0620524856,1107.79579756045,18878.0620524856,500,37.7561241049712,1,36.7561241049712,5.34425875853978e+17,0
23,16,5,6,3,4,18878.0620524856,1107.79579756045,18878.0620524856,500,37.7561241049712,1,36.7561241049712,5.34425875853978e+17,0
14,9,4,29,16,24,22040.8241768092,-924.611073154165,22040.8241768092,600,36.7347069613486,1,35.7347069613486,1.92438360607127e+17,0
1,14,5,9,4,14,15740.0458429703,-14955.5053114052,15740.0458429703,500,31.4800916859407,1,30.4800916859407,1.00517396135282e+15,0
14,9,4,8,4,5,16756.8538044222,-7662.52528020579,16756.8538044222,600,27.9280896740371,1,26.9280896740371,28815513043915.6,0
10,15,3,15,7,8,24718.0382577989,-16267.2360823398,24718.0382577989,900,27.4644869531099,1,26.4644869531099,18125343794863.3,0
37,3,4,45,28,29,-9124.23570602539,16166.6984020091,16166.6984020091,600,26.9444973366819,1,25.9444973366819,10776001217849.9,0
1,14,5,38,23,24,-4417.20435600204,15294.5081446004,15294.5081446004,600,25.4908469076673,1,24.4908469076673,2518519233574.06,0
14,9,4,10,5,6,28101.6103014616,-8018.26978795423,28101.6103014616,1200,23.4180085845513,1,22.4180085845513,316900574254.874,0
14,9,4,31,17,27,-4100.25732039894,13774.7360037316,13774.7360037316,600,22.9578933395526,1,21.9578933395526,200031095845.605,0
1,14,5,13,6,11,-8519.85844575252,10662.2233736161,10662.2233736161,480,22.2129653617001,1,21.2129653617001,94968461808.1762,0
20,11,3,22,12,13,10676.3915124023,-9572.19418058922,10676.3915124023,500,21.3527830248046,1,20.3527830248046,40179725105.378,0
14,9,4,28,16,21,-8926.09478256921,11907.9514371603,11907.9514371603,600,19.8465857286005,1,18.8465857286005,8909919587.74398,0
20,11,3,17,9,39,15381.229657405,-6693.30462660926,15381.229657405,900,17.0902551748944,1,16.0902551748944,565997604.284967,0
34,19,4,36,22,23,4498.38826380773,10249.5814020554,10249.5814020554,600,17.0826356700923,1,16.0826356700923,561701370.749183,0
1,14,5,7,3,18,2722.79685480219,8524.68067677942,8524.68067677942,500,17.0493613535588,1,16.0493613535588,543318671.530044,0
34,19,4,37,22,35,15233.0351717723,-15233.0351717723,15233.0351717723,900,16.9255946353025,1,15.9255946353025,480068733.040793,0
14,9,4,39,23,36,-11624.6142160691,14999.6550492581,14999.6550492581,900,16.6662833880645,1,15.6662833880645,370412779.608541,0
33,5,4,28,16,21,-5698.74632905243,9540.34778335331,9540.34778335331,600,15.9005796389222,1,14.9005796389222,172244344.188457,0
35,14,4,28,16,21,8944.42446911335,-8245.09096912155,8944.42446911335,600,14.9073741151889,1,13.9073741151889,63797115.4132277,0
10,15,3,42,26,27,-7784.99309615026,8862.20664198865,8862.20664198865,600,14.7703444033144,1,13.7703444033144,55627524.8780925,0
20,16,4,6,3,4,6485.31993645863,-3695.62219469336,6485.31993645863,500,12.9706398729173,1,11.9706398729173,9197836.73611084,0
35,14,4,25,15,16,-4410.15133067359,7144.62899986129,7144.62899986129,600,11.9077149997688,1,10.9077149997688,3177298.97404913,0
35,14,4,42,26,27,7020.30103217893,-5200.58675336707,7020.30103217893,600,11.7005017202982,1,10.7005017202982,2582644.72170976,0
33,5,4,39,23,36,10049.2694268129,-7591.97786211384,10049.2694268129,900,11.165854918681,1,10.165854918681,1513085.93346717,0
37,13,4,19,10,13,-5412.62057585533,6470.62756696093,6470.62756696093,600,10.7843792782682,1,9.78437927826822,1033196.84178022,0
18,7,5,32,19,20,9504.60672224659,-6819.76417110438,9504.60672224659,900,10.5606741358295,1,9.56067413582954,826081.750727159,0
10,15,3,1,1,2,6267.09883591622,-4016.30944709133,6267.09883591622,600,10.445164726527,1,9.44516472652704,735959.952453825,0
20,11,3,30,17,18,-3441.06314296268,6005.23816404909,6005.23816404909,600,10.0087302734152,1,9.00873027341516,475657.463758507,0
37,3,4,7,3,18,-4332.11735642627,4905.93653563461,4905.93653563461,500,9.81187307126922,1,8.81187307126922,390650.836043352,0
38,1,4,26,16,17,5799.67145454893,-1106.76515229511,5799.67145454893,600,9.66611909091488,1,8.66611909091488,337659.098387193,0
20,11,3,7,3,18,4770.98288223849,-3506.74155430152,4770.98288223849,500,9.54196576447697,1,8.54196576447697,298228.714808118,0
35,14,4,26,16,17,-4749.94492505172,5481.0103555173,5481.0103555173,600,9.13501725919549,1,8.13501725919549,198504.977355354,0
10,15,3,2,1,39,9063.98452181296,-5238.74673312821,9063.98452181296,1000,9.06398452181296,1,8.06398452181296,184889.778234185,0
35,2,4,44,26,29,5314.34364539159,-4364.28332996189,5314.34364539159,600,8.85723940898598,1,7.85723940898598,150346.472301251,0
35,3,4,44,26,29,5314.34364539159,-4364.28332996189,5314.34364539159,600,8.85723940898598,1,7.85723940898598,150346.472301251,0
35,6,4,44,26,29,5314.34364539159,-4364.28332996189,5314.34364539159,600,8.85723940898598,1,7.85723940898598,150346.472301251,0
35,7,4,44,26,29,5314.34364539159,-4364.28332996189,5314.34364539159,600,8.85723940898598,1,7.85723940898598,150346.472301251,0
35,11,4,44,26,29,5314.34364539159,-4364.28332996189,5314.34364539159,600,8.85723940898598,1,7.85723940898598,150346.472301251,0
35,12,4,44,26,29,5314.34364539159,-4364.28332996189,5314.34364539159,600,8.85723940898598,1,7.85723940898598,150346.472301251,0
38,9,4,44,26,29,5314.34364539159,-4364.28332996189,5314.34364539159,600,8.85723940898598,1,7.85723940898598,150346.472301251,0
37,3,4,24,14,15,-706.811257034748,5201.16111632872,5201.16111632872,600,8.66860186054786,1,7.66860186054786,124489.89314598,0
35,10,4,29,16,24,-2655.17586713707,5146.50439842813,5146.50439842813,600,8.57750733071354,1,7.57750733071354,113645.666188169,0
35,17,4,29,16,24,-2655.17586713707,5146.50439842813,5146.50439842813,600,8.57750733071354,1,7.57750733071354,113645.666188169,0
34,19,4,38,23,24,5083.63896467988,-4597.35954792628,5083.63896467988,600,8.4727316077998,1,7.4727316077998,102335.14117893,0
20,16,4,17,9,39,-6059.90758236686,7097.42282509097,7097.42282509097,900,7.88602536121219,1,6.88602536121219,56888.4835914162,0
38,1,4,28,16,21,4705.55771048556,-4660.66597086841,4705.55771048556,600,7.84259618414261,1,6.84259618414261,54468.2704046011,0
1,14,5,23,13,14,4648.932450795,-2487.59167659075,4648.932450795,600,7.748220751325,1,6.748220751325,49557.6753799906,0
33,5,4,38,23,24,4610.39004664935,-190.866464810429,4610.39004664935,600,7.68398341108225,1,6.68398341108225,46470.6948176933,0
37,13,4,15,7,8,-5706.70170402636,6748.59026877749,6748.59026877749,900,7.49843363197499,1,6.49843363197499,38590.9098853986,0
1,14,5,31,17,27,4439.56499485079,-3614.19758653181,4439.56499485079,600,7.39927499141799,1,6.39927499141799,34942.3967156165,0
37,13,4,36,22,23,4331.75464914264,-3689.33879078612,4331.75464914264,600,7.2195910819044,1,6.2195910819044,29185.9985533033,0
37,13,4,13,6,11,-3166.00542953163,3419.83516160848,3419.83516160848,480,7.12465658668433,1,6.12465658668433,26537.4249490366,0
10,15,3,4,2,25,3413.47892651676,-1753.81912130917,3413.47892651676,500,6.82695785303352,1,5.82695785303352,19689.7171174681,0
35,20,3,4,2,25,-940.418135727853,3399.0852560539,3399.0852560539,500,6.79817051210779,1,5.79817051210779,19129.3318618419,0
34,19,4,9,4,14,-2013.52302451358,3383.26397490529,3383.26397490529,500,6.76652794981057,1,5.76652794981057,18531.6945163677,0
37,3,4,13,6,11,3193.78660517401,-2966.43013488074,3193.78660517401,480,6.65372209411252,1,5.65372209411252,16548.6006099748,0
37,13,4,18,10,11,3628.28602749564,-1160.18190557767,3628.28602749564,600,6.04714337915939,1,5.04714337915939,8996.0448216654,0
20,11,3,21,12,11,3013.72471969979,-1449.69867668472,3013.72471969979,500,6.02744943939957,1,5.02744943939957,8819.47549513967,0
1,14,5,12,6,7,5363.42980913224,-4492.97221431219,5363.42980913224,900,5.95936645459138,1,4.95936645459138,8235.17321313301,0
46,5,5,31,17,27,3572.86937973988,-2659.00158437764,3572.86937973988,600,5.95478229956647,1,4.95478229956647,8197.24212274699,0
14,9,4,7,3,18,2939.47076329848,-1688.86199331359,2939.47076329848,500,5.87894152659697,1,4.87894152659697,7594.29610900067,0
37,3,4,23,13,14,-1466.207085618,3487.86851479971,3487.86851479971,600,5.81311419133286,1,4.81311419133286,7106.77497658912,0
38,1,4,24,14,15,3442.4642919665,-1770.96975564615,3442.4642919665,600,5.73744048661084,1,4.73744048661084,6584.58225249951,0
46,17,4,19,10,13,-2793.39614893577,3411.15476290509,3411.15476290509,600,5.68525793817516,1,4.68525793817516,6246.83398775157,0
20,11,3,23,13,14,3327.75828009145,-1870.25778545614,3327.75828009145,600,5.54626380015241,1,4.54626380015241,5428.64976248343,0
1,14,5,19,10,13,-2815.76085948941,3156.33054082067,3156.33054082067,600,5.26055090136779,1,4.26055090136779,4065.04930455858,0
1,14,5,18,10,11,-2848.74038781786,3139.45786681352,3139.45786681352,600,5.23242977802253,1,4.23242977802253,3950.7141192751,0
20,11,3,18,10,11,3107.94374937875,-698.345077651462,3107.94374937875,600,5.17990624896459,1,4.17990624896459,3745.58610344835,0
35,2,4,31,17,27,-2077.15861639126,3094.39780050565,3094.39780050565,600,5.15732966750942,1,4.15732966750942,3660.67181314779,0
35,3,4,31,17,27,-2077.15861639126,3094.39780050565,3094.39780050565,600,5.15732966750942,1,4.15732966750942,3660.67181314779,0
35,6,4,31,17,27,-2077.15861639126,3094.39780050565,3094.39780050565,600,5.15732966750942,1,4.15732966750942,3660.67181314779,0
35,7,4,31,17,27,-2077.15861639126,3094.39780050565,3094.39780050565,600,5.15732966750942,1,4.15732966750942,3660.67181314779,0
35,11,4,31,17,27,-2077.15861639126,3094.39780050565,3094.39780050565,600,5.15732966750942,1,4.15732966750942,3660.67181314779,0
35,12,4,31,17,27,-2077.15861639126,3094.39780050565,3094.39780050565,600,5.15732966750942,1,4.15732966750942,3660.67181314779,0
38,9,4,31,17,27,-2077.15861639126,3094.39780050565,3094.39780050565,600,5.15732966750942,1,4.15732966750942,3660.67181314779,0
34,19,4,8,4,5,-2073.34288880639,2923.28625418421,2923.28625418421,600,4.87214375697368,1,3.87214375697368,2737.92531406423,0
46,17,4,28,16,21,-1753.06399424848,2894.2735509467,2894.2735509467,600,4.82378925157784,1,3.82378925157784,2605.9370013608,0
33,5,4,37,22,35,-4175.35301165133,4175.35301165132,4175.35301165133,900,4.63928112405703,1,3.63928112405703,2157.06542702803,0
46,5,5,42,26,27,2767.4240674713,-2037.45179990093,2767.4240674713,600,4.6123734457855,1,3.6123734457855,2098.25264643883,0
10,15,3,31,17,27,-2011.46833660341,2636.59779525853,2636.59779525853,600,4.39432965876422,1,3.39432965876422,1675.78296549449,0
20,11,3,8,4,5,2570.97496856383,-1905.41371789084,2570.97496856383,600,4.28495828093972,1,3.28495828093972,1496.13815607058,0
46,17,4,39,23,36,3812.43727318944,-3730.39518076076,3812.43727318944,900,4.23604141465494,1,3.23604141465494,1421.93461654733,0
8,12,4,7,3,18,-1889.0974409924,2048.69693609634,2048.69693609634,500,4.09739387219267,1,3.09739387219267,1230.30899535339,0
37,13,4,8,4,5,2333.66156782894,-2164.40437151447,2333.66156782894,600,3.88943594638157,1,2.88943594638157,988.380543324399,0
14,9,4,11,5,8,3491.8984942452,-2636.61818707082,3491.8984942452,900,3.879887215828,1,2.879887215828,978.434611040264,0
37,3,4,10,5,6,-4254.73677333541,4458.79904245831,4458.79904245831,1200,3.71566586871526,1,2.71566586871526,821.440981026351,0
37,13,4,11,5,8,-2786.6056007908,3315.35464119674,3315.35464119674,900,3.68372737910749,1,2.68372737910749,793.790557867038,0
37,3,4,46,29,38,-944.529654251293,4258.9758116372,4258.9758116372,1200,3.54914650969767,1,2.54914650969767,686.510065562146,0
33,5,4,7,3,18,1712.0757739275,-1145.54935778957,1712.0757739275,500,3.424151547855,1,2.424151547855,599.007910980443,0
8,12,4,9,4,14,-1154.27559812014,1691.70070439994,1691.70070439994,500,3.38340140879988,1,2.38340140879988,572.765024202816,0
37,13,4,9,4,14,1658.56970023968,-1469.91741484219,1658.56970023968,500,3.31713940047935,1,2.31713940047935,532.311243696558,0
18,7,5,25,15,16,-1676.85668154209,1981.40075450216,1981.40075450216,600,3.30233459083693,1,2.30233459083693,523.633268020314,0
1,14,5,11,5,8,2942.99179324057,-404.144702789329,2942.99179324057,900,3.26999088137841,1,2.26999088137841,505.115773671753,0
35,2,4,43,26,28,1853.80925439655,-313.020762432882,1853.80925439655,600,3.08968209066092,1,2.08968209066092,412.175999622437,0
35,3,4,43,26,28,1853.80925439655,-313.020762432882,1853.80925439655,600,3.08968209066092,1,2.08968209066092,412.175999622437,0
35,6,4,43,26,28,1853.80925439655,-313.020762432882,1853.80925439655,600,3.08968209066092,1,2.08968209066092,412.175999622437,0
35,7,4,43,26,28,1853.80925439655,-313.020762432882,1853.80925439655,600,3.08968209066092,1,2.08968209066092,412.175999622437,0
35,11,4,43,26,28,1853.80925439655,-313.020762432882,1853.80925439655,600,3.08968209066092,1,2.08968209066092,412.175999622437,0
35,12,4,43,26,28,1853.80925439655,-313.020762432882,1853.80925439655,600,3.08968209066092,1,2.08968209066092,412.175999622437,0
38,9,4,43,26,28,1853.80925439655,-313.020762432882,1853.80925439655,600,3.08968209066092,1,2.08968209066092,412.175999622437,0
46,17,4,29,16,24,-1415.6550360719,1847.62725320943,1847.62725320943,600,3.07937875534904,1,2.07937875534904,407.354463580574,0
46,17,4,45,28,29,-1294.90013398911,1781.73603376189,1781.73603376189,600,2.96956005626981,1,1.96956005626981,358.935442712421,0
35,20,3,41,25,37,-2334.74164711049,2661.97862876112,2661.97862876112,900,2.9577540319568,1,1.9577540319568,354.039715436133,0
19,2,5,15,7,8,-2472.95975284379,2600.74574627012,2600.74574627012,900,2.88971749585568,1,1.88971749585568,326.925353747823,0
46,17,4,36,22,23,1686.92624453349,-148.041578061188,1686.92624453349,600,2.81154374088915,1,1.81154374088915,297.965536255236,0
35,2,4,46,29,38,3332.43815851284,-2017.24398150358,3332.43815851284,1200,2.7770317987607,1,1.7770317987607,285.883341481064,0
35,3,4,46,29,38,3332.43815851284,-2017.24398150358,3332.43815851284,1200,2.7770317987607,1,1.7770317987607,285.883341481064,0
35,6,4,46,29,38,3332.43815851284,-2017.24398150358,3332.43815851284,1200,2.7770317987607,1,1.7770317987607,285.883341481064,0
35,7,4,46,29,38,3332.43815851284,-2017.24398150358,3332.43815851284,1200,2.7770317987607,1,1.7770317987607,285.883341481064,0
35,11,4,46,29,38,3332.43815851284,-2017.24398150358,3332.43815851284,1200,2.7770317987607,1,1.7770317987607,285.883341481064,0
35,12,4,46,29,38,3332.43815851284,-2017.24398150358,3332.43815851284,1200,2.7770317987607,1,1.7770317987607,285.883341481064,0
38,9,4,46,29,38,3332.43815851284,-2017.24398150358,3332.43815851284,1200,2.7770317987607,1,1.7770317987607,285.883341481064,0
35,1,3,3,2,3,1387.21415876321,-1351.97173393922,1387.21415876321,500,2.77442831752643,1,1.77442831752643,284.988698121747,1
35,2,3,3,2,3,1387.21415876321,-1351.97173393922,1387.21415876321,500,2.77442831752643,1,1.77442831752643,284.988698121747,1
35,3,3,3,2,3,1387.21415876321,-1351.97173393922,1387.21415876321,500,2.77442831752643,1,1.77442831752643,284.988698121747,1
35,4,3,3,2,3,1387.21415876321,-1351.97173393922,1387.21415876321,500,2.77442831752643,1,1.77442831752643,284.988698121747,1
35,6,3,3,2,3,1387.21415876321,-1351.97173393922,1387.21415876321,500,2.77442831752643,1,1.77442831752643,284.988698121747,1
35,7,3,3,2,3,1387.21415876321,-1351.97173393922,1387.21415876321,500,2.77442831752643,1,1.77442831752643,284.988698121747,1
35,9,3,3,2,3,1387.21415876321,-1351.97173393922,1387.21415876321,500,2.77442831752643,1,1.77442831752643,284.988698121747,1
35,10,3,3,2,3,1387.21415876321,-1351.97173393922,1387.21415876321,500,2.77442831752643,1,1.77442831752643,284.988698121747,1
35,11,3,3,2,3,1387.21415876321,-1351.97173393922,1387.21415876321,500,2.77442831752643,1,1.77442831752643,284.988698121747,1
35,12,3,3,2,3,1387.21415876321,-1351.97173393922,1387.21415876321,500,2.77442831752643,1,1.77442831752643,284.988698121747,1
35,15,3,3,2,3,1387.21415876321,-1351.97173393922,1387.21415876321,500,2.77442831752643,1,1.77442831752643,284.988698121747,1
35,16,3,3,2,3,1387.21415876321,-1351.97173393922,1387.21415876321,500,2.77442831752643,1,1.77442831752643,284.988698121747,1
35,17,3,3,2,3,1387.21415876321,-1351.97173393922,1387.21415876321,500,2.77442831752643,1,1.77442831752643,284.988698121747,1
38,1,3,3,2,3,1387.21415876321,-1351.97173393922,1387.21415876321,500,2.77442831752643,1,1.77442831752643,284.988698121747,1
38,9,3,3,2,3,1387.21415876321,-1351.97173393922,1387.21415876321,500,2.77442831752643,1,1.77442831752643,284.988698121747,1
38,10,3,3,2,3,1387.21415876321,-1351.97173393922,1387.21415876321,500,2.77442831752643,1,1.77442831752643,284.988698121747,1
35,14,4,43,26,28,1664.30773392845,-921.254215052321,1664.30773392845,600,2.77384622321408,1,1.77384622321408,284.788989418677,0
35,14,4,1,1,2,656.794465127457,1622.6728271487,1622.6728271487,600,2.7044547119145,1,1.7044547119145,261.795624581996,0
10,15,3,39,23,36,2426.60480944443,-2335.47547870743,2426.60480944443,900,2.69622756604937,1,1.69622756604937,259.173792949998,0
8,12,4,6,3,4,-974.050336199356,1346.17577289556,1346.17577289556,500,2.69235154579112,1,1.69235154579112,257.9460356707,0
10,1,2,23,13,14,1607.03021919748,-1578.01122749951,1607.03021919748,600,2.67838369866246,1,1.67838369866246,253.560885558088,1
10,3,2,23,13,14,1607.03021919748,-1578.01122749951,1607.03021919748,600,2.67838369866246,1,1.67838369866246,253.560885558088,1
10,8,2,23,13,14,1607.03021919748,-1578.01122749951,1607.03021919748,600,2.67838369866246,1,1.67838369866246,253.560885558088,1
10,9,2,23,13,14,1607.03021919748,-1578.01122749951,1607.03021919748,600,2.67838369866246,1,1.67838369866246,253.560885558088,1
10,11,2,23,13,14,1607.03021919748,-1578.01122749951,1607.03021919748,600,2.67838369866246,1,1.67838369866246,253.560885558088,1
10,12,2,23,13,14,1607.03021919748,-1578.01122749951,1607.03021919748,600,2.67838369866246,1,1.67838369866246,253.560885558088,1
10,14,2,23,13,14,1607.03021919748,-1578.01122749951,1607.03021919748,600,2.67838369866246,1,1.67838369866246,253.560885558088,1
10,17,2,23,13,14,1607.03021919748,-1578.01122749951,1607.03021919748,600,2.67838369866246,1,1.67838369866246,253.560885558088,1
10,18,2,23,13,14,1607.03021919748,-1578.01122749951,1607.03021919748,600,2.67838369866246,1,1.67838369866246,253.560885558088,1
10,19,2,23,13,14,1607.03021919748,-1578.01122749951,1607.03021919748,600,2.67838369866246,1,1.67838369866246,253.560885558088,1
10,20,2,23,13,14,1607.03021919748,-1578.01122749951,1607.03021919748,600,2.67838369866246,1,1.67838369866246,253.560885558088,1
12,13,2,23,13,14,1607.03021919748,-1578.01122749951,1607.03021919748,600,2.67838369866246,1,1.67838369866246,253.560885558088,1
20,16,4,8,4,5,-899.407201440957,1598.70364569489,1598.70364569489,600,2.66450607615816,1,1.66450607615816,249.264300153011,0
20,16,4,16,8,9,2372.73754280969,-549.511203925189,2372.73754280969,900,2.63637504756632,1,1.63637504756632,240.735601619662,0
20,16,4,9,4,14,-1135.58635540796,1310.36023655757,1310.36023655757,500,2.62072047311513,1,1.62072047311513,236.092367206215,0
35,2,4,30,17,18,-1210.8980170058,1565.9053923679,1565.9053923679,600,2.60984232061316,1,1.60984232061316,232.908384616066,0
35,3,4,30,17,18,-1210.8980170058,1565.9053923679,1565.9053923679,600,2.60984232061316,1,1.60984232061316,232.908384616066,0
35,6,4,30,17,18,-1210.8980170058,1565.9053923679,1565.9053923679,600,2.60984232061316,1,1.60984232061316,232.908384616066,0
35,7,4,30,17,18,-1210.8980170058,1565.9053923679,1565.9053923679,600,2.60984232061316,1,1.60984232061316,232.908384616066,0
35,11,4,30,17,18,-1210.8980170058,1565.9053923679,1565.9053923679,600,2.60984232061316,1,1.60984232061316,232.908384616066,0
35,12,4,30,17,18,-1210.8980170058,1565.9053923679,1565.9053923679,600,2.60984232061316,1,1.60984232061316,232.908384616066,0
38,9,4,30,17,18,-1210.8980170058,1565.9053923679,1565.9053923679,600,2.60984232061316,1,1.60984232061316,232.908384616066,0
