parameter_set_id,target_group,scenario_id,metric_name,sim_value,source_file,note
medium_hidden_failure,wind_speed_scan,wind_speed_11_28,CRI,0.0114070446178797,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\wind_speed_11_28\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
medium_hidden_failure,wind_speed_scan,wind_speed_12_00,SLLR,0.0132582812182234,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\wind_speed_12_00\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
medium_hidden_failure,wind_speed_scan,wind_speed_12_00,SLFOR,0.029269229015685,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\wind_speed_12_00\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
medium_hidden_failure,wind_speed_scan,wind_speed_12_00,SNVOR,0.00959535518532867,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\wind_speed_12_00\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
medium_hidden_failure,wind_speed_scan,wind_speed_12_00,CRI,0.0157278855711368,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\wind_speed_12_00\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
medium_hidden_failure,penetration_scan,penetration_40pct,SLLR,0.00971490518143582,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\penetration_40pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
medium_hidden_failure,penetration_scan,penetration_40pct,SLFOR,0.0259072615224566,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\penetration_40pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
medium_hidden_failure,penetration_scan,penetration_40pct,SNVOR,0.00325397330047251,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\penetration_40pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
medium_hidden_failure,penetration_scan,penetration_40pct,CRI,0.0116611900734473,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\penetration_40pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
medium_hidden_failure,penetration_scan,penetration_60pct,SLLR,0.0235242429655936,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\penetration_60pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
medium_hidden_failure,penetration_scan,penetration_60pct,SLFOR,0.0678919358050853,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\penetration_60pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
medium_hidden_failure,penetration_scan,penetration_60pct,SNVOR,0.0240511468439327,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\penetration_60pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
medium_hidden_failure,penetration_scan,penetration_60pct,CRI,0.0325031623091598,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\penetration_60pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
medium_hidden_failure,penetration_scan,penetration_80pct,SLLR,0.0163240487082975,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\penetration_80pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
medium_hidden_failure,penetration_scan,penetration_80pct,SLFOR,0.0467689965331928,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\penetration_80pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
medium_hidden_failure,penetration_scan,penetration_80pct,SNVOR,0.00958000265059678,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\penetration_80pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
medium_hidden_failure,penetration_scan,penetration_80pct,CRI,0.0210642290617364,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\penetration_80pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,topology_compare,concentrated_bus34,SLLR,0.3,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\concentrated_bus34\tables\markov_var_metrics_weighted.csv,paper_severity_unavailable_used_weighted_basic_for_pilot
high_hidden_failure,topology_compare,concentrated_bus34,SLFOR,0,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\concentrated_bus34\tables\markov_var_metrics_weighted.csv,paper_severity_unavailable_used_weighted_basic_for_pilot
high_hidden_failure,topology_compare,concentrated_bus34,SNVOR,0.196175810999135,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\concentrated_bus34\tables\markov_var_metrics_weighted.csv,paper_severity_unavailable_used_weighted_basic_for_pilot
high_hidden_failure,topology_compare,concentrated_bus34,CRI,0.219235162199827,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\concentrated_bus34\tables\markov_var_metrics_weighted.csv,paper_severity_unavailable_used_weighted_basic_for_pilot
high_hidden_failure,topology_compare,distributed_30_39,SLLR,0.00748623938630328,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\distributed_30_39\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,topology_compare,distributed_30_39,SLFOR,0.0111164404112904,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\distributed_30_39\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,topology_compare,distributed_30_39,SNVOR,0.0029759688382265,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\distributed_30_39\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,topology_compare,distributed_30_39,CRI,0.00731022548168534,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\distributed_30_39\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,wind_speed_scan,wind_speed_11_28,SLLR,0.00367994768606646,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\wind_speed_11_28\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,wind_speed_scan,wind_speed_11_28,SLFOR,0.00742152469870508,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\wind_speed_11_28\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,wind_speed_scan,wind_speed_11_28,SNVOR,0.0012691405538425,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\wind_speed_11_28\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,wind_speed_scan,wind_speed_11_28,CRI,0.00394610166214939,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\wind_speed_11_28\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,wind_speed_scan,wind_speed_12_00,SLLR,0.00748623938630328,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\wind_speed_12_00\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,wind_speed_scan,wind_speed_12_00,SLFOR,0.0111164404112904,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\wind_speed_12_00\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,wind_speed_scan,wind_speed_12_00,SNVOR,0.0029759688382265,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\wind_speed_12_00\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,wind_speed_scan,wind_speed_12_00,CRI,0.00731022548168534,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\wind_speed_12_00\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,penetration_scan,penetration_40pct,SLLR,0.00384868060455696,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_40pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,penetration_scan,penetration_40pct,SLFOR,0.0170313587790994,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_40pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,penetration_scan,penetration_40pct,SNVOR,0.00124761820807161,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_40pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,penetration_scan,penetration_40pct,CRI,0.00596500376016837,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_40pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,penetration_scan,penetration_60pct,SLLR,0.0104261931662252,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_60pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,penetration_scan,penetration_60pct,SLFOR,0.0148853379796497,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_60pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,penetration_scan,penetration_60pct,SNVOR,0.00610578647236552,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_60pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,penetration_scan,penetration_60pct,CRI,0.0104539407901382,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_60pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,penetration_scan,penetration_80pct,SLLR,0.00942358678662198,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_80pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,penetration_scan,penetration_80pct,SLFOR,0.022648316406329,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_80pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,penetration_scan,penetration_80pct,SNVOR,0.00311871780449776,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_80pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
high_hidden_failure,penetration_scan,penetration_80pct,CRI,0.0108075589141385,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_80pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,topology_compare,concentrated_bus34,SLLR,0.3,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_var_metrics_weighted.csv,paper_severity_unavailable_used_weighted_basic_for_pilot
benchmark_calibrated_seed,topology_compare,concentrated_bus34,SLFOR,0,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_var_metrics_weighted.csv,paper_severity_unavailable_used_weighted_basic_for_pilot
benchmark_calibrated_seed,topology_compare,concentrated_bus34,SNVOR,0.196175810999135,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_var_metrics_weighted.csv,paper_severity_unavailable_used_weighted_basic_for_pilot
benchmark_calibrated_seed,topology_compare,concentrated_bus34,CRI,0.219235162199827,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_var_metrics_weighted.csv,paper_severity_unavailable_used_weighted_basic_for_pilot
benchmark_calibrated_seed,topology_compare,distributed_30_39,SLLR,0.0132582812182234,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\distributed_30_39\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,topology_compare,distributed_30_39,SLFOR,0.029269229015685,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\distributed_30_39\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,topology_compare,distributed_30_39,SNVOR,0.00959535518532867,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\distributed_30_39\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,topology_compare,distributed_30_39,CRI,0.0157278855711368,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\distributed_30_39\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,wind_speed_scan,wind_speed_11_28,SLLR,0.00957671649014225,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\wind_speed_11_28\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,wind_speed_scan,wind_speed_11_28,SLFOR,0.0250523042945962,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\wind_speed_11_28\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,wind_speed_scan,wind_speed_11_28,SNVOR,0.00325276932437545,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\wind_speed_11_28\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,wind_speed_scan,wind_speed_11_28,CRI,0.0114070446178797,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\wind_speed_11_28\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,wind_speed_scan,wind_speed_12_00,SLLR,0.0132582812182234,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\wind_speed_12_00\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,wind_speed_scan,wind_speed_12_00,SLFOR,0.029269229015685,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\wind_speed_12_00\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,wind_speed_scan,wind_speed_12_00,SNVOR,0.00959535518532867,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\wind_speed_12_00\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,wind_speed_scan,wind_speed_12_00,CRI,0.0157278855711368,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\wind_speed_12_00\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,penetration_scan,penetration_40pct,SLLR,0.00971490518143582,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\penetration_40pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,penetration_scan,penetration_40pct,SLFOR,0.0259072615224566,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\penetration_40pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,penetration_scan,penetration_40pct,SNVOR,0.00325397330047251,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\penetration_40pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,penetration_scan,penetration_40pct,CRI,0.0116611900734473,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\penetration_40pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,penetration_scan,penetration_60pct,SLLR,0.0235242429655936,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\penetration_60pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,penetration_scan,penetration_60pct,SLFOR,0.0678919358050853,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\penetration_60pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,penetration_scan,penetration_60pct,SNVOR,0.0240511468439327,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\penetration_60pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,penetration_scan,penetration_60pct,CRI,0.0325031623091598,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\penetration_60pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,penetration_scan,penetration_80pct,SLLR,0.0163240487082975,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\penetration_80pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,penetration_scan,penetration_80pct,SLFOR,0.0467689965331928,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\penetration_80pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,penetration_scan,penetration_80pct,SNVOR,0.00958000265059678,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\penetration_80pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
benchmark_calibrated_seed,penetration_scan,penetration_80pct,CRI,0.0210642290617364,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\penetration_80pct\tables\markov_var_metrics_paper_severity.csv,paper_severity_valid
