parameter_set_id,branch_id,mean_probability_11_28,mean_probability_12_00,delta_probability,selected_count_11_28,selected_count_12_00,delta_selected_count,loading_related_note
benchmark_calibrated_seed,5,0.00157499999999999,0.00157499999999999,0,2,3,1,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,6,0.0524678386845038,0.0642808190270269,0.0118129803425231,46,59,13,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,7,0.0203607746767241,0.0224799022175291,0.002119127540805,12,17,5,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,8,0.158662815374332,0.157830285529716,-0.000832529844615848,108,104,-4,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,9,0.0713010068812426,0.0464746740661685,-0.0248263328150741,38,29,-9,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,10,0.0476168940476189,0.0376435958620688,-0.00997329818555012,39,34,-5,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,11,0.0147506541714285,0.0189763311529934,0.00422567698156492,16,16,0,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,12,0.0498840573964495,0.0450644522439584,-0.00481960515249114,43,40,-3,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,13,0.179094893098782,0.168411901298701,-0.0106829918000809,120,118,-2,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,14,0.132356061517615,0.178178389707928,0.0458223281903127,100,123,23,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,15,0.0121735201793722,0.00826350926935661,-0.00391001091001558,10,7,-3,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,16,0.0365055578002244,0.053250364628821,0.0167448068285966,31,47,16,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,17,0.040400961521253,0.0571941030567687,0.0167931415355158,35,50,15,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,18,0.155867165980796,0.156660489424364,0.000793323443568583,102,106,4,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,19,0.183569569411764,0.187769610787172,0.00420004137540733,95,104,9,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,20,0.0559758357836336,0.0509909316939889,-0.00498490408964469,30,30,0,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,21,0.00805550791826305,0.0100279276155718,0.00197241969730877,4,6,2,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,22,0.00614704432989692,0.00995274512195125,0.00380570079205433,8,10,2,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,23,0.182925438980716,0.190927920921052,0.00800248194033609,104,109,5,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,24,0.0173831935691318,0.0105359002098635,-0.00684729335926821,7,7,0,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,25,0.0603612110871904,0.0579471565263157,-0.00241405456087468,39,49,10,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,26,0.0200538321888413,0.0178662376569038,-0.00218759453193743,8,5,-3,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,27,0.178949455696203,0.207379007789232,0.0284295520930294,134,156,22,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,28,0.0262076378103837,0.0236114730684326,-0.00259616474195107,11,13,2,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,29,0.0148912211453745,0.0144307423655914,-0.000460478779783027,14,12,-2,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,30,0.029285570995671,0.0331740773109244,0.00388850631525334,23,23,0,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,31,0.0547934697068403,0.0675995184404637,0.0128060487336234,29,36,7,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,32,0.001613,0.001613,0,2,3,1,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,33,0.00961575455650056,0.00890107032181165,-0.000714684234688918,2,4,2,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,34,0.00176633694344164,0.00112400000000001,-0.000642336943441637,1,1,0,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,35,0.0261335298245614,0.0237751399317406,-0.00235838989282078,12,13,1,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,36,0.0165448678445229,0.0163885858930603,-0.00015628195146267,15,13,-2,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,37,0.0206314700239807,0.0197128176538907,-0.000918652370089989,2,0,-2,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,38,0.0390829460910151,0.0339237688989783,-0.00515917719203672,23,24,1,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,39,0.0015431,0.0015431,6.50521303491303e-19,2,1,-1,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,40,0.0977363852364478,0.116252660270881,0.0185162750344328,60,73,13,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,41,0.0015551,0.00155509999999999,-6.50521303491303e-19,0,3,3,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,42,0.104769444548651,0.128197616438355,0.0234281718897039,68,86,18,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,43,0.00157499999999999,0.00157499999999999,2.16840434497101e-19,1,3,2,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,44,0.00112400000000001,0.00112400000000001,2.16840434497101e-19,0,1,1,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,45,0.0015501,0.00268084733861835,0.00113074733861835,3,2,-1,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,46,0.0015122,0.00378665968109341,0.00227445968109341,0,2,2,Branch-level candidate probability comparison across the two wind speeds.
