parameter_set_id,scenario_id,metric_name,sample_variant,sample_count,mean,median,p90,p95,p98,max,zero_fraction,nonzero_fraction,note
low_hidden_failure,wind_speed_11_28,basic_LLR,severity_only,460,0.28671287326087,0,1,1,1,1,0.58695652173913,0.41304347826087,Existing full-event formal pilot samples; no new Markov run.
high_hidden_failure,wind_speed_11_28,basic_LFOR,severity_only,460,0.699022876086957,0,2.0159,2.9149,6.2826,7.6368,0.595652173913043,0.404347826086957,Existing full-event formal pilot samples; no new Markov run.
high_hidden_failure,wind_speed_11_28,basic_NVOR,severity_only,460,0.38657952726087,0,1,1.6844,2.5097,3.6548,0.645652173913044,0.354347826086956,Existing full-event formal pilot samples; no new Markov run.
high_hidden_failure,wind_speed_11_28,basic_CRI,severity_only,460,0.411205958843478,0.00081834,1,1.17734,1.97519,2.25153,0.493478260869565,0.506521739130435,Existing full-event formal pilot samples; no new Markov run.
high_hidden_failure,wind_speed_11_28,R1_display,full_event_chain_risk_display,460,0.0739766971640537,3.685026e-12,0.23025084,0.474330027795,0.8396199,1.52355050705,0.5,0.5,Existing full-event formal pilot samples; no new Markov run.
high_hidden_failure,wind_speed_11_28,R2_display,full_event_chain_risk_display,460,0.159293021350442,0,0.1859645704788,0.779008026825,2.18542097718,5.21576237442,0.595652173913043,0.404347826086957,Existing full-event formal pilot samples; no new Markov run.
high_hidden_failure,wind_speed_11_28,R3_display,full_event_chain_risk_display,460,0.0560833598440111,0,0.11651922,0.27344944,0.6732054,2.46704800205,0.645652173913044,0.354347826086956,Existing full-event formal pilot samples; no new Markov run.
high_hidden_failure,wind_speed_11_28,CRI_display,full_event_chain_risk_display,460,0.0874612945373229,2.02734141095e-09,0.2258102,0.6404099,1.330218,1.79206939899,0.493478260869565,0.506521739130435,Existing full-event formal pilot samples; no new Markov run.
high_hidden_failure,wind_speed_12_00,basic_LLR,severity_only,460,0.386860534347826,0.313825,1,1,1,1,0.428260869565217,0.571739130434783,Existing full-event formal pilot samples; no new Markov run.
high_hidden_failure,wind_speed_12_00,basic_LFOR,severity_only,460,0.734486969782609,0,2.029,2.8706,6.3729,9.1801,0.53695652173913,0.46304347826087,Existing full-event formal pilot samples; no new Markov run.
high_hidden_failure,wind_speed_12_00,basic_NVOR,severity_only,460,0.460948773043478,0,1,1.9065,2.2199,6.0896,0.584782608695652,0.415217391304348,Existing full-event formal pilot samples; no new Markov run.
high_hidden_failure,wind_speed_12_00,basic_CRI,severity_only,460,0.471203469173913,0.323742,1,1.214942,1.959508,2.086034,0.428260869565217,0.571739130434783,Existing full-event formal pilot samples; no new Markov run.
high_hidden_failure,wind_speed_12_00,R1_display,full_event_chain_risk_display,460,0.0974047510365229,2.71629493455e-06,0.2908836,0.6454617,1.1325512,1.855371439075,0.428260869565217,0.571739130434783,Existing full-event formal pilot samples; no new Markov run.
high_hidden_failure,wind_speed_12_00,R2_display,full_event_chain_risk_display,460,0.186954348948793,0,0.2908836,0.9320148,4.63147565825,5.30850780135,0.53695652173913,0.46304347826087,Existing full-event formal pilot samples; no new Markov run.
high_hidden_failure,wind_speed_12_00,R3_display,full_event_chain_risk_display,460,0.0801025843489494,0,0.20229498,0.3999056631336,0.9320148,7.0154734909,0.584782608695652,0.415217391304348,Existing full-event formal pilot samples; no new Markov run.
high_hidden_failure,wind_speed_12_00,CRI_display,full_event_chain_risk_display,460,0.111854237281462,4.78754657187e-06,0.31656572739428,0.6454617,1.668037123935,2.595732727455,0.428260869565217,0.571739130434783,Existing full-event formal pilot samples; no new Markov run.
benchmark_calibrated_seed,wind_speed_11_28,basic_LLR,severity_only,460,0.287523107608696,0,1,1,1,1,0.560869565217391,0.439130434782609,Existing full-event formal pilot samples; no new Markov run.
benchmark_calibrated_seed,wind_speed_11_28,basic_LFOR,severity_only,460,0.620037260869565,0,1.9312,2.7083,6.2826,6.7585,0.667391304347826,0.332608695652174,Existing full-event formal pilot samples; no new Markov run.
benchmark_calibrated_seed,wind_speed_11_28,basic_NVOR,severity_only,460,0.370578336956522,0,1,1.8735,2.7395,3.9467,0.702173913043478,0.297826086956522,Existing full-event formal pilot samples; no new Markov run.
benchmark_calibrated_seed,wind_speed_11_28,basic_CRI,severity_only,460,0.370636984130435,0,1,1.34149,1.97519,2.1906,0.554347826086957,0.445652173913043,Existing full-event formal pilot samples; no new Markov run.
benchmark_calibrated_seed,wind_speed_11_28,R1_display,full_event_chain_risk_display,460,0.174390912642815,0,0.57505,0.865499078565,2.3123844,2.316274782525,0.560869565217391,0.439130434782609,Existing full-event formal pilot samples; no new Markov run.
benchmark_calibrated_seed,wind_speed_11_28,R2_display,full_event_chain_risk_display,460,0.449914705926213,0,1.032770101428,2.43729960705,6.6737143809,9.39055133094,0.667391304347826,0.332608695652174,Existing full-event formal pilot samples; no new Markov run.
benchmark_calibrated_seed,wind_speed_11_28,R3_display,full_event_chain_risk_display,460,0.182285092235574,0,0.5674608,1.01154617604,2.80897448767,5.3108385376,0.702173913043478,0.297826086956522,Existing full-event formal pilot samples; no new Markov run.
benchmark_calibrated_seed,wind_speed_11_28,CRI_display,full_event_chain_risk_display,460,0.231074507218046,0,0.6026213030856,1.2856791058872,2.724507745695,2.952300493961,0.554347826086957,0.445652173913043,Existing full-event formal pilot samples; no new Markov run.
benchmark_calibrated_seed,wind_speed_12_00,basic_LLR,severity_only,460,0.337816217391304,0,1,1,1,1,0.519565217391304,0.480434782608696,Existing full-event formal pilot samples; no new Markov run.
benchmark_calibrated_seed,wind_speed_12_00,basic_LFOR,severity_only,460,0.677697132608696,0,2.029,2.8389,6.3729,8.3649,0.61304347826087,0.38695652173913,Existing full-event formal pilot samples; no new Markov run.
benchmark_calibrated_seed,wind_speed_12_00,basic_NVOR,severity_only,460,0.429305393913043,0,1,1.9255,2.5097,3.9379,0.656521739130435,0.343478260869565,Existing full-event formal pilot samples; no new Markov run.
benchmark_calibrated_seed,wind_speed_12_00,basic_CRI,severity_only,460,0.424090235739131,0,1,1.37781,2.00249,2.166476,0.519565217391304,0.480434782608696,Existing full-event formal pilot samples; no new Markov run.
benchmark_calibrated_seed,wind_speed_12_00,R1_display,full_event_chain_risk_display,460,0.252247994220724,0,0.842195272096,1.60548835545,2.81610469085,2.81610469085,0.519565217391304,0.480434782608696,Existing full-event formal pilot samples; no new Markov run.
benchmark_calibrated_seed,wind_speed_12_00,R2_display,full_event_chain_risk_display,460,0.516878781175967,0,1.12687107071,3.582268486,7.0297084735,9.55771662573,0.61304347826087,0.38695652173913,Existing full-event formal pilot samples; no new Markov run.
benchmark_calibrated_seed,wind_speed_12_00,R3_display,full_event_chain_risk_display,460,0.346061814655106,0,0.60336008928,1.8534348,3.2801856186,15.2178356177,0.656521739130435,0.343478260869565,Existing full-event formal pilot samples; no new Markov run.
benchmark_calibrated_seed,wind_speed_12_00,CRI_display,full_event_chain_risk_display,460,0.323936915698649,0,0.96329301327,1.9537265,3.09560450921,5.630615525115,0.519565217391304,0.480434782608696,Existing full-event formal pilot samples; no new Markov run.
