branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,original_slack_in_main_island,new_slack_bus,pf_converged_before_shedding,pf_converged_after_shedding,corrective_load_shed_mw,load_shed_mw,num_overloaded_lines,max_line_loading_pu,num_voltage_violations,max_voltage_deviation_pu,SLLR,SLFOR,SNVOR,CRI,main_island_load_share,original_slack_island_load_share,main_island_selection_reason
28,16,21,1,1,0,0,0,1,31,1,1,0,0,1,1.05631601963974,0,0,0,0.0563160196397448,0,0.011263203927949,1,1,original_slack_island_has_sufficient_load
29,16,24,1,1,0,0,0,1,31,1,1,0,0,0,0.794070583511863,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
30,17,18,1,1,0,0,0,1,31,1,1,0,0,0,0.79213927082019,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
31,17,27,1,1,0,0,0,1,31,1,1,0,0,0,0.790591865207553,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
32,19,20,2,1,680,549.352176655023,406.52495,1,31,1,1,0,680,1,1.00159719376885,0,0,0.10872641396303,0.00159719376884548,0,0.065555287131587,0.89127358603697,0.89127358603697,original_slack_island_has_sufficient_load
33,19,33,2,1,0,584.340211278929,406.52495,1,31,1,1,0,0,1,1.01333436337293,0,0,0,0.0133343633729328,0,0.00266687267458656,1,1,original_slack_island_has_sufficient_load
34,20,34,2,1,0,549.352176655023,406.52495,1,31,1,1,0,0,0,0.989009267916965,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
35,21,22,1,1,0,0,0,1,31,1,1,0,0,2,1.51035092835709,0,0,0,1.02070185671417,0,0.204140371342834,1,1,original_slack_island_has_sufficient_load
36,22,23,1,1,0,0,0,1,31,1,1,0,0,0,0.788012017238877,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
37,22,35,2,1,0,589.507009981593,406.52495,1,31,1,1,0,0,1,1.01644810020259,0,0,0,0.016448100202592,0,0.0032896200405184,1,1,original_slack_island_has_sufficient_load
38,23,24,1,1,0,0,0,1,31,1,1,0,0,2,1.06683892785903,0,0,0,0.133677855718055,0,0.0267355711436109,1,1,original_slack_island_has_sufficient_load
39,23,36,2,1,0,564.096982304201,406.52495,1,31,1,1,0,0,0,0.993260256821215,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
40,25,26,1,1,0,0,0,1,31,1,1,0,0,0,0.947301264597267,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
41,25,37,2,1,0,558.498802311374,406.52495,1,31,1,1,0,0,0,0.995290337891568,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
42,26,27,1,1,0,0,0,1,31,1,1,0,0,0,0.966920899607547,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
43,26,28,1,1,0,0,0,1,31,1,1,0,0,0,0.789836842504976,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
44,26,29,1,1,0,0,0,1,31,1,1,0,0,0,0.79102759211458,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
45,28,29,1,1,0,0,0,1,31,1,1,0,0,0,0.791326415188242,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
46,29,38,2,1,0,640.102612835003,406.52495,1,31,1,1,0,0,2,1.0668696779999,0,0,0,0.133739355999791,0,0.0267478711999583,1,1,original_slack_island_has_sufficient_load
