branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,new_slack_bus,main_island_load_mw,main_island_load_share,main_island_generation_mw,main_island_gen_share,original_slack_island_id,original_slack_island_load_mw,original_slack_island_load_share,original_slack_island_generation_mw,main_island_selection_reason
23,13,14,1,1,0,0,0,31,6254.23,1,6329.56992239877,1,1,6254.23,1,6329.56992239877,original_slack_island_has_sufficient_load
24,14,15,1,1,0,0,0,31,6254.23,1,6329.56992239877,1,1,6254.23,1,6329.56992239877,original_slack_island_has_sufficient_load
25,15,16,1,1,0,0,0,31,6254.23,1,6329.56992239877,1,1,6254.23,1,6329.56992239877,original_slack_island_has_sufficient_load
26,16,17,1,1,0,0,0,31,6254.23,1,6329.56992239877,1,1,6254.23,1,6329.56992239877,original_slack_island_has_sufficient_load
27,16,19,2,1,680,1136.00277733212,625.423,31,5574.23,0.89127358603697,5193.56714506665,0.820524491986084,1,5574.23,0.89127358603697,5193.56714506665,original_slack_island_has_sufficient_load
28,16,21,1,1,0,0,0,31,6254.23,1,6329.56992239877,1,1,6254.23,1,6329.56992239877,original_slack_island_has_sufficient_load
29,16,24,1,1,0,0,0,31,6254.23,1,6329.56992239877,1,1,6254.23,1,6329.56992239877,original_slack_island_has_sufficient_load
30,17,18,1,1,0,0,0,31,6254.23,1,6329.56992239877,1,1,6254.23,1,6329.56992239877,original_slack_island_has_sufficient_load
31,17,27,1,1,0,0,0,31,6254.23,1,6329.56992239877,1,1,6254.23,1,6329.56992239877,original_slack_island_has_sufficient_load
32,19,20,2,1,680,540.166197873973,312.7115,31,5574.23,0.89127358603697,5789.4037245248,0.914659889297935,1,5574.23,0.89127358603697,5789.4037245248,original_slack_island_has_sufficient_load
33,19,33,2,1,0,595.836579458151,312.7115,31,6254.23,1,5733.73334294062,0.905864602688149,1,6254.23,1,5733.73334294062,original_slack_island_has_sufficient_load
34,20,34,2,1,0,540.166197873973,312.7115,31,6254.23,1,5789.4037245248,0.914659889297935,1,6254.23,1,5789.4037245248,original_slack_island_has_sufficient_load
35,21,22,1,1,0,0,0,31,6254.23,1,6329.56992239877,1,1,6254.23,1,6329.56992239877,original_slack_island_has_sufficient_load
36,22,23,1,1,0,0,0,31,6254.23,1,6329.56992239877,1,1,6254.23,1,6329.56992239877,original_slack_island_has_sufficient_load
37,22,35,2,1,0,604.02344987914,312.7115,31,6254.23,1,5725.54647251963,0.904571170350508,1,6254.23,1,5725.54647251963,original_slack_island_has_sufficient_load
38,23,24,1,1,0,0,0,31,6254.23,1,6329.56992239877,1,1,6254.23,1,6329.56992239877,original_slack_island_has_sufficient_load
39,23,36,2,1,0,563.59890574373,312.7115,31,6254.23,1,5765.97101665504,0.910957788182528,1,6254.23,1,5765.97101665504,original_slack_island_has_sufficient_load
40,25,26,1,1,0,0,0,31,6254.23,1,6329.56992239877,1,1,6254.23,1,6329.56992239877,original_slack_island_has_sufficient_load
41,25,37,2,1,0,554.673985082703,312.7115,31,6254.23,1,5774.89593731607,0.912367824057074,1,6254.23,1,5774.89593731607,original_slack_island_has_sufficient_load
42,26,27,1,1,0,0,0,31,6254.23,1,6329.56992239877,1,1,6254.23,1,6329.56992239877,original_slack_island_has_sufficient_load
43,26,28,1,1,0,0,0,31,6254.23,1,6329.56992239877,1,1,6254.23,1,6329.56992239877,original_slack_island_has_sufficient_load
44,26,29,1,1,0,0,0,31,6254.23,1,6329.56992239877,1,1,6254.23,1,6329.56992239877,original_slack_island_has_sufficient_load
45,28,29,1,1,0,0,0,31,6254.23,1,6329.56992239877,1,1,6254.23,1,6329.56992239877,original_slack_island_has_sufficient_load
46,29,38,2,1,0,684.602639813149,312.7115,31,6254.23,1,5644.96728258562,0.891840575551506,1,6254.23,1,5644.96728258562,original_slack_island_has_sufficient_load
