preview_variant,metric_name,paper_reference_group,paper_reference_mean,preview_value,ratio_paper_to_preview,absolute_gap,relative_gap,interpretation
stage_mean_severity,SNVOR,wind_speed_scan,5.7652,0.00959228989919854,601.024370675212,-5.7556077101008,-0.998336173957677,"Compared to paper target group mean because unified stage-level smoke is not scenario-aligned to all calibration targets. Large scale gap remains; not suitable for calibration target replacement yet."
stage_mean_severity_percent,SNVOR,penetration_scan,7.58346666666667,0.959228989919854,7.90579386815685,-6.62423767674681,-0.873510489056915,"Compared to paper target group mean because unified stage-level smoke is not scenario-aligned to all calibration targets. Candidate is closer in scale, but paper aggregation rule is still unconfirmed."
stage_mean_severity_percent,SNVOR,topology_compare,3.28415,0.959228989919854,3.42373930991639,-2.32492101008015,-0.707921687523452,"Compared to paper target group mean because unified stage-level smoke is not scenario-aligned to all calibration targets. Candidate is closer in scale, but paper aggregation rule is still unconfirmed."
stage_mean_severity_percent,SNVOR,wind_speed_scan,5.7652,0.959228989919854,6.01024370675213,-4.80597101008015,-0.833617395767735,"Compared to paper target group mean because unified stage-level smoke is not scenario-aligned to all calibration targets. Candidate is closer in scale, but paper aggregation rule is still unconfirmed."
chain_probability_proxy,SNVOR,penetration_scan,7.58346666666667,NaN,NaN,NaN,NaN,"Missing preview value or target mean; no forced zero fill."
chain_probability_proxy,SNVOR,topology_compare,3.28415,NaN,NaN,NaN,NaN,"Missing preview value or target mean; no forced zero fill."
chain_probability_proxy,SNVOR,wind_speed_scan,5.7652,NaN,NaN,NaN,NaN,"Missing preview value or target mean; no forced zero fill."
stage_probability_sum,CRI,penetration_scan,8.67463333333333,9.86917740866175e-05,87896.214386824,-8.67453464155925,-0.999988622945744,"Compared to paper target group mean because unified stage-level smoke is not scenario-aligned to all calibration targets. Large scale gap remains; not suitable for calibration target replacement yet."
stage_probability_sum,CRI,topology_compare,6.18475,9.86917740866175e-05,62667.3302536026,-6.18465130822591,-0.999984042722166,"Compared to paper target group mean because unified stage-level smoke is not scenario-aligned to all calibration targets. Large scale gap remains; not suitable for calibration target replacement yet."
stage_probability_sum,CRI,wind_speed_scan,6.48285,9.86917740866175e-05,65687.8454156704,-6.48275130822591,-0.999984776483478,"Compared to paper target group mean because unified stage-level smoke is not scenario-aligned to all calibration targets. Large scale gap remains; not suitable for calibration target replacement yet."
stage_probability_percent,CRI,penetration_scan,8.67463333333333,0.00986917740866175,878.96214386824,-8.66476415592467,-0.998862294574373,"Compared to paper target group mean because unified stage-level smoke is not scenario-aligned to all calibration targets. Large scale gap remains; not suitable for calibration target replacement yet."
stage_probability_percent,CRI,topology_compare,6.18475,0.00986917740866175,626.673302536026,-6.17488082259134,-0.998404272216555,"Compared to paper target group mean because unified stage-level smoke is not scenario-aligned to all calibration targets. Large scale gap remains; not suitable for calibration target replacement yet."
stage_probability_percent,CRI,wind_speed_scan,6.48285,0.00986917740866175,656.878454156704,-6.47298082259134,-0.99847764834777,"Compared to paper target group mean because unified stage-level smoke is not scenario-aligned to all calibration targets. Large scale gap remains; not suitable for calibration target replacement yet."
stage_mean_severity,CRI,penetration_scan,8.67463333333333,0.0750440030377456,115.593957973833,-8.59958933029559,-0.991349028811468,"Compared to paper target group mean because unified stage-level smoke is not scenario-aligned to all calibration targets. Large scale gap remains; not suitable for calibration target replacement yet."
stage_mean_severity,CRI,topology_compare,6.18475,0.0750440030377456,82.4149798737309,-6.10970599696225,-0.987866283513845,"Compared to paper target group mean because unified stage-level smoke is not scenario-aligned to all calibration targets. Large scale gap remains; not suitable for calibration target replacement yet."
stage_mean_severity,CRI,wind_speed_scan,6.48285,0.0750440030377456,86.3873159423446,-6.40780599696225,-0.988424226530346,"Compared to paper target group mean because unified stage-level smoke is not scenario-aligned to all calibration targets. Large scale gap remains; not suitable for calibration target replacement yet."
stage_mean_severity_percent,CRI,penetration_scan,8.67463333333333,7.50440030377456,1.15593957973833,-1.17023302955877,-0.134902881146804,"Compared to paper target group mean because unified stage-level smoke is not scenario-aligned to all calibration targets. Candidate is closer in scale, but paper aggregation rule is still unconfirmed."
stage_mean_severity_percent,CRI,topology_compare,6.18475,7.50440030377456,0.824149798737309,1.31965030377456,0.213371648615475,"Compared to paper target group mean because unified stage-level smoke is not scenario-aligned to all calibration targets. Candidate is closer in scale, but paper aggregation rule is still unconfirmed."
stage_mean_severity_percent,CRI,wind_speed_scan,6.48285,7.50440030377456,0.863873159423446,1.02155030377456,0.157577346965387,"Compared to paper target group mean because unified stage-level smoke is not scenario-aligned to all calibration targets. Candidate is closer in scale, but paper aggregation rule is still unconfirmed."
chain_probability_proxy,CRI,penetration_scan,8.67463333333333,NaN,NaN,NaN,NaN,"Missing preview value or target mean; no forced zero fill."
chain_probability_proxy,CRI,topology_compare,6.18475,NaN,NaN,NaN,NaN,"Missing preview value or target mean; no forced zero fill."
chain_probability_proxy,CRI,wind_speed_scan,6.48285,NaN,NaN,NaN,NaN,"Missing preview value or target mean; no forced zero fill."
