parameter_set_id,sigma,metric_source,scale_variant,comparison_mode,valid_target_count,mean_abs_relative_gap,median_abs_relative_gap,trend_match_rate,topology_direction_match,wind_speed_direction_match,penetration_direction_match,score_rank,recommendation
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SLFOR,paper_table_1e4,compare_to_paper_actual_1e_minus_4,7,34625955.67141,34498594.1015446,0.333333333333333,0,0,1,467,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SLFOR,paper_table_1e4,compare_to_paper_table_value,7,3461.595667141,3448.85951015446,0.333333333333333,0,0,1,320,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SLFOR,percent,compare_to_paper_actual_1e_minus_4,7,346258.5667141,344984.951015446,0.333333333333333,0,0,1,407,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SLFOR,percent,compare_to_paper_table_value,7,33.62595667141,33.4985951015446,0.333333333333333,0,0,1,167,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SLFOR,raw,compare_to_paper_actual_1e_minus_4,7,3461.595667141,3448.85951015446,0.333333333333333,0,0,1,321,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SLFOR,raw,compare_to_paper_table_value,7,0.6537404332859,0.655014048984554,0.333333333333333,0,0,1,32,wrong_trend
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SLLR,paper_actual_from_table,compare_to_paper_actual_1e_minus_4,7,1303.21928965464,1325.9462984833,0,0,0,0,181,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SLLR,paper_actual_from_table,compare_to_paper_table_value,7,0.869578071034536,0.86730537015167,0,0,0,0,97,wrong_trend
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SLLR,paper_table_1e4,compare_to_paper_actual_1e_minus_4,7,13042191.8965464,13269461.984833,0,0,0,0,421,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SLLR,paper_table_1e4,compare_to_paper_table_value,7,1303.21928965464,1325.9462984833,0,0,0,0,182,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SLLR,percent,compare_to_paper_actual_1e_minus_4,7,130420.928965464,132693.62984833,0,0,0,0,361,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SLLR,percent,compare_to_paper_table_value,7,12.0421928965464,12.269462984833,0,0,0,0,121,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SLLR,raw,compare_to_paper_actual_1e_minus_4,7,1303.21928965464,1325.9462984833,0,0,0,0,183,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SLLR,raw,compare_to_paper_table_value,7,0.869578071034536,0.86730537015167,0,0,0,0,98,wrong_trend
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SNVOR,paper_actual_from_table,compare_to_paper_actual_1e_minus_4,7,2430.26369778963,2140.46519048333,0.333333333333333,0,0,1,250,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SNVOR,paper_actual_from_table,compare_to_paper_table_value,7,0.756873630221037,0.785853480951667,0.333333333333333,0,0,1,71,wrong_trend
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SNVOR,paper_table_1e4,compare_to_paper_actual_1e_minus_4,7,24312635.9778963,21414650.9048333,0.333333333333333,0,0,1,444,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SNVOR,paper_table_1e4,compare_to_paper_table_value,7,2430.26369778963,2140.46519048333,0.333333333333333,0,0,1,251,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SNVOR,percent,compare_to_paper_actual_1e_minus_4,7,243125.369778963,214145.519048333,0.333333333333333,0,0,1,384,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SNVOR,percent,compare_to_paper_table_value,7,23.3126369778963,20.4146519048333,0.333333333333333,0,0,1,144,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SNVOR,raw,compare_to_paper_actual_1e_minus_4,7,2430.26369778963,2140.46519048333,0.333333333333333,0,0,1,252,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.basic:SNVOR,raw,compare_to_paper_table_value,7,0.756873630221037,0.785853480951667,0.333333333333333,0,0,1,72,wrong_trend
benchmark_calibrated_seed,0.9,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_actual_from_table,compare_to_paper_actual_1e_minus_4,7,1531.8195142821,1420.34288475752,0.333333333333333,0,0,1,220,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_actual_from_table,compare_to_paper_table_value,7,0.84671804857179,0.857865711524248,0.333333333333333,0,0,1,91,wrong_trend
benchmark_calibrated_seed,0.9,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_table_1e4,compare_to_paper_actual_1e_minus_4,7,15328194.142821,14213427.8475752,0.333333333333333,0,0,1,434,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_table_1e4,compare_to_paper_table_value,7,1531.8195142821,1420.34288475752,0.333333333333333,0,0,1,221,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.recomputed_weighted:CRI_recomputed,percent,compare_to_paper_actual_1e_minus_4,7,153280.95142821,142133.288475752,0.333333333333333,0,0,1,374,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.recomputed_weighted:CRI_recomputed,percent,compare_to_paper_table_value,7,14.328195142821,13.2134288475752,0.333333333333333,0,0,1,134,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.recomputed_weighted:CRI_recomputed,raw,compare_to_paper_actual_1e_minus_4,7,1531.8195142821,1420.34288475752,0.333333333333333,0,0,1,222,wrong_scale
benchmark_calibrated_seed,0.9,markov_chain_summary.recomputed_weighted:CRI_recomputed,raw,compare_to_paper_table_value,7,0.84671804857179,0.857865711524248,0.333333333333333,0,0,1,92,wrong_trend
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:CRI_basic,paper_actual_from_table,compare_to_paper_actual_1e_minus_4,7,2052.8058649842,2243.77933962927,0.333333333333333,0,0,1,256,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:CRI_basic,paper_actual_from_table,compare_to_paper_table_value,7,0.79461941350158,0.775522066037073,0.333333333333333,0,0,1,59,wrong_trend
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:CRI_basic,paper_table_1e4,compare_to_paper_actual_1e_minus_4,7,20538057.649842,22447792.3962927,0.333333333333333,0,0,1,446,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:CRI_basic,paper_table_1e4,compare_to_paper_table_value,7,2052.8058649842,2243.77933962927,0.333333333333333,0,0,1,257,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:CRI_basic,percent,compare_to_paper_actual_1e_minus_4,7,205379.58649842,224476.933962927,0.333333333333333,0,0,1,386,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:CRI_basic,percent,compare_to_paper_table_value,7,19.538058649842,21.4477933962927,0.333333333333333,0,0,1,146,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:CRI_basic,raw,compare_to_paper_actual_1e_minus_4,7,2052.8058649842,2243.77933962927,0.333333333333333,0,0,1,258,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:CRI_basic,raw,compare_to_paper_table_value,7,0.79461941350158,0.775522066037073,0.333333333333333,0,0,1,60,wrong_trend
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SLFOR,paper_actual_from_table,compare_to_paper_actual_1e_minus_4,7,5692.52551268616,5201.82584434958,0.333333333333333,0,0,1,340,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SLFOR,paper_actual_from_table,compare_to_paper_table_value,7,0.430647448731384,0.479717415565042,0.333333333333333,0,0,1,19,wrong_trend
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SLFOR,paper_table_1e4,compare_to_paper_actual_1e_minus_4,7,56935254.1268616,52028257.4434958,0.333333333333333,0,0,1,474,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SLFOR,paper_table_1e4,compare_to_paper_table_value,7,5692.52551268616,5201.82584434958,0.333333333333333,0,0,1,341,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SLFOR,percent,compare_to_paper_actual_1e_minus_4,7,569351.551268616,520281.584434958,0.333333333333333,0,0,1,414,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SLFOR,percent,compare_to_paper_table_value,7,55.9352551268616,51.0282584434958,0.333333333333333,0,0,1,174,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SLFOR,raw,compare_to_paper_actual_1e_minus_4,7,5692.52551268616,5201.82584434958,0.333333333333333,0,0,1,342,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SLFOR,raw,compare_to_paper_table_value,7,0.430647448731384,0.479717415565042,0.333333333333333,0,0,1,20,wrong_trend
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SLLR,paper_actual_from_table,compare_to_paper_actual_1e_minus_4,7,1303.21928965464,1325.9462984833,0,0,0,0,184,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SLLR,paper_actual_from_table,compare_to_paper_table_value,7,0.869578071034536,0.86730537015167,0,0,0,0,99,wrong_trend
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SLLR,paper_table_1e4,compare_to_paper_actual_1e_minus_4,7,13042191.8965464,13269461.984833,0,0,0,0,422,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SLLR,paper_table_1e4,compare_to_paper_table_value,7,1303.21928965464,1325.9462984833,0,0,0,0,185,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SLLR,percent,compare_to_paper_actual_1e_minus_4,7,130420.928965464,132693.62984833,0,0,0,0,362,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SLLR,percent,compare_to_paper_table_value,7,12.0421928965464,12.269462984833,0,0,0,0,122,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SLLR,raw,compare_to_paper_actual_1e_minus_4,7,1303.21928965464,1325.9462984833,0,0,0,0,186,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SLLR,raw,compare_to_paper_table_value,7,0.869578071034536,0.86730537015167,0,0,0,0,100,wrong_trend
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SNVOR,paper_actual_from_table,compare_to_paper_actual_1e_minus_4,7,3569.49372675215,2916.22881885558,0.333333333333333,0,0,1,304,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SNVOR,paper_actual_from_table,compare_to_paper_table_value,7,0.642950627324785,0.708277118114442,0.333333333333333,0,0,1,37,wrong_trend
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SNVOR,paper_table_1e4,compare_to_paper_actual_1e_minus_4,7,35704936.2675215,29172287.1885558,0.333333333333333,0,0,1,462,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SNVOR,paper_table_1e4,compare_to_paper_table_value,7,3569.49372675215,2916.22881885558,0.333333333333333,0,0,1,305,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SNVOR,percent,compare_to_paper_actual_1e_minus_4,7,357048.372675215,291721.881885558,0.333333333333333,0,0,1,402,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SNVOR,percent,compare_to_paper_table_value,7,34.7049372675215,28.1722881885558,0.333333333333333,0,0,1,162,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SNVOR,raw,compare_to_paper_actual_1e_minus_4,7,3569.49372675215,2916.22881885558,0.333333333333333,0,0,1,306,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.basic:SNVOR,raw,compare_to_paper_table_value,7,0.642950627324785,0.708277118114442,0.333333333333333,0,0,1,38,wrong_trend
benchmark_calibrated_seed,0.95,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_actual_from_table,compare_to_paper_actual_1e_minus_4,7,2052.8058649842,2243.77933962927,0.333333333333333,0,0,1,259,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_actual_from_table,compare_to_paper_table_value,7,0.79461941350158,0.775522066037073,0.333333333333333,0,0,1,61,wrong_trend
benchmark_calibrated_seed,0.95,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_table_1e4,compare_to_paper_actual_1e_minus_4,7,20538057.649842,22447792.3962927,0.333333333333333,0,0,1,447,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_table_1e4,compare_to_paper_table_value,7,2052.8058649842,2243.77933962927,0.333333333333333,0,0,1,260,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.recomputed_weighted:CRI_recomputed,percent,compare_to_paper_actual_1e_minus_4,7,205379.58649842,224476.933962927,0.333333333333333,0,0,1,387,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.recomputed_weighted:CRI_recomputed,percent,compare_to_paper_table_value,7,19.538058649842,21.4477933962927,0.333333333333333,0,0,1,147,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.recomputed_weighted:CRI_recomputed,raw,compare_to_paper_actual_1e_minus_4,7,2052.8058649842,2243.77933962927,0.333333333333333,0,0,1,261,wrong_scale
benchmark_calibrated_seed,0.95,markov_chain_summary.recomputed_weighted:CRI_recomputed,raw,compare_to_paper_table_value,7,0.79461941350158,0.775522066037073,0.333333333333333,0,0,1,62,wrong_trend
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:CRI_basic,paper_actual_from_table,compare_to_paper_actual_1e_minus_4,7,2554.8011470461,2802.88360449002,0.333333333333333,0,0,1,277,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:CRI_basic,paper_actual_from_table,compare_to_paper_table_value,7,0.74441988529539,0.719611639550998,0.333333333333333,0,0,1,49,wrong_trend
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:CRI_basic,paper_table_1e4,compare_to_paper_actual_1e_minus_4,7,25558010.470461,28038835.0449002,0.333333333333333,0,0,1,453,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:CRI_basic,paper_table_1e4,compare_to_paper_table_value,7,2554.8011470461,2802.88360449002,0.333333333333333,0,0,1,278,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:CRI_basic,percent,compare_to_paper_actual_1e_minus_4,7,255579.11470461,280387.360449002,0.333333333333333,0,0,1,393,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:CRI_basic,percent,compare_to_paper_table_value,7,24.558011470461,27.0388360449002,0.333333333333333,0,0,1,153,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:CRI_basic,raw,compare_to_paper_actual_1e_minus_4,7,2554.8011470461,2802.88360449002,0.333333333333333,0,0,1,279,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:CRI_basic,raw,compare_to_paper_table_value,7,0.74441988529539,0.719611639550998,0.333333333333333,0,0,1,50,wrong_trend
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SLFOR,paper_actual_from_table,compare_to_paper_actual_1e_minus_4,7,9377.90234202746,10887.6831590387,0.333333333333333,0,0,1,352,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SLFOR,paper_actual_from_table,compare_to_paper_table_value,7,0.235026927772573,0.183365748701578,0.333333333333333,0,0,1,7,wrong_trend
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SLFOR,paper_table_1e4,compare_to_paper_actual_1e_minus_4,7,93789022.4202745,108886830.590387,0.333333333333333,0,0,1,478,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SLFOR,paper_table_1e4,compare_to_paper_table_value,7,9377.90234202746,10887.6831590387,0.333333333333333,0,0,1,353,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SLFOR,percent,compare_to_paper_actual_1e_minus_4,7,937889.234202745,1088867.31590387,0.333333333333333,0,0,1,418,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SLFOR,percent,compare_to_paper_table_value,7,92.7890234202745,107.886831590387,0.333333333333333,0,0,1,178,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SLFOR,raw,compare_to_paper_actual_1e_minus_4,7,9377.90234202746,10887.6831590387,0.333333333333333,0,0,1,354,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SLFOR,raw,compare_to_paper_table_value,7,0.235026927772573,0.183365748701578,0.333333333333333,0,0,1,8,wrong_trend
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SLLR,paper_actual_from_table,compare_to_paper_actual_1e_minus_4,7,1303.21928965464,1325.9462984833,0,0,0,0,187,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SLLR,paper_actual_from_table,compare_to_paper_table_value,7,0.869578071034536,0.86730537015167,0,0,0,0,101,wrong_trend
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SLLR,paper_table_1e4,compare_to_paper_actual_1e_minus_4,7,13042191.8965464,13269461.984833,0,0,0,0,423,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SLLR,paper_table_1e4,compare_to_paper_table_value,7,1303.21928965464,1325.9462984833,0,0,0,0,188,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SLLR,percent,compare_to_paper_actual_1e_minus_4,7,130420.928965464,132693.62984833,0,0,0,0,363,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SLLR,percent,compare_to_paper_table_value,7,12.0421928965464,12.269462984833,0,0,0,0,123,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SLLR,raw,compare_to_paper_actual_1e_minus_4,7,1303.21928965464,1325.9462984833,0,0,0,0,189,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SLLR,raw,compare_to_paper_table_value,7,0.869578071034536,0.86730537015167,0,0,0,0,102,wrong_trend
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SNVOR,paper_actual_from_table,compare_to_paper_actual_1e_minus_4,7,5871.3175462706,4674.78019596096,0.333333333333333,0,0,1,328,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SNVOR,paper_actual_from_table,compare_to_paper_table_value,7,0.525579769802298,0.532421980403904,0.333333333333333,0,0,1,25,wrong_trend
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SNVOR,paper_table_1e4,compare_to_paper_actual_1e_minus_4,7,58723174.462706,46757800.9596096,0.333333333333333,0,0,1,470,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SNVOR,paper_table_1e4,compare_to_paper_table_value,7,5871.3175462706,4674.78019596096,0.333333333333333,0,0,1,329,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SNVOR,percent,compare_to_paper_actual_1e_minus_4,7,587230.75462706,467577.019596096,0.333333333333333,0,0,1,410,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SNVOR,percent,compare_to_paper_table_value,7,57.723175462706,45.7578019596096,0.333333333333333,0,0,1,170,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SNVOR,raw,compare_to_paper_actual_1e_minus_4,7,5871.3175462706,4674.78019596096,0.333333333333333,0,0,1,330,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.basic:SNVOR,raw,compare_to_paper_table_value,7,0.525579769802298,0.532421980403904,0.333333333333333,0,0,1,26,wrong_trend
benchmark_calibrated_seed,0.98,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_actual_from_table,compare_to_paper_actual_1e_minus_4,7,2554.8011470461,2802.88360449002,0.333333333333333,0,0,1,280,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_actual_from_table,compare_to_paper_table_value,7,0.74441988529539,0.719611639550998,0.333333333333333,0,0,1,51,wrong_trend
benchmark_calibrated_seed,0.98,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_table_1e4,compare_to_paper_actual_1e_minus_4,7,25558010.470461,28038835.0449002,0.333333333333333,0,0,1,454,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_table_1e4,compare_to_paper_table_value,7,2554.8011470461,2802.88360449002,0.333333333333333,0,0,1,281,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.recomputed_weighted:CRI_recomputed,percent,compare_to_paper_actual_1e_minus_4,7,255579.11470461,280387.360449002,0.333333333333333,0,0,1,394,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.recomputed_weighted:CRI_recomputed,percent,compare_to_paper_table_value,7,24.558011470461,27.0388360449002,0.333333333333333,0,0,1,154,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.recomputed_weighted:CRI_recomputed,raw,compare_to_paper_actual_1e_minus_4,7,2554.8011470461,2802.88360449002,0.333333333333333,0,0,1,282,wrong_scale
benchmark_calibrated_seed,0.98,markov_chain_summary.recomputed_weighted:CRI_recomputed,raw,compare_to_paper_table_value,7,0.74441988529539,0.719611639550998,0.333333333333333,0,0,1,52,wrong_trend
high_hidden_failure,0.9,markov_chain_summary.basic:CRI_basic,paper_actual_from_table,compare_to_paper_actual_1e_minus_4,7,1548.45296825396,1542.34108672157,0.333333333333333,0,0,1,235,wrong_scale
high_hidden_failure,0.9,markov_chain_summary.basic:CRI_basic,paper_actual_from_table,compare_to_paper_table_value,7,0.845054703174604,0.845665891327843,0.333333333333333,0,0,1,81,wrong_trend
high_hidden_failure,0.9,markov_chain_summary.basic:CRI_basic,paper_table_1e4,compare_to_paper_actual_1e_minus_4,7,15494528.6825396,15433409.8672157,0.333333333333333,0,0,1,439,wrong_scale
high_hidden_failure,0.9,markov_chain_summary.basic:CRI_basic,paper_table_1e4,compare_to_paper_table_value,7,1548.45296825396,1542.34108672157,0.333333333333333,0,0,1,236,wrong_scale
high_hidden_failure,0.9,markov_chain_summary.basic:CRI_basic,percent,compare_to_paper_actual_1e_minus_4,7,154944.296825396,154333.108672157,0.333333333333333,0,0,1,379,wrong_scale
high_hidden_failure,0.9,markov_chain_summary.basic:CRI_basic,percent,compare_to_paper_table_value,7,14.4945296825396,14.4334108672157,0.333333333333333,0,0,1,139,wrong_scale
high_hidden_failure,0.9,markov_chain_summary.basic:CRI_basic,raw,compare_to_paper_actual_1e_minus_4,7,1548.45296825396,1542.34108672157,0.333333333333333,0,0,1,237,wrong_scale
high_hidden_failure,0.9,markov_chain_summary.basic:CRI_basic,raw,compare_to_paper_table_value,7,0.845054703174604,0.845665891327843,0.333333333333333,0,0,1,82,wrong_trend
high_hidden_failure,0.9,markov_chain_summary.basic:SLFOR,paper_actual_from_table,compare_to_paper_actual_1e_minus_4,7,3649.37995298234,3360.95733150851,0.333333333333333,0,0,1,316,wrong_scale
high_hidden_failure,0.9,markov_chain_summary.basic:SLFOR,paper_actual_from_table,compare_to_paper_table_value,7,0.634962004701766,0.663804266849149,0.333333333333333,0,0,1,35,wrong_trend
high_hidden_failure,0.9,markov_chain_summary.basic:SLFOR,paper_table_1e4,compare_to_paper_actual_1e_minus_4,7,36503798.5298234,33619572.3150851,0.333333333333333,0,0,1,466,wrong_scale
high_hidden_failure,0.9,markov_chain_summary.basic:SLFOR,paper_table_1e4,compare_to_paper_table_value,7,3649.37995298234,3360.95733150851,0.333333333333333,0,0,1,317,wrong_scale
high_hidden_failure,0.9,markov_chain_summary.basic:SLFOR,percent,compare_to_paper_actual_1e_minus_4,7,365036.995298234,336194.733150851,0.333333333333333,0,0,1,406,wrong_scale
high_hidden_failure,0.9,markov_chain_summary.basic:SLFOR,percent,compare_to_paper_table_value,7,35.5037995298234,32.6195733150851,0.333333333333333,0,0,1,166,wrong_scale
high_hidden_failure,0.9,markov_chain_summary.basic:SLFOR,raw,compare_to_paper_actual_1e_minus_4,7,3649.37995298234,3360.95733150851,0.333333333333333,0,0,1,318,wrong_scale
high_hidden_failure,0.9,markov_chain_summary.basic:SLFOR,raw,compare_to_paper_table_value,7,0.634962004701766,0.663804266849149,0.333333333333333,0,0,1,36,wrong_trend
high_hidden_failure,0.9,markov_chain_summary.basic:SLLR,paper_actual_from_table,compare_to_paper_actual_1e_minus_4,7,1303.21928965464,1325.9462984833,0,0,0,0,190,wrong_scale
high_hidden_failure,0.9,markov_chain_summary.basic:SLLR,paper_actual_from_table,compare_to_paper_table_value,7,0.869578071034536,0.86730537015167,0,0,0,0,103,wrong_trend
high_hidden_failure,0.9,markov_chain_summary.basic:SLLR,paper_table_1e4,compare_to_paper_actual_1e_minus_4,7,13042191.8965464,13269461.984833,0,0,0,0,424,wrong_scale
high_hidden_failure,0.9,markov_chain_summary.basic:SLLR,paper_table_1e4,compare_to_paper_table_value,7,1303.21928965464,1325.9462984833,0,0,0,0,191,wrong_scale
high_hidden_failure,0.9,markov_chain_summary.basic:SLLR,percent,compare_to_paper_actual_1e_minus_4,7,130420.928965464,132693.62984833,0,0,0,0,364,wrong_scale
high_hidden_failure,0.9,markov_chain_summary.basic:SLLR,percent,compare_to_paper_table_value,7,12.0421928965464,12.269462984833,0,0,0,0,124,wrong_scale
