source_group,parameter_set_id,scenario_id,file_path,has_chain_id,has_trial_id,has_initial_branch,has_stage_id,has_LLR_sample,has_LFOR_sample,has_NVOR_sample,has_CRI_sample,can_construct_chain_sample,construction_rule,sample_count,limitation_note
calibration_pilot,benchmark_calibrated_seed,wind_speed_11_28,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\wind_speed_11_28\tables\markov_var_metrics_paper_severity.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,benchmark_calibrated_seed,wind_speed_11_28,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\wind_speed_11_28\tables\markov_var_metrics_weighted.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,benchmark_calibrated_seed,wind_speed_12_00,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\wind_speed_12_00\tables\markov_chain_summary.csv,0,1,1,0,1,1,1,0,1,use one row per initial_branch + trial_id as existing chain-level summary sample,230,"existing chain-level summary, but may use engineering severity definitions"
calibration_pilot,benchmark_calibrated_seed,wind_speed_12_00,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\wind_speed_12_00\tables\markov_var_metrics.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,benchmark_calibrated_seed,wind_speed_12_00,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\wind_speed_12_00\tables\markov_var_metrics_paper_severity.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,benchmark_calibrated_seed,wind_speed_12_00,C:\Users\24186\Documents\New project 13\results\calibration\pilot\benchmark_calibrated_seed\wind_speed_12_00\tables\markov_var_metrics_weighted.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,concentrated_bus34,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,0,1,1,0,1,1,1,0,1,use one row per initial_branch + trial_id as existing chain-level summary sample,230,"existing chain-level summary, but may use engineering severity definitions"
calibration_pilot,high_hidden_failure,concentrated_bus34,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\concentrated_bus34\tables\markov_var_metrics.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,concentrated_bus34,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\concentrated_bus34\tables\markov_var_metrics_paper_severity.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,concentrated_bus34,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\concentrated_bus34\tables\markov_var_metrics_weighted.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,distributed_30_39,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,0,1,1,0,1,1,1,0,1,use one row per initial_branch + trial_id as existing chain-level summary sample,230,"existing chain-level summary, but may use engineering severity definitions"
calibration_pilot,high_hidden_failure,distributed_30_39,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\distributed_30_39\tables\markov_var_metrics.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,distributed_30_39,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\distributed_30_39\tables\markov_var_metrics_paper_severity.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,distributed_30_39,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\distributed_30_39\tables\markov_var_metrics_weighted.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,penetration_40pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,0,1,1,0,1,1,1,0,1,use one row per initial_branch + trial_id as existing chain-level summary sample,230,"existing chain-level summary, but may use engineering severity definitions"
calibration_pilot,high_hidden_failure,penetration_40pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_40pct\tables\markov_var_metrics.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,penetration_40pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_40pct\tables\markov_var_metrics_paper_severity.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,penetration_40pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_40pct\tables\markov_var_metrics_weighted.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,penetration_60pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_60pct\tables\markov_chain_summary.csv,0,1,1,0,1,1,1,0,1,use one row per initial_branch + trial_id as existing chain-level summary sample,230,"existing chain-level summary, but may use engineering severity definitions"
calibration_pilot,high_hidden_failure,penetration_60pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_60pct\tables\markov_var_metrics.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,penetration_60pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_60pct\tables\markov_var_metrics_paper_severity.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,penetration_60pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_60pct\tables\markov_var_metrics_weighted.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,penetration_80pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_80pct\tables\markov_chain_summary.csv,0,1,1,0,1,1,1,0,1,use one row per initial_branch + trial_id as existing chain-level summary sample,230,"existing chain-level summary, but may use engineering severity definitions"
calibration_pilot,high_hidden_failure,penetration_80pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_80pct\tables\markov_var_metrics.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,penetration_80pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_80pct\tables\markov_var_metrics_paper_severity.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,penetration_80pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\penetration_80pct\tables\markov_var_metrics_weighted.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,wind_speed_11_28,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,0,1,1,0,1,1,1,0,1,use one row per initial_branch + trial_id as existing chain-level summary sample,230,"existing chain-level summary, but may use engineering severity definitions"
calibration_pilot,high_hidden_failure,wind_speed_11_28,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\wind_speed_11_28\tables\markov_var_metrics.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,wind_speed_11_28,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\wind_speed_11_28\tables\markov_var_metrics_paper_severity.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,wind_speed_11_28,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\wind_speed_11_28\tables\markov_var_metrics_weighted.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,wind_speed_12_00,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\wind_speed_12_00\tables\markov_chain_summary.csv,0,1,1,0,1,1,1,0,1,use one row per initial_branch + trial_id as existing chain-level summary sample,230,"existing chain-level summary, but may use engineering severity definitions"
calibration_pilot,high_hidden_failure,wind_speed_12_00,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\wind_speed_12_00\tables\markov_var_metrics.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,wind_speed_12_00,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\wind_speed_12_00\tables\markov_var_metrics_paper_severity.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,high_hidden_failure,wind_speed_12_00,C:\Users\24186\Documents\New project 13\results\calibration\pilot\high_hidden_failure\wind_speed_12_00\tables\markov_var_metrics_weighted.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,concentrated_bus34,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,0,1,1,0,1,1,1,0,1,use one row per initial_branch + trial_id as existing chain-level summary sample,230,"existing chain-level summary, but may use engineering severity definitions"
calibration_pilot,low_hidden_failure,concentrated_bus34,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_var_metrics.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,concentrated_bus34,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_var_metrics_paper_severity.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,concentrated_bus34,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_var_metrics_weighted.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,distributed_30_39,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,0,1,1,0,1,1,1,0,1,use one row per initial_branch + trial_id as existing chain-level summary sample,230,"existing chain-level summary, but may use engineering severity definitions"
calibration_pilot,low_hidden_failure,distributed_30_39,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_var_metrics.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,distributed_30_39,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_var_metrics_paper_severity.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,distributed_30_39,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_var_metrics_weighted.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,penetration_40pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,0,1,1,0,1,1,1,0,1,use one row per initial_branch + trial_id as existing chain-level summary sample,230,"existing chain-level summary, but may use engineering severity definitions"
calibration_pilot,low_hidden_failure,penetration_40pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\penetration_40pct\tables\markov_var_metrics.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,penetration_40pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\penetration_40pct\tables\markov_var_metrics_paper_severity.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,penetration_40pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\penetration_40pct\tables\markov_var_metrics_weighted.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,penetration_60pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\penetration_60pct\tables\markov_chain_summary.csv,0,1,1,0,1,1,1,0,1,use one row per initial_branch + trial_id as existing chain-level summary sample,230,"existing chain-level summary, but may use engineering severity definitions"
calibration_pilot,low_hidden_failure,penetration_60pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\penetration_60pct\tables\markov_var_metrics.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,penetration_60pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\penetration_60pct\tables\markov_var_metrics_paper_severity.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,penetration_60pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\penetration_60pct\tables\markov_var_metrics_weighted.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,penetration_80pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\penetration_80pct\tables\markov_chain_summary.csv,0,1,1,0,1,1,1,0,1,use one row per initial_branch + trial_id as existing chain-level summary sample,230,"existing chain-level summary, but may use engineering severity definitions"
calibration_pilot,low_hidden_failure,penetration_80pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\penetration_80pct\tables\markov_var_metrics.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,penetration_80pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\penetration_80pct\tables\markov_var_metrics_paper_severity.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,penetration_80pct,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\penetration_80pct\tables\markov_var_metrics_weighted.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,wind_speed_11_28,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,0,1,1,0,1,1,1,0,1,use one row per initial_branch + trial_id as existing chain-level summary sample,230,"existing chain-level summary, but may use engineering severity definitions"
calibration_pilot,low_hidden_failure,wind_speed_11_28,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\wind_speed_11_28\tables\markov_var_metrics.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,wind_speed_11_28,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\wind_speed_11_28\tables\markov_var_metrics_paper_severity.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,wind_speed_11_28,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\wind_speed_11_28\tables\markov_var_metrics_weighted.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,wind_speed_12_00,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\wind_speed_12_00\tables\markov_chain_summary.csv,0,1,1,0,1,1,1,0,1,use one row per initial_branch + trial_id as existing chain-level summary sample,230,"existing chain-level summary, but may use engineering severity definitions"
calibration_pilot,low_hidden_failure,wind_speed_12_00,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\wind_speed_12_00\tables\markov_var_metrics.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,wind_speed_12_00,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\wind_speed_12_00\tables\markov_var_metrics_paper_severity.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,low_hidden_failure,wind_speed_12_00,C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\wind_speed_12_00\tables\markov_var_metrics_weighted.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,medium_hidden_failure,concentrated_bus34,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,0,1,1,0,1,1,1,0,1,use one row per initial_branch + trial_id as existing chain-level summary sample,230,"existing chain-level summary, but may use engineering severity definitions"
calibration_pilot,medium_hidden_failure,concentrated_bus34,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\concentrated_bus34\tables\markov_var_metrics.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
calibration_pilot,medium_hidden_failure,concentrated_bus34,C:\Users\24186\Documents\New project 13\results\calibration\pilot\medium_hidden_failure\concentrated_bus34\tables\markov_var_metrics_paper_severity.csv,0,0,0,0,1,1,1,1,0,already aggregated VaR metrics; not a raw chain-level sample source,3,"VaR table cannot reconstruct distribution by itself"
