metric_name,target_group,source_variant,fit_type,scale_a,offset_b,rmse_before,rmse_after,relative_rmse_before,relative_rmse_after,r2_after,row_count,interpretation
CRI,topology_compare,raw_markov_var,scale_offset,-5.0276726752043,9.05088680886882,5.73277946988327,0.0737035890057264,0.926921778549378,0.0119169875913701,0.994184079089711,8,scale_fit_improves_but_diagnostic_only
CRI,topology_compare,weighted_markov_var,scale_only,8.74515258271239,0,5.82535967636277,3.85168152514854,0.94189088910025,0.622770770871667,-14.8833446657803,8,scale_fit_poor_not_simple_scale_issue
CRI,topology_compare,weighted_markov_var,scale_offset,-3.51025652034885,7.91521532626163,5.82535967636277,0.0732797135883305,0.94189088910025,0.0118484520131502,0.994250782409803,8,scale_fit_improves_but_diagnostic_only
CRI,topology_compare,paper_severity_markov_var,scale_only,301.751770159382,0,5.20294088210352,1.74390882992155,0.997056681697779,0.334190987471313,NaN,4,insufficient_points
CRI,topology_compare,paper_severity_markov_var,scale_offset,7.8770601533784e-16,5.2183,5.20294088210352,0,0.997056681697779,0,NaN,4,insufficient_points
CRI,wind_speed_scan,pilot_used,scale_only,429.706305548954,0,6.49413190540566,2.84675388101346,1.00174026938857,0.439120738720387,-25.5242028304764,8,scale_fit_poor_not_simple_scale_issue
CRI,wind_speed_scan,pilot_used,scale_offset,-55.1362083016764,7.17364154790194,6.49413190540566,0.468175112922911,1.00174026938857,0.0722174835023039,0.282603678747398,8,scale_fit_improves_but_diagnostic_only
CRI,wind_speed_scan,raw_markov_var,scale_only,8.74645196739419,0,5.77376561964,0.77693064043061,0.890621504375391,0.119843994605862,-0.975636295852814,8,scale_fit_poor_not_simple_scale_issue
CRI,wind_speed_scan,raw_markov_var,scale_offset,-13.5846187449993,16.5072599057209,5.77376561964,0.361799634662884,0.890621504375391,0.0558087314472622,0.571571113169987,8,scale_fit_improves_but_diagnostic_only
CRI,wind_speed_scan,weighted_markov_var,scale_only,8.66758974964268,0,5.76710551616893,0.776881183940761,0.889594162470045,0.11983636578677,-0.975384780668668,8,scale_fit_poor_not_simple_scale_issue
CRI,wind_speed_scan,weighted_markov_var,scale_offset,-10.89232123615,14.5925029193922,5.76710551616893,0.414694293948986,0.889594162470045,0.0639678989871718,0.437142293355889,8,scale_fit_improves_but_diagnostic_only
CRI,wind_speed_scan,paper_severity_markov_var,scale_only,429.706305548954,0,6.49413190540566,2.84675388101346,1.00174026938857,0.439120738720387,-25.5242028304764,8,scale_fit_poor_not_simple_scale_issue
CRI,wind_speed_scan,paper_severity_markov_var,scale_offset,-55.1362083016764,7.17364154790194,6.49413190540566,0.468175112922911,1.00174026938857,0.0722174835023039,0.282603678747398,8,scale_fit_improves_but_diagnostic_only
SLFOR,penetration_scan,pilot_used,scale_only,153.960316226755,0,8.31947019336546,4.15374499983643,1.10240816346788,0.550410337479816,-0.332990919978253,12,scale_fit_poor_not_simple_scale_issue
SLFOR,penetration_scan,pilot_used,scale_offset,55.8480532173405,5.21180787187262,8.31947019336546,3.38647503997524,1.10240816346788,0.448739840720397,0.113980487943202,12,scale_fit_poor_not_simple_scale_issue
SLFOR,penetration_scan,raw_markov_var,scale_only,4.86015800088704,0,6.88464340443919,2.99279462843287,0.912280098998563,0.396573478032086,0.308007544537969,12,scale_fit_improves_but_diagnostic_only
SLFOR,penetration_scan,raw_markov_var,scale_offset,11.2295508094307,-10.3249430382514,6.88464340443919,2.64833587440408,0.912280098998563,0.350929448593512,0.458131812026114,12,scale_fit_large_factor_metric_definition_check_needed
SLFOR,penetration_scan,weighted_markov_var,scale_only,4.79983039799549,0,6.87704000061639,3.05713016957123,0.911272576373976,0.405098543222969,0.277936503545624,12,scale_fit_improves_but_diagnostic_only
SLFOR,penetration_scan,weighted_markov_var,scale_offset,11.5171352366604,-10.9767772606013,6.87704000061639,2.72872663516087,0.911272576373976,0.361581981611341,0.424735481402933,12,scale_fit_large_factor_metric_definition_check_needed
SLFOR,penetration_scan,paper_severity_markov_var,scale_only,153.960316226755,0,8.31947019336546,4.15374499983643,1.10240816346788,0.550410337479816,-0.332990919978253,12,scale_fit_poor_not_simple_scale_issue
SLFOR,penetration_scan,paper_severity_markov_var,scale_offset,55.8480532173405,5.21180787187262,8.31947019336546,3.38647503997524,1.10240816346788,0.448739840720397,0.113980487943202,12,scale_fit_poor_not_simple_scale_issue
SLFOR,topology_compare,pilot_used,scale_only,120.300925487712,0,5.33868986880166,4.59183522400446,1.01583877095237,0.873728267608761,-19.9443882745711,8,scale_fit_poor_not_simple_scale_issue
SLFOR,topology_compare,pilot_used,scale_offset,-48.7003535979336,5.97343982090541,5.33868986880166,0.535085166767456,1.01583877095237,0.101815290178283,0.715592585743171,8,scale_fit_improves_but_diagnostic_only
SLFOR,topology_compare,raw_markov_var,scale_only,4.02941565853792,0,4.3634311558534,2.56423935642206,0.830267846873893,0.487920036613812,-5.53148919974795,8,scale_fit_poor_not_simple_scale_issue
SLFOR,topology_compare,raw_markov_var,scale_offset,-2.65334664913204,8.19433826286159,4.3634311558534,0.286494780654005,0.830267846873893,0.0545138438485772,0.918467920583863,8,scale_fit_improves_but_diagnostic_only
SLFOR,topology_compare,weighted_markov_var,scale_only,2.81123906918664,0,4.83914960479495,4.44077208380473,0.920786917351501,0.844984175247549,-18.5889906256602,8,scale_fit_poor_not_simple_scale_issue
SLFOR,topology_compare,weighted_markov_var,scale_offset,-1.30731013463731,6.22945350380557,4.83914960479495,0.171594891988913,0.920786917351501,0.0326508466428019,0.970751486326371,8,scale_fit_improves_but_diagnostic_only
SLFOR,topology_compare,paper_severity_markov_var,scale_only,120.300925487712,0,4.22263443723121,1.73127814311169,0.993070350469463,0.407158378944918,NaN,4,insufficient_points
SLFOR,topology_compare,paper_severity_markov_var,scale_offset,-1.28442048099635e-14,4.2521,4.22263443723121,4.44089209850063e-16,0.993070350469463,1.04439973154456e-16,NaN,4,insufficient_points
SLFOR,wind_speed_scan,pilot_used,scale_only,173.936734792181,0,5.40458380295318,2.57192860661167,1.00229661417477,0.476972034904431,-15.7139249435986,8,scale_fit_poor_not_simple_scale_issue
SLFOR,wind_speed_scan,pilot_used,scale_offset,-21.3089128242073,5.92289037229212,5.40458380295318,0.578231032167519,1.00229661417477,0.107234715360617,0.155181490429898,8,scale_fit_poor_not_simple_scale_issue
SLFOR,wind_speed_scan,raw_markov_var,scale_only,3.89952679634839,0,4.10707115382155,1.13283714613425,0.761668920630086,0.210088117305414,-2.24261652881301,8,scale_fit_poor_not_simple_scale_issue
SLFOR,wind_speed_scan,raw_markov_var,scale_offset,-2.639416830744,8.96206653506022,4.10707115382155,0.475101385379952,0.761668920630086,0.088109006598411,0.429660798514283,8,scale_fit_improves_but_diagnostic_only
SLFOR,wind_speed_scan,weighted_markov_var,scale_only,3.784070847644,0,4.06783128590054,1.13809874369234,0.754391766978328,0.211063896682679,-2.27280792038646,8,scale_fit_poor_not_simple_scale_issue
SLFOR,wind_speed_scan,weighted_markov_var,scale_offset,-2.10426635164318,8.32196723312415,4.06783128590054,0.516056215337679,0.754391766978328,0.0957042052108006,0.327093604972462,8,scale_fit_improves_but_diagnostic_only
SLFOR,wind_speed_scan,paper_severity_markov_var,scale_only,173.936734792181,0,5.40458380295318,2.57192860661167,1.00229661417477,0.476972034904431,-15.7139249435986,8,scale_fit_poor_not_simple_scale_issue
SLFOR,wind_speed_scan,paper_severity_markov_var,scale_offset,-21.3089128242073,5.92289037229212,5.40458380295318,0.578231032167519,1.00229661417477,0.107234715360617,0.155181490429898,8,scale_fit_poor_not_simple_scale_issue
SLLR,penetration_scan,pilot_used,scale_only,560.004479845726,0,9.9716716547084,4.47543390206098,1.05919728939547,0.475383428383674,-0.806366959947732,12,scale_fit_poor_not_simple_scale_issue
SLLR,penetration_scan,pilot_used,scale_offset,111.618899411618,7.77963758832842,9.9716716547084,3.25496018023216,1.05919728939547,0.345743935357538,0.044508019884041,12,scale_fit_poor_not_simple_scale_issue
SLLR,penetration_scan,raw_markov_var,scale_only,12.9423529197756,0,9.2924500434814,3.11916124718245,0.987049938938863,0.331319286535379,0.122572303133216,12,scale_fit_poor_not_simple_scale_issue
SLLR,penetration_scan,raw_markov_var,scale_offset,77.3686746803628,-47.2548413367462,9.2924500434814,2.57705268465062,0.987049938938863,0.273736171098493,0.401061430840151,12,scale_fit_suggests_percent_vs_pu_gap
SLLR,penetration_scan,weighted_markov_var,scale_only,13.0046035990088,0,9.2974859456882,3.15385303566201,0.987584855666149,0.335004270316857,0.102945993219649,12,scale_fit_poor_not_simple_scale_issue
SLLR,penetration_scan,weighted_markov_var,scale_offset,70.9711589261155,-42.260021522401,9.2974859456882,2.76594818119958,0.987584855666149,0.293800770581088,0.310040235448504,12,scale_fit_suggests_percent_vs_pu_gap
SLLR,penetration_scan,paper_severity_markov_var,scale_only,560.004479845726,0,9.9716716547084,4.47543390206098,1.05919728939547,0.475383428383674,-0.806366959947732,12,scale_fit_poor_not_simple_scale_issue
SLLR,penetration_scan,paper_severity_markov_var,scale_offset,111.618899411618,7.77963758832842,9.9716716547084,3.25496018023216,1.05919728939547,0.345743935357538,0.044508019884041,12,scale_fit_poor_not_simple_scale_issue
SLLR,topology_compare,pilot_used,scale_only,29.3073741385398,0,7.36354498286683,4.25316110650881,0.986891780021957,0.570025679871445,-14.7572290911653,8,scale_fit_poor_not_simple_scale_issue
SLLR,topology_compare,pilot_used,scale_offset,7.46455503585066,6.29306692005368,7.36354498286683,0.0198181876019704,0.986891780021957,0.0026561128484752,0.999657875597442,8,scale_fit_improves_but_diagnostic_only
SLLR,topology_compare,raw_markov_var,scale_only,11.8927241778331,0,7.06335820177058,3.71629797900805,0.946659545761903,0.498073134085393,-11.030321676013,8,scale_fit_poor_not_simple_scale_issue
SLLR,topology_compare,raw_markov_var,scale_offset,-5.32438178700345,10.1954697075365,7.06335820177058,0.0537493232661279,0.946659545761903,0.00720369950024164,0.997483469589747,8,scale_fit_improves_but_diagnostic_only
SLLR,topology_compare,weighted_markov_var,scale_only,11.9044975168395,0,7.07163755469121,3.80753008795064,0.947769177788365,0.510300426591788,-11.6282412326206,8,scale_fit_poor_not_simple_scale_issue
SLLR,topology_compare,weighted_markov_var,scale_offset,-5.19089201589378,10.0883000114283,7.07163755469121,0.0435188221808579,0.947769177788365,0.00583256678494615,0.998350279210532,8,scale_fit_improves_but_diagnostic_only
SLLR,topology_compare,paper_severity_markov_var,scale_only,453.063090939377,0,6.3768796122717,1.77009547024143,0.997962348749073,0.277014580860645,NaN,4,insufficient_points
SLLR,topology_compare,paper_severity_markov_var,scale_offset,-1.16866654688665e-13,6.3899,6.3768796122717,7.69185074553426e-16,0.997962348749073,1.20375134908751e-16,NaN,4,insufficient_points
SLLR,wind_speed_scan,pilot_used,scale_only,571.42865119516,0,7.08935913602098,2.75860363075911,1.00053053178573,0.389325340233589,-36.4963518972624,8,scale_fit_poor_not_simple_scale_issue
SLLR,wind_speed_scan,pilot_used,scale_offset,-64.0144786907247,7.77164027708595,7.08935913602098,0.369446588525476,1.00053053178573,0.0521404804851354,0.327466796551805,8,scale_fit_improves_but_diagnostic_only
SLLR,wind_speed_scan,raw_markov_var,scale_only,9.97818691144694,0,6.39224079723028,0.510130310902184,0.902145308404408,0.0719953583185876,-0.282249881934904,8,scale_fit_poor_not_simple_scale_issue
SLLR,wind_speed_scan,raw_markov_var,scale_offset,-13.4294752581276,16.6150750231128,6.39224079723028,0.418158927333411,0.902145308404408,0.0590153166045798,0.138424867628255,8,scale_fit_poor_not_simple_scale_issue
SLLR,wind_speed_scan,weighted_markov_var,scale_only,10.0584206023701,0,6.39838556880799,0.542408289501798,0.903012528058032,0.0765507916763292,-0.449649618664014,8,scale_fit_poor_not_simple_scale_issue
SLLR,wind_speed_scan,weighted_markov_var,scale_offset,-26.1008565843439,25.4527888414828,6.39838556880799,0.322083266421936,0.903012528058032,0.0454560328584644,0.488851920561696,8,scale_fit_improves_but_diagnostic_only
SLLR,wind_speed_scan,paper_severity_markov_var,scale_only,571.42865119516,0,7.08935913602098,2.75860363075911,1.00053053178573,0.389325340233589,-36.4963518972624,8,scale_fit_poor_not_simple_scale_issue
SLLR,wind_speed_scan,paper_severity_markov_var,scale_offset,-64.0144786907247,7.77164027708595,7.08935913602098,0.369446588525476,1.00053053178573,0.0521404804851354,0.327466796551805,8,scale_fit_improves_but_diagnostic_only
SNVOR,penetration_scan,pilot_used,scale_only,487.849984451452,0,8.16663704142299,5.50469902027283,1.0769002357879,0.725881613546069,-2.24615457855225,12,scale_fit_poor_not_simple_scale_issue
SNVOR,penetration_scan,pilot_used,scale_offset,4.51628205787609,7.53901046356404,8.16663704142299,3.05507658589057,1.0769002357879,0.40286015883992,0.000123770051338679,12,scale_fit_poor_not_simple_scale_issue
SNVOR,penetration_scan,raw_markov_var,scale_only,34.4625246207845,0,7.96193069375687,2.54917158016642,1.04990646675534,0.33614858378311,0.30385424931091,12,scale_fit_large_factor_metric_definition_check_needed
SNVOR,penetration_scan,raw_markov_var,scale_offset,194.377292736544,-36.1300202737077,7.96193069375687,0.68669702563578,1.04990646675534,0.0905518618093457,0.94948360237187,12,scale_fit_large_factor_metric_definition_check_needed
SNVOR,penetration_scan,weighted_markov_var,scale_only,33.6820860858994,0,7.96517482358949,2.9543210392809,1.05033425657432,0.38957394673688,0.0649875038898473,12,scale_fit_poor_not_simple_scale_issue
SNVOR,penetration_scan,weighted_markov_var,scale_offset,68.5587789571003,-7.90720383011239,7.96517482358949,2.91808737422185,1.05033425657432,0.384795965023276,0.0877820294903596,12,scale_fit_poor_not_simple_scale_issue
SNVOR,penetration_scan,paper_severity_markov_var,scale_only,487.849984451452,0,8.16663704142299,5.50469902027283,1.0769002357879,0.725881613546069,-2.24615457855225,12,scale_fit_poor_not_simple_scale_issue
SNVOR,penetration_scan,paper_severity_markov_var,scale_offset,4.51628205787609,7.53901046356404,8.16663704142299,3.05507658589057,1.0769002357879,0.40286015883992,0.000123770051338679,12,scale_fit_poor_not_simple_scale_issue
SNVOR,topology_compare,pilot_used,scale_only,20.4046954637762,0,3.22422244905116,1.77069493137648,0.981752492745811,0.539163841900181,-7.3045172418534,8,scale_fit_poor_not_simple_scale_issue
SNVOR,topology_compare,pilot_used,scale_offset,6.53606313837064,2.61604945067295,3.22422244905116,0.0143056003470291,0.981752492745811,0.00435595217850255,0.999457950336662,8,scale_fit_improves_but_diagnostic_only
SNVOR,topology_compare,raw_markov_var,scale_only,16.1343403277893,0,3.14377471643327,0.71278044627786,0.957256738100655,0.217036507552292,-0.345669649147055,8,scale_fit_poor_not_simple_scale_issue
SNVOR,topology_compare,raw_markov_var,scale_offset,-94.3006542410341,22.3534168068629,3.14377471643327,0.165710856427013,0.957256738100655,0.0504577611945291,0.927267447927413,8,scale_fit_improves_but_diagnostic_only
SNVOR,topology_compare,weighted_markov_var,scale_only,16.1921604683645,0,3.14424423501657,0.704099794114802,0.957399703124575,0.214393311546306,-0.313092550657755,8,scale_fit_poor_not_simple_scale_issue
SNVOR,topology_compare,weighted_markov_var,scale_offset,-92.1431712875087,21.8619601544335,3.14424423501657,0.263385920103594,0.957399703124575,0.0801991139575213,0.81625648803689,8,scale_fit_improves_but_diagnostic_only
SNVOR,topology_compare,paper_severity_markov_var,scale_only,283.445737219393,0,2.66144245224881,0.936656728002878,0.996906937951383,0.350847184328905,NaN,4,insufficient_points
SNVOR,topology_compare,paper_severity_markov_var,scale_offset,-4.03913708692295e-14,2.6697,2.66144245224881,2.22044604925031e-16,0.996906937951383,8.31721185620224e-17,NaN,4,insufficient_points
SNVOR,wind_speed_scan,pilot_used,scale_only,690.367546203648,0,5.81295167432997,3.61262364474158,1.00828274376084,0.626625901051408,-20.2873654535409,8,scale_fit_poor_not_simple_scale_issue
SNVOR,wind_speed_scan,pilot_used,scale_offset,-168.530715860154,6.70705215803745,5.81295167432997,0.51054829056165,1.00828274376084,0.0885569087909613,0.574842221936092,8,scale_fit_improves_but_diagnostic_only
SNVOR,wind_speed_scan,raw_markov_var,scale_only,27.659030317917,0,5.61177367240216,0.794726779566453,0.973387509956664,0.137848952259497,-0.0301777623804456,8,scale_fit_poor_not_simple_scale_issue
SNVOR,wind_speed_scan,raw_markov_var,scale_offset,1.57965465719042,5.43613463319912,5.61177367240216,0.782956520646301,0.973387509956664,0.13580734764558,0.000111055291220463,8,scale_fit_poor_not_simple_scale_issue
SNVOR,wind_speed_scan,weighted_markov_var,scale_only,26.2957133298205,0,5.59928333496493,0.60167173635373,0.971221004469043,0.104362682362057,0.409532909044343,8,scale_fit_large_factor_metric_definition_check_needed
SNVOR,wind_speed_scan,weighted_markov_var,scale_offset,26.3181335922632,-0.00495262792372681,5.59928333496493,0.601671583787961,0.971221004469043,0.104362655898835,0.409533208493524,8,scale_fit_large_factor_metric_definition_check_needed
SNVOR,wind_speed_scan,paper_severity_markov_var,scale_only,690.367546203648,0,5.81295167432997,3.61262364474158,1.00828274376084,0.626625901051408,-20.2873654535409,8,scale_fit_poor_not_simple_scale_issue
SNVOR,wind_speed_scan,paper_severity_markov_var,scale_offset,-168.530715860154,6.70705215803745,5.81295167432997,0.51054829056165,1.00828274376084,0.0885569087909613,0.574842221936092,8,scale_fit_improves_but_diagnostic_only
