parameter_set_id,scenario_id,sigma,metric_name,metric_source,scale_variant,var_value,sample_count,valid_sample_count,quantile_rule,source_file,note
low_hidden_failure,concentrated_bus34,0.9,SNVOR,markov_chain_summary.basic,paper_actual_from_table,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.9,CRI_basic,markov_chain_summary.basic,raw,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.9,CRI_basic,markov_chain_summary.basic,percent,100,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.9,CRI_basic,markov_chain_summary.basic,paper_table_1e4,10000,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.9,CRI_basic,markov_chain_summary.basic,paper_actual_from_table,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.9,CRI_recomputed,markov_chain_summary.recomputed_weighted,raw,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.9,CRI_recomputed,markov_chain_summary.recomputed_weighted,percent,100,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.9,CRI_recomputed,markov_chain_summary.recomputed_weighted,paper_table_1e4,10000,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.9,CRI_recomputed,markov_chain_summary.recomputed_weighted,paper_actual_from_table,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic,raw,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic,percent,100,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic,paper_table_1e4,10000,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic,paper_actual_from_table,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,SLFOR,markov_chain_summary.basic,raw,1.93621790772862,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,SLFOR,markov_chain_summary.basic,percent,193.621790772862,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,SLFOR,markov_chain_summary.basic,paper_table_1e4,19362.1790772862,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,SLFOR,markov_chain_summary.basic,paper_actual_from_table,1.93621790772862,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,SNVOR,markov_chain_summary.basic,raw,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,SNVOR,markov_chain_summary.basic,percent,100,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,SNVOR,markov_chain_summary.basic,paper_table_1e4,10000,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,SNVOR,markov_chain_summary.basic,paper_actual_from_table,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,CRI_basic,markov_chain_summary.basic,raw,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,CRI_basic,markov_chain_summary.basic,percent,100,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,CRI_basic,markov_chain_summary.basic,paper_table_1e4,10000,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,CRI_basic,markov_chain_summary.basic,paper_actual_from_table,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,CRI_recomputed,markov_chain_summary.recomputed_weighted,raw,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,CRI_recomputed,markov_chain_summary.recomputed_weighted,percent,100,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,CRI_recomputed,markov_chain_summary.recomputed_weighted,paper_table_1e4,10000,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.95,CRI_recomputed,markov_chain_summary.recomputed_weighted,paper_actual_from_table,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic,raw,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic,percent,100,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic,paper_table_1e4,10000,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic,paper_actual_from_table,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,SLFOR,markov_chain_summary.basic,raw,3.6322505964947,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,SLFOR,markov_chain_summary.basic,percent,363.22505964947,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,SLFOR,markov_chain_summary.basic,paper_table_1e4,36322.505964947,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,SLFOR,markov_chain_summary.basic,paper_actual_from_table,3.6322505964947,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,SNVOR,markov_chain_summary.basic,raw,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,SNVOR,markov_chain_summary.basic,percent,100,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,SNVOR,markov_chain_summary.basic,paper_table_1e4,10000,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,SNVOR,markov_chain_summary.basic,paper_actual_from_table,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,CRI_basic,markov_chain_summary.basic,raw,1.11029459614503,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,CRI_basic,markov_chain_summary.basic,percent,111.029459614503,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,CRI_basic,markov_chain_summary.basic,paper_table_1e4,11102.9459614503,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,CRI_basic,markov_chain_summary.basic,paper_actual_from_table,1.11029459614503,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,CRI_recomputed,markov_chain_summary.recomputed_weighted,raw,1.11029459614503,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,CRI_recomputed,markov_chain_summary.recomputed_weighted,percent,111.029459614503,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,CRI_recomputed,markov_chain_summary.recomputed_weighted,paper_table_1e4,11102.9459614503,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,concentrated_bus34,0.98,CRI_recomputed,markov_chain_summary.recomputed_weighted,paper_actual_from_table,1.11029459614503,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,SLLR,markov_chain_summary.basic,raw,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,SLLR,markov_chain_summary.basic,percent,100,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,SLLR,markov_chain_summary.basic,paper_table_1e4,10000,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,SLLR,markov_chain_summary.basic,paper_actual_from_table,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,SLFOR,markov_chain_summary.basic,raw,1.4154914171586,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,SLFOR,markov_chain_summary.basic,percent,141.54914171586,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,SLFOR,markov_chain_summary.basic,paper_table_1e4,14154.914171586,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,SLFOR,markov_chain_summary.basic,paper_actual_from_table,1.4154914171586,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,SNVOR,markov_chain_summary.basic,raw,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,SNVOR,markov_chain_summary.basic,percent,100,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,SNVOR,markov_chain_summary.basic,paper_table_1e4,10000,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,SNVOR,markov_chain_summary.basic,paper_actual_from_table,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,CRI_basic,markov_chain_summary.basic,raw,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,CRI_basic,markov_chain_summary.basic,percent,100,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,CRI_basic,markov_chain_summary.basic,paper_table_1e4,10000,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,CRI_basic,markov_chain_summary.basic,paper_actual_from_table,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,CRI_recomputed,markov_chain_summary.recomputed_weighted,raw,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,CRI_recomputed,markov_chain_summary.recomputed_weighted,percent,100,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,CRI_recomputed,markov_chain_summary.recomputed_weighted,paper_table_1e4,10000,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.9,CRI_recomputed,markov_chain_summary.recomputed_weighted,paper_actual_from_table,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.95,SLLR,markov_chain_summary.basic,raw,1,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
low_hidden_failure,distributed_30_39,0.95,SLLR,markov_chain_summary.basic,percent,100,230,230,"R_var = quantile(chain_sample_values, sigma)",C:\Users\24186\Documents\New project 13\results\calibration\pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,scenario-aligned chain empirical VaR from existing pilot markov_chain_summary
