parameter_set_id,target_group,scenario_id,metric_name,metric_source,sigma,paper_value,sim_var_value,absolute_gap,relative_gap,ratio_paper_to_sim,match_status,note
low_hidden_failure,topology_compare,concentrated_bus34,SLLR,SLLR,0.95,8.5328,1,-7.5328,0.882805071863272,8.53279146720853,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
low_hidden_failure,penetration_scan,penetration_40pct,SNVOR,SNVOR,0.95,4.6697,1.92682338253775,-2.74287661746225,0.587377354023791,2.42352133506309,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
low_hidden_failure,penetration_scan,penetration_40pct,CRI,CRI_recomputed_from_var,0.95,5.6183,1.55631675972358,-4.06198324027642,0.722991388371043,3.60999542985224,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
low_hidden_failure,penetration_scan,penetration_40pct,CRI,CRI_basic,0.95,5.6183,1.37781524398594,-4.24048475601406,0.754762828836344,4.07768454213212,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
low_hidden_failure,penetration_scan,penetration_60pct,SLLR,SLLR,0.95,7.8006,1,-6.8006,0.871804621208033,7.8005921994078,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
low_hidden_failure,penetration_scan,penetration_60pct,SLFOR,SLFOR,0.95,5.8361,5.06790773431045,-0.76819226568955,0.131627651010418,1.15157953822033,close,sigma=0.95 paper_table_display comparison; no hidden unit scaling
low_hidden_failure,penetration_scan,penetration_60pct,SNVOR,SNVOR,0.95,6.2773,2.18025101556478,-4.09704898443522,0.652676840641419,2.87916257165982,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
low_hidden_failure,penetration_scan,penetration_60pct,CRI,CRI_recomputed_from_var,0.95,7.103,2.04963174997505,-5.05336825002495,0.711441297843679,3.46549888026841,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
low_hidden_failure,penetration_scan,penetration_60pct,CRI,CRI_basic,0.95,7.103,1.84905821832024,-5.25394178167976,0.739679155568155,3.84141293562932,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
low_hidden_failure,penetration_scan,penetration_80pct,SLLR,SLLR,0.95,14.0526,1,-13.0526,0.928838725300747,14.0525859474141,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
low_hidden_failure,penetration_scan,penetration_80pct,SLFOR,SLFOR,0.95,12.5517,3.22276123070372,-9.32893876929628,0.743240997319509,3.89470246374931,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
low_hidden_failure,penetration_scan,penetration_80pct,SNVOR,SNVOR,0.95,11.8034,1.99470869670849,-9.80869130329151,0.831005513012013,5.91735229415941,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
low_hidden_failure,penetration_scan,penetration_80pct,CRI,CRI_recomputed_from_var,0.95,13.3026,1.64349398548244,-11.6591060145176,0.87645310977286,8.09409223484493,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
low_hidden_failure,penetration_scan,penetration_80pct,CRI,CRI_basic,0.95,13.3026,1.12469498072248,-12.1779050192775,0.91545292678308,11.8277296513985,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,topology_compare,concentrated_bus34,SLLR,SLLR,0.95,8.5328,1,-7.5328,0.882805071863272,8.53279146720853,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,topology_compare,concentrated_bus34,SLFOR,SLFOR,0.95,6.2588,1.93621790772862,-4.32258209227138,0.690640602292896,3.23248573548029,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,topology_compare,concentrated_bus34,SNVOR,SNVOR,0.95,3.8986,1,-2.8986,0.743497475119921,3.8985961014039,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,topology_compare,concentrated_bus34,CRI,CRI_recomputed_from_var,0.95,7.1512,1.18724358154572,-5.96395641845428,0.833979693544382,6.0233587174511,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,topology_compare,concentrated_bus34,CRI,CRI_basic,0.95,7.1512,1,-6.1512,0.860163208949098,7.15119284880715,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,topology_compare,distributed_30_39,SLLR,SLLR,0.95,6.3899,1,-5.3899,0.843502896210755,6.38989361010639,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,topology_compare,distributed_30_39,SLFOR,SLFOR,0.95,4.2521,2.85476041608016,-1.39733958391984,0.328623328542723,1.48947648516229,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,topology_compare,distributed_30_39,SNVOR,SNVOR,0.95,2.6697,1.92552049121421,-0.74417950878579,0.278750132987099,1.38648153873189,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,topology_compare,distributed_30_39,CRI,CRI_recomputed_from_var,0.95,5.2183,1.55605618145887,-3.66224381854113,0.70180769919963,3.35353999980105,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,topology_compare,distributed_30_39,CRI,CRI_basic,0.95,5.2183,1.37781524398594,-3.84048475601406,0.735964590010055,3.7873700667832,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,wind_speed_scan,wind_speed_11_28,SLLR,SLLR,0.95,7.5361,1,-6.5361,0.86730525506492,7.53609246390754,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,wind_speed_scan,wind_speed_11_28,SLFOR,SLFOR,0.95,6.0213,2.70830509524877,-3.31299490475123,0.550212471482696,2.22327159052046,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,wind_speed_scan,wind_speed_11_28,SNVOR,SNVOR,0.95,6.5482,1.87642884417087,-4.67177115582913,0.713443456581301,3.48971213623679,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,wind_speed_scan,wind_speed_11_28,CRI,CRI_recomputed_from_var,0.95,7.0356,1.51694678788393,-5.51865321211607,0.784389736159863,4.6379974684655,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,wind_speed_scan,wind_speed_11_28,CRI,CRI_basic,0.95,7.0356,1.34148775481,-5.69411224519,0.809328477437819,5.24462092937669,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,wind_speed_scan,wind_speed_12_00,SLLR,SLLR,0.95,6.6351,1,-5.6351,0.849286242967515,6.63509336490664,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,wind_speed_scan,wind_speed_12_00,SLFOR,SLFOR,0.95,4.7631,2.85476041608016,-1.90833958391984,0.400650665169569,1.66847568177524,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,wind_speed_scan,wind_speed_12_00,SNVOR,SNVOR,0.95,4.9822,1.92552049121421,-3.05667950878579,0.613519909932536,2.58745489091284,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,wind_speed_scan,wind_speed_12_00,CRI,CRI_recomputed_from_var,0.95,5.9301,1.55605618145887,-4.37404381854113,0.737600222751877,3.81097820225365,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,wind_speed_scan,wind_speed_12_00,CRI,CRI_basic,0.95,5.9301,1.37781524398594,-4.55228475601406,0.767657204491805,4.3039846756666,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,penetration_scan,penetration_40pct,SLLR,SLLR,0.95,6.3899,1,-5.3899,0.843502896210755,6.38989361010639,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,penetration_scan,penetration_40pct,SLFOR,SLFOR,0.95,4.2521,2.85476041608016,-1.39733958391984,0.328623328542723,1.48947648516229,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,penetration_scan,penetration_40pct,SNVOR,SNVOR,0.95,4.6697,1.92552049121421,-2.74417950878579,0.587656363605676,2.42516119467217,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,penetration_scan,penetration_40pct,CRI,CRI_recomputed_from_var,0.95,5.6183,1.55605618145887,-4.06224381854113,0.723037768631679,3.61059996184241,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,penetration_scan,penetration_40pct,CRI,CRI_basic,0.95,5.6183,1.37781524398594,-4.24048475601406,0.754762828836344,4.07768454213212,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,penetration_scan,penetration_60pct,SLLR,SLLR,0.95,7.8006,1,-6.8006,0.871804621208033,7.8005921994078,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,penetration_scan,penetration_60pct,SLFOR,SLFOR,0.95,5.8361,5.06790773431045,-0.76819226568955,0.131627651010418,1.15157953822033,close,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,penetration_scan,penetration_60pct,SNVOR,SNVOR,0.95,6.2773,2.19560378619724,-4.08169621380276,0.650231080810488,2.85903002191583,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,penetration_scan,penetration_60pct,CRI,CRI_recomputed_from_var,0.95,7.103,2.05270230410154,-5.05029769589846,0.71100900815,3.46031498356698,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,penetration_scan,penetration_60pct,CRI,CRI_basic,0.95,7.103,1.84905821832024,-5.25394178167976,0.739679155568155,3.84141293562932,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,penetration_scan,penetration_80pct,SLLR,SLLR,0.95,14.0526,1,-13.0526,0.928838725300747,14.0525859474141,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,penetration_scan,penetration_80pct,SLFOR,SLFOR,0.95,12.5517,3.22276123070372,-9.32893876929628,0.743240997319509,3.89470246374931,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,penetration_scan,penetration_80pct,SNVOR,SNVOR,0.95,11.8034,2.15578002509721,-9.64761997490279,0.81735933354317,5.47523141849147,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,penetration_scan,penetration_80pct,CRI,CRI_recomputed_from_var,0.95,13.3026,1.67570825116019,-11.6268917488398,0.874031458121597,7.93848932372358,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
medium_hidden_failure,penetration_scan,penetration_80pct,CRI,CRI_basic,0.95,13.3026,1.16428401311371,-12.1383159868863,0.912476889811721,11.4255528931221,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,topology_compare,concentrated_bus34,SLLR,SLLR,0.95,8.5328,1,-7.5328,0.882805071863272,8.53279146720853,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,topology_compare,concentrated_bus34,SLFOR,SLFOR,0.95,6.2588,1.93621790772862,-4.32258209227138,0.690640602292896,3.23248573548029,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,topology_compare,concentrated_bus34,SNVOR,SNVOR,0.95,3.8986,1,-2.8986,0.743497475119921,3.8985961014039,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,topology_compare,concentrated_bus34,CRI,CRI_recomputed_from_var,0.95,7.1512,1.18724358154572,-5.96395641845428,0.833979693544382,6.0233587174511,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,topology_compare,concentrated_bus34,CRI,CRI_basic,0.95,7.1512,1,-6.1512,0.860163208949098,7.15119284880715,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,topology_compare,distributed_30_39,SLLR,SLLR,0.95,6.3899,1,-5.3899,0.843502896210755,6.38989361010639,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,topology_compare,distributed_30_39,SLFOR,SLFOR,0.95,4.2521,2.8706262275508,-1.3814737724492,0.324892041004953,1.48124422397675,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,topology_compare,distributed_30_39,SNVOR,SNVOR,0.95,2.6697,1.91603424806295,-0.75366575193705,0.28230343095989,1.39334597455813,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,topology_compare,distributed_30_39,CRI,CRI_recomputed_from_var,0.95,5.2183,1.55733209512275,-3.66096790487725,0.701563191712638,3.3507924645939,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,topology_compare,distributed_30_39,CRI,CRI_basic,0.95,5.2183,1.23463442195566,-3.98366557804434,0.763402796819183,4.22659184015167,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,wind_speed_scan,wind_speed_11_28,SLLR,SLLR,0.95,7.5361,1,-6.5361,0.86730525506492,7.53609246390754,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,wind_speed_scan,wind_speed_11_28,SLFOR,SLFOR,0.95,6.0213,2.91564796995991,-3.10565203004009,0.51577757531804,2.06516630158081,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,wind_speed_scan,wind_speed_11_28,SNVOR,SNVOR,0.95,6.5482,1.7712578530446,-4.7769421469554,0.729504507719815,3.6969187133458,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,wind_speed_scan,wind_speed_11_28,CRI,CRI_recomputed_from_var,0.95,7.0356,1.5373811646009,-5.4982188353991,0.78148531097757,4.57635073568479,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,wind_speed_scan,wind_speed_11_28,CRI,CRI_basic,0.95,7.0356,1.17749542075069,-5.85810457924931,0.832637407841819,5.97505000950626,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,wind_speed_scan,wind_speed_12_00,SLLR,SLLR,0.95,6.6351,1,-5.6351,0.849286242967515,6.63509336490664,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,wind_speed_scan,wind_speed_12_00,SLFOR,SLFOR,0.95,4.7631,2.8706262275508,-1.8924737724492,0.397319681537133,1.65925410108502,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,wind_speed_scan,wind_speed_12_00,SNVOR,SNVOR,0.95,4.9822,1.91603424806295,-3.06616575193705,0.615423936516622,2.60026531611923,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,wind_speed_scan,wind_speed_12_00,CRI,CRI_recomputed_from_var,0.95,5.9301,1.55733209512275,-4.37276790487725,0.737385063909915,3.80785589067096,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,wind_speed_scan,wind_speed_12_00,CRI,CRI_basic,0.95,5.9301,1.23463442195566,-4.69546557804434,0.791801957174817,4.80311830889052,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,penetration_scan,penetration_40pct,SLLR,SLLR,0.95,6.3899,1,-5.3899,0.843502896210755,6.38989361010639,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,penetration_scan,penetration_40pct,SLFOR,SLFOR,0.95,4.2521,2.8706262275508,-1.3814737724492,0.324892041004953,1.48124422397675,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,penetration_scan,penetration_40pct,SNVOR,SNVOR,0.95,4.6697,1.91603424806295,-2.75366575193705,0.589687809120338,2.43716810780017,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,penetration_scan,penetration_40pct,CRI,CRI_recomputed_from_var,0.95,5.6183,1.55733209512275,-4.06096790487725,0.722810669075446,3.60764181895021,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,penetration_scan,penetration_40pct,CRI,CRI_basic,0.95,5.6183,1.23463442195566,-4.38366557804434,0.780247547798585,4.55057412098271,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,penetration_scan,penetration_60pct,SLLR,SLLR,0.95,7.8006,1,-6.8006,0.871804621208033,7.8005921994078,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,penetration_scan,penetration_60pct,SLFOR,SLFOR,0.95,5.8361,5.06790773431045,-0.76819226568955,0.131627651010418,1.15157953822033,close,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,penetration_scan,penetration_60pct,SNVOR,SNVOR,0.95,6.2773,2.16489824493232,-4.11240175506768,0.655122600472349,2.89958066856651,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,penetration_scan,penetration_60pct,CRI,CRI_recomputed_from_var,0.95,7.103,2.04656119584855,-5.05643880415145,0.711873587537359,3.47069833226101,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,penetration_scan,penetration_60pct,CRI,CRI_basic,0.95,7.103,1.70505490948693,-5.39794509051307,0.759952742582054,4.16584580040978,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,penetration_scan,penetration_80pct,SLLR,SLLR,0.95,14.0526,1,-13.0526,0.928838725300747,14.0525859474141,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,penetration_scan,penetration_80pct,SLFOR,SLFOR,0.95,12.5517,4.18764030391551,-8.36405969608449,0.66636862175768,2.99731975330933,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,penetration_scan,penetration_80pct,SNVOR,SNVOR,0.95,11.8034,2.15578002509721,-9.64761997490279,0.81735933354317,5.47523141849147,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,penetration_scan,penetration_80pct,CRI,CRI_recomputed_from_var,0.95,13.3026,1.86868406580254,-11.4339159341975,0.859524835345919,7.11869551667175,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
high_hidden_failure,penetration_scan,penetration_80pct,CRI,CRI_basic,0.95,13.3026,1.33310857154251,-11.9694914284575,0.89978579590995,9.97862462618723,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,topology_compare,concentrated_bus34,SLLR,SLLR,0.95,8.5328,1,-7.5328,0.882805071863272,8.53279146720853,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,topology_compare,concentrated_bus34,SLFOR,SLFOR,0.95,6.2588,1.93621790772862,-4.32258209227138,0.690640602292896,3.23248573548029,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,topology_compare,concentrated_bus34,SNVOR,SNVOR,0.95,3.8986,1,-2.8986,0.743497475119921,3.8985961014039,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,topology_compare,concentrated_bus34,CRI,CRI_recomputed_from_var,0.95,7.1512,1.18724358154572,-5.96395641845428,0.833979693544382,6.0233587174511,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,topology_compare,concentrated_bus34,CRI,CRI_basic,0.95,7.1512,1,-6.1512,0.860163208949098,7.15119284880715,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,topology_compare,distributed_30_39,SLLR,SLLR,0.95,6.3899,1,-5.3899,0.843502896210755,6.38989361010639,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,topology_compare,distributed_30_39,SLFOR,SLFOR,0.95,4.2521,2.85476041608016,-1.39733958391984,0.328623328542723,1.48947648516229,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,topology_compare,distributed_30_39,SNVOR,SNVOR,0.95,2.6697,1.92552049121421,-0.74417950878579,0.278750132987099,1.38648153873189,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,topology_compare,distributed_30_39,CRI,CRI_recomputed_from_var,0.95,5.2183,1.55605618145887,-3.66224381854113,0.70180769919963,3.35353999980105,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,topology_compare,distributed_30_39,CRI,CRI_basic,0.95,5.2183,1.37781524398594,-3.84048475601406,0.735964590010055,3.7873700667832,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,wind_speed_scan,wind_speed_11_28,SLLR,SLLR,0.95,7.5361,1,-6.5361,0.86730525506492,7.53609246390754,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,wind_speed_scan,wind_speed_11_28,SLFOR,SLFOR,0.95,6.0213,2.70830509524877,-3.31299490475123,0.550212471482696,2.22327159052046,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,wind_speed_scan,wind_speed_11_28,SNVOR,SNVOR,0.95,6.5482,1.87642884417087,-4.67177115582913,0.713443456581301,3.48971213623679,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,wind_speed_scan,wind_speed_11_28,CRI,CRI_recomputed_from_var,0.95,7.0356,1.51694678788393,-5.51865321211607,0.784389736159863,4.6379974684655,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,wind_speed_scan,wind_speed_11_28,CRI,CRI_basic,0.95,7.0356,1.34148775481,-5.69411224519,0.809328477437819,5.24462092937669,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,wind_speed_scan,wind_speed_12_00,SLLR,SLLR,0.95,6.6351,1,-5.6351,0.849286242967515,6.63509336490664,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,wind_speed_scan,wind_speed_12_00,SLFOR,SLFOR,0.95,4.7631,2.85476041608016,-1.90833958391984,0.400650665169569,1.66847568177524,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,wind_speed_scan,wind_speed_12_00,SNVOR,SNVOR,0.95,4.9822,1.92552049121421,-3.05667950878579,0.613519909932536,2.58745489091284,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,wind_speed_scan,wind_speed_12_00,CRI,CRI_recomputed_from_var,0.95,5.9301,1.55605618145887,-4.37404381854113,0.737600222751877,3.81097820225365,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,wind_speed_scan,wind_speed_12_00,CRI,CRI_basic,0.95,5.9301,1.37781524398594,-4.55228475601406,0.767657204491805,4.3039846756666,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
