parameter_set_id,sample_variant,metric_name,valid_target_count,mean_abs_relative_gap,median_abs_relative_gap,topology_direction_match,wind_speed_direction_match,penetration_direction_match,overall_trend_match_rate,score_rank,recommendation
benchmark_calibrated_seed,severity_only,SLLR,7,0.869577958403714,0.86730525506492,0,0,1,0.333333333333333,11,severity_only_not_paper_risk
benchmark_calibrated_seed,severity_only,SLFOR,7,0.453374149194362,0.400650665169569,0,0,0,0,30,severity_only_not_paper_risk
benchmark_calibrated_seed,severity_only,SNVOR,7,0.629208250368599,0.650231080810488,0,0,0,0,33,severity_only_not_paper_risk
benchmark_calibrated_seed,severity_only,CRI_recomputed,7,0.797147479300714,0.767657204491805,0,0,0,0,41,severity_only_not_paper_risk
benchmark_calibrated_seed,severity_only,CRI_basic,7,0.797147479300714,0.767657204491805,0,0,0,0,42,severity_only_not_paper_risk
benchmark_calibrated_seed,initial_probability_weighted_actual,SLLR,7,0.999927258044089,0.999923706178077,1,0,0,0.333333333333333,18,wrong_trend
benchmark_calibrated_seed,initial_probability_weighted_actual,SLFOR,7,0.999722912324798,0.999684259416148,0,0,0,0,47,wrong_trend
benchmark_calibrated_seed,initial_probability_weighted_actual,SNVOR,7,0.999831697025973,0.999833017023286,0,0,1,0.333333333333333,14,wrong_trend
benchmark_calibrated_seed,initial_probability_weighted_actual,CRI_recomputed,7,0.999898383936792,0.999887758145124,0,0,0,0,54,wrong_trend
benchmark_calibrated_seed,initial_probability_weighted_actual,CRI_basic,7,0.999898383936792,0.999887758145124,0,0,0,0,55,wrong_trend
benchmark_calibrated_seed,initial_probability_weighted_display,SLLR,7,0.273884529575218,0.238233611682729,1,0,0,0.333333333333333,4,wrong_trend
benchmark_calibrated_seed,initial_probability_weighted_display,SLFOR,7,1.76908097046655,2.15530657587534,0,0,0,0,60,wrong_trend
benchmark_calibrated_seed,initial_probability_weighted_display,SNVOR,7,0.718240109097325,0.667265000958036,0,0,1,0.333333333333333,7,wrong_trend
benchmark_calibrated_seed,initial_probability_weighted_display,CRI_recomputed,7,0.209840222020413,0.148159321774501,0,0,0,0,24,wrong_trend
benchmark_calibrated_seed,initial_probability_weighted_display,CRI_basic,7,0.209840222020413,0.148159321774501,0,0,0,0,25,wrong_trend
benchmark_calibrated_seed,transition_probability_weighted,SLLR,0,NaN,NaN,NaN,NaN,NaN,NaN,76,insufficient_targets
benchmark_calibrated_seed,transition_probability_weighted,SLFOR,0,NaN,NaN,NaN,NaN,NaN,NaN,77,insufficient_targets
benchmark_calibrated_seed,transition_probability_weighted,SNVOR,0,NaN,NaN,NaN,NaN,NaN,NaN,78,insufficient_targets
benchmark_calibrated_seed,transition_probability_weighted,CRI_recomputed,0,NaN,NaN,NaN,NaN,NaN,NaN,79,insufficient_targets
benchmark_calibrated_seed,transition_probability_weighted,CRI_basic,0,NaN,NaN,NaN,NaN,NaN,NaN,80,insufficient_targets
