parameter_set_id,scenario_id,sigma,metric_name,metric_source,scale_variant,var_value,sample_count,valid_sample_count,quantile_rule,source_file,note
low_hidden_failure,concentrated_bus34,0.9,CRI_basic,CRI_basic,percent,100,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,concentrated_bus34,0.9,CRI_basic,CRI_basic,paper_table_display,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,concentrated_bus34,0.9,CRI_recomputed_from_var,CRI_recomputed_from_var,raw,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,concentrated_bus34,0.9,CRI_recomputed_from_var,CRI_recomputed_from_var,percent,100,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,concentrated_bus34,0.9,CRI_recomputed_from_var,CRI_recomputed_from_var,paper_table_display,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,concentrated_bus34,0.95,SLLR,SLLR,raw,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,concentrated_bus34,0.95,SLLR,SLLR,percent,100,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,concentrated_bus34,0.95,SLLR,SLLR,paper_table_display,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,concentrated_bus34,0.95,SLFOR,SLFOR,raw,1.93621790772862,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,concentrated_bus34,0.95,SLFOR,SLFOR,percent,193.621790772862,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,concentrated_bus34,0.95,SLFOR,SLFOR,paper_table_display,1.93621790772862,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,concentrated_bus34,0.95,SNVOR,SNVOR,raw,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,concentrated_bus34,0.95,SNVOR,SNVOR,percent,100,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,concentrated_bus34,0.95,SNVOR,SNVOR,paper_table_display,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,concentrated_bus34,0.95,CRI_basic,CRI_basic,raw,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,concentrated_bus34,0.95,CRI_basic,CRI_basic,percent,100,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,concentrated_bus34,0.95,CRI_basic,CRI_basic,paper_table_display,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,concentrated_bus34,0.95,CRI_recomputed_from_var,CRI_recomputed_from_var,raw,1.18724358154572,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,concentrated_bus34,0.95,CRI_recomputed_from_var,CRI_recomputed_from_var,percent,118.724358154572,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,concentrated_bus34,0.95,CRI_recomputed_from_var,CRI_recomputed_from_var,paper_table_display,1.18724358154572,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,concentrated_bus34,0.98,SLLR,SLLR,raw,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,concentrated_bus34,0.98,SLLR,SLLR,percent,100,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,concentrated_bus34,0.98,SLLR,SLLR,paper_table_display,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,concentrated_bus34,0.98,SLFOR,SLFOR,raw,3.6322505964947,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,concentrated_bus34,0.98,SLFOR,SLFOR,percent,363.22505964947,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,concentrated_bus34,0.98,SLFOR,SLFOR,paper_table_display,3.6322505964947,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,concentrated_bus34,0.98,SNVOR,SNVOR,raw,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,concentrated_bus34,0.98,SNVOR,SNVOR,percent,100,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,concentrated_bus34,0.98,SNVOR,SNVOR,paper_table_display,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,concentrated_bus34,0.98,CRI_basic,CRI_basic,raw,1.11029459614503,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,concentrated_bus34,0.98,CRI_basic,CRI_basic,percent,111.029459614503,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,concentrated_bus34,0.98,CRI_basic,CRI_basic,paper_table_display,1.11029459614503,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,concentrated_bus34,0.98,CRI_recomputed_from_var,CRI_recomputed_from_var,raw,1.52645011929894,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,concentrated_bus34,0.98,CRI_recomputed_from_var,CRI_recomputed_from_var,percent,152.645011929894,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,concentrated_bus34,0.98,CRI_recomputed_from_var,CRI_recomputed_from_var,paper_table_display,1.52645011929894,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\concentrated_bus34\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,distributed_30_39,0.9,SLLR,SLLR,raw,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,distributed_30_39,0.9,SLLR,SLLR,percent,100,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,distributed_30_39,0.9,SLLR,SLLR,paper_table_display,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,distributed_30_39,0.9,SLFOR,SLFOR,raw,2.0883393408129,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,distributed_30_39,0.9,SLFOR,SLFOR,percent,208.83393408129,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,distributed_30_39,0.9,SLFOR,SLFOR,paper_table_display,2.0883393408129,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,distributed_30_39,0.9,SNVOR,SNVOR,raw,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,distributed_30_39,0.9,SNVOR,SNVOR,percent,100,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,distributed_30_39,0.9,SNVOR,SNVOR,paper_table_display,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,distributed_30_39,0.9,CRI_basic,CRI_basic,raw,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,distributed_30_39,0.9,CRI_basic,CRI_basic,percent,100,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,distributed_30_39,0.9,CRI_basic,CRI_basic,paper_table_display,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,distributed_30_39,0.9,CRI_recomputed_from_var,CRI_recomputed_from_var,raw,1.21766786816258,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,distributed_30_39,0.9,CRI_recomputed_from_var,CRI_recomputed_from_var,percent,121.766786816258,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,distributed_30_39,0.9,CRI_recomputed_from_var,CRI_recomputed_from_var,paper_table_display,1.21766786816258,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,distributed_30_39,0.95,SLLR,SLLR,raw,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,distributed_30_39,0.95,SLLR,SLLR,percent,100,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,distributed_30_39,0.95,SLLR,SLLR,paper_table_display,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,distributed_30_39,0.95,SLFOR,SLFOR,raw,2.85476041608016,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,distributed_30_39,0.95,SLFOR,SLFOR,percent,285.476041608016,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,distributed_30_39,0.95,SLFOR,SLFOR,paper_table_display,2.85476041608016,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,distributed_30_39,0.95,SNVOR,SNVOR,raw,1.92682338253775,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,distributed_30_39,0.95,SNVOR,SNVOR,percent,192.682338253775,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,distributed_30_39,0.95,SNVOR,SNVOR,paper_table_display,1.92682338253775,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,distributed_30_39,0.95,CRI_basic,CRI_basic,raw,1.37781524398594,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,distributed_30_39,0.95,CRI_basic,CRI_basic,percent,137.781524398594,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,distributed_30_39,0.95,CRI_basic,CRI_basic,paper_table_display,1.37781524398594,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,distributed_30_39,0.95,CRI_recomputed_from_var,CRI_recomputed_from_var,raw,1.55631675972358,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,distributed_30_39,0.95,CRI_recomputed_from_var,CRI_recomputed_from_var,percent,155.631675972358,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,distributed_30_39,0.95,CRI_recomputed_from_var,CRI_recomputed_from_var,paper_table_display,1.55631675972358,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,distributed_30_39,0.98,SLLR,SLLR,raw,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,distributed_30_39,0.98,SLLR,SLLR,percent,100,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,distributed_30_39,0.98,SLLR,SLLR,paper_table_display,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,distributed_30_39,0.98,SLFOR,SLFOR,raw,6.37291437566126,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,distributed_30_39,0.98,SLFOR,SLFOR,percent,637.291437566126,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,distributed_30_39,0.98,SLFOR,SLFOR,paper_table_display,6.37291437566126,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,distributed_30_39,0.98,SNVOR,SNVOR,raw,3.23577202129435,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,distributed_30_39,0.98,SNVOR,SNVOR,percent,323.577202129435,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,distributed_30_39,0.98,SNVOR,SNVOR,paper_table_display,3.23577202129435,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,distributed_30_39,0.98,CRI_basic,CRI_basic,raw,2.00249570122808,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,distributed_30_39,0.98,CRI_basic,CRI_basic,percent,200.249570122808,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,distributed_30_39,0.98,CRI_basic,CRI_basic,paper_table_display,2.00249570122808,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,distributed_30_39,0.98,CRI_recomputed_from_var,CRI_recomputed_from_var,raw,2.52173727939112,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,distributed_30_39,0.98,CRI_recomputed_from_var,CRI_recomputed_from_var,percent,252.173727939112,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,distributed_30_39,0.98,CRI_recomputed_from_var,CRI_recomputed_from_var,paper_table_display,2.52173727939112,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\distributed_30_39\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,wind_speed_11_28,0.9,SLLR,SLLR,raw,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,raw engineering risk value
low_hidden_failure,wind_speed_11_28,0.9,SLLR,SLLR,percent,100,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,percent = 100 * raw; not used for direct paper-table comparison
low_hidden_failure,wind_speed_11_28,0.9,SLLR,SLLR,paper_table_display,1,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,paper_table_display currently equals raw; no 1e4 or 1e-4 conversion applied
low_hidden_failure,wind_speed_11_28,0.9,SLFOR,SLFOR,raw,1.52070739890127,460,460,matlab_quantile_default,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\low_hidden_failure\wind_speed_11_28\tables\markov_chain_summary.csv,raw engineering risk value
