parameter_set_id,scenario_id,metric_name,sigma,severity_only_var,initial_probability_weighted_display_var,delta,relative_delta,interpretation
low_hidden_failure,distributed_30_39,SLLR,0.98,1,5.53,4.53,4.52999547000453,weighting_changes_scale_only
low_hidden_failure,distributed_30_39,SLFOR,0.98,6.37291437566126,25.9868223576315,19.6139079819702,3.07769785503155,weighting_changes_scale_only
low_hidden_failure,distributed_30_39,SNVOR,0.98,3.23577202129435,17.0470409108395,13.8112688895451,4.26830584180483,weighting_changes_scale_only
low_hidden_failure,distributed_30_39,CRI_basic,0.98,2.00249570122808,9.43803442130369,7.43553872007561,3.71313406684545,weighting_changes_scale_only
low_hidden_failure,distributed_30_39,CRI_recomputed,0.98,2.00249570122808,9.43803442130368,7.4355387200756,3.71313406684544,weighting_changes_scale_only
low_hidden_failure,wind_speed_11_28,SLLR,0.9,1,4.73,3.73,3.72999627000373,weighting_changes_scale_only
low_hidden_failure,wind_speed_11_28,SLFOR,0.9,1.52070739890127,5.82,4.29929260109873,2.82716436905657,weighting_changes_scale_only
low_hidden_failure,wind_speed_11_28,SNVOR,0.9,1,5.53,4.53,4.52999547000453,weighting_changes_scale_only
low_hidden_failure,wind_speed_11_28,CRI_basic,0.9,1,5.14,4.14,4.13999586000414,weighting_changes_scale_only
low_hidden_failure,wind_speed_11_28,CRI_recomputed,0.9,1,5.14,4.14,4.13999586000414,weighting_changes_scale_only
low_hidden_failure,wind_speed_11_28,SLLR,0.95,1,5.14,4.14,4.13999586000414,weighting_improves_paper_alignment
low_hidden_failure,wind_speed_11_28,SLFOR,0.95,2.41121234765355,11.1998781621876,8.78866581453405,3.64491421843142,weighting_worsens_paper_alignment
low_hidden_failure,wind_speed_11_28,SNVOR,0.95,1.36142836301705,6.85,5.48857163698295,4.03147734732251,weighting_improves_paper_alignment
low_hidden_failure,wind_speed_11_28,CRI_basic,0.95,1.07211640361401,6.03,4.95788359638599,4.62438495977532,weighting_improves_paper_alignment
low_hidden_failure,wind_speed_11_28,CRI_recomputed,0.95,1.07211640361401,6.03,4.95788359638599,4.62438495977532,weighting_improves_paper_alignment
low_hidden_failure,wind_speed_11_28,SLLR,0.98,1,5.82,4.82,4.81999518000482,weighting_changes_scale_only
low_hidden_failure,wind_speed_11_28,SLFOR,0.98,4.85207198492384,19.3361854294001,14.4841134444763,2.98513923625648,weighting_changes_scale_only
low_hidden_failure,wind_speed_11_28,SNVOR,0.98,1.92356970911339,9.59788633656395,7.67431662745056,3.98962023651722,weighting_changes_scale_only
low_hidden_failure,wind_speed_11_28,CRI_basic,0.98,1.76705736893609,7.70243352558389,5.9353761566478,3.35890215116175,weighting_changes_scale_only
low_hidden_failure,wind_speed_11_28,CRI_recomputed,0.98,1.76705736893609,7.70243352558389,5.9353761566478,3.35890215116175,weighting_changes_scale_only
low_hidden_failure,wind_speed_12_00,SLLR,0.9,1,4.48260431739799,3.48260431739799,3.48260083479716,weighting_changes_scale_only
low_hidden_failure,wind_speed_12_00,SLFOR,0.9,2.0883393408129,8.44206739483068,6.35372805401778,3.04247728679347,weighting_changes_scale_only
low_hidden_failure,wind_speed_12_00,SNVOR,0.9,1,5.69093706522289,4.69093706522289,4.69093237429052,weighting_changes_scale_only
low_hidden_failure,wind_speed_12_00,CRI_basic,0.9,1,5.53,4.53,4.52999547000453,weighting_changes_scale_only
low_hidden_failure,wind_speed_12_00,CRI_recomputed,0.9,1,5.53,4.53,4.52999547000453,weighting_changes_scale_only
low_hidden_failure,wind_speed_12_00,SLLR,0.95,1,5.14,4.14,4.13999586000414,weighting_improves_paper_alignment
low_hidden_failure,wind_speed_12_00,SLFOR,0.95,2.85476041608016,15.0290429068584,12.1742824907782,4.26455339567207,weighting_worsens_paper_alignment
low_hidden_failure,wind_speed_12_00,SNVOR,0.95,1.92682338253775,8.88296068066219,6.95613729812444,3.61015635943052,weighting_worsens_paper_alignment
low_hidden_failure,wind_speed_12_00,CRI_basic,0.95,1.37781524398594,7.2658936451862,5.88807840120026,4.27348597964443,weighting_improves_paper_alignment
low_hidden_failure,wind_speed_12_00,CRI_recomputed,0.95,1.37781524398594,7.26589364518619,5.88807840120025,4.27348597964442,weighting_improves_paper_alignment
low_hidden_failure,wind_speed_12_00,SLLR,0.98,1,5.53,4.53,4.52999547000453,weighting_changes_scale_only
low_hidden_failure,wind_speed_12_00,SLFOR,0.98,6.37291437566126,25.9868223576315,19.6139079819702,3.07769785503155,weighting_changes_scale_only
low_hidden_failure,wind_speed_12_00,SNVOR,0.98,3.23577202129435,17.0470409108395,13.8112688895451,4.26830584180483,weighting_changes_scale_only
low_hidden_failure,wind_speed_12_00,CRI_basic,0.98,2.00249570122808,9.43803442130369,7.43553872007561,3.71313406684545,weighting_changes_scale_only
low_hidden_failure,wind_speed_12_00,CRI_recomputed,0.98,2.00249570122808,9.43803442130368,7.4355387200756,3.71313406684544,weighting_changes_scale_only
low_hidden_failure,penetration_40pct,SLLR,0.9,1,4.48260431739799,3.48260431739799,3.48260083479716,weighting_changes_scale_only
low_hidden_failure,penetration_40pct,SLFOR,0.9,2.0883393408129,8.44206739483068,6.35372805401778,3.04247728679347,weighting_changes_scale_only
low_hidden_failure,penetration_40pct,SNVOR,0.9,1,5.69093706522289,4.69093706522289,4.69093237429052,weighting_changes_scale_only
low_hidden_failure,penetration_40pct,CRI_basic,0.9,1,5.53,4.53,4.52999547000453,weighting_changes_scale_only
low_hidden_failure,penetration_40pct,CRI_recomputed,0.9,1,5.53,4.53,4.52999547000453,weighting_changes_scale_only
low_hidden_failure,penetration_40pct,SLLR,0.95,1,5.14,4.14,4.13999586000414,weighting_improves_paper_alignment
low_hidden_failure,penetration_40pct,SLFOR,0.95,2.85476041608016,15.0290429068584,12.1742824907782,4.26455339567207,weighting_worsens_paper_alignment
low_hidden_failure,penetration_40pct,SNVOR,0.95,1.92682338253775,8.88296068066219,6.95613729812444,3.61015635943052,weighting_worsens_paper_alignment
low_hidden_failure,penetration_40pct,CRI_basic,0.95,1.37781524398594,7.2658936451862,5.88807840120026,4.27348597964443,weighting_improves_paper_alignment
low_hidden_failure,penetration_40pct,CRI_recomputed,0.95,1.37781524398594,7.26589364518619,5.88807840120025,4.27348597964442,weighting_improves_paper_alignment
low_hidden_failure,penetration_40pct,SLLR,0.98,1,5.53,4.53,4.52999547000453,weighting_changes_scale_only
low_hidden_failure,penetration_40pct,SLFOR,0.98,6.37291437566126,25.9868223576315,19.6139079819702,3.07769785503155,weighting_changes_scale_only
low_hidden_failure,penetration_40pct,SNVOR,0.98,3.23577202129435,17.0470409108395,13.8112688895451,4.26830584180483,weighting_changes_scale_only
low_hidden_failure,penetration_40pct,CRI_basic,0.98,2.00249570122808,9.43803442130369,7.43553872007561,3.71313406684545,weighting_changes_scale_only
low_hidden_failure,penetration_40pct,CRI_recomputed,0.98,2.00249570122808,9.43803442130368,7.4355387200756,3.71313406684544,weighting_changes_scale_only
low_hidden_failure,penetration_60pct,SLLR,0.9,1,4.73,3.73,3.72999627000373,weighting_changes_scale_only
low_hidden_failure,penetration_60pct,SLFOR,0.9,4.18468491362697,14.5023372634613,10.3176523498343,2.46557389557864,weighting_changes_scale_only
low_hidden_failure,penetration_60pct,SNVOR,0.9,1.9368612163552,6.19385336678869,4.25699215043349,2.19788073435824,weighting_changes_scale_only
low_hidden_failure,penetration_60pct,CRI_basic,0.9,1.49442978627718,5.95362320956322,4.45919342328604,2.98387417084365,weighting_changes_scale_only
low_hidden_failure,penetration_60pct,CRI_recomputed,0.9,1.49442978627718,5.95362320956321,4.45919342328603,2.98387417084364,weighting_changes_scale_only
low_hidden_failure,penetration_60pct,SLLR,0.95,1,5.53,4.53,4.52999547000453,weighting_improves_paper_alignment
low_hidden_failure,penetration_60pct,SLFOR,0.95,5.06790773431045,27.116935924341,22.0490281900306,4.35071532380912,weighting_worsens_paper_alignment
low_hidden_failure,penetration_60pct,SNVOR,0.95,2.18025101556478,9.99260887050966,7.81235785494488,3.5832361576426,weighting_improves_paper_alignment
low_hidden_failure,penetration_60pct,CRI_basic,0.95,1.84905821832024,8.29496812557383,6.44590990725359,3.48604838795229,weighting_improves_paper_alignment
low_hidden_failure,penetration_60pct,CRI_recomputed,0.95,1.84905821832024,8.29496812557383,6.44590990725359,3.48604838795229,weighting_improves_paper_alignment
low_hidden_failure,penetration_60pct,SLLR,0.98,1,5.82,4.82,4.81999518000482,weighting_changes_scale_only
low_hidden_failure,penetration_60pct,SLFOR,0.98,6.81143896308714,30.4010958993949,23.5896569363078,3.46324082193279,weighting_changes_scale_only
low_hidden_failure,penetration_60pct,SNVOR,0.98,2.6114711046537,11.3365257084314,8.7250546037777,3.34104836434188,weighting_changes_scale_only
low_hidden_failure,penetration_60pct,CRI_basic,0.98,2.0543632527513,11.9563941310126,9.9020308782613,4.81999765377539,weighting_changes_scale_only
low_hidden_failure,penetration_60pct,CRI_recomputed,0.98,2.0543632527513,11.9563941310125,9.9020308782612,4.81999765377534,weighting_changes_scale_only
low_hidden_failure,penetration_80pct,SLLR,0.9,1,4.34,3.34,3.33999666000334,weighting_changes_scale_only
low_hidden_failure,penetration_80pct,SLFOR,0.9,1.57820461743358,8.18985117528722,6.61164655785364,4.18934420510127,weighting_changes_scale_only
low_hidden_failure,penetration_80pct,SNVOR,0.9,1,5.82,4.82,4.81999518000482,weighting_changes_scale_only
low_hidden_failure,penetration_80pct,CRI_basic,0.9,1,5.42426144672753,4.42426144672753,4.42425702247051,weighting_changes_scale_only
low_hidden_failure,penetration_80pct,CRI_recomputed,0.9,1,5.42426144672753,4.42426144672753,4.42425702247051,weighting_changes_scale_only
low_hidden_failure,penetration_80pct,SLLR,0.95,1,5.14,4.14,4.13999586000414,weighting_improves_paper_alignment
low_hidden_failure,penetration_80pct,SLFOR,0.95,3.22276123070372,18.208600953476,14.9858397227723,4.64999855713835,weighting_improves_paper_alignment
low_hidden_failure,penetration_80pct,SNVOR,0.95,1.99470869670849,8.12729069461648,6.13258199790799,3.07442331484501,weighting_improves_paper_alignment
low_hidden_failure,penetration_80pct,CRI_basic,0.95,1.12469498072248,6.3936553311699,5.26896035044742,4.68478632515674,weighting_improves_paper_alignment
low_hidden_failure,penetration_80pct,CRI_recomputed,0.95,1.12469498072248,6.39365533116988,5.2689603504474,4.68478632515672,weighting_improves_paper_alignment
low_hidden_failure,penetration_80pct,SLLR,0.98,1,5.82,4.82,4.81999518000482,weighting_changes_scale_only
low_hidden_failure,penetration_80pct,SLFOR,0.98,4.34195501222109,25.2701781711267,20.9282231589056,4.81999888990123,weighting_changes_scale_only
low_hidden_failure,penetration_80pct,SNVOR,0.98,2.38720183009127,12.2520775358284,9.86487570573713,4.13239946827642,weighting_changes_scale_only
low_hidden_failure,penetration_80pct,CRI_basic,0.98,1.24345760818949,7.43053442830937,6.18707682011988,4.97569985793772,weighting_changes_scale_only
low_hidden_failure,penetration_80pct,CRI_recomputed,0.98,1.24345760818949,7.43053442830936,6.18707682011987,4.97569985793771,weighting_changes_scale_only
medium_hidden_failure,concentrated_bus34,SLLR,0.9,1,6.03,5.03,5.02999497000503,weighting_changes_scale_only
medium_hidden_failure,concentrated_bus34,SLFOR,0.9,1,6.16,5.16,5.15999484000516,weighting_changes_scale_only
medium_hidden_failure,concentrated_bus34,SNVOR,0.9,1,6.03,5.03,5.02999497000503,weighting_changes_scale_only
medium_hidden_failure,concentrated_bus34,CRI_basic,0.9,1,6.03,5.03,5.02999497000503,weighting_changes_scale_only
medium_hidden_failure,concentrated_bus34,CRI_recomputed,0.9,1,6.03,5.03,5.02999497000503,weighting_changes_scale_only
medium_hidden_failure,concentrated_bus34,SLLR,0.95,1,6.5,5.5,5.4999945000055,weighting_improves_paper_alignment
medium_hidden_failure,concentrated_bus34,SLFOR,0.95,1.93621790772862,6.85,4.91378209227138,2.53782362761644,weighting_improves_paper_alignment
medium_hidden_failure,concentrated_bus34,SNVOR,0.95,1,6.5,5.5,5.4999945000055,weighting_improves_paper_alignment
medium_hidden_failure,concentrated_bus34,CRI_basic,0.95,1,6.5,5.5,5.4999945000055,weighting_improves_paper_alignment
medium_hidden_failure,concentrated_bus34,CRI_recomputed,0.95,1,6.5,5.5,5.4999945000055,weighting_improves_paper_alignment
medium_hidden_failure,concentrated_bus34,SLLR,0.98,1,6.85,5.85,5.84999415000585,weighting_changes_scale_only
medium_hidden_failure,concentrated_bus34,SLFOR,0.98,3.6322505964947,18.7060905719477,15.073839975453,4.149998857458,weighting_changes_scale_only
medium_hidden_failure,concentrated_bus34,SNVOR,0.98,1,6.85,5.85,5.84999415000585,weighting_changes_scale_only
medium_hidden_failure,concentrated_bus34,CRI_basic,0.98,1.11029459614503,6.85,5.73970540385497,5.16952910898985,weighting_changes_scale_only
medium_hidden_failure,concentrated_bus34,CRI_recomputed,0.98,1.11029459614503,6.85,5.73970540385497,5.16952910898985,weighting_changes_scale_only
medium_hidden_failure,distributed_30_39,SLLR,0.9,1,4.73,3.73,3.72999627000373,weighting_changes_scale_only
medium_hidden_failure,distributed_30_39,SLFOR,0.9,2.02904282017032,8.44206739483068,6.41302457466036,3.16061413307577,weighting_changes_scale_only
medium_hidden_failure,distributed_30_39,SNVOR,0.9,1,5.82,4.82,4.81999518000482,weighting_changes_scale_only
medium_hidden_failure,distributed_30_39,CRI_basic,0.9,1,5.82,4.82,4.81999518000482,weighting_changes_scale_only
medium_hidden_failure,distributed_30_39,CRI_recomputed,0.9,1,5.82,4.82,4.81999518000482,weighting_changes_scale_only
medium_hidden_failure,distributed_30_39,SLLR,0.95,1,5.53,4.53,4.52999547000453,weighting_improves_paper_alignment
medium_hidden_failure,distributed_30_39,SLFOR,0.95,2.85476041608016,15.0290429068584,12.1742824907782,4.26455339567207,weighting_worsens_paper_alignment
medium_hidden_failure,distributed_30_39,SNVOR,0.95,1.92552049121421,8.43948641551535,6.51396592430114,3.38296194252992,weighting_worsens_paper_alignment
medium_hidden_failure,distributed_30_39,CRI_basic,0.95,1.37781524398594,6.80869974221429,5.43088449822835,3.94166095945939,weighting_improves_paper_alignment
medium_hidden_failure,distributed_30_39,CRI_recomputed,0.95,1.37781524398594,6.80869974221429,5.43088449822835,3.94166095945939,weighting_improves_paper_alignment
medium_hidden_failure,distributed_30_39,SLLR,0.98,1,5.82,4.82,4.81999518000482,weighting_changes_scale_only
medium_hidden_failure,distributed_30_39,SLFOR,0.98,6.37291437566126,25.4397001607812,19.0667857851199,2.99184669200814,weighting_changes_scale_only
medium_hidden_failure,distributed_30_39,SNVOR,0.98,2.51364479775994,12.5405307027571,10.0268859049972,3.98898122954822,weighting_changes_scale_only
medium_hidden_failure,distributed_30_39,CRI_basic,0.98,2.00249570122808,9.43803442130369,7.43553872007561,3.71313406684545,weighting_changes_scale_only
medium_hidden_failure,distributed_30_39,CRI_recomputed,0.98,2.00249570122808,9.43803442130368,7.4355387200756,3.71313406684544,weighting_changes_scale_only
medium_hidden_failure,wind_speed_11_28,SLLR,0.9,1,4.17094267399824,3.17094267399824,3.17093950305874,weighting_changes_scale_only
medium_hidden_failure,wind_speed_11_28,SLFOR,0.9,1.94979085892335,9.23114730494751,7.28135644602416,3.73442755579297,weighting_changes_scale_only
medium_hidden_failure,wind_speed_11_28,SNVOR,0.9,1,5.53,4.53,4.52999547000453,weighting_changes_scale_only
medium_hidden_failure,wind_speed_11_28,CRI_basic,0.9,1,5.505,4.505,4.50499549500451,weighting_changes_scale_only
medium_hidden_failure,wind_speed_11_28,CRI_recomputed,0.9,1,5.505,4.505,4.50499549500451,weighting_changes_scale_only
medium_hidden_failure,wind_speed_11_28,SLLR,0.95,1,5.14,4.14,4.13999586000414,weighting_improves_paper_alignment
medium_hidden_failure,wind_speed_11_28,SLFOR,0.95,2.70830509524877,13.9565901920965,11.2482850968477,4.15325472869584,weighting_worsens_paper_alignment
medium_hidden_failure,wind_speed_11_28,SNVOR,0.95,1.87642884417087,7.0851481540481,5.20871930987723,2.77586680155302,weighting_improves_paper_alignment
medium_hidden_failure,wind_speed_11_28,CRI_basic,0.95,1.34148775481,6.36923829234162,5.02775053753162,3.74788869418717,weighting_improves_paper_alignment
medium_hidden_failure,wind_speed_11_28,CRI_recomputed,0.95,1.34148775481,6.36923829234158,5.02775053753158,3.74788869418714,weighting_improves_paper_alignment
medium_hidden_failure,wind_speed_11_28,SLLR,0.98,1,5.82,4.82,4.81999518000482,weighting_changes_scale_only
medium_hidden_failure,wind_speed_11_28,SLFOR,0.98,6.28264538313244,23.6855730944093,17.4029277112769,2.76999955910299,weighting_changes_scale_only
medium_hidden_failure,wind_speed_11_28,SNVOR,0.98,2.77801800690329,11.1762947674891,8.39827676058581,3.02311709880903,weighting_changes_scale_only
medium_hidden_failure,wind_speed_11_28,CRI_basic,0.98,1.97520773307619,8.73800202109657,6.76279428802038,3.42383778219125,weighting_changes_scale_only
medium_hidden_failure,wind_speed_11_28,CRI_recomputed,0.98,1.97520773307619,8.73800202109658,6.76279428802039,3.42383778219126,weighting_changes_scale_only
medium_hidden_failure,wind_speed_12_00,SLLR,0.9,1,4.73,3.73,3.72999627000373,weighting_changes_scale_only
medium_hidden_failure,wind_speed_12_00,SLFOR,0.9,2.02904282017032,8.44206739483068,6.41302457466036,3.16061413307577,weighting_changes_scale_only
medium_hidden_failure,wind_speed_12_00,SNVOR,0.9,1,5.82,4.82,4.81999518000482,weighting_changes_scale_only
medium_hidden_failure,wind_speed_12_00,CRI_basic,0.9,1,5.82,4.82,4.81999518000482,weighting_changes_scale_only
medium_hidden_failure,wind_speed_12_00,CRI_recomputed,0.9,1,5.82,4.82,4.81999518000482,weighting_changes_scale_only
medium_hidden_failure,wind_speed_12_00,SLLR,0.95,1,5.53,4.53,4.52999547000453,weighting_improves_paper_alignment
medium_hidden_failure,wind_speed_12_00,SLFOR,0.95,2.85476041608016,15.0290429068584,12.1742824907782,4.26455339567207,weighting_worsens_paper_alignment
medium_hidden_failure,wind_speed_12_00,SNVOR,0.95,1.92552049121421,8.43948641551535,6.51396592430114,3.38296194252992,weighting_worsens_paper_alignment
medium_hidden_failure,wind_speed_12_00,CRI_basic,0.95,1.37781524398594,6.80869974221429,5.43088449822835,3.94166095945939,weighting_improves_paper_alignment
medium_hidden_failure,wind_speed_12_00,CRI_recomputed,0.95,1.37781524398594,6.80869974221429,5.43088449822835,3.94166095945939,weighting_improves_paper_alignment
medium_hidden_failure,wind_speed_12_00,SLLR,0.98,1,5.82,4.82,4.81999518000482,weighting_changes_scale_only
medium_hidden_failure,wind_speed_12_00,SLFOR,0.98,6.37291437566126,25.4397001607812,19.0667857851199,2.99184669200814,weighting_changes_scale_only
medium_hidden_failure,wind_speed_12_00,SNVOR,0.98,2.51364479775994,12.5405307027571,10.0268859049972,3.98898122954822,weighting_changes_scale_only
medium_hidden_failure,wind_speed_12_00,CRI_basic,0.98,2.00249570122808,9.43803442130369,7.43553872007561,3.71313406684545,weighting_changes_scale_only
medium_hidden_failure,wind_speed_12_00,CRI_recomputed,0.98,2.00249570122808,9.43803442130368,7.4355387200756,3.71313406684544,weighting_changes_scale_only
medium_hidden_failure,penetration_40pct,SLLR,0.9,1,4.73,3.73,3.72999627000373,weighting_changes_scale_only
medium_hidden_failure,penetration_40pct,SLFOR,0.9,2.02904282017032,8.44206739483068,6.41302457466036,3.16061413307577,weighting_changes_scale_only
medium_hidden_failure,penetration_40pct,SNVOR,0.9,1,5.82,4.82,4.81999518000482,weighting_changes_scale_only
medium_hidden_failure,penetration_40pct,CRI_basic,0.9,1,5.82,4.82,4.81999518000482,weighting_changes_scale_only
medium_hidden_failure,penetration_40pct,CRI_recomputed,0.9,1,5.82,4.82,4.81999518000482,weighting_changes_scale_only
medium_hidden_failure,penetration_40pct,SLLR,0.95,1,5.53,4.53,4.52999547000453,weighting_improves_paper_alignment
medium_hidden_failure,penetration_40pct,SLFOR,0.95,2.85476041608016,15.0290429068584,12.1742824907782,4.26455339567207,weighting_worsens_paper_alignment
medium_hidden_failure,penetration_40pct,SNVOR,0.95,1.92552049121421,8.43948641551535,6.51396592430114,3.38296194252992,weighting_worsens_paper_alignment
medium_hidden_failure,penetration_40pct,CRI_basic,0.95,1.37781524398594,6.80869974221429,5.43088449822835,3.94166095945939,weighting_improves_paper_alignment
medium_hidden_failure,penetration_40pct,CRI_recomputed,0.95,1.37781524398594,6.80869974221429,5.43088449822835,3.94166095945939,weighting_improves_paper_alignment
medium_hidden_failure,penetration_40pct,SLLR,0.98,1,5.82,4.82,4.81999518000482,weighting_changes_scale_only
medium_hidden_failure,penetration_40pct,SLFOR,0.98,6.37291437566126,25.4397001607812,19.0667857851199,2.99184669200814,weighting_changes_scale_only
medium_hidden_failure,penetration_40pct,SNVOR,0.98,2.51364479775994,12.5405307027571,10.0268859049972,3.98898122954822,weighting_changes_scale_only
medium_hidden_failure,penetration_40pct,CRI_basic,0.98,2.00249570122808,9.43803442130369,7.43553872007561,3.71313406684545,weighting_changes_scale_only
medium_hidden_failure,penetration_40pct,CRI_recomputed,0.98,2.00249570122808,9.43803442130368,7.4355387200756,3.71313406684544,weighting_changes_scale_only
medium_hidden_failure,penetration_60pct,SLLR,0.9,1,4.73,3.73,3.72999627000373,weighting_changes_scale_only
medium_hidden_failure,penetration_60pct,SLFOR,0.9,3.95867677727606,13.4860415047283,9.52736472745224,2.40670376915798,weighting_changes_scale_only
medium_hidden_failure,penetration_60pct,SNVOR,0.9,1.9368612163552,7.03170102639674,5.09483981004154,2.63046063216053,weighting_changes_scale_only
medium_hidden_failure,penetration_60pct,CRI_basic,0.9,1.40366191921526,5.87817006754271,4.47450814832745,3.18773694672293,weighting_changes_scale_only
medium_hidden_failure,penetration_60pct,CRI_recomputed,0.9,1.40366191921526,5.87817006754268,4.47450814832742,3.18773694672291,weighting_changes_scale_only
medium_hidden_failure,penetration_60pct,SLLR,0.95,1,5.53,4.53,4.52999547000453,weighting_improves_paper_alignment
medium_hidden_failure,penetration_60pct,SLFOR,0.95,5.06790773431045,25.0733295775035,20.0054218431931,3.94747081922639,weighting_worsens_paper_alignment
medium_hidden_failure,penetration_60pct,SNVOR,0.95,2.19560378619724,9.32519807194508,7.12959428574784,3.24721203495653,weighting_improves_paper_alignment
medium_hidden_failure,penetration_60pct,CRI_basic,0.95,1.84905821832024,7.96254007429921,6.11348185597897,3.30626612463645,weighting_improves_paper_alignment
medium_hidden_failure,penetration_60pct,CRI_recomputed,0.95,1.84905821832024,7.96254007429919,6.11348185597895,3.30626612463644,weighting_improves_paper_alignment
medium_hidden_failure,penetration_60pct,SLLR,0.98,1,5.82,4.82,4.81999518000482,weighting_changes_scale_only
medium_hidden_failure,penetration_60pct,SLFOR,0.98,6.81143896308714,29.8341026583217,23.0226636952346,3.379999503776,weighting_changes_scale_only
medium_hidden_failure,penetration_60pct,SNVOR,0.98,3.02769621138414,11.2725322791873,8.24483606780316,2.72313758350821,weighting_changes_scale_only
medium_hidden_failure,penetration_60pct,CRI_basic,0.98,2.07167815551736,11.9563941310126,9.88471597549524,4.77135465169399,weighting_changes_scale_only
medium_hidden_failure,penetration_60pct,CRI_recomputed,0.98,2.07167815551736,11.9563941310125,9.88471597549514,4.77135465169395,weighting_changes_scale_only
medium_hidden_failure,penetration_80pct,SLLR,0.9,1,4.51760431739798,3.51760431739798,3.51760079979718,weighting_changes_scale_only
medium_hidden_failure,penetration_80pct,SLFOR,0.9,2.25092820189633,9.85906552430592,7.60813732240959,3.37999849839791,weighting_changes_scale_only
medium_hidden_failure,penetration_80pct,SNVOR,0.9,1.04302516838126,6.03,4.98697483161874,4.78125571802129,weighting_changes_scale_only
medium_hidden_failure,penetration_80pct,CRI_basic,0.9,1,5.56403127855094,4.56403127855094,4.56402671452423,weighting_changes_scale_only
medium_hidden_failure,penetration_80pct,CRI_recomputed,0.9,1,5.56403127855094,4.56403127855094,4.56402671452423,weighting_changes_scale_only
medium_hidden_failure,penetration_80pct,SLLR,0.95,1,5.14,4.14,4.13999586000414,weighting_improves_paper_alignment
medium_hidden_failure,penetration_80pct,SLFOR,0.95,3.22276123070372,18.208600953476,14.9858397227723,4.64999855713835,weighting_improves_paper_alignment
medium_hidden_failure,penetration_80pct,SNVOR,0.95,2.15578002509721,10.2636587262623,8.10787870116509,3.76099362911847,weighting_improves_paper_alignment
medium_hidden_failure,penetration_80pct,CRI_basic,0.95,1.16428401311371,6.68742264050803,5.52313862739432,4.74380290494635,weighting_improves_paper_alignment
