parameter_set_id,scenario_id,candidate_branch,sample_count,mean_PL_simple_sum,mean_PL_independent_union,mean_abs_difference,max_abs_difference,relative_difference_mean,PL_sum_exceeds_one_count,candidate_probability_equals_simple_sum,candidate_probability_equals_union,difference_material,recommended_fix,note
benchmark_calibrated_seed,wind_speed_11_28,20,112,0.671301257050393,0.670131483613198,0.00116977343719418,0.00199271752124996,0.00141917579397503,55,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_11_28,21,36,0.2788792724195,0.27834483196399,0.00053444045551011,0.00198062017921796,0.000755878879176863,10,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_11_28,22,38,0.245389323548837,0.244940514595463,0.000448808953374348,0.00197348087650595,0.000711318707853448,8,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_11_28,23,337,0.770300606933828,0.76916640682568,0.00113420010814856,0.00199302448559702,0.00134154012847728,116,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_11_28,24,59,0.449119312215346,0.448466977074773,0.00065233514057315,0.001994830593536,0.000842013167605904,7,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_11_28,25,127,0.661737310075509,0.660527963914387,0.00120934616112174,0.00197590016309801,0.00139285125763303,74,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_11_28,26,56,0.397544938748784,0.396900643764195,0.000644294984589058,0.00196650969012102,0.000952997939776307,14,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_11_28,27,429,0.875087781693868,0.873551799786035,0.00153598190783191,0.00199453667077798,0.00162478154791436,280,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_11_28,28,61,0.525337058683885,0.52430305483498,0.00103400384890505,0.00197513243116498,0.00119074531046922,32,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_11_28,29,61,0.509031705213115,0.508019089826165,0.00101261538694932,0.00199386958288605,0.00120291884685416,31,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_11_28,30,90,0.612613334665345,0.611549139792952,0.00106419487239335,0.00198712750416596,0.00127506358185661,41,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_11_28,31,109,0.743550783709138,0.742110977882367,0.00143980582677008,0.00197899270544699,0.0015372567583401,81,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_11_28,32,28,0.001612970515,0.00161240566140397,5.64853596030004e-07,5.64853596030004e-07,0.000350194619664206,0,1,0,0,no_fix_required,"Simple-sum and union difference is diagnostic only; available extracted paper formula does not confirm union."
benchmark_calibrated_seed,wind_speed_11_28,33,29,0.0878212730797741,0.0876938802328716,0.000127392846902495,0.00198458784959699,0.000167484779329205,1,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_11_28,34,30,0.001123950025,0.00112392260492256,2.7420077439947e-08,2.7420077439947e-08,2.43961713866656e-05,0,1,0,0,no_fix_required,"Simple-sum and union difference is diagnostic only; available extracted paper formula does not confirm union."
benchmark_calibrated_seed,wind_speed_11_28,35,60,0.5340855871732,0.533024846433317,0.00106074073988297,0.00198845175732698,0.00122368546313758,32,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_11_28,36,59,0.526220939394847,0.525179232829291,0.00104170656555611,0.00198270269989897,0.00122174303235496,31,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_11_28,37,31,0.0374567562818373,0.0374167991076836,3.99571741537734e-05,0.000611352569624968,0.000392684682676185,0,1,0,0,no_fix_required,"Simple-sum and union difference is diagnostic only; available extracted paper formula does not confirm union."
benchmark_calibrated_seed,wind_speed_11_28,38,92,0.696101161940826,0.694753347049404,0.00134781489142173,0.00197532783296706,0.00143299427679046,64,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_11_28,39,27,0.001543110445,0.00154262236762093,4.88077379070043e-07,4.88077379070043e-07,0.0003162945210121,0,1,0,0,no_fix_required,"Simple-sum and union difference is diagnostic only; available extracted paper formula does not confirm union."
benchmark_calibrated_seed,wind_speed_11_28,40,201,0.902570991882688,0.900828504151805,0.00174248773088387,0.00199230619653201,0.00178530333139207,178,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_11_28,41,30,0.001555086457,0.00155458521798368,5.01239016319948e-07,5.01239016319948e-07,0.000322322282509562,0,1,0,0,no_fix_required,"Simple-sum and union difference is diagnostic only; available extracted paper formula does not confirm union."
benchmark_calibrated_seed,wind_speed_11_28,42,218,0.926730333548844,0.924941192897992,0.00178914065085283,0.001992870120054,0.0018176323484659,202,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_11_28,43,27,0.001575046477,0.00157452330192165,5.23175078349924e-07,5.23175078349924e-07,0.000332164850999457,0,1,0,0,no_fix_required,"Simple-sum and union difference is diagnostic only; available extracted paper formula does not confirm union."
benchmark_calibrated_seed,wind_speed_11_28,44,29,0.001123950025,0.00112392260492256,2.7420077439947e-08,2.7420077439947e-08,2.43961713866656e-05,0,1,0,0,no_fix_required,"Simple-sum and union difference is diagnostic only; available extracted paper formula does not confirm union."
benchmark_calibrated_seed,wind_speed_11_28,45,27,0.001550096452,0.00154960069699928,4.95755000720025e-07,4.95755000720025e-07,0.000319822034351721,0,1,0,0,no_fix_required,"Simple-sum and union difference is diagnostic only; available extracted paper formula does not confirm union."
benchmark_calibrated_seed,wind_speed_11_28,46,26,0.001512172414,0.00151171833751695,4.54076483050138e-07,4.54076483050138e-07,0.000300280893135072,0,1,0,0,no_fix_required,"Simple-sum and union difference is diagnostic only; available extracted paper formula does not confirm union."
benchmark_calibrated_seed,wind_speed_12_00,1,259,0.903623178034556,0.901885013674738,0.00173816435981846,0.00199469196055102,0.00176830475778179,234,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,2,106,0.745710901770887,0.744279717492742,0.00143118427814488,0.00198411206821802,0.00152781436291933,79,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,3,549,0.965986144917228,0.964177340265987,0.00180880465123957,0.00199407189700795,0.00183127338789212,491,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,4,123,0.786510999211531,0.78500517780898,0.00150582140255042,0.00198962103192601,0.00157524772726521,95,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,5,30,0.001575046477,0.00157452330192165,5.23175078349924e-07,5.23175078349924e-07,0.000332164850999457,0,1,0,0,no_fix_required,"Simple-sum and union difference is diagnostic only; available extracted paper formula does not confirm union."
benchmark_calibrated_seed,wind_speed_12_00,6,204,0.777856040181556,0.776462846686415,0.00139319349514126,0.00199452154685598,0.00153293963271314,124,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,7,77,0.615928650919391,0.614735853854475,0.001192797064916,0.00199424639928902,0.00132861246400805,45,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,8,369,0.783508502731876,0.782311698311107,0.00119680442077026,0.00198931304864203,0.00137664937767881,147,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,9,130,0.706238441322866,0.704945652152408,0.00129278917045873,0.00199488083076405,0.00146357200810021,79,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,10,125,0.724207593901593,0.722969151259952,0.00123844264164067,0.001993263479248,0.00142054297984934,64,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,11,76,0.56357964648286,0.562503153361832,0.00107649312102786,0.00199461994517303,0.0012886851109124,39,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,12,152,0.776337727740897,0.77486075862014,0.00147696912075728,0.00199329142113402,0.0015652995580405,105,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,13,412,0.933680858261321,0.931878027030532,0.00180283123078815,0.00199459223096599,0.00183177973522979,383,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,14,399,0.759818907828353,0.75871862380019,0.00110028402816456,0.00199267243745604,0.00131622799462445,121,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,15,53,0.43696899610111,0.436125639806527,0.000843356294582809,0.00198983303918598,0.000873716088187656,22,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,16,149,0.754348279209623,0.753012183788627,0.00133609542099556,0.001989091419761,0.00141093107239008,85,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,17,156,0.758319072152569,0.756939026801062,0.00138004535150672,0.00198538300502404,0.001527955034135,98,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,18,350,0.922211152292715,0.920477446081448,0.00173370621126656,0.001992906887475,0.00176692688505573,290,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,19,322,0.731276067274193,0.730205135726092,0.00107093154810107,0.00199371260507597,0.00133627086952258,103,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,20,115,0.663188478436991,0.662054714464508,0.00113376397248261,0.00199103811220003,0.00141411401381684,53,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,21,36,0.30661468501875,0.306026998103015,0.000587686915734802,0.00197474975829304,0.000800608476952833,11,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,22,37,0.295286718639395,0.294758990933999,0.00052772770539646,0.00196047883846995,0.000784754658610854,9,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,23,375,0.774257152995778,0.773060886851257,0.00119626614451998,0.00199491623938297,0.00140193122326394,106,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,24,65,0.466447745478032,0.465825471555807,0.000622273922224977,0.00198547056903298,0.000856321710111204,6,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,25,156,0.735651203698921,0.734299932157981,0.00135127154094027,0.00199470575794602,0.00151305364391778,102,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,26,50,0.333813247223436,0.333277522772391,0.000535724451045013,0.00199142132561103,0.000906103708424069,10,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,27,484,0.894027188126059,0.892438213434652,0.00158897469140758,0.00199418537107998,0.00165590724211598,324,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,28,61,0.508969371052295,0.507967326940722,0.00100204411157304,0.00197367257066605,0.00116419045112217,31,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,29,56,0.546077572995375,0.545463079375794,0.000614493619581408,0.00196927359913501,0.000796297656911846,1,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,30,97,0.674731651931084,0.673571369070472,0.00116028286061255,0.00198749316069702,0.00134691498356682,47,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,31,137,0.79623043657311,0.79469453367088,0.00153590290223055,0.00199106665987303,0.00162357239349949,108,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,32,30,0.001612970515,0.00161240566140397,5.64853596030004e-07,5.64853596030004e-07,0.000350194619664206,0,1,0,0,no_fix_required,"Simple-sum and union difference is diagnostic only; available extracted paper formula does not confirm union."
benchmark_calibrated_seed,wind_speed_12_00,33,30,0.097738157768634,0.0976081634358873,0.000129994332746699,0.00181122677404999,0.000226628419441306,0,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,34,26,0.001123950025,0.00112392260492256,2.7420077439947e-08,2.7420077439947e-08,2.43961713866656e-05,0,1,0,0,no_fix_required,"Simple-sum and union difference is diagnostic only; available extracted paper formula does not confirm union."
benchmark_calibrated_seed,wind_speed_12_00,35,58,0.535233159618586,0.534170513175504,0.00106264644308202,0.00199053158854401,0.00122518982465373,31,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,36,62,0.516941856410645,0.515917212295213,0.00102464411543182,0.00198525455809995,0.00120820664206428,32,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,37,28,0.0790208365487317,0.0789065876699717,0.000114248878759988,0.00189895004999996,0.000479715151326735,1,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,38,94,0.73443490595133,0.733011268884865,0.00142363706646522,0.00197705841860196,0.00149807193969777,69,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,39,30,0.001543110445,0.00154262236762093,4.88077379070043e-07,4.88077379070043e-07,0.0003162945210121,0,1,0,0,no_fix_required,"Simple-sum and union difference is diagnostic only; available extracted paper formula does not confirm union."
benchmark_calibrated_seed,wind_speed_12_00,40,252,0.89695280176713,0.895225910689049,0.00172689107808093,0.00199061684173696,0.00176479564375627,223,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,41,33,0.001555086457,0.00155458521798368,5.01239016319948e-07,5.01239016319948e-07,0.000322322282509562,0,1,0,0,no_fix_required,"Simple-sum and union difference is diagnostic only; available extracted paper formula does not confirm union."
benchmark_calibrated_seed,wind_speed_12_00,42,266,0.939951927494917,0.938139905925064,0.0018120215698537,0.00199058460145696,0.00183537190849901,250,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,43,30,0.001575046477,0.00157452330192165,5.23175078349924e-07,5.23175078349924e-07,0.000332164850999457,0,1,0,0,no_fix_required,"Simple-sum and union difference is diagnostic only; available extracted paper formula does not confirm union."
benchmark_calibrated_seed,wind_speed_12_00,44,26,0.0163560242905752,0.0163392568208798,1.67674696953094e-05,0.000435268710142045,6.56101220835143e-05,0,1,0,0,no_fix_required,"Simple-sum and union difference is diagnostic only; available extracted paper formula does not confirm union."
benchmark_calibrated_seed,wind_speed_12_00,45,28,0.0372090215787143,0.0371387818698778,7.02397088365151e-05,0.00195332646240298,0.000378161478210695,1,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
benchmark_calibrated_seed,wind_speed_12_00,46,34,0.0454588583892377,0.0453865249648079,7.23334244297841e-05,0.00189957816103803,0.000370739340965166,1,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,1,264,0.86942355109717,0.861360673434411,0.00806287766275849,0.00982400882662104,0.00813131107466726,225,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,2,104,0.56152397175146,0.556536149957487,0.00498782179397352,0.00986925673191397,0.0052688237780415,54,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,3,540,0.931071704482772,0.922639842320575,0.00843186216219713,0.00987531461890501,0.00858329600857599,486,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,4,115,0.636279506604252,0.630409452304839,0.00587005429941314,0.00984530879331502,0.00628838962697851,69,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,5,39,0.0819069697430272,0.0812768722882223,0.000630097454804901,0.00977625832731999,0.00104581505112054,2,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,6,239,0.759792160972091,0.753331057888794,0.00646110308329719,0.00986044946148701,0.00697543342681718,122,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,7,100,0.523592064092924,0.519098056714794,0.00449400737812941,0.00984462557234,0.00485029809912298,30,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,8,406,0.779547905826946,0.77289576926475,0.00665213656219628,0.00987327847040298,0.00762039555546615,242,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,9,174,0.70369354975041,0.697551358286822,0.00614219146358769,0.00986998093427305,0.0067620839738554,92,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,10,186,0.739736147002037,0.73295450486035,0.00678164214168712,0.00986685461833503,0.00717145997966616,121,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,11,80,0.508006744800808,0.504293969660877,0.00371277513993035,0.00982492665274104,0.00440827162146288,15,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,12,189,0.740817025829569,0.734697953634418,0.00611907219515043,0.00984639057347203,0.00652011070951736,90,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,13,417,0.90814479496891,0.899795441731506,0.00834935323740415,0.00987537062456101,0.00849981210783931,369,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,14,382,0.67201081390397,0.666885908123506,0.00512490578046434,0.00987261398603301,0.00660567073149788,103,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,15,90,0.482556042848713,0.478114410467017,0.00444163238169645,0.00983498893444801,0.0045128422309784,36,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,16,145,0.725848518441739,0.719260913330338,0.0065876051114005,0.00987479519383805,0.00691485778038946,85,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,17,175,0.69373858460718,0.68744872778821,0.0062898568189701,0.00985955373593805,0.00698389989076809,102,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,18,368,0.910293103862495,0.901856624699299,0.00843647916319496,0.00984931657385701,0.00846019385832974,287,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,19,388,0.730740706484844,0.725062893504806,0.0056778129800376,0.00987056145778797,0.00689610548202068,142,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
high_hidden_failure,wind_speed_11_28,20,142,0.623510556409572,0.618092915951263,0.00541764045830868,0.00987296743821997,0.00642219636336321,55,1,0,1,need_manual_paper_confirmation,"Simple-sum and independent-union differ materially, but paper union requirement is not confirmed."
