parameter_set_id,candidate_branch,delta_line_loading,delta_P1,delta_P2,delta_P3,delta_PL_recorded,delta_PL_union_proxy,dominant_probability_term,PL_aggregation_effect,effect_on_wind_speed_trend,recommended_fix,note
benchmark_calibrated_seed,1,0.0986025193227107,0.0140447438085535,0.00617582186171203,0,0.014061717375527,0.0140416541030092,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,12,-0.0215171285481063,-0.0150429964410337,-0.00145239327921698,0,-0.0148526562909629,-0.0150293675221094,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,13,-0.0129026717893181,0.0131909027509863,-0.00108655722458484,0,0.0132102304017775,0.0131742339209712,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,14,0.0222558718136104,0.111410356377096,0.000517631137761208,0,0.111384032817532,0.111288951140082,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,15,-0.0849253230185036,-0.129426047920692,-0.000708416893495861,0,-0.12951405115787,-0.129285224819397,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,16,0.0148625684740894,-0.0190761843086625,0.000501076883759871,0,-0.019189360903873,-0.0190542179294165,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,17,0.0131999846942938,-0.00689077458988818,0.000798307485607507,0,-0.00697449057417454,-0.0068816058119503,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,18,-0.0126729850814842,-0.0167617512604932,-0.00190075297026437,0,-0.0168200796894014,-0.0167471297010464,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,19,-0.0231070756169494,-0.00231998937701916,-0.00168223547963156,0,-0.00236466327649165,-0.00232080249741817,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,20,0.0162744838901365,-0.00808711834066411,0.000731090003556104,0,-0.00811277861340198,-0.00807676914869027,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,21,0.0529457170474223,0.0277104125992499,0.00110419370778122,0,0.0277354125992501,0.0276821661390252,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,22,0.0870293364764938,0.0498679498558495,0.00266701329558308,0,0.0498973950905579,0.0498184763385357,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,23,-0.0451044012809942,0.00390329447980009,-0.00226349854342746,0,0.00395654606194995,0.00389448002557669,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,24,0.0449745461239973,0.017376034171393,0.000778674935042774,0,0.0173284332626856,0.0173584944810339,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,25,0.0635137174146236,0.0738498415337695,0.00164466516743576,0,0.0739138936234123,0.0737719682435943,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,26,-0.0522351299751352,-0.0636866915253483,-0.00321217630925181,0,-0.0637316915253483,-0.0636231209918042,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,27,0.00276131806746438,0.0189061478464191,0.000522090385383077,0,0.0189394064321915,0.0188864136486164,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,28,-0.00286718960487853,-0.0163529335332295,-0.000383309145357623,0,-0.0163676876315902,-0.0163357278942583,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,29,0.0379553971711677,0.0374871734028693,-0.000993221446520034,0,0.0370458677822604,0.0374439895496282,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,30,0.0275490778718483,0.062092234791512,-0.000883515736237048,0,0.062118317265739,0.0620222292775199,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,31,0.0456281593820835,0.052638971152327,0.0012180417614837,0,0.0526796528639726,0.0525835557885124,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,32,-0.00384664085678821,0,2.16840434497101e-19,0,0,0,no_clear_term,simple_sum_ok,no_clear_effect,no_PL_aggregation_fix_required,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,33,0.00296673994331409,0.00992556793755887,-0.000188361870827123,0,0.00991688468885984,0.00991428320301566,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,34,0.0160307135370203,-3.3881317890172e-21,-2.16840434497101e-19,0,0,-2.16840434497101e-19,no_clear_term,simple_sum_ok,no_clear_effect,no_PL_aggregation_fix_required,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,35,-0.00651066037402381,0.00114653796262765,0.000194509645078669,0,0.0011475724453861,0.0011456667421873,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,36,-0.00784262930777824,-0.00927071775730226,-0.000746020805828229,0,-0.00927908298420232,-0.00926202053407799,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,37,0.0408808856178045,0.0415319374097515,0.00174825,0,0.0415640802668944,0.0414897885622881,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,38,0.0156007696459006,0.0382991926691532,0.000410194622580892,0,0.0383337440105038,0.0382579218354602,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,39,0.00464903044331655,0,2.16840434497101e-19,0,0,-2.16840434497101e-19,no_clear_term,simple_sum_ok,no_clear_effect,no_PL_aggregation_fix_required,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,40,0.0429385246339231,-0.00561584703470375,0.00354264935371548,0,-0.00561819011555775,-0.0056025934627556,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,41,-0.000404195536228835,0,2.16840434497101e-19,0,-2.16840434497101e-19,-2.16840434497101e-19,no_clear_term,simple_sum_ok,no_clear_effect,no_PL_aggregation_fix_required,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,42,0.036075399653408,0.0132096742385478,0.00177899975637688,0,0.0132215939460733,0.0131987130270723,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,43,0.0165481134905877,0,2.16840434497101e-19,0,0,0,no_clear_term,simple_sum_ok,no_clear_effect,no_PL_aggregation_fix_required,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,44,0.0164286673039223,0.0152320742655752,-2.16840434497101e-19,0,0.0152320742655752,0.0152153342159573,P1_dominant,simple_sum_ok,paper_formula_still_increases_12mps_risk,no_PL_aggregation_fix_required,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,45,0.00608281648750664,0.0356267822695714,0.000776756889112091,0,0.0356589251267143,0.0355891811728785,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
benchmark_calibrated_seed,46,0.00900372091343782,0.0439202153870024,0.00143049374632068,0,0.0439466859752377,0.043874806627291,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,1,0.0549103244679421,0.0123852287964216,0.00862214798558009,0,0.0123837613612493,0.0123971090081892,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,2,0.111299716848591,0.122714992507474,0.00509229420363241,6.7762635780344e-21,0.123199545990249,0.122031345736263,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,3,0.0808269895075289,0.0100485634892465,0.00300907272433791,1.6940658945086e-21,0.00989968347438053,0.0100184386374343,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,4,0.0838496895638107,0.0653927364184104,0.0128501719889953,3.3881317890172e-21,0.0656481998072617,0.0651295439819477,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,5,0.0117679109859489,-0.00456277257091184,0.000834709938205449,1.6940658945086e-21,-0.00448238795552722,-0.00452713850132933,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,6,-0.0220660357950829,0.0153308781813257,-0.0026793849779435,0,0.0155212097426626,0.0152123971935441,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,7,0.022798845319665,0.0586687882784798,-0.00144385874816729,0,0.0588050031642752,0.0583032567391052,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,8,-0.0920129834514101,0.0025452181793999,-0.0110680578904851,0,0.00197966270671124,0.0024195824272536,P2_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,9,-0.0550491333663909,0.00601101802485393,0.00420440550553899,-5.0821976835258e-21,0.00601435002226403,0.0060169809666617,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,10,-0.0372264862569215,-0.0192564034588861,-0.00876628355172967,-1.6940658945086e-21,-0.0198761662903258,-0.0192285978387464,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,11,-0.0422075778001954,-0.032029394785551,-0.00197911106538947,0,-0.0316931157616442,-0.0318574422069764,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,12,-0.0175477711321186,-0.00888640837986199,-0.00450972095102978,-1.6940658945086e-21,-0.00836571440471523,-0.00887820777331316,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,13,-0.0308472075137951,0.00255029668424855,-0.00234357307868519,0,0.00259491499470998,0.00251165640328477,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,14,0.00258392778073602,0.0789983340134128,-0.00197351821267175,1.6940658945086e-21,0.0790520221858033,0.0785058480571804,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,15,-0.0511949469217521,-0.106162190963557,0.000383711722894562,0,-0.106414974705563,-0.105522989107671,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,16,0.0217963339796449,-0.00816143870883157,0.00171770330576358,3.3881317890172e-21,-0.00828801560568837,-0.00809545906667131,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,17,0.0346818074554297,0.0195243492382938,0.00274476338751431,1.6940658945086e-21,0.0194545740821502,0.0194348759156824,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,18,-0.0200029052752588,-0.00947203088109627,-0.0041506542544077,0,-0.00959654232994878,-0.00945674370438598,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,19,-0.0614213026436066,-0.0176946606609554,-0.00470731497312474,-1.6940658945086e-21,-0.0179472461856184,-0.0176357141714575,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,20,0.0128304467873434,0.0168088419415714,0.00116999140679516,-1.6940658945086e-21,0.0168822629925703,0.0167199125744557,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,21,0.104533771641226,0.0670923847978608,0.00811743499553164,0,0.0674089672446693,0.0667718114879819,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,22,0.128707880399009,0.0923229359220173,0.00759921346632215,0,0.0926866859220172,0.0918461900631245,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,23,-0.057192202179674,0.0176013801691226,-0.00459323480870005,0,0.0173910164413408,0.0174502199014512,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,24,-0.00675266939669494,-0.0686197180952984,0.00333896036207712,0,-0.068516506987905,-0.0681757273859759,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,25,-0.0206950341508669,0.00403527412661087,-0.00216296281221585,1.6940658945086e-21,0.00416303444014587,0.0039895479137747,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,26,0.110222980282428,0.0961090607090873,0.00947472427585246,0,0.0965814267732582,0.0956283631528077,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,27,0.00682172656756475,0.0283493660930997,-0.00022063588388237,0,0.0283209657205563,0.0281774960099723,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,28,-0.0308629262624862,-0.0465673749729412,-0.000971417174433012,0,-0.0467551396788235,-0.0462983618055449,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,29,0.0356157085328617,0.0142646742175926,-0.00169902584169696,0,0.0130227089741476,0.0141623533814216,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,30,0.00883664553878361,0.0615767937927023,-0.00305327845799811,3.3881317890172e-21,0.0617551123498259,0.0611778042130123,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,31,0.0678149328668215,0.0741510176062089,0.00432502672198073,5.0821976835258e-21,0.0744424326888382,0.0737503699064892,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,32,0.0191759287861597,-4.33680868994202e-19,2.60208521396521e-18,1.01643953670516e-20,5.20417042793042e-18,0,no_clear_term,simple_sum_ok,union_proxy_could_change_direction,no_PL_aggregation_fix_required,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,33,2.17109992372011e-05,0.0303614873360636,-0.00216348669203193,1.01643953670516e-20,0.0302420610789278,0.0301581950845108,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,34,0.00506367651055761,-6.7762635780344e-21,8.67361737988404e-19,1.6940658945086e-21,0,0,no_clear_term,simple_sum_ok,no_clear_effect,no_PL_aggregation_fix_required,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,35,-0.00116335184535576,-0.0107556100777174,0.000761711060990683,-1.6940658945086e-21,-0.0107989796429346,-0.0106836404021975,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,36,0.00620916547228956,0.0195950131820619,-0.00127562762224064,0,0.0196900131820619,0.0194650139406811,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,37,0.0139436077958472,-0.0424999619995289,0.00387794871794871,-8.470329472543e-21,-0.0423362696918366,-0.0422069201146984,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,38,0.018568709769778,0.0476232422967606,0.00219197372995594,0,0.0478152459331243,0.0473600847564102,P1_dominant,union_would_not_change_direction,paper_formula_still_increases_12mps_risk,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,39,0.00540188464349511,-1.62630325872826e-19,8.67361737988404e-19,1.6940658945086e-21,0,0,no_clear_term,simple_sum_ok,no_clear_effect,no_PL_aggregation_fix_required,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,40,0.0465631790790044,-0.0127641511832032,0.0050933176053795,1.6940658945086e-21,-0.0128629360880598,-0.0126369531659746,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,41,0.00132803526056613,-0.00539664862925618,-2.60208521396521e-18,-8.470329472543e-21,-0.00539664862925618,-0.00536435000965984,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,42,0.0460137459268264,-0.000225763092975062,0.0053521780351645,0,-0.000262136207613284,-0.000171024472332082,P2_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,43,-0.0473393250848973,3.25260651745651e-19,-2.60208521396521e-18,-1.01643953670516e-20,8.67361737988404e-19,-8.67361737988404e-19,no_clear_term,simple_sum_ok,union_proxy_could_change_direction,no_PL_aggregation_fix_required,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,44,-0.0377360024470951,-2.37169225231204e-20,-2.60208521396521e-18,-8.470329472543e-21,-2.60208521396521e-18,0,no_clear_term,simple_sum_ok,no_clear_effect,no_PL_aggregation_fix_required,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,45,0.00178377153350051,-0.0153134106532638,0,0,-0.0153134106532638,-0.0152217608054803,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
high_hidden_failure,46,-0.0150249556218378,-0.021055641056383,-0.000653564047874112,0,-0.0211405346734043,-0.0209361435389196,P1_dominant,union_would_not_change_direction,no_clear_effect,need_manual_paper_confirmation,Branch-level mean contribution delta from existing traces; no formula change applied.
