parameter_set_id,candidate_branch,mean_P_L_11_28,mean_P_L_12_00,delta_P_L,mean_P_flow_11_28,mean_P_flow_12_00,delta_P_flow,mean_P_HF_L_11_28,mean_P_HF_L_12_00,delta_P_HF_L,mean_P_mis_r_11_28,mean_P_mis_r_12_00,delta_P_mis_r,mean_P1_11_28,mean_P1_12_00,delta_P1,mean_P2_11_28,mean_P2_12_00,delta_P2,mean_line_loading_11_28,mean_line_loading_12_00,delta_line_loading,selected_count_11_28,selected_count_12_00,probability_driver,note
high_hidden_failure,1,0.0958309936516368,0.115169785363275,0.0193387917116383,0.0903961045857294,0.109856723672276,0.0194606190865461,0.0103995278922151,0.0126319301631507,0.00223240227093555,0.0103995278922151,0.0126319301631507,0.00223240227093555,0.0894944034424855,0.108760902853643,0.0192664994111575,0.0113475302527542,0.013568770512335,0.00222124025958082,0.502772140435966,0.547283510550708,0.0445113701147426,242,298,mixed_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,21,0.0115446849334908,0.0130558568502975,0.00151117191680662,0.00559706478769631,0.00711623540949271,0.0015191706217964,0.00525279898488898,0.00538027383470401,0.000127474849815035,0.00525279898488898,0.00538027383470401,0.000127474849815035,0.00554123406643889,0.00704525096128282,0.00150401689484393,0.00622653498996455,0.00635337246553052,0.000126837475565976,0.116974401733878,0.118893067990555,0.00191866625667703,22,23,mixed_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,22,0.0104272319357127,0.0116419349175632,0.00121470298185043,0.00447611401806987,0.00569720224581413,0.00122108822774426,0.00510430122433808,0.00524087456724541,0.000136573342907327,0.00510430122433808,0.00524087456724541,0.000136573342907327,0.00443146478073957,0.00564037265341211,0.00120890787267254,0.0060787797182164,0.0062146701944092,0.000135890476192801,0.116818917975071,0.119093474219593,0.00227455624452257,32,31,mixed_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,23,0.179544324599633,0.190908849904432,0.011364525304799,0.174952723736607,0.186461942269934,0.0115092185333272,0.0087616299510127,0.0080185220751778,-0.000743107875834896,0.0087616299510127,0.0080185220751778,-0.000743107875834896,0.173207570317333,0.184601984395791,0.0113944140784578,0.00971782180125772,0.00897842946480198,-0.000739392336455732,0.665690475425808,0.657677039402229,-0.00801343602357907,376,389,mixed_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,24,0.0287410843240044,0.0232959576893044,-0.00544512663470001,0.0229343916989432,0.0174352650378361,-0.00549912666110705,0.005379912626826,0.00546839400527134,8.84813784453415e-05,0.005379912626826,0.00546839400527134,8.84813784453415e-05,0.0227056211417459,0.0172613482690834,-0.00544427287266244,0.00635301306369194,0.00644105203524506,8.80389715531256e-05,0.328707590638407,0.338305934546083,0.00959834390767556,67,55,mixed_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,25,0.0641331514888547,0.0686082937676856,0.00447514227883097,0.0585481195238766,0.0630471783162378,0.00449905879236112,0.00794344593652394,0.00811601143544833,0.000172565498924386,0.00794344593652394,0.00811601143544833,0.000172565498924386,0.0579641020316257,0.0624182827125331,0.00445418068090736,0.00890372870684149,0.00907543137827127,0.000171702671429779,0.531804901802969,0.540408038387257,0.00860313658428757,135,150,mixed_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,26,0.0378893774934241,0.0338439344492927,-0.00404544304413142,0.0321392182483032,0.0280644955659395,-0.00407472268236372,0.00638771415291301,0.00627956840940789,-0.000108145743505126,0.00638771415291301,0.00627956840940789,-0.000108145743505126,0.0318186295462768,0.0277845522226697,-0.00403407732360713,0.00735577558214856,0.00724817056736096,-0.000107605014787605,0.416471436513215,0.421808693086342,0.0053372565731265,62,50,line_loading_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,27,0.179610255379809,0.198186509815944,0.0185762544361351,0.174852837865301,0.193562520193453,0.0187096823281516,0.00881832006745516,0.00909588681681247,0.000277566749357305,0.00881832006745516,0.00909588681681247,0.000277566749357305,0.173108680807592,0.191631734054521,0.0185230532469285,0.00977422846711803,0.0100504073827286,0.000276178915610535,0.829950933684339,0.83200174093671,0.00205080725237095,417,488,mixed_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,28,0.038591643288237,0.0334549175046607,-0.00513672578357636,0.0328100442575982,0.0276406685869694,-0.00516937567062873,0.00656242124994653,0.00637345055983366,-0.000188970690112877,0.00656242124994653,0.00637345055983366,-0.000188970690112877,0.032482764066129,0.0273649529178147,-0.00511781114831436,0.00752960914369691,0.0073415833070346,-0.000188025836662313,0.546500825621805,0.540419853756744,-0.00608097186506096,60,60,no_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,29,0.0210521620727699,0.0220615225815319,0.00100936050876194,0.0151799942423408,0.0162328105613615,0.00105281631902075,0.00507711164421585,0.00507839284695658,1.2812027407284e-06,0.00507711164421585,0.00507839284695658,1.2812027407284e-06,0.0150285737997734,0.016070888276012,0.00104231447623853,0.00605172608599482,0.00605300088272185,1.27479672702973e-06,0.216010148858128,0.217986894677864,0.00197674581973611,58,59,mixed_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,30,0.0347981495964649,0.0413599390163866,0.00656178941992173,0.0290311297231681,0.0356438314539404,0.00661270173077233,0.00588580487783585,0.00576144887828947,-0.000124355999546383,0.00588580487783585,0.00576144887828947,-0.000124355999546383,0.0287415442041794,0.0352882842351875,0.00654674003100816,0.00685637585344677,0.00673264163389812,-0.00012373421954865,0.342393678486453,0.342588246523515,0.000194568037061804,69,94,mixed_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,31,0.0522241852676461,0.0647239818817389,0.0124997966140928,0.0465268498595342,0.0591064537944134,0.0125796039348792,0.00753484092527517,0.0083063840025671,0.000771543077291928,0.00753484092527517,0.0083063840025671,0.000771543077291928,0.0460627445321848,0.0585168669178135,0.0124541223856287,0.00849716672064892,0.0092648520825544,0.000767685361905484,0.283911786764738,0.302170261954685,0.0182584751899466,90,126,mixed_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,32,0.00649486287499992,0.00649486287499992,0,0.000514999999999992,0.000514999999999992,0,0.00499999999999992,0.00499999999999992,0,0.00499999999999992,0.00499999999999992,0,0.000509862874999993,0.000509862874999994,1.0842021724855e-19,0.00597499999999995,0.00597499999999995,-4.33680868994202e-18,0.179213601317485,0.17965418423911,0.000440582921625077,19,18,line_loading_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,33,0.0144324615247823,0.0149812531339045,0.0005487916091222,0.00851834528228203,0.00907697663106581,0.000558631348783778,0.00513710199213948,0.00513934367101129,2.24167887180431e-06,0.00513710199213948,0.00513934367101129,2.24167887180431e-06,0.00843337478809144,0.00898643378917107,0.000553059001079633,0.00611141648217881,0.00611364695265625,2.23047047744149e-06,0.732660053192898,0.729675104463547,-0.00298494872935129,22,17,mixed_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,34,0.00634661905471837,0.00616723966273248,-0.000179379391985899,0.000365262548641007,0.00018407581902721,-0.000181186729613796,0.00499999999999993,0.00499999999999993,8.67361737988404e-19,0.00499999999999993,0.00499999999999993,8.67361737988404e-19,0.000361619054718315,0.000182239662732415,-0.0001793793919859,0.00597499999999994,0.00597499999999993,-8.67361737988404e-18,0.631949263516801,0.637429509375271,0.00548024585846985,15,17,line_loading_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,35,0.0382440745661426,0.033408831677426,-0.00483524288871662,0.0324575039276674,0.027592814866273,-0.00486468906139443,0.00612720971990381,0.00600541151413105,-0.000121798205772769,0.00612720971990381,0.00600541151413105,-0.000121798205772769,0.0321337403259887,0.0273175765379819,-0.00481616378800687,0.00709657367130439,0.00697538445656047,-0.000121189214743913,0.651642772840047,0.64673470503665,-0.00490806780339748,67,61,no_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,36,0.0232896527299845,0.0236338648472865,0.00034421211730197,0.0174129369398944,0.0177589752738759,0.000346038333981454,0.00528749700560617,0.00523267060355627,-5.48264020499047e-05,0.00528749700560617,0.00523267060355627,-5.48264020499047e-05,0.0172392428939189,0.0175818294955189,0.000342586601599956,0.00626105952057818,0.00620650725053854,-5.45522700396471e-05,0.200708903736197,0.199074418451008,-0.00163448528518909,59,59,mixed_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,37,0.0295923919351469,0.027756500429212,-0.00183589150593494,0.0237741612235892,0.0219340888305764,-0.00184007239301281,0.00653436963740676,0.00624907905057149,-0.000285290586835273,0.00653436963740676,0.00624907905057149,-0.000285290586835273,0.023537013965384,0.0217152962944914,-0.00182171767089254,0.00750169778921983,0.00721783365531872,-0.000283864133901109,0.745384677025988,0.736678537737239,-0.00870613928874919,14,20,no_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,38,0.0478753612906274,0.0499824489980972,0.00210708770746981,0.042153602092187,0.0442675063639775,0.00211390427179045,0.00721641903672655,0.0074053496593401,0.000188930622613545,0.00721641903672655,0.0074053496593401,0.000188930622613545,0.0417331199113168,0.0438259379879961,0.00209281807667924,0.00818033694154302,0.00836832291104351,0.000187985969500483,0.584457480604431,0.585070686681772,0.000613206077341166,100,107,mixed_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,39,0.00642556112499994,0.00642556112499994,8.67361737988404e-19,0.000444999999999996,0.000444999999999995,-3.79470760369927e-19,0.00499999999999993,0.00499999999999992,-1.73472347597681e-18,0.00499999999999993,0.00499999999999992,-1.73472347597681e-18,0.000440561124999999,0.000440561124999999,2.16840434497101e-19,0.00597499999999994,0.00597499999999995,3.46944695195361e-18,0.635874966694503,0.636386962929644,0.000511996235141643,11,15,line_loading_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,40,0.0995352889745636,0.109897578919621,0.0103622899450572,0.0941257789981352,0.104554762348791,0.0104289833506559,0.00988162409700589,0.0112792709741763,0.00139764687717045,0.00988162409700589,0.0112792709741763,0.00139764687717045,0.0931868743526295,0.103511828594362,0.0103249542417327,0.010832215976521,0.0122228746193056,0.00139065864278458,0.39320968685153,0.42524834649172,0.0320386596401895,205,250,mixed_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,41,0.00652877218674631,0.00651484676924728,-1.39254174990333e-05,0.000549250965123428,0.000535185242036598,-1.40657230868303e-05,0.00499999999999992,0.00499999999999992,0,0.00499999999999992,0.00499999999999992,0,0.000543772186746324,0.000529846769247286,-1.39254174990378e-05,0.00597499999999996,0.00597499999999996,0,0.626632251564273,0.631100322843117,0.00446807127884374,15,19,line_loading_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,42,0.112705090341075,0.11664141922736,0.00393632888628502,0.10737084946409,0.111333060063278,0.00396221059918787,0.0119930316038136,0.0129100587774794,0.000917027173665839,0.0119930316038136,0.0129100587774794,0.000917027173665839,0.106299825240687,0.110222512789148,0.00392268754846085,0.0129330664457945,0.013845508483592,0.000912442037797436,0.540111876402683,0.541501563847368,0.00138968744468448,219,252,mixed_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,43,0.0064572419250001,0.0064572419250001,-8.67361737988404e-19,0.000477000000000004,0.000477000000000004,0,0.00499999999999992,0.00499999999999992,0,0.00499999999999992,0.00499999999999992,0,0.000472241925000004,0.000472241925000004,0,0.00597499999999996,0.00597499999999996,-2.60208521396521e-18,0.203023983036114,0.189186588468075,-0.0138373945680387,16,23,no_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,44,0.00608605828664534,0.00748221736420632,0.00139615907756098,0.000102076499730082,0.0015081305314751,0.00140605403174502,0.00499999999999992,0.00507500073455235,7.50007345524219e-05,0.00499999999999992,0.00507500073455235,7.50007345524219e-05,0.000101058286645274,0.00149308692942364,0.00139202864277836,0.00597499999999996,0.00604962573087962,7.46257308796607e-05,0.283819274893859,0.268260790200938,-0.0155584846929203,14,23,mixed_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,45,0.00868210803984421,0.00781450160595612,-0.000867606433888094,0.00272008317587998,0.00184465281068811,-0.000875430365191872,0.00503235871759579,0.00501778726193022,-1.45714556655701e-05,0.00503235871759579,0.00501778726193022,-1.45714556655701e-05,0.00269295034620061,0.00182625239890156,-0.00086669794729905,0.00600719692400785,0.0059926983256206,-1.44985983872416e-05,0.486308050384554,0.467788707843826,-0.0185193425407285,25,26,no_probability_increase,diagnostic component delta; not parameter tuning
high_hidden_failure,46,0.00906375681581618,0.0100653320599395,0.00100157524412328,0.00309999140489789,0.00411017958709477,0.00101018818219688,0.0051350983965807,0.005088677316862,-4.64210797186974e-05,0.0051350983965807,0.005088677316862,-4.64210797186974e-05,0.00306906899063401,0.00406918054571349,0.00100011155507947,0.00610942290459783,0.00606323393027773,-4.61889743201055e-05,0.601206330656878,0.582228430535086,-0.0189779001217911,22,21,mixed_probability_increase,diagnostic component delta; not parameter tuning
benchmark_calibrated_seed,1,0.0875367562618348,0.0926405384142892,0.00510378215245445,0.0865339213737581,0.0916428838622773,0.00510896248851918,0.00358317672392904,0.00433459089303029,0.000751414169101248,0.00358317672392904,0.00433459089303029,0.000751414169101248,0.0863609400649323,0.0914596897374359,0.00509874967250366,0.00367959354720513,0.0044302563021373,0.000750662754932171,0.495494030857823,0.526970815494928,0.0314767846371051,209,236,mixed_probability_increase,diagnostic component delta; not parameter tuning
benchmark_calibrated_seed,2,0.0206825093897332,0.0308327565593513,0.0101502471696182,0.0196059271992542,0.0297673528975778,0.0101614256983235,0.00175797847583708,0.00210943609862752,0.000351457622790431,0.00175797847583708,0.00210943609862752,0.000351457622790431,0.019566734950783,0.0297078479591354,0.0101411130083524,0.00185622049736123,0.00220732666252888,0.000351106165167649,0.239365003584062,0.265498231074685,0.0261332274906225,52,81,mixed_probability_increase,diagnostic component delta; not parameter tuning
benchmark_calibrated_seed,3,0.220544922909294,0.25231173825408,0.0317668153447865,0.219691425354292,0.251502959365622,0.0318115340113301,0.00977992694495964,0.0111163111630033,0.00133638421804361,0.00977992694495964,0.0111163111630033,0.00133638421804361,0.21925226219501,0.25100020494985,0.03174794275484,0.00987014701801467,0.0112051948518402,0.00133504783382552,0.855137138818578,0.883399328748525,0.028262189929947,448,537,mixed_probability_increase,diagnostic component delta; not parameter tuning
benchmark_calibrated_seed,4,0.0320347771622551,0.0406832858919977,0.00864850872974257,0.0309722151159221,0.039629331870547,0.00865711675462488,0.00173889681990651,0.00226518172108476,0.000526284901178251,0.00173889681990651,0.00226518172108476,0.000526284901178251,0.0309103016579057,0.039550112836138,0.0086398111782323,0.0018371579230866,0.00236291653936369,0.000525758616277085,0.444269637576993,0.456623096635718,0.0123534590587259,76,99,mixed_probability_increase,diagnostic component delta; not parameter tuning
benchmark_calibrated_seed,5,0.00157504647700001,0.00178174569118837,0.000206699214188357,0.000477000000000004,0.000684113233542224,0.00020711323354222,0.001,0.001,-2.16840434497101e-19,0.001,0.001,-2.16840434497101e-19,0.000476046477000002,0.000682745691188372,0.000206699214188369,0.00109899999999999,0.00109899999999999,-1.95156391047391e-18,0.465578079716643,0.496960757846174,0.0313826781295306,6,5,mixed_probability_increase,diagnostic component delta; not parameter tuning
benchmark_calibrated_seed,6,0.0549359707800923,0.063323335757511,0.00838736497741867,0.0539130346257989,0.0623090814867623,0.00839604686096341,0.00149210968022648,0.00149251368951775,4.04009291273769e-07,0.00149210968022648,0.00149251368951775,4.04009291273769e-07,0.0538052624695823,0.0621845256328707,0.00837926316328831,0.00159061757054624,0.00159102117582823,4.03605281992011e-07,0.420568202714732,0.428153865373883,0.0075856626591505,143,179,mixed_probability_increase,diagnostic component delta; not parameter tuning
benchmark_calibrated_seed,7,0.0222697847987301,0.0226943589422289,0.000424574143498797,0.0211950217791344,0.0216209503560108,0.000425928576876414,0.00132153320688984,0.00125112654304996,-7.04066638398835e-05,0.00132153320688984,0.00125112654304996,-7.04066638398835e-05,0.0211526529305983,0.0215777300762496,0.000425077145651286,0.00142021167368294,0.00134987541650689,-7.03362571760451e-05,0.294681363156095,0.316933136095882,0.0222517729397873,49,52,mixed_probability_increase,diagnostic component delta; not parameter tuning
benchmark_calibrated_seed,8,0.15311768724891,0.169179354348626,0.0160616670997158,0.152240941419109,0.168344662165674,0.0161037207465648,0.00346712516658194,0.00312536937144148,-0.000341755795140459,0.00346712516658194,0.00312536937144148,-0.000341755795140459,0.151936611777213,0.168008141186006,0.0160715294087925,0.00356365804141535,0.00322224400207003,-0.000341414039345317,0.59400798452345,0.589368836521201,-0.00463914800224885,312,349,mixed_probability_increase,diagnostic component delta; not parameter tuning
benchmark_calibrated_seed,9,0.0635150783181724,0.0565911738398616,-0.00692390447831078,0.0624944276660178,0.055560642426196,-0.00693378523982178,0.00270381010703749,0.00249186050966217,-0.000211949597375324,0.00270381010703749,0.00249186050966217,-0.000211949597375324,0.0623695013051137,0.0554495767019859,-0.00691992460312781,0.00280110629693047,0.00258936864915252,-0.000211737647777953,0.529519225388534,0.521106656984576,-0.00841256840395743,115,105,no_probability_increase,diagnostic component delta; not parameter tuning
benchmark_calibrated_seed,10,0.0384866228364576,0.0386864607936888,0.000199837957231198,0.0374355255989152,0.0376405669613393,0.000205041362424038,0.00166487651781836,0.00153600335899311,-0.000128873158825242,0.00166487651781836,0.00153600335899311,-0.000128873158825242,0.0373606919832429,0.0375653234679833,0.000204631484740418,0.00176321164130054,0.00163446735563412,-0.000128744285666421,0.544357390689433,0.52593646869999,-0.0184209219894435,98,101,mixed_probability_increase,diagnostic component delta; not parameter tuning
benchmark_calibrated_seed,11,0.0129635878630421,0.0187318658126093,0.00576827794956721,0.0118880048965156,0.017655291300494,0.00576728640397841,0.00101889703046664,0.00107039627797309,5.14992475064502e-05,0.00101889703046664,0.00107039627797309,5.14992475064502e-05,0.0118642407747275,0.0176199983731839,0.0057557575984564,0.00111787813343617,0.00116932588169511,5.14477482589412e-05,0.388470694980573,0.384301761422383,-0.00416893355818992,34,51,mixed_probability_increase,diagnostic component delta; not parameter tuning
