parameter_set_id,metric_name,sigma,wind_speed_11_28_var,wind_speed_12_00_var,sim_direction,paper_expected_direction,direction_match,tail_initial_branch_set_11_28,tail_initial_branch_set_12_00,dominant_tail_branch_11_28,dominant_tail_branch_12_00,dominant_probability_driver,dominant_severity_driver,dominant_root_cause,recommended_fix,note
benchmark_calibrated_seed,SNVOR,0.95,0.974612644514954,1.8534514195668,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,,,NaN,NaN,mixed_probability_increase,no_severity_increase,line_probability_formula_response,inspect_line_outage_probability_formula,Tail branch sets are not recomputed from per-sigma samples in this diagnostic summary.
benchmark_calibrated_seed,SNVOR,0.98,2.31418574375825,3.2408832052022,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,,,NaN,NaN,mixed_probability_increase,no_severity_increase,line_probability_formula_response,inspect_line_outage_probability_formula,Tail branch sets are not recomputed from per-sigma samples in this diagnostic summary.
high_hidden_failure,CRI,0.9,0.194389282969086,0.290886454455907,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,,,NaN,NaN,mixed_probability_increase,no_severity_increase,line_probability_formula_response,inspect_line_outage_probability_formula,Tail branch sets are not recomputed from per-sigma samples in this diagnostic summary.
high_hidden_failure,CRI,0.95,0.391257795596975,0.81599996512916,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,,,NaN,NaN,mixed_probability_increase,no_severity_increase,line_probability_formula_response,inspect_line_outage_probability_formula,Tail branch sets are not recomputed from per-sigma samples in this diagnostic summary.
high_hidden_failure,CRI,0.98,1.28309528393703,1.66803437473681,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,,,NaN,NaN,mixed_probability_increase,no_severity_increase,line_probability_formula_response,inspect_line_outage_probability_formula,Tail branch sets are not recomputed from per-sigma samples in this diagnostic summary.
high_hidden_failure,SLFOR,0.9,0.15297837732774,0.252065946844116,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,,,NaN,NaN,mixed_probability_increase,no_severity_increase,line_probability_formula_response,inspect_line_outage_probability_formula,Tail branch sets are not recomputed from per-sigma samples in this diagnostic summary.
high_hidden_failure,SLFOR,0.95,0.640383840913884,0.93199725195447,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,,,NaN,NaN,mixed_probability_increase,no_severity_increase,line_probability_formula_response,inspect_line_outage_probability_formula,Tail branch sets are not recomputed from per-sigma samples in this diagnostic summary.
high_hidden_failure,SLFOR,0.98,2.1791739278071,4.13348998558305,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,,,NaN,NaN,mixed_probability_increase,no_severity_increase,line_probability_formula_response,inspect_line_outage_probability_formula,Tail branch sets are not recomputed from per-sigma samples in this diagnostic summary.
high_hidden_failure,SLLR,0.9,0.177832699128877,0.292925804599632,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,,,NaN,NaN,mixed_probability_increase,no_severity_increase,line_probability_formula_response,inspect_line_outage_probability_formula,Tail branch sets are not recomputed from per-sigma samples in this diagnostic summary.
high_hidden_failure,SLLR,0.95,0.365484763546393,0.609938384262594,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,,,NaN,NaN,mixed_probability_increase,no_severity_increase,line_probability_formula_response,inspect_line_outage_probability_formula,Tail branch sets are not recomputed from per-sigma samples in this diagnostic summary.
high_hidden_failure,SLLR,0.98,0.671632488456392,1.13255469123322,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,,,NaN,NaN,mixed_probability_increase,no_severity_increase,line_probability_formula_response,inspect_line_outage_probability_formula,Tail branch sets are not recomputed from per-sigma samples in this diagnostic summary.
high_hidden_failure,SNVOR,0.9,0.0488509484174089,0.116470833060585,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,,,NaN,NaN,mixed_probability_increase,no_severity_increase,line_probability_formula_response,inspect_line_outage_probability_formula,Tail branch sets are not recomputed from per-sigma samples in this diagnostic summary.
high_hidden_failure,SNVOR,0.95,0.305166713790335,0.545047356899122,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,,,NaN,NaN,mixed_probability_increase,no_severity_increase,line_probability_formula_response,inspect_line_outage_probability_formula,Tail branch sets are not recomputed from per-sigma samples in this diagnostic summary.
high_hidden_failure,SNVOR,0.98,0.668507623702137,1.13255469123322,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,,,NaN,NaN,mixed_probability_increase,no_severity_increase,line_probability_formula_response,inspect_line_outage_probability_formula,Tail branch sets are not recomputed from per-sigma samples in this diagnostic summary.
