parameter_set_id,initial_branch,trial_id,delta_basic_LLR,delta_basic_LFOR,delta_basic_NVOR,delta_basic_CRI,delta_total_load_shed_frac,delta_max_line_loading_pu,delta_max_voltage_deviation_pu,delta_overloaded_branch_count,delta_voltage_violation_bus_count,severity_driver,note
high_hidden_failure,2,25,0.295537740057529,-2.7271476169488,1.05351179192186,-0.157404520970871,0.295537740057529,0.0802375093410101,0.208148986001695,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,26,-1,-1,-1,-1,-0.723125484671974,-0.318527316858545,-0.0305601318108294,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,27,0,0,0,0,0,0.027571389565844,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,28,1,1,1,1,0.646992371562926,0.226028673538169,0.0142331145136021,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,29,0,0,0,0,0,0.027571389565844,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,30,0,0,0,0,0,0.027571389565844,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,1,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,2,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,3,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,4,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,5,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,6,0,0,0,0,0,0.122931071108975,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,7,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,8,0,0,0,0,0,0.069468728765789,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,9,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,10,-0.52470567919632,0,0,-0.314823407517792,-0.52470567919632,-0.8107722842634,-0.0517167212249391,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,11,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,12,-0.211064751376269,6.4429066953989,1.22532424711686,1.40700733767739,-0.211064751376269,0.3066913839539,0.122532424711686,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,13,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,14,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,15,0.779237252227692,0,1.98421485767122,0.864385322870859,0.779237252227692,0.771875509230506,0.220468317519024,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,16,-1,-1,-1,-1,-0.779813662113482,-1.08315811087906,-0.085669048156637,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,17,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,18,-0.677164575015629,-1.63449607792998,-0.00223407346363202,-0.7336447752881,-0.677164575015629,-0.905126239573774,-0.170966759940436,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,19,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,20,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,21,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,22,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,23,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,24,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,25,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,26,0.598466957563121,3.87987984153918,0.879787532132824,1.31101364927227,0.598466957563121,0.971488361370156,0.0879787532132824,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,27,0,0,0,0,0,0.00363124968614303,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,28,-0.342036485706474,-1.44777773586834,-0.0132794842836175,-0.497433335454276,-0.342036485706474,-0.43834471532885,-0.0341976588594424,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,29,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,3,30,0,0,0,0,0,-0.00153603295514393,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,1,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,2,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,3,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,4,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,5,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,6,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,7,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,8,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,9,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,10,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,11,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,12,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,13,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,14,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,15,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,16,0.136307746916887,0,0,0.081784648150132,0.136307746916887,0.0229349736163059,0,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,17,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,18,-1,-1,-1,-1,-0.601717557557045,-1.48742857401504,-0.14864291713615,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,19,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,20,0.521916367002812,5.47425971150463,1.73049048580816,1.75409985966424,0.521916367002812,0.988211567501334,0.144207540484013,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,21,-0.044130132726171,-2.36531395559354,0,-0.499540870754411,-0.044130132726171,-0.590433143113088,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,22,-0.554000172683128,-0.748153195559868,-1.66015740579451,-0.814062223880753,-0.554000172683128,-0.582207401197164,-0.166015740579451,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,23,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,24,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,25,0.154687547467874,5.76309469410583,3.00283225564911,1.84599791843171,0.154687547467874,1.35879340467898,0.18767701597807,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,26,0,0,0,0,0,-0.109877796889798,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,27,0,0,0,0,0,-0.00249382090857297,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,28,0,0,0,0,0,-0.00249382090857297,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,29,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,4,30,0,0,0,0,0,-0.00195633755942004,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,1,0,0,0,0,0,0.031968517953033,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,2,0,0,0,0,0,0.0291593520431269,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,3,-1,-1,-1,-1,-0.495441341300208,-0.953815684164331,-0.1956986140733,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,4,0,0,0,0,0,0.0291593520431269,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,5,0,0,0,0,0,0.0291593520431269,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,6,0.569613205782327,2.3700767829873,1.17824461263802,1.05143220259446,0.569613205782327,1.03449584288177,0.235648922527605,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,7,0.598647475388657,0.0849622058792505,2.12748886168645,0.801678698746335,0.598647475388657,0.607833572601668,0.265936107710807,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,8,-1,-1,-1,-1,-0.597363704244967,-0.920692655688981,-0.0625303940261356,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,9,-1,-1,-1,-1,-0.525653837482792,-0.721439256962201,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,10,0,0,0,0,0,0.0291593520431269,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,11,0,0,0,0,0,0.0291593520431269,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,12,0,0,0,0,0,0.0291593520431269,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,13,0,0,0,0,0,0.0291593520431269,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,14,0,0,0,0,0,0.0291593520431269,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,15,0,0,0,0,0,0.0291593520431269,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,16,0.55079532572355,0,0.112286808935448,0.35293455722122,0.55079532572355,0.275938505334718,0.0280717022338619,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,17,0,0,0,0,0,0.0291593520431269,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,18,0.571347879754982,6.37291437566126,1.92552049121421,2.00249570122808,0.571347879754982,1.4718148017491,0.113265911247894,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,19,-0.466936777189198,-2.58095736069846,-1.37574317367234,-1.07150217318768,-0.466936777189198,-1.02839169480654,-0.212404606639498,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,20,0,0,0,0,0,0.0291593520431269,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,21,-0.39679225100452,-0.0628324182394109,0,-0.250641834250594,-0.39679225100452,-1.09520645197725,-0.0679082111668642,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,22,0,0,0,0,0,0.0291593520431269,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,23,0,0,0,0,0,0.0291593520431269,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,24,1,1,1,1,0.377138192871065,0.429153201114968,0.0189538656318397,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,25,-0.324786584439651,-1.81485551605245,-2.3650157666633,-1.03084620720694,-0.324786584439651,-0.773024413257871,-0.212404606639498,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,26,0,0,0,0,0,0.0291593520431269,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,27,0,0,0,0,0,0.0291593520431269,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,28,0,0,0,0,0,0.0291593520431269,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,29,0,0,0,0,0,0.0291593520431269,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,5,30,0,0,0,0,0,0.0291593520431269,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,6,1,0,0,0,0,0,-0.00159440083329798,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,6,2,0,0,0,0,0,-0.00159440083329798,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,6,3,0,0,0,0,0,-0.00159440083329798,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,6,4,0,0,0,0,0,0.00404489559569798,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,6,5,0.780712413838314,0.123682366035086,0,0.493163921510006,0.780712413838314,0.877586551288609,0.205755379058701,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,6,6,0,0,0,0,0,-0.00756014269680594,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,6,7,-0.780712413838314,-0.123686668821564,0,-0.493164782067301,-0.780712413838314,-0.877949620530537,-0.192647656277686,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,6,8,0.257985395484336,0,0,0.154791237290602,0.257985395484336,0.583924631692319,0.0694962727506685,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,6,9,0,0,0,0,0,-0.00159440083329798,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,6,10,0,0,0,0,0,-0.173666980586083,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,6,11,0,0,0,0,0,0.002014744583689,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,6,12,0,0,0,0,0,-0.00159440083329798,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,6,13,0,0,0,0,0,-0.00159440083329798,0,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,6,14,0.60320774899548,0.644254770455156,0,0.490775603488319,0.60320774899548,0.552243461268519,0,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,6,15,0.689299881839971,0.603850114208232,0,0.534349951945629,0.689299881839971,1.0834744342099,0.139190497555188,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
