parameter_set_id,initial_branch,trial_id,metric_name,R_11_28,R_12_00,delta_12_minus_11,basic_metric_11_28,basic_metric_12_00,delta_basic_metric,chain_prob_11_28,chain_prob_12_00,delta_chain_prob,max_line_loading_11_28,max_line_loading_12_00,delta_max_line_loading,terminated_reason_11_28,terminated_reason_12_00,pair_status,likely_driver,note
high_hidden_failure,1,1,SLLR,0.0846973969133233,0.0669698947342135,-0.0177275021791098,0.310223001072874,0.310223001072874,0,0.0623335638056375,0.0492869008801292,-0.0130466629255083,1.29526460980635,1.3001732065106,0.00490859670424992,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,line_loading_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,3,CRI,2.94189809539348e-05,7.07658060074902e-05,4.13468250535554e-05,2.06430122540168,2.08605003374512,0.0217488083434403,3.25372200316501e-06,7.74505714277268e-06,4.49133513960767e-06,1.87175243837105,1.8913931617397,0.01964072336865,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,mixed_probability_and_severity,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,4,SLLR,0.00637704351345682,0.0044939764795661,-0.00188306703389072,0.412936524560178,0.412936524560178,0,0.00352583489481654,0.00248469671795446,-0.00104113817686208,1.29574714093687,1.30070251863941,0.00495537770254018,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,line_loading_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,4,SLFOR,0.000645138640018193,0.000573996213253436,-7.11424267647573e-05,0.0417750494106608,0.0527425994526927,0.0109675500420319,0.00352583489481654,0.00248469671795446,-0.00104113817686208,1.29574714093687,1.30070251863941,0.00495537770254018,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,4,SNVOR,0,0,0,0,0,0,0.00352583489481654,0.00248469671795446,-0.00104113817686208,1.29574714093687,1.30070251863941,0.00495537770254018,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,line_loading_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,4,CRI,0.00395525383607773,0.00281118513039035,-0.00114406870568738,0.256116924618239,0.258310434626645,0.00219351000840601,0.00352583489481654,0.00248469671795446,-0.00104113817686208,1.29574714093687,1.30070251863941,0.00495537770254018,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,5,SLLR,0.269428546647557,0.172021255269607,-0.0974072913779499,1,1,0,0.0615133668145107,0.0392742591939742,-0.0222391076205365,1.3422041053345,1.35676122303537,0.0145571177008701,max_depth_reached,max_depth_reached,paired_by_initial_branch_trial,line_loading_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,5,SLFOR,0.269428546647557,0.172021255269607,-0.0974072913779499,1,1,0,0.0615133668145107,0.0392742591939742,-0.0222391076205365,1.3422041053345,1.35676122303537,0.0145571177008701,max_depth_reached,max_depth_reached,paired_by_initial_branch_trial,line_loading_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,5,SNVOR,0.269428546647557,0.172021255269607,-0.0974072913779499,1,1,0,0.0615133668145107,0.0392742591939742,-0.0222391076205365,1.3422041053345,1.35676122303537,0.0145571177008701,max_depth_reached,max_depth_reached,paired_by_initial_branch_trial,line_loading_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,5,CRI,0.269428546647557,0.172021255269607,-0.0974072913779499,1,1,0,0.0615133668145107,0.0392742591939742,-0.0222391076205365,1.3422041053345,1.35676122303537,0.0145571177008701,max_depth_reached,max_depth_reached,paired_by_initial_branch_trial,line_loading_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,6,SLLR,0.00829070070869438,0.00246050616150318,-0.0058301945471912,0.353334063505819,0.396445125938765,0.043111062432946,0.00535712301355778,0.001416991560366,-0.00394013145319178,1.3486156310931,1.3001732065106,-0.0484424245824999,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,6,SLFOR,0.0327199458901631,0.00148678558059096,-0.0312331603095721,1.39446252437238,0.239555952333494,-1.15490657203889,0.00535712301355778,0.001416991560366,-0.00394013145319178,1.3486156310931,1.3001732065106,-0.0484424245824999,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,6,SNVOR,0.0783803310893147,0.00310374621564276,-0.075276584873672,3.34042222193308,0.500086152432448,-2.84033606950063,0.00535712301355778,0.001416991560366,-0.00394013145319178,1.3486156310931,1.3001732065106,-0.0484424245824999,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,6,CRI,0.0271944758211122,0.00239441005614865,-0.0248000657649635,1.15897738736458,0.385795496516447,-0.773181890848133,0.00535712301355778,0.001416991560366,-0.00394013145319178,1.3486156310931,1.3001732065106,-0.0484424245824999,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,7,SLLR,0.269428546647557,0.145172242539242,-0.124256304108315,1,0.507838694771379,-0.492161305228621,0.0615133668145107,0.0652655025167394,0.0037521357022287,1.3422041053345,1.96737921779696,0.62517511246246,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,chain_probability_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,7,SLFOR,0.269428546647557,1.93576480712376,1.66633626047621,1,6.77165452457875,5.77165452457875,0.0615133668145107,0.0652655025167394,0.0037521357022287,1.3422041053345,1.96737921779696,0.62517511246246,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,mixed_probability_and_severity,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,7,SNVOR,0.269428546647557,0.550807321891805,0.281378775244248,1,1.92682338253775,0.92682338253775,0.0615133668145107,0.0652655025167394,0.0037521357022287,1.3422041053345,1.96737921779696,0.62517511246246,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,mixed_probability_and_severity,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,7,CRI,0.269428546647557,0.584417771326659,0.314989224679102,1,2.04439879828613,1.04439879828613,0.0615133668145107,0.0652655025167394,0.0037521357022287,1.3422041053345,1.96737921779696,0.62517511246246,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,mixed_probability_and_severity,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,8,SLLR,0.00156393045124904,0.0024569956886487,0.000893065237399654,0.507838694771379,0.397399839788431,-0.110438854982948,0.000703100710002525,0.00141157057356,0.000708469863557475,1.96551329303833,1.3001732065106,-0.66534008652773,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,chain_probability_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,8,SLFOR,0.0208136354895863,0.00137591100597395,-0.0194377244836123,6.75859305126834,0.222542846071459,-6.53605020519688,0.000703100710002525,0.00141157057356,0.000708469863557475,1.96551329303833,1.3001732065106,-0.66534008652773,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,chain_probability_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,8,SNVOR,0.00592389629261036,0.0015037331333189,-0.00442016315929146,1.92360456873104,0.243217075644991,-1.68038749308605,0.000703100710002525,0.00141157057356,0.000708469863557475,1.96551329303833,1.3001732065106,-0.66534008652773,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,chain_probability_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,8,CRI,0.00628586462718875,0.00205012624104779,-0.00423573838614096,2.0411427408627,0.331591888216349,-1.70955085264635,0.000703100710002525,0.00141157057356,0.000708469863557475,1.96551329303833,1.3001732065106,-0.66534008652773,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,chain_probability_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,9,SLLR,0.00418204161745645,0.00778330515761276,0.0036012635401563,0.397204132243298,1,0.602795867756702,0.00240381190612964,0.00177701030995725,-0.00062680159617239,1.52601260668615,1.30123032378136,-0.22478228290479,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,9,SLFOR,0.0221529076250473,0.00778330515761276,-0.0143696024674345,2.10405042674458,1,-1.10405042674458,0.00240381190612964,0.00177701030995725,-0.00062680159617239,1.52601260668615,1.30123032378136,-0.22478228290479,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,9,SNVOR,0.0275436057510434,0.00778330515761276,-0.0197603005934307,2.61605096791188,1,-1.61605096791188,0.00240381190612964,0.00177701030995725,-0.00062680159617239,1.52601260668615,1.30123032378136,-0.22478228290479,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,9,CRI,0.012448527645692,0.00778330515761276,-0.00466522248807926,1.18234275827727,1,-0.18234275827727,0.00240381190612964,0.00177701030995725,-0.00062680159617239,1.52601260668615,1.30123032378136,-0.22478228290479,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,10,SLLR,0.269428546647557,0.0669698947342135,-0.202458651913343,1,0.310223001072874,-0.689776998927126,0.0615133668145107,0.0492869008801292,-0.0122264659343815,1.3422041053345,1.3001732065106,-0.0420308988239,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,10,SLFOR,0.269428546647557,0.120336299390892,-0.149092247256665,1,0.557430888658312,-0.442569111341688,0.0615133668145107,0.0492869008801292,-0.0122264659343815,1.3422041053345,1.3001732065106,-0.0420308988239,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,10,SNVOR,0.269428546647557,0.043169884790895,-0.226258661856662,1,0.199974798660686,-0.800025201339314,0.0615133668145107,0.0492869008801292,-0.0122264659343815,1.3422041053345,1.3001732065106,-0.0420308988239,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,10,CRI,0.269428546647557,0.0728831736768854,-0.196545372970671,1,0.337614938107524,-0.662385061892476,0.0615133668145107,0.0492869008801292,-0.0122264659343815,1.3422041053345,1.3001732065106,-0.0420308988239,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,11,SLLR,0.103584492567388,0.145172242539242,0.0415877499718543,0.787153654406697,0.507838694771379,-0.279314959635318,0.0300442326531866,0.0652655025167394,0.0352212698635528,1.3422041053345,1.96737921779696,0.62517511246246,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,chain_probability_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,11,SLFOR,0,1.93576480712376,1.93576480712376,0,6.77165452457875,6.77165452457875,0.0300442326531866,0.0652655025167394,0.0352212698635528,1.3422041053345,1.96737921779696,0.62517511246246,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,mixed_probability_and_severity,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,11,SNVOR,0,0.550807321891805,0.550807321891805,0,1.92682338253775,1.92682338253775,0.0300442326531866,0.0652655025167394,0.0352212698635528,1.3422041053345,1.96737921779696,0.62517511246246,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,mixed_probability_and_severity,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,11,CRI,0.0621506955404326,0.584417771326659,0.522267075786226,0.472292192644018,2.04439879828613,1.57210660564211,0.0300442326531866,0.0652655025167394,0.0352212698635528,1.3422041053345,1.96737921779696,0.62517511246246,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,mixed_probability_and_severity,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,12,SLLR,0.103584492567388,0.108066013412721,0.00448152084533357,0.787153654406697,0.507838694771379,-0.279314959635318,0.0300442326531866,0.0485835483904951,0.0185393157373085,1.3422041053345,1.96737921779696,0.62517511246246,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,chain_probability_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,12,SLFOR,0,1.44098060312021,1.44098060312021,0,6.77165452457875,6.77165452457875,0.0300442326531866,0.0485835483904951,0.0185393157373085,1.3422041053345,1.96737921779696,0.62517511246246,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,mixed_probability_and_severity,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,12,SNVOR,0,0.410020196659116,0.410020196659116,0,1.92682338253775,1.92682338253775,0.0300442326531866,0.0485835483904951,0.0185393157373085,1.3422041053345,1.96737921779696,0.62517511246246,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,mixed_probability_and_severity,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,12,CRI,0.0621506955404326,0.435039768003498,0.372889072463065,0.472292192644018,2.04439879828613,1.57210660564211,0.0300442326531866,0.0485835483904951,0.0185393157373085,1.3422041053345,1.96737921779696,0.62517511246246,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,mixed_probability_and_severity,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,13,SLLR,0.0121129133565389,0.0588330326012774,0.0467201192447386,0.507838694771379,0.787153654406697,0.279314959635318,0.00544563728801348,0.0170642658505603,0.0116186285625468,1.96551329303833,1.35676122303537,-0.60875207000296,load_loss_threshold,max_depth_reached,paired_by_initial_branch_trial,mixed_probability_and_severity,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,13,SLFOR,0.161205226945091,0,-0.161205226945091,6.75859305126834,0,-6.75859305126834,0.00544563728801348,0.0170642658505603,0.0116186285625468,1.96551329303833,1.35676122303537,-0.60875207000296,load_loss_threshold,max_depth_reached,paired_by_initial_branch_trial,chain_probability_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,13,SNVOR,0.0458816071189118,0,-0.0458816071189118,1.92360456873104,0,-1.92360456873104,0.00544563728801348,0.0170642658505603,0.0116186285625468,1.96551329303833,1.35676122303537,-0.60875207000296,load_loss_threshold,max_depth_reached,paired_by_initial_branch_trial,chain_probability_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,13,CRI,0.0486851148267239,0.0352998195607665,-0.0133852952659574,2.0411427408627,0.472292192644018,-1.56885054821868,0.00544563728801348,0.0170642658505603,0.0116186285625468,1.96551329303833,1.35676122303537,-0.60875207000296,load_loss_threshold,max_depth_reached,paired_by_initial_branch_trial,chain_probability_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,14,SLLR,0.103584492567388,0.0315486097345007,-0.072035882832887,0.787153654406697,0.396445125938765,-0.390708528467932,0.0300442326531866,0.0181686656325044,-0.0118755670206822,1.3422041053345,1.3001732065106,-0.0420308988239,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,14,SLFOR,0,0.0391499033139831,0.0391499033139831,0,0.491964257075626,0.491964257075626,0.0300442326531866,0.0181686656325044,-0.0118755670206822,1.3422041053345,1.3001732065106,-0.0420308988239,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,14,SNVOR,0,0.0547132274554335,0.0547132274554335,0,0.687535600827606,0.687535600827606,0.0300442326531866,0.0181686656325044,-0.0118755670206822,1.3422041053345,1.3001732065106,-0.0420308988239,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,14,CRI,0.0621506955404326,0.0377017919945838,-0.0244489035458489,0.472292192644018,0.473767047143905,0.00147485449988699,0.0300442326531866,0.0181686656325044,-0.0118755670206822,1.3422041053345,1.3001732065106,-0.0420308988239,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,15,SLLR,4.68671037748277e-05,0.172021255269607,0.171974388165832,0.713461129507549,1,0.286538870492451,1.49976663911192e-05,0.0392742591939742,0.0392592615275831,1.81952215275049,1.35676122303537,-0.46276092971512,load_loss_threshold,max_depth_reached,paired_by_initial_branch_trial,mixed_probability_and_severity,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,15,SLFOR,0.000269171144651133,0.172021255269607,0.171752084124956,4.09761076375245,1,-3.09761076375245,1.49976663911192e-05,0.0392742591939742,0.0392592615275831,1.81952215275049,1.35676122303537,-0.46276092971512,load_loss_threshold,max_depth_reached,paired_by_initial_branch_trial,chain_probability_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,15,SNVOR,0.000113976094792122,0.172021255269607,0.171907279174815,1.7350658943624,1,-0.7350658943624,1.49976663911192e-05,0.0392742591939742,0.0392592615275831,1.81952215275049,1.35676122303537,-0.46276092971512,load_loss_threshold,max_depth_reached,paired_by_initial_branch_trial,chain_probability_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,15,CRI,0.000104749710153547,0.172021255269607,0.171916505559453,1.5946120093275,1,-0.5946120093275,1.49976663911192e-05,0.0392742591939742,0.0392592615275831,1.81952215275049,1.35676122303537,-0.46276092971512,load_loss_threshold,max_depth_reached,paired_by_initial_branch_trial,chain_probability_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,16,SLLR,0.180329855443044,0.0464989122406893,-0.133830943202354,0.507838694771379,1,0.492161305228621,0.0810714116445492,0.0106161900092898,-0.0704552216352594,1.96551329303833,1.35657941493078,-0.60893387810755,load_loss_threshold,max_depth_reached,paired_by_initial_branch_trial,severity_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,16,SLFOR,2.39992761576046,0.0464989122406893,-2.35342870351977,6.75859305126834,1,-5.75859305126834,0.0810714116445492,0.0106161900092898,-0.0704552216352594,1.96551329303833,1.35657941493078,-0.60893387810755,load_loss_threshold,max_depth_reached,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,16,SNVOR,0.683058099708232,0.0464989122406893,-0.636559187467543,1.92360456873104,1,-0.92360456873104,0.0810714116445492,0.0106161900092898,-0.0704552216352594,1.96551329303833,1.35657941493078,-0.60893387810755,load_loss_threshold,max_depth_reached,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,16,CRI,0.724795056359565,0.0464989122406893,-0.678296144118876,2.0411427408627,1,-1.0411427408627,0.0810714116445492,0.0106161900092898,-0.0704552216352594,1.96551329303833,1.35657941493078,-0.60893387810755,load_loss_threshold,max_depth_reached,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,17,SLLR,3.85561541119211e-05,7.57518586679222e-05,3.71957045560011e-05,0.412936524560178,1,0.587063475439822,2.13175013297102e-05,1.72949449013521e-05,-4.0225564283581e-06,1.29574714093687,1.61246851387399,0.31672137293712,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,17,SLFOR,3.90056376055886e-06,7.57518586679222e-05,7.18512949073633e-05,0.0417750494106608,1,0.958224950589339,2.13175013297102e-05,1.72949449013521e-05,-4.0225564283581e-06,1.29574714093687,1.61246851387399,0.31672137293712,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,17,SNVOR,0,7.57518586679222e-05,7.57518586679222e-05,0,1,1,2.13175013297102e-05,1.72949449013521e-05,-4.0225564283581e-06,1.29574714093687,1.61246851387399,0.31672137293712,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,17,CRI,2.39138052192644e-05,7.57518586679222e-05,5.18380534486578e-05,0.256116924618239,1,0.743883075381761,2.13175013297102e-05,1.72949449013521e-05,-4.0225564283581e-06,1.29574714093687,1.61246851387399,0.31672137293712,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,severity_increase,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,18,SLLR,0.269428546647557,0.0669698947342135,-0.202458651913343,1,0.310223001072874,-0.689776998927126,0.0615133668145107,0.0492869008801292,-0.0122264659343815,1.3422041053345,1.3001732065106,-0.0420308988239,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,18,SLFOR,0.269428546647557,0.120336299390892,-0.149092247256665,1,0.557430888658312,-0.442569111341688,0.0615133668145107,0.0492869008801292,-0.0122264659343815,1.3422041053345,1.3001732065106,-0.0420308988239,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,18,SNVOR,0.269428546647557,0.043169884790895,-0.226258661856662,1,0.199974798660686,-0.800025201339314,0.0615133668145107,0.0492869008801292,-0.0122264659343815,1.3422041053345,1.3001732065106,-0.0420308988239,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,18,CRI,0.269428546647557,0.0728831736768854,-0.196545372970671,1,0.337614938107524,-0.662385061892476,0.0615133668145107,0.0492869008801292,-0.0122264659343815,1.3422041053345,1.3001732065106,-0.0420308988239,max_depth_reached,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,19,SLLR,0.180329855443044,0.0182340884597394,-0.162095766983304,0.507838694771379,0.310223001072874,-0.197615693698505,0.0810714116445492,0.0134194881763127,-0.0676519234682365,1.96551329303833,1.3001732065106,-0.66534008652773,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,19,SLFOR,2.39992761576046,0.0324457707960687,-2.36748184496439,6.75859305126834,0.552011383004055,-6.20658166826428,0.0810714116445492,0.0134194881763127,-0.0676519234682365,1.96551329303833,1.3001732065106,-0.66534008652773,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,19,SNVOR,0.683058099708232,0.0116687085496798,-0.671389391158552,1.92360456873104,0.198523868792184,-1.72508069993886,0.0810714116445492,0.0134194881763127,-0.0676519234682365,1.96551329303833,1.3001732065106,-0.66534008652773,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
high_hidden_failure,1,19,CRI,0.724795056359565,0.0197633489449934,-0.705031707414572,2.0411427408627,0.336240851002972,-1.70490188985973,0.0810714116445492,0.0134194881763127,-0.0676519234682365,1.96551329303833,1.3001732065106,-0.66534008652773,load_loss_threshold,load_loss_threshold,paired_by_initial_branch_trial,no_clear_driver,common-random diagnostic pair; not formal benchmark
